2016-08-22 16:03:28,842,Tag Name,Step,Accuarcy1,Accuarcy2,Accuarcy3,Elapsed Time,L1,L2,L3
2016-08-22 16:03:31,586,4_2_2_512,0,12.500,8.680,8.920,1.54,2,2,512
2016-08-22 16:03:32,131,4_2_2_512,100,12.500,11.260,11.350,0.228,2,2,512
2016-08-22 16:03:32,655,4_2_2_512,200,12.500,11.260,11.350,0.235,2,2,512
2016-08-22 16:03:33,206,4_2_2_512,300,7.812,11.260,11.350,0.238,2,2,512
2016-08-22 16:03:33,780,4_2_2_512,400,15.625,11.260,11.350,0.26,2,2,512
2016-08-22 16:03:34,348,4_2_2_512,500,9.375,11.260,11.350,0.246,2,2,512
2016-08-22 16:03:34,885,4_2_2_512,600,12.500,11.260,11.350,0.228,2,2,512
2016-08-22 16:03:35,432,4_2_2_512,700,4.688,9.760,10.320,0.227,2,2,512
2016-08-22 16:03:35,971,4_2_2_512,800,4.688,9.860,10.100,0.255,2,2,512
2016-08-22 16:03:36,510,4_2_2_512,900,7.812,11.260,11.350,0.229,2,2,512
2016-08-22 16:03:36,997,4_2_2_512,1000,7.812,9.860,10.100,0.204,2,2,512
2016-08-22 16:03:37,489,4_2_2_512,1100,6.250,11.260,11.350,0.233,2,2,512
2016-08-22 16:03:38,017,4_2_2_512,1200,6.250,11.260,11.350,0.226,2,2,512
2016-08-22 16:03:38,580,4_2_2_512,1300,10.938,11.260,11.350,0.258,2,2,512
2016-08-22 16:03:39,113,4_2_2_512,1400,10.938,11.260,11.350,0.244,2,2,512
2016-08-22 16:03:39,689,4_2_2_512,1500,6.250,11.000,10.280,0.255,2,2,512
2016-08-22 16:03:40,231,4_2_2_512,1600,3.125,11.000,10.280,0.242,2,2,512
2016-08-22 16:03:40,758,4_2_2_512,1700,9.375,11.000,10.280,0.241,2,2,512
2016-08-22 16:03:41,264,4_2_2_512,1800,10.938,11.260,11.350,0.228,2,2,512
2016-08-22 16:03:41,789,4_2_2_512,1900,6.250,11.260,11.350,0.234,2,2,512
2016-08-22 16:03:42,309,4_2_2_512,2000,6.250,11.260,11.350,0.229,2,2,512
2016-08-22 16:03:42,847,4_2_2_512,2100,17.188,11.260,11.350,0.238,2,2,512
2016-08-22 16:03:43,374,4_2_2_512,2200,4.688,11.260,11.350,0.231,2,2,512
2016-08-22 16:03:43,900,4_2_2_512,2300,6.250,11.260,11.350,0.235,2,2,512
2016-08-22 16:03:44,408,4_2_2_512,2400,7.812,11.260,11.350,0.228,2,2,512
2016-08-22 16:03:44,938,4_2_2_512,2500,9.375,9.860,10.100,0.231,2,2,512
2016-08-22 16:03:45,466,4_2_2_512,2600,6.250,9.860,10.100,0.237,2,2,512
2016-08-22 16:03:45,996,4_2_2_512,2700,7.812,11.260,11.350,0.241,2,2,512
2016-08-22 16:03:46,524,4_2_2_512,2800,12.500,11.260,11.350,0.237,2,2,512
2016-08-22 16:03:47,048,4_2_2_512,2900,15.625,11.260,11.350,0.233,2,2,512
2016-08-22 16:03:47,575,4_2_2_512,3000,7.812,11.260,11.350,0.245,2,2,512
2016-08-22 16:03:48,128,4_2_2_512,3100,4.688,11.260,11.350,0.246,2,2,512
2016-08-22 16:03:48,691,4_2_2_512,3200,12.500,11.260,11.350,0.247,2,2,512
2016-08-22 16:03:49,257,4_2_2_512,3300,10.938,11.260,11.350,0.269,2,2,512
2016-08-22 16:03:49,808,4_2_2_512,3400,14.062,11.000,10.280,0.235,2,2,512
2016-08-22 16:03:50,324,4_2_2_512,3500,15.625,11.260,11.350,0.229,2,2,512
2016-08-22 16:03:50,845,4_2_2_512,3600,9.375,11.260,11.350,0.24,2,2,512
2016-08-22 16:03:51,358,4_2_2_512,3700,10.938,11.260,11.350,0.224,2,2,512
2016-08-22 16:03:51,883,4_2_2_512,3800,9.375,11.260,11.350,0.237,2,2,512
2016-08-22 16:03:52,417,4_2_2_512,3900,7.812,11.260,11.350,0.249,2,2,512
2016-08-22 16:03:52,964,4_2_2_512,4000,6.250,11.260,11.350,0.236,2,2,512
2016-08-22 16:03:53,470,4_2_2_512,4100,10.938,11.260,11.350,0.224,2,2,512
2016-08-22 16:03:54,001,4_2_2_512,4200,12.500,11.260,11.350,0.238,2,2,512
2016-08-22 16:03:54,582,4_2_2_512,4300,14.062,11.000,10.280,0.271,2,2,512
2016-08-22 16:03:55,120,4_2_2_512,4400,7.812,11.260,11.350,0.242,2,2,512
2016-08-22 16:03:55,683,4_2_2_512,4500,9.375,11.260,11.350,0.236,2,2,512
2016-08-22 16:03:56,197,4_2_2_512,4600,10.938,11.260,11.350,0.232,2,2,512
2016-08-22 16:03:56,752,4_2_2_512,4700,14.062,11.260,11.350,0.246,2,2,512
2016-08-22 16:03:57,297,4_2_2_512,4800,7.812,11.260,11.350,0.249,2,2,512
2016-08-22 16:03:57,844,4_2_2_512,4900,10.938,11.260,11.350,0.237,2,2,512
2016-08-22 16:03:58,411,4_2_2_512,5000,14.062,11.260,11.350,0.259,2,2,512
2016-08-22 16:03:58,967,4_2_2_512,5100,7.812,11.000,10.280,0.248,2,2,512
2016-08-22 16:03:59,517,4_2_2_512,5200,15.625,11.260,11.350,0.254,2,2,512
2016-08-22 16:04:00,052,4_2_2_512,5300,9.375,11.260,11.350,0.223,2,2,512
2016-08-22 16:04:00,599,4_2_2_512,5400,10.938,11.260,11.350,0.25,2,2,512
2016-08-22 16:04:01,125,4_2_2_512,5500,7.812,11.260,11.350,0.227,2,2,512
2016-08-22 16:04:01,663,4_2_2_512,5600,7.812,11.260,11.350,0.26,2,2,512
2016-08-22 16:04:02,242,4_2_2_512,5700,10.938,11.260,11.350,0.237,2,2,512
2016-08-22 16:04:02,776,4_2_2_512,5800,4.688,11.260,11.350,0.244,2,2,512
2016-08-22 16:04:03,306,4_2_2_512,5900,12.500,11.260,11.350,0.223,2,2,512
2016-08-22 16:04:03,827,4_2_2_512,6000,14.062,11.000,10.280,0.243,2,2,512
2016-08-22 16:04:04,335,4_2_2_512,6100,14.062,11.260,11.350,0.228,2,2,512
2016-08-22 16:04:04,852,4_2_2_512,6200,10.938,11.260,11.350,0.222,2,2,512
2016-08-22 16:04:05,386,4_2_2_512,6300,7.812,11.260,11.350,0.251,2,2,512
2016-08-22 16:04:05,939,4_2_2_512,6400,9.375,11.260,11.350,0.25,2,2,512
2016-08-22 16:04:06,474,4_2_2_512,6500,12.500,11.260,11.350,0.244,2,2,512
2016-08-22 16:04:07,029,4_2_2_512,6600,17.188,11.260,11.350,0.25,2,2,512
2016-08-22 16:04:07,562,4_2_2_512,6700,9.375,11.260,11.350,0.227,2,2,512
2016-08-22 16:04:08,109,4_2_2_512,6800,4.688,11.260,11.350,0.243,2,2,512
2016-08-22 16:04:08,634,4_2_2_512,6900,10.938,11.260,11.350,0.226,2,2,512
2016-08-22 16:04:09,148,4_2_2_512,7000,9.375,11.260,11.350,0.24,2,2,512
2016-08-22 16:04:09,669,4_2_2_512,7100,10.938,11.260,11.350,0.242,2,2,512
2016-08-22 16:04:10,196,4_2_2_512,7200,4.688,11.260,11.350,0.234,2,2,512
2016-08-22 16:04:10,723,4_2_2_512,7300,10.938,11.260,11.350,0.23,2,2,512
2016-08-22 16:04:11,244,4_2_2_512,7400,10.938,11.260,11.350,0.231,2,2,512
2016-08-22 16:04:11,805,4_2_2_512,7500,12.500,11.260,11.350,0.276,2,2,512
2016-08-22 16:04:12,349,4_2_2_512,7600,7.812,11.260,11.350,0.23,2,2,512
2016-08-22 16:04:12,890,4_2_2_512,7700,4.688,11.000,10.280,0.243,2,2,512
2016-08-22 16:04:13,411,4_2_2_512,7800,7.812,11.260,11.350,0.23,2,2,512
2016-08-22 16:04:13,931,4_2_2_512,7900,17.188,11.260,11.350,0.229,2,2,512
2016-08-22 16:04:14,449,4_2_2_512,8000,10.938,11.260,11.350,0.23,2,2,512
2016-08-22 16:04:14,974,4_2_2_512,8100,6.250,11.260,11.350,0.241,2,2,512
2016-08-22 16:04:15,503,4_2_2_512,8200,17.188,11.260,11.350,0.232,2,2,512
2016-08-22 16:04:16,021,4_2_2_512,8300,18.750,11.260,11.350,0.228,2,2,512
2016-08-22 16:04:16,571,4_2_2_512,8400,14.062,11.260,11.350,0.245,2,2,512
2016-08-22 16:04:17,101,4_2_2_512,8500,12.500,11.260,11.350,0.241,2,2,512
2016-08-22 16:04:18,167,4_2_2_1024,0,4.688,8.300,8.740,0.335,2,2,1024
2016-08-22 16:04:18,836,4_2_2_1024,100,73.438,76.800,76.480,0.266,2,2,1024
2016-08-22 16:04:19,437,4_2_2_1024,200,79.688,87.280,87.210,0.263,2,2,1024
2016-08-22 16:04:20,013,4_2_2_1024,300,76.562,88.360,88.650,0.251,2,2,1024
2016-08-22 16:04:20,631,4_2_2_1024,400,78.125,91.400,90.560,0.27,2,2,1024
2016-08-22 16:04:21,290,4_2_2_1024,500,89.062,90.820,90.970,0.273,2,2,1024
2016-08-22 16:04:21,886,4_2_2_1024,600,95.312,91.400,90.960,0.263,2,2,1024
2016-08-22 16:04:22,486,4_2_2_1024,700,95.312,93.120,92.590,0.273,2,2,1024
2016-08-22 16:04:23,063,4_2_2_1024,800,92.188,93.080,92.900,0.251,2,2,1024
2016-08-22 16:04:23,651,4_2_2_1024,900,92.188,93.520,93.350,0.256,2,2,1024
2016-08-22 16:04:24,269,4_2_2_1024,1000,90.625,93.460,93.220,0.274,2,2,1024
2016-08-22 16:04:24,905,4_2_2_1024,1100,96.875,93.700,93.410,0.28,2,2,1024
2016-08-22 16:04:25,542,4_2_2_1024,1200,92.188,93.940,93.760,0.263,2,2,1024
2016-08-22 16:04:26,134,4_2_2_1024,1300,95.312,94.360,93.890,0.255,2,2,1024
2016-08-22 16:04:26,729,4_2_2_1024,1400,93.750,93.380,93.020,0.265,2,2,1024
2016-08-22 16:04:27,320,4_2_2_1024,1500,85.938,94.680,94.160,0.256,2,2,1024
2016-08-22 16:04:27,918,4_2_2_1024,1600,93.750,94.460,94.420,0.264,2,2,1024
2016-08-22 16:04:28,498,4_2_2_1024,1700,93.750,93.860,93.950,0.25,2,2,1024
2016-08-22 16:04:29,119,4_2_2_1024,1800,92.188,93.920,93.810,0.296,2,2,1024
2016-08-22 16:04:29,765,4_2_2_1024,1900,92.188,94.640,94.200,0.255,2,2,1024
2016-08-22 16:04:30,352,4_2_2_1024,2000,95.312,94.360,93.780,0.259,2,2,1024
2016-08-22 16:04:30,980,4_2_2_1024,2100,93.750,94.560,94.050,0.27,2,2,1024
2016-08-22 16:04:31,623,4_2_2_1024,2200,89.062,94.920,94.730,0.277,2,2,1024
2016-08-22 16:04:32,258,4_2_2_1024,2300,90.625,94.720,94.450,0.264,2,2,1024
2016-08-22 16:04:32,853,4_2_2_1024,2400,95.312,95.040,94.900,0.268,2,2,1024
2016-08-22 16:04:33,514,4_2_2_1024,2500,90.625,94.940,94.700,0.301,2,2,1024
2016-08-22 16:04:34,145,4_2_2_1024,2600,93.750,94.680,94.510,0.292,2,2,1024
2016-08-22 16:04:34,760,4_2_2_1024,2700,85.938,94.640,94.250,0.267,2,2,1024
2016-08-22 16:04:35,354,4_2_2_1024,2800,96.875,95.540,95.150,0.258,2,2,1024
2016-08-22 16:04:35,967,4_2_2_1024,2900,89.062,95.160,94.600,0.268,2,2,1024
2016-08-22 16:04:36,585,4_2_2_1024,3000,92.188,95.060,94.900,0.287,2,2,1024
2016-08-22 16:04:37,186,4_2_2_1024,3100,92.188,94.960,94.520,0.249,2,2,1024
2016-08-22 16:04:37,774,4_2_2_1024,3200,92.188,95.720,95.340,0.251,2,2,1024
2016-08-22 16:04:38,395,4_2_2_1024,3300,95.312,95.220,94.880,0.283,2,2,1024
2016-08-22 16:04:39,012,4_2_2_1024,3400,93.750,95.620,95.230,0.268,2,2,1024
2016-08-22 16:04:39,599,4_2_2_1024,3500,95.312,95.600,95.030,0.242,2,2,1024
2016-08-22 16:04:40,196,4_2_2_1024,3600,96.875,95.400,95.330,0.276,2,2,1024
2016-08-22 16:04:40,820,4_2_2_1024,3700,95.312,95.340,95.170,0.276,2,2,1024
2016-08-22 16:04:41,422,4_2_2_1024,3800,96.875,95.480,95.290,0.265,2,2,1024
2016-08-22 16:04:42,044,4_2_2_1024,3900,93.750,96.040,95.800,0.286,2,2,1024
2016-08-22 16:04:42,681,4_2_2_1024,4000,95.312,95.980,95.330,0.286,2,2,1024
2016-08-22 16:04:43,299,4_2_2_1024,4100,93.750,95.880,95.730,0.273,2,2,1024
2016-08-22 16:04:43,936,4_2_2_1024,4200,100.000,95.860,95.740,0.274,2,2,1024
2016-08-22 16:04:44,552,4_2_2_1024,4300,92.188,95.700,95.490,0.274,2,2,1024
2016-08-22 16:04:45,144,4_2_2_1024,4400,95.312,95.740,95.040,0.253,2,2,1024
2016-08-22 16:04:45,726,4_2_2_1024,4500,92.188,95.980,95.730,0.255,2,2,1024
2016-08-22 16:04:46,320,4_2_2_1024,4600,93.750,96.000,95.540,0.252,2,2,1024
2016-08-22 16:04:46,923,4_2_2_1024,4700,95.312,96.180,96.140,0.266,2,2,1024
2016-08-22 16:04:47,581,4_2_2_1024,4800,93.750,95.980,95.670,0.29,2,2,1024
2016-08-22 16:04:48,189,4_2_2_1024,4900,93.750,95.780,95.020,0.254,2,2,1024
2016-08-22 16:04:48,789,4_2_2_1024,5000,89.062,96.240,96.060,0.269,2,2,1024
2016-08-22 16:04:49,386,4_2_2_1024,5100,95.312,95.760,95.590,0.261,2,2,1024
2016-08-22 16:04:50,022,4_2_2_1024,5200,87.500,95.840,95.440,0.284,2,2,1024
2016-08-22 16:04:50,655,4_2_2_1024,5300,98.438,96.360,95.750,0.285,2,2,1024
2016-08-22 16:04:51,293,4_2_2_1024,5400,93.750,96.240,95.950,0.269,2,2,1024
2016-08-22 16:04:51,916,4_2_2_1024,5500,90.625,95.780,95.330,0.273,2,2,1024
2016-08-22 16:04:52,516,4_2_2_1024,5600,95.312,95.900,95.560,0.266,2,2,1024
2016-08-22 16:04:53,116,4_2_2_1024,5700,90.625,95.940,95.700,0.254,2,2,1024
2016-08-22 16:04:53,725,4_2_2_1024,5800,96.875,96.480,95.820,0.273,2,2,1024
2016-08-22 16:04:54,317,4_2_2_1024,5900,92.188,96.160,95.590,0.255,2,2,1024
2016-08-22 16:04:54,934,4_2_2_1024,6000,90.625,96.200,95.630,0.285,2,2,1024
2016-08-22 16:04:55,566,4_2_2_1024,6100,92.188,96.180,95.850,0.281,2,2,1024
2016-08-22 16:04:56,205,4_2_2_1024,6200,98.438,96.220,95.800,0.287,2,2,1024
2016-08-22 16:04:56,894,4_2_2_1024,6300,95.312,96.580,95.990,0.282,2,2,1024
2016-08-22 16:04:57,495,4_2_2_1024,6400,92.188,96.320,95.880,0.267,2,2,1024
2016-08-22 16:04:58,140,4_2_2_1024,6500,95.312,96.420,95.710,0.271,2,2,1024
2016-08-22 16:04:58,788,4_2_2_1024,6600,95.312,96.560,95.930,0.299,2,2,1024
2016-08-22 16:04:59,398,4_2_2_1024,6700,95.312,96.580,96.090,0.261,2,2,1024
2016-08-22 16:04:59,997,4_2_2_1024,6800,100.000,95.960,95.740,0.255,2,2,1024
2016-08-22 16:05:00,680,4_2_2_1024,6900,93.750,95.920,95.540,0.308,2,2,1024
2016-08-22 16:05:01,302,4_2_2_1024,7000,98.438,96.140,95.770,0.275,2,2,1024
2016-08-22 16:05:01,908,4_2_2_1024,7100,96.875,96.460,96.040,0.275,2,2,1024
2016-08-22 16:05:02,529,4_2_2_1024,7200,95.312,96.780,96.170,0.264,2,2,1024
2016-08-22 16:05:03,166,4_2_2_1024,7300,96.875,96.360,96.140,0.291,2,2,1024
2016-08-22 16:05:03,768,4_2_2_1024,7400,100.000,96.300,96.100,0.261,2,2,1024
2016-08-22 16:05:04,384,4_2_2_1024,7500,98.438,96.760,96.220,0.263,2,2,1024
2016-08-22 16:05:05,001,4_2_2_1024,7600,98.438,96.560,96.220,0.259,2,2,1024
2016-08-22 16:05:05,601,4_2_2_1024,7700,98.438,96.640,95.740,0.271,2,2,1024
2016-08-22 16:05:06,233,4_2_2_1024,7800,95.312,96.580,95.940,0.273,2,2,1024
2016-08-22 16:05:06,837,4_2_2_1024,7900,95.312,96.200,96.010,0.258,2,2,1024
2016-08-22 16:05:07,425,4_2_2_1024,8000,92.188,96.080,95.780,0.255,2,2,1024
2016-08-22 16:05:08,060,4_2_2_1024,8100,93.750,96.500,96.420,0.289,2,2,1024
2016-08-22 16:05:08,705,4_2_2_1024,8200,95.312,96.560,96.310,0.287,2,2,1024
2016-08-22 16:05:09,327,4_2_2_1024,8300,98.438,96.600,96.100,0.27,2,2,1024
2016-08-22 16:05:09,969,4_2_2_1024,8400,96.875,96.580,95.830,0.289,2,2,1024
2016-08-22 16:05:10,613,4_2_2_1024,8500,96.875,96.600,96.480,0.275,2,2,1024
2016-08-22 16:05:11,745,4_2_4_512,0,9.375,8.680,8.920,0.332,2,4,512
2016-08-22 16:05:12,296,4_2_4_512,100,81.250,80.220,79.750,0.233,2,4,512
2016-08-22 16:05:12,833,4_2_4_512,200,78.125,90.800,90.070,0.237,2,4,512
2016-08-22 16:05:13,423,4_2_4_512,300,85.938,93.380,93.460,0.258,2,4,512
2016-08-22 16:05:14,028,4_2_4_512,400,85.938,94.140,93.890,0.255,2,4,512
2016-08-22 16:05:14,598,4_2_4_512,500,89.062,95.080,95.170,0.233,2,4,512
2016-08-22 16:05:15,172,4_2_4_512,600,93.750,95.620,95.670,0.263,2,4,512
2016-08-22 16:05:15,726,4_2_4_512,700,98.438,95.980,95.890,0.237,2,4,512
2016-08-22 16:05:16,284,4_2_4_512,800,92.188,95.660,96.080,0.241,2,4,512
2016-08-22 16:05:16,840,4_2_4_512,900,92.188,96.320,96.410,0.249,2,4,512
2016-08-22 16:05:17,375,4_2_4_512,1000,93.750,96.760,96.710,0.229,2,4,512
2016-08-22 16:05:17,938,4_2_4_512,1100,95.312,96.840,96.940,0.234,2,4,512
2016-08-22 16:05:18,525,4_2_4_512,1200,98.438,96.900,97.190,0.27,2,4,512
2016-08-22 16:05:19,079,4_2_4_512,1300,96.875,97.260,97.350,0.237,2,4,512
2016-08-22 16:05:19,633,4_2_4_512,1400,93.750,96.080,96.560,0.242,2,4,512
2016-08-22 16:05:20,217,4_2_4_512,1500,93.750,97.360,97.370,0.256,2,4,512
2016-08-22 16:05:20,809,4_2_4_512,1600,98.438,97.000,97.330,0.248,2,4,512
2016-08-22 16:05:21,392,4_2_4_512,1700,96.875,97.260,97.200,0.252,2,4,512
2016-08-22 16:05:21,974,4_2_4_512,1800,96.875,97.280,97.450,0.238,2,4,512
2016-08-22 16:05:22,533,4_2_4_512,1900,95.312,97.620,97.740,0.232,2,4,512
2016-08-22 16:05:23,107,4_2_4_512,2000,95.312,97.420,97.370,0.265,2,4,512
2016-08-22 16:05:23,667,4_2_4_512,2100,100.000,97.320,97.490,0.239,2,4,512
2016-08-22 16:05:24,213,4_2_4_512,2200,95.312,97.400,97.690,0.229,2,4,512
2016-08-22 16:05:24,770,4_2_4_512,2300,96.875,97.680,97.840,0.254,2,4,512
2016-08-22 16:05:25,332,4_2_4_512,2400,98.438,97.380,97.580,0.258,2,4,512
2016-08-22 16:05:25,909,4_2_4_512,2500,98.438,97.640,97.760,0.243,2,4,512
2016-08-22 16:05:26,471,4_2_4_512,2600,96.875,97.300,97.540,0.252,2,4,512
2016-08-22 16:05:27,048,4_2_4_512,2700,96.875,97.740,97.940,0.228,2,4,512
2016-08-22 16:05:27,593,4_2_4_512,2800,96.875,98.000,97.970,0.233,2,4,512
2016-08-22 16:05:28,131,4_2_4_512,2900,92.188,97.940,98.090,0.227,2,4,512
2016-08-22 16:05:28,673,4_2_4_512,3000,98.438,98.040,97.860,0.244,2,4,512
2016-08-22 16:05:29,237,4_2_4_512,3100,98.438,97.880,97.960,0.254,2,4,512
2016-08-22 16:05:29,801,4_2_4_512,3200,96.875,97.920,97.960,0.236,2,4,512
2016-08-22 16:05:30,394,4_2_4_512,3300,100.000,97.740,97.860,0.271,2,4,512
2016-08-22 16:05:30,963,4_2_4_512,3400,98.438,98.040,97.940,0.243,2,4,512
2016-08-22 16:05:31,512,4_2_4_512,3500,95.312,98.160,98.040,0.244,2,4,512
2016-08-22 16:05:32,185,4_2_4_512,3600,100.000,98.060,98.240,0.26,2,4,512
2016-08-22 16:05:32,734,4_2_4_512,3700,95.312,98.160,98.450,0.235,2,4,512
2016-08-22 16:05:33,276,4_2_4_512,3800,93.750,98.080,98.020,0.226,2,4,512
2016-08-22 16:05:33,835,4_2_4_512,3900,96.875,98.020,98.220,0.255,2,4,512
2016-08-22 16:05:34,433,4_2_4_512,4000,96.875,98.300,98.030,0.233,2,4,512
2016-08-22 16:05:34,995,4_2_4_512,4100,96.875,98.100,98.080,0.244,2,4,512
2016-08-22 16:05:35,578,4_2_4_512,4200,95.312,98.180,98.180,0.253,2,4,512
2016-08-22 16:05:36,141,4_2_4_512,4300,95.312,98.140,98.130,0.235,2,4,512
2016-08-22 16:05:36,711,4_2_4_512,4400,96.875,97.620,97.320,0.261,2,4,512
2016-08-22 16:05:37,307,4_2_4_512,4500,96.875,98.040,98.280,0.254,2,4,512
2016-08-22 16:05:37,972,4_2_4_512,4600,100.000,98.060,98.080,0.261,2,4,512
2016-08-22 16:05:38,556,4_2_4_512,4700,98.438,98.100,98.320,0.249,2,4,512
2016-08-22 16:05:39,137,4_2_4_512,4800,98.438,98.140,98.430,0.27,2,4,512
2016-08-22 16:05:39,723,4_2_4_512,4900,96.875,97.900,97.810,0.241,2,4,512
2016-08-22 16:05:40,267,4_2_4_512,5000,92.188,98.340,98.360,0.238,2,4,512
2016-08-22 16:05:40,828,4_2_4_512,5100,100.000,98.260,98.380,0.243,2,4,512
2016-08-22 16:05:41,441,4_2_4_512,5200,92.188,98.340,98.260,0.225,2,4,512
2016-08-22 16:05:41,977,4_2_4_512,5300,98.438,98.340,98.300,0.234,2,4,512
2016-08-22 16:05:42,532,4_2_4_512,5400,100.000,98.240,98.440,0.233,2,4,512
2016-08-22 16:05:43,078,4_2_4_512,5500,96.875,98.460,98.450,0.244,2,4,512
2016-08-22 16:05:43,648,4_2_4_512,5600,100.000,98.400,98.520,0.27,2,4,512
2016-08-22 16:05:44,248,4_2_4_512,5700,98.438,98.240,98.320,0.242,2,4,512
2016-08-22 16:05:44,798,4_2_4_512,5800,98.438,98.200,98.390,0.228,2,4,512
2016-08-22 16:05:45,329,4_2_4_512,5900,98.438,98.300,98.100,0.229,2,4,512
2016-08-22 16:05:45,891,4_2_4_512,6000,98.438,98.280,98.280,0.255,2,4,512
2016-08-22 16:05:46,443,4_2_4_512,6100,98.438,98.380,98.320,0.233,2,4,512
2016-08-22 16:05:47,032,4_2_4_512,6200,100.000,98.320,98.390,0.265,2,4,512
2016-08-22 16:05:47,569,4_2_4_512,6300,98.438,98.160,98.400,0.228,2,4,512
2016-08-22 16:05:48,140,4_2_4_512,6400,98.438,98.320,98.430,0.259,2,4,512
2016-08-22 16:05:48,718,4_2_4_512,6500,98.438,98.460,98.400,0.24,2,4,512
2016-08-22 16:05:49,275,4_2_4_512,6600,98.438,98.380,98.390,0.234,2,4,512
2016-08-22 16:05:49,825,4_2_4_512,6700,100.000,98.420,98.400,0.233,2,4,512
2016-08-22 16:05:50,406,4_2_4_512,6800,100.000,98.340,98.500,0.259,2,4,512
2016-08-22 16:05:50,993,4_2_4_512,6900,96.875,98.120,98.260,0.265,2,4,512
2016-08-22 16:05:51,609,4_2_4_512,7000,100.000,98.380,98.300,0.249,2,4,512
2016-08-22 16:05:52,185,4_2_4_512,7100,93.750,98.460,98.400,0.256,2,4,512
2016-08-22 16:05:52,747,4_2_4_512,7200,96.875,98.400,98.450,0.246,2,4,512
2016-08-22 16:05:53,293,4_2_4_512,7300,98.438,98.460,98.710,0.244,2,4,512
2016-08-22 16:05:53,859,4_2_4_512,7400,100.000,98.420,98.500,0.241,2,4,512
2016-08-22 16:05:54,417,4_2_4_512,7500,98.438,98.380,98.320,0.244,2,4,512
2016-08-22 16:05:55,003,4_2_4_512,7600,98.438,98.420,98.470,0.263,2,4,512
2016-08-22 16:05:55,581,4_2_4_512,7700,100.000,98.440,98.370,0.247,2,4,512
2016-08-22 16:05:56,162,4_2_4_512,7800,98.438,98.540,98.310,0.275,2,4,512
2016-08-22 16:05:56,722,4_2_4_512,7900,98.438,98.420,98.440,0.247,2,4,512
2016-08-22 16:05:57,290,4_2_4_512,8000,98.438,98.460,98.660,0.239,2,4,512
2016-08-22 16:05:57,835,4_2_4_512,8100,98.438,98.460,98.460,0.233,2,4,512
2016-08-22 16:05:58,366,4_2_4_512,8200,96.875,98.440,98.640,0.226,2,4,512
2016-08-22 16:05:58,919,4_2_4_512,8300,100.000,98.420,98.450,0.248,2,4,512
2016-08-22 16:05:59,483,4_2_4_512,8400,100.000,98.400,98.590,0.246,2,4,512
2016-08-22 16:06:00,036,4_2_4_512,8500,98.438,98.500,98.640,0.238,2,4,512
2016-08-22 16:06:01,128,4_2_4_1024,0,7.812,9.860,10.100,0.314,2,4,1024
2016-08-22 16:06:01,848,4_2_4_1024,100,73.438,73.420,73.580,0.329,2,4,1024
2016-08-22 16:06:02,482,4_2_4_1024,200,85.938,92.020,91.980,0.262,2,4,1024
2016-08-22 16:06:03,057,4_2_4_1024,300,89.062,94.180,94.390,0.263,2,4,1024
2016-08-22 16:06:03,644,4_2_4_1024,400,92.188,95.280,95.550,0.262,2,4,1024
2016-08-22 16:06:04,245,4_2_4_1024,500,92.188,95.720,96.200,0.276,2,4,1024
2016-08-22 16:06:04,839,4_2_4_1024,600,95.312,95.940,96.230,0.272,2,4,1024
2016-08-22 16:06:05,444,4_2_4_1024,700,96.875,96.120,96.290,0.277,2,4,1024
2016-08-22 16:06:06,041,4_2_4_1024,800,96.875,96.140,96.250,0.278,2,4,1024
2016-08-22 16:06:06,698,4_2_4_1024,900,92.188,96.740,96.820,0.304,2,4,1024
2016-08-22 16:06:07,352,4_2_4_1024,1000,98.438,97.060,97.100,0.303,2,4,1024
2016-08-22 16:06:07,945,4_2_4_1024,1100,100.000,97.400,97.220,0.261,2,4,1024
2016-08-22 16:06:08,523,4_2_4_1024,1200,98.438,97.200,97.420,0.273,2,4,1024
2016-08-22 16:06:09,116,4_2_4_1024,1300,96.875,97.340,97.440,0.277,2,4,1024
2016-08-22 16:06:09,694,4_2_4_1024,1400,93.750,97.520,97.390,0.261,2,4,1024
2016-08-22 16:06:10,276,4_2_4_1024,1500,95.312,97.860,97.690,0.266,2,4,1024
2016-08-22 16:06:10,895,4_2_4_1024,1600,93.750,97.580,97.680,0.285,2,4,1024
2016-08-22 16:06:11,497,4_2_4_1024,1700,98.438,97.520,97.580,0.277,2,4,1024
2016-08-22 16:06:12,113,4_2_4_1024,1800,100.000,97.420,97.230,0.277,2,4,1024
2016-08-22 16:06:12,703,4_2_4_1024,1900,95.312,97.820,97.940,0.271,2,4,1024
2016-08-22 16:06:13,318,4_2_4_1024,2000,95.312,97.600,97.710,0.266,2,4,1024
2016-08-22 16:06:13,897,4_2_4_1024,2100,98.438,97.880,98.000,0.269,2,4,1024
2016-08-22 16:06:14,512,4_2_4_1024,2200,98.438,98.040,97.800,0.303,2,4,1024
2016-08-22 16:06:15,120,4_2_4_1024,2300,98.438,97.720,97.780,0.27,2,4,1024
2016-08-22 16:06:15,713,4_2_4_1024,2400,100.000,97.880,97.960,0.273,2,4,1024
2016-08-22 16:06:16,305,4_2_4_1024,2500,100.000,98.080,98.270,0.272,2,4,1024
2016-08-22 16:06:16,913,4_2_4_1024,2600,100.000,97.840,97.850,0.268,2,4,1024
2016-08-22 16:06:17,506,4_2_4_1024,2700,98.438,97.680,97.420,0.269,2,4,1024
