2016-07-18 11:53:08,052, Tag Name,Iteration,Minibatch Loss,Traning Accuracy,Elapsed Time,Testing Accuracy
2016-07-18 11:53:39,396, cnn_2_32_64_4,1280,3316.432617,0.06250,0.0199
2016-07-18 11:53:39,468, cnn_2_32_64_4,2560,751.235107,0.05469,0.00941
2016-07-18 11:53:39,536, cnn_2_32_64_4,3840,19.859156,0.14062,0.00905
2016-07-18 11:53:39,605, cnn_2_32_64_4,5120,2.693189,0.08594,0.009
2016-07-18 11:53:39,673, cnn_2_32_64_4,6400,2.786475,0.10156,0.00884
2016-07-18 11:53:39,740, cnn_2_32_64_4,7680,5.017073,0.06250,0.00886
2016-07-18 11:53:39,806, cnn_2_32_64_4,8960,2.743176,0.09375,0.00894
2016-07-18 11:53:39,874, cnn_2_32_64_4,10240,2.642476,0.10156,0.0087
2016-07-18 11:53:39,941, cnn_2_32_64_4,11520,2.633020,0.07812,0.0089
2016-07-18 11:53:40,007, cnn_2_32_64_4,12800,2.826183,0.05469,0.00893
2016-07-18 11:53:40,074, cnn_2_32_64_4,14080,2.763412,0.08594,0.00887
2016-07-18 11:53:40,141, cnn_2_32_64_4,15360,2.764553,0.10156,0.00873
2016-07-18 11:53:40,208, cnn_2_32_64_4,16640,2.481673,0.06250,0.00906
2016-07-18 11:53:40,275, cnn_2_32_64_4,17920,2.640809,0.11719,0.00893
2016-07-18 11:53:40,342, cnn_2_32_64_4,19200,2.705628,0.09375,0.00898
2016-07-18 11:53:40,409, cnn_2_32_64_4,20480,2.721827,0.09375,0.00874
2016-07-18 11:53:40,476, cnn_2_32_64_4,21760,2.529365,0.11719,0.00888
2016-07-18 11:53:40,543, cnn_2_32_64_4,23040,2.795377,0.09375,0.0088
2016-07-18 11:53:40,609, cnn_2_32_64_4,24320,2.652236,0.08594,0.00879
2016-07-18 11:53:40,677, cnn_2_32_64_4,25600,2.702420,0.08594,0.00994
2016-07-18 11:53:40,745, cnn_2_32_64_4,26880,4.102179,0.05469,0.00886
2016-07-18 11:53:40,812, cnn_2_32_64_4,28160,2.631858,0.12500,0.00901
2016-07-18 11:53:40,879, cnn_2_32_64_4,29440,2.648460,0.09375,0.00883
2016-07-18 11:53:40,947, cnn_2_32_64_4,30720,2.523497,0.10156,0.00889
2016-07-18 11:53:41,014, cnn_2_32_64_4,32000,2.631517,0.08594,0.00901
2016-07-18 11:53:41,081, cnn_2_32_64_4,33280,2.600482,0.10938,0.00896
2016-07-18 11:53:41,147, cnn_2_32_64_4,34560,2.734095,0.07812,0.00882
2016-07-18 11:53:41,215, cnn_2_32_64_4,35840,2.605133,0.07812,0.009
2016-07-18 11:53:41,281, cnn_2_32_64_4,37120,2.615701,0.09375,0.0088
2016-07-18 11:53:41,348, cnn_2_32_64_4,38400,2.687204,0.08594,0.00893
2016-07-18 11:53:41,415, cnn_2_32_64_4,39680,2.637175,0.07031,0.0088
2016-07-18 11:53:41,482, cnn_2_32_64_4,40960,2.530740,0.09375,0.00899
2016-07-18 11:53:41,549, cnn_2_32_64_4,42240,2.603252,0.08594,0.00885
2016-07-18 11:53:41,616, cnn_2_32_64_4,43520,2.584649,0.10156,0.00891
2016-07-18 11:53:41,683, cnn_2_32_64_4,44800,2.500749,0.07812,0.00877
2016-07-18 11:53:41,750, cnn_2_32_64_4,46080,2.627940,0.05469,0.00892
2016-07-18 11:53:41,817, cnn_2_32_64_4,47360,2.591018,0.07812,0.00894
2016-07-18 11:53:41,883, cnn_2_32_64_4,48640,2.516571,0.11719,0.00889
2016-07-18 11:53:41,950, cnn_2_32_64_4,49920,2.511548,0.07812,0.00898
2016-07-18 11:53:42,017, cnn_2_32_64_4,51200,2.602009,0.11719,0.00885
2016-07-18 11:53:42,083, cnn_2_32_64_4,52480,2.594776,0.06250,0.00896
2016-07-18 11:53:42,150, cnn_2_32_64_4,53760,2.513045,0.07031,0.00895
