,Setting,Step,Param1,Param2,Param3,Param4,Elapsed Time,Metric1,Total Time,Best
1237,filter:2-conv1:1-conv2:16-fc:16-Momentum,1_epoch,2,1,16,16,0.252,85.15,872.379,98.3
1238,filter:12-conv1:2-conv2:16-fc:256-Momentum,1_epoch,12,2,16,256,0.293,95.95,872.672,98.3
1239,filter:4-conv1:4-conv2:64-fc:16-Momentum,1_epoch,4,4,64,16,0.25,95.56,872.922,98.3
1240,filter:2-conv1:64-conv2:16-fc:8-Momentum,1_epoch,2,64,16,8,0.314,88.62,873.236,98.3
1241,filter:4-conv1:8-conv2:1-fc:4-Momentum,1_epoch,4,8,1,4,0.231,65.61,873.467,98.3
1242,filter:14-conv1:512-conv2:512-fc:256-Momentum,1_epoch,14,512,512,256,11.1,9.8,884.567,98.3
1243,filter:6-conv1:16-conv2:64-fc:4-Momentum,1_epoch,6,16,64,4,0.386,25.66,884.953,98.3
1244,filter:14-conv1:2-conv2:128-fc:512-Momentum,1_epoch,14,2,128,512,0.499,93.04,885.452,98.3
1245,filter:6-conv1:64-conv2:16-fc:8-Momentum,1_epoch,6,64,16,8,0.302,94.14,885.754,98.3
1246,filter:4-conv1:64-conv2:1-fc:32-Momentum,1_epoch,4,64,1,32,0.398,92.64,886.152,98.3
1247,filter:2-conv1:512-conv2:2-fc:2-Momentum,1_epoch,2,512,2,2,1.26,46.98,887.412,98.3
1248,filter:8-conv1:64-conv2:32-fc:4-Momentum,1_epoch,8,64,32,4,0.324,10.28,887.736,98.3
1249,filter:8-conv1:32-conv2:128-fc:64-Momentum,1_epoch,8,32,128,64,0.36,97.47,888.096,98.3
1250,filter:8-conv1:4-conv2:16-fc:4-Momentum,1_epoch,8,4,16,4,0.273,86.98,888.369,98.3
1251,filter:6-conv1:32-conv2:2-fc:512-Momentum,1_epoch,6,32,2,512,0.365,10.28,888.734,98.3
1252,filter:14-conv1:512-conv2:128-fc:16-Momentum,1_epoch,14,512,128,16,4.05,10.28,892.784,98.3
1253,filter:2-conv1:128-conv2:8-fc:16-Momentum,1_epoch,2,128,8,16,0.395,89.95,893.179,98.3
1254,filter:2-conv1:1-conv2:128-fc:128-Momentum,1_epoch,2,1,128,128,0.194,92.72,893.373,98.3
1255,filter:4-conv1:512-conv2:2-fc:1-Momentum,1_epoch,4,512,2,1,1.22,21.34,894.593,98.3
1256,filter:6-conv1:2-conv2:2-fc:16-Momentum,1_epoch,6,2,2,16,0.165,91.71,894.758,98.3
1257,filter:14-conv1:64-conv2:2-fc:1-Momentum,1_epoch,14,64,2,1,0.405,10.28,895.163,98.3
1258,filter:12-conv1:64-conv2:2-fc:64-Momentum,1_epoch,12,64,2,64,0.402,10.28,895.565,98.3
1259,filter:2-conv1:64-conv2:32-fc:4-Momentum,1_epoch,2,64,32,4,0.366,79.52,895.931,98.3
1260,filter:6-conv1:128-conv2:64-fc:128-Momentum,1_epoch,6,128,64,128,1.05,97.42,896.981,98.3
1261,filter:6-conv1:16-conv2:2-fc:2-Momentum,1_epoch,6,16,2,2,0.182,44.13,897.163,98.3
1262,filter:8-conv1:4-conv2:256-fc:64-Momentum,1_epoch,8,4,256,64,0.292,95.84,897.455,98.3
1263,filter:8-conv1:8-conv2:1-fc:64-Momentum,1_epoch,8,8,1,64,0.21,94.61,897.665,98.3
1264,filter:12-conv1:128-conv2:8-fc:8-Momentum,1_epoch,12,128,8,8,0.616,73.29,898.281,98.3
1265,filter:2-conv1:4-conv2:2-fc:1-Momentum,1_epoch,2,4,2,1,0.133,18.97,898.414,98.3
1266,filter:12-conv1:32-conv2:1-fc:64-Momentum,1_epoch,12,32,1,64,0.412,94.78,898.826,98.3
1267,filter:2-conv1:512-conv2:256-fc:256-Momentum,1_epoch,2,512,256,256,1.49,96.5,900.316,98.3
1268,filter:6-conv1:8-conv2:256-fc:256-Momentum,1_epoch,6,8,256,256,0.337,96.87,900.653,98.3
1269,filter:14-conv1:64-conv2:128-fc:64-Momentum,1_epoch,14,64,128,64,0.813,10.28,901.466,98.3
1270,filter:14-conv1:8-conv2:512-fc:256-Momentum,1_epoch,14,8,512,256,0.772,77.65,902.238,98.3
1271,filter:4-conv1:64-conv2:2-fc:32-Momentum,1_epoch,4,64,2,32,0.272,95.69,902.51,98.3
1272,filter:12-conv1:4-conv2:128-fc:8-Momentum,1_epoch,12,4,128,8,0.287,48.92,902.797,98.3
1273,filter:14-conv1:64-conv2:16-fc:256-Momentum,1_epoch,14,64,16,256,0.621,95.74,903.418,98.3
1274,filter:4-conv1:64-conv2:256-fc:32-Momentum,1_epoch,4,64,256,32,0.579,95.95,903.997,98.3
1275,filter:14-conv1:4-conv2:256-fc:512-Momentum,1_epoch,14,4,256,512,0.556,86.68,904.553,98.3
1276,filter:2-conv1:16-conv2:32-fc:32-Momentum,1_epoch,2,16,32,32,0.197,92.98,904.75,98.3
1277,filter:8-conv1:8-conv2:256-fc:16-Momentum,1_epoch,8,8,256,16,0.385,80.33,905.135,98.3
1278,filter:8-conv1:128-conv2:256-fc:4-Momentum,1_epoch,8,128,256,4,1.27,10.28,906.405,98.3
1279,filter:4-conv1:16-conv2:1-fc:32-Momentum,1_epoch,4,16,1,32,0.17,89.63,906.575,98.3
1280,filter:14-conv1:2-conv2:64-fc:8-Momentum,1_epoch,14,2,64,8,0.277,88.49,906.852,98.3
1281,filter:2-conv1:32-conv2:8-fc:256-Momentum,1_epoch,2,32,8,256,0.365,95.69,907.217,98.3
1282,filter:14-conv1:4-conv2:128-fc:8-Momentum,1_epoch,14,4,128,8,0.32,74.86,907.537,98.3
1283,filter:4-conv1:16-conv2:2-fc:64-Momentum,1_epoch,4,16,2,64,0.179,93.62,907.716,98.3
1284,filter:6-conv1:32-conv2:8-fc:4-Momentum,1_epoch,6,32,8,4,0.314,77.7,908.03,98.3
1285,filter:12-conv1:128-conv2:512-fc:16-Momentum,1_epoch,12,128,512,16,2.47,10.28,910.5,98.3
1286,filter:2-conv1:1-conv2:2-fc:32-Momentum,1_epoch,2,1,2,32,0.191,84.56,910.691,98.3
1287,filter:14-conv1:1-conv2:16-fc:512-Momentum,1_epoch,14,1,16,512,0.185,94.91,910.876,98.3
1288,filter:2-conv1:2-conv2:256-fc:64-Momentum,1_epoch,2,2,256,64,0.26,10.28,911.136,98.3
1289,filter:8-conv1:128-conv2:32-fc:256-Momentum,1_epoch,8,128,32,256,0.727,96.83,911.863,98.3
1290,filter:2-conv1:256-conv2:1-fc:512-Momentum,1_epoch,2,256,1,512,0.613,91.43,912.476,98.3
1291,filter:12-conv1:4-conv2:2-fc:16-Momentum,1_epoch,12,4,2,16,0.179,92.74,912.655,98.3
1292,filter:4-conv1:128-conv2:1-fc:512-Momentum,1_epoch,4,128,1,512,0.408,94.17,913.063,98.3
1293,filter:4-conv1:256-conv2:256-fc:16-Momentum,1_epoch,4,256,256,16,1.6,10.28,914.663,98.3
1294,filter:12-conv1:8-conv2:1-fc:128-Momentum,1_epoch,12,8,1,128,0.185,95.29,914.848,98.3
1295,filter:14-conv1:64-conv2:2-fc:2-Momentum,1_epoch,14,64,2,2,0.371,10.28,915.219,98.3
1296,filter:4-conv1:8-conv2:4-fc:512-Momentum,1_epoch,4,8,4,512,0.158,94.86,915.377,98.3
1297,filter:6-conv1:256-conv2:128-fc:4-Momentum,1_epoch,6,256,128,4,1.16,24.47,916.537,98.3
1298,filter:4-conv1:64-conv2:64-fc:8-Momentum,1_epoch,4,64,64,8,0.739,93.43,917.276,98.3
1299,filter:6-conv1:2-conv2:2-fc:128-Momentum,1_epoch,6,2,2,128,0.245,95.47,917.521,98.3
1300,filter:8-conv1:4-conv2:128-fc:32-Momentum,1_epoch,8,4,128,32,0.273,95.22,917.794,98.3
1301,filter:6-conv1:128-conv2:512-fc:4-Momentum,1_epoch,6,128,512,4,1.6,10.28,919.394,98.3
1302,filter:2-conv1:512-conv2:512-fc:8-Momentum,1_epoch,2,512,512,8,2.13,10.28,921.524,98.3
1303,filter:14-conv1:512-conv2:512-fc:128-Momentum,1_epoch,14,512,512,128,11.0,10.28,932.524,98.3
1304,filter:2-conv1:8-conv2:256-fc:128-Momentum,1_epoch,2,8,256,128,0.677,94.22,933.201,98.3
1305,filter:6-conv1:4-conv2:512-fc:1-Momentum,1_epoch,6,4,512,1,0.444,10.28,933.645,98.3
1306,filter:12-conv1:256-conv2:64-fc:2-Momentum,1_epoch,12,256,64,2,1.28,10.28,934.925,98.3
1307,filter:12-conv1:32-conv2:2-fc:1-Momentum,1_epoch,12,32,2,1,0.277,23.81,935.202,98.3
1308,filter:6-conv1:64-conv2:32-fc:1-Momentum,1_epoch,6,64,32,1,0.54,10.28,935.742,98.3
1309,filter:2-conv1:8-conv2:1-fc:64-Momentum,1_epoch,2,8,1,64,0.26,88.74,936.002,98.3
1310,filter:12-conv1:8-conv2:2-fc:32-Momentum,1_epoch,12,8,2,32,0.186,93.65,936.188,98.3
1311,filter:14-conv1:16-conv2:16-fc:8-Momentum,1_epoch,14,16,16,8,0.282,90.3,936.47,98.3
1312,filter:2-conv1:32-conv2:8-fc:16-Momentum,1_epoch,2,32,8,16,0.184,90.63,936.654,98.3
1313,filter:4-conv1:512-conv2:32-fc:4-Momentum,1_epoch,4,512,32,4,1.22,10.28,937.874,98.3
1314,filter:8-conv1:512-conv2:4-fc:64-Momentum,1_epoch,8,512,4,64,1.56,10.28,939.434,98.3
1315,filter:8-conv1:128-conv2:8-fc:8-Momentum,1_epoch,8,128,8,8,0.456,92.66,939.89,98.3
1316,filter:4-conv1:32-conv2:16-fc:128-Momentum,1_epoch,4,32,16,128,0.29,97.63,940.18,98.3
1317,filter:2-conv1:16-conv2:8-fc:1-Momentum,1_epoch,2,16,8,1,0.162,27.98,940.342,98.3
1318,filter:4-conv1:512-conv2:16-fc:16-Momentum,1_epoch,4,512,16,16,1.19,96.63,941.532,98.3
1319,filter:12-conv1:32-conv2:512-fc:2-Momentum,1_epoch,12,32,512,2,0.977,10.28,942.509,98.3
1320,filter:2-conv1:16-conv2:256-fc:512-Momentum,1_epoch,2,16,256,512,0.345,95.69,942.854,98.3
1321,filter:8-conv1:4-conv2:512-fc:64-Momentum,1_epoch,8,4,512,64,0.713,94.02,943.567,98.3
1322,filter:8-conv1:512-conv2:16-fc:8-Momentum,1_epoch,8,512,16,8,1.46,55.3,945.027,98.3
1323,filter:4-conv1:2-conv2:2-fc:2-Momentum,1_epoch,4,2,2,2,0.149,35.59,945.176,98.3
1324,filter:2-conv1:128-conv2:32-fc:4-Momentum,1_epoch,2,128,32,4,0.496,79.17,945.672,98.3
1325,filter:14-conv1:512-conv2:256-fc:1-Momentum,1_epoch,14,512,256,1,6.32,10.28,951.992,98.3
1326,filter:14-conv1:32-conv2:64-fc:4-Momentum,1_epoch,14,32,64,4,0.369,10.28,952.361,98.3
1327,filter:6-conv1:512-conv2:256-fc:256-Momentum,1_epoch,6,512,256,256,3.14,10.28,955.501,98.3
1328,filter:6-conv1:1-conv2:4-fc:64-Momentum,1_epoch,6,1,4,64,0.29,93.48,955.791,98.3
1329,filter:14-conv1:16-conv2:16-fc:16-Momentum,1_epoch,14,16,16,16,0.272,95.64,956.063,98.3
1330,filter:8-conv1:64-conv2:16-fc:1-Momentum,1_epoch,8,64,16,1,0.298,10.28,956.361,98.3
1331,filter:6-conv1:512-conv2:64-fc:512-Momentum,1_epoch,6,512,64,512,1.71,10.28,958.071,98.3
1332,filter:2-conv1:8-conv2:64-fc:128-Momentum,1_epoch,2,8,64,128,0.193,95.43,958.264,98.3
1333,filter:4-conv1:8-conv2:1-fc:256-Momentum,1_epoch,4,8,1,256,0.299,91.17,958.563,98.3
1334,filter:8-conv1:32-conv2:16-fc:1-Momentum,1_epoch,8,32,16,1,0.284,10.28,958.847,98.3
1335,filter:8-conv1:8-conv2:16-fc:2-Momentum,1_epoch,8,8,16,2,0.179,45.64,959.026,98.3
1336,filter:12-conv1:64-conv2:4-fc:1-Momentum,1_epoch,12,64,4,1,0.326,10.28,959.352,98.3
1337,filter:4-conv1:512-conv2:1-fc:512-Momentum,1_epoch,4,512,1,512,1.23,93.27,960.582,98.3
1338,filter:4-conv1:4-conv2:128-fc:512-Momentum,1_epoch,4,4,128,512,0.233,10.28,960.815,98.3
1339,filter:2-conv1:64-conv2:32-fc:2-Momentum,1_epoch,2,64,32,2,0.426,50.49,961.241,98.3
1340,filter:14-conv1:1-conv2:8-fc:256-Momentum,1_epoch,14,1,8,256,0.305,95.28,961.546,98.3
1341,filter:14-conv1:16-conv2:128-fc:64-Momentum,1_epoch,14,16,128,64,0.428,93.69,961.974,98.3
1342,filter:14-conv1:1-conv2:32-fc:16-Momentum,1_epoch,14,1,32,16,0.187,93.51,962.161,98.3
1343,filter:12-conv1:2-conv2:64-fc:32-Momentum,1_epoch,12,2,64,32,0.322,94.82,962.483,98.3
1344,filter:8-conv1:4-conv2:8-fc:4-Momentum,1_epoch,8,4,8,4,0.17,83.49,962.653,98.3
1345,filter:4-conv1:64-conv2:2-fc:8-Momentum,1_epoch,4,64,2,8,0.274,90.03,962.927,98.3
1346,filter:4-conv1:512-conv2:128-fc:64-Momentum,1_epoch,4,512,128,64,2.06,96.27,964.987,98.3
1347,filter:2-conv1:64-conv2:256-fc:32-Momentum,1_epoch,2,64,256,32,0.379,95.13,965.366,98.3
1348,filter:14-conv1:32-conv2:1-fc:256-Momentum,1_epoch,14,32,1,256,0.264,10.28,965.63,98.3
1349,filter:4-conv1:4-conv2:4-fc:32-Momentum,1_epoch,4,4,4,32,0.156,94.47,965.786,98.3
1350,filter:8-conv1:128-conv2:4-fc:32-Momentum,1_epoch,8,128,4,32,0.542,95.6,966.328,98.3
1351,filter:12-conv1:8-conv2:512-fc:32-Momentum,1_epoch,12,8,512,32,0.662,33.63,966.99,98.3
1352,filter:4-conv1:8-conv2:512-fc:128-Momentum,1_epoch,4,8,512,128,0.465,96.98,967.455,98.3
1353,filter:4-conv1:128-conv2:512-fc:2-Momentum,1_epoch,4,128,512,2,1.73,10.28,969.185,98.3
1354,filter:8-conv1:32-conv2:256-fc:64-Momentum,1_epoch,8,32,256,64,0.618,96.12,969.803,98.3
1355,filter:6-conv1:256-conv2:512-fc:256-Momentum,1_epoch,6,256,512,256,3.05,10.27,972.853,98.3
1356,filter:8-conv1:512-conv2:64-fc:1-Momentum,1_epoch,8,512,64,1,1.92,10.28,974.773,98.3
1357,filter:12-conv1:2-conv2:256-fc:512-Momentum,1_epoch,12,2,256,512,0.433,85.13,975.206,98.3
1358,filter:14-conv1:256-conv2:2-fc:1-Momentum,1_epoch,14,256,2,1,1.01,10.28,976.216,98.3
1359,filter:8-conv1:8-conv2:4-fc:256-Momentum,1_epoch,8,8,4,256,0.266,96.59,976.482,98.3
1360,filter:4-conv1:4-conv2:1-fc:32-Momentum,1_epoch,4,4,1,32,0.139,86.32,976.621,98.3
1361,filter:14-conv1:8-conv2:4-fc:512-Momentum,1_epoch,14,8,4,512,0.203,97.17,976.824,98.3
1362,filter:14-conv1:2-conv2:2-fc:32-Momentum,1_epoch,14,2,2,32,0.167,93.35,976.991,98.3
1363,filter:6-conv1:16-conv2:2-fc:16-Momentum,1_epoch,6,16,2,16,0.242,93.35,977.233,98.3
1364,filter:2-conv1:8-conv2:64-fc:8-Momentum,1_epoch,2,8,64,8,0.281,79.57,977.514,98.3
1365,filter:2-conv1:16-conv2:256-fc:32-Momentum,1_epoch,2,16,256,32,0.256,93.42,977.77,98.3
1366,filter:2-conv1:256-conv2:1-fc:4-Momentum,1_epoch,2,256,1,4,0.613,73.87,978.383,98.3
1367,filter:6-conv1:64-conv2:128-fc:8-Momentum,1_epoch,6,64,128,8,0.453,56.78,978.836,98.3
1368,filter:2-conv1:16-conv2:128-fc:512-Momentum,1_epoch,2,16,128,512,0.457,95.88,979.293,98.3
1369,filter:2-conv1:64-conv2:64-fc:16-Momentum,1_epoch,2,64,64,16,0.316,90.82,979.609,98.3
1370,filter:8-conv1:16-conv2:32-fc:2-Momentum,1_epoch,8,16,32,2,0.216,10.28,979.825,98.3
1371,filter:14-conv1:16-conv2:256-fc:2-Momentum,1_epoch,14,16,256,2,0.518,10.28,980.343,98.3
1372,filter:14-conv1:32-conv2:512-fc:32-Momentum,1_epoch,14,32,512,32,1.1,10.28,981.443,98.3
1373,filter:12-conv1:16-conv2:256-fc:512-Momentum,1_epoch,12,16,256,512,0.584,91.13,982.027,98.3
1374,filter:6-conv1:4-conv2:1-fc:16-Momentum,1_epoch,6,4,1,16,0.186,82.57,982.213,98.3
1375,filter:12-conv1:2-conv2:4-fc:2-Momentum,1_epoch,12,2,4,2,0.173,29.53,982.386,98.3
1376,filter:4-conv1:32-conv2:32-fc:2-Momentum,1_epoch,4,32,32,2,0.263,10.28,982.649,98.3
1377,filter:2-conv1:8-conv2:8-fc:16-Momentum,1_epoch,2,8,8,16,0.147,86.85,982.796,98.3
1378,filter:14-conv1:32-conv2:256-fc:8-Momentum,1_epoch,14,32,256,8,0.655,10.28,983.451,98.3
1379,filter:8-conv1:1-conv2:1-fc:4-Momentum,1_epoch,8,1,1,4,0.23,67.87,983.681,98.3
1380,filter:14-conv1:32-conv2:2-fc:4-Momentum,1_epoch,14,32,2,4,0.277,74.71,983.958,98.3
1381,filter:4-conv1:16-conv2:64-fc:32-Momentum,1_epoch,4,16,64,32,0.257,96.96,984.215,98.3
1382,filter:2-conv1:32-conv2:16-fc:4-Momentum,1_epoch,2,32,16,4,0.305,80.6,984.52,98.3
1383,filter:8-conv1:128-conv2:8-fc:4-Momentum,1_epoch,8,128,8,4,0.519,36.84,985.039,98.3
1384,filter:14-conv1:32-conv2:2-fc:512-Momentum,1_epoch,14,32,2,512,0.275,10.28,985.314,98.3
1385,filter:12-conv1:512-conv2:64-fc:128-Momentum,1_epoch,12,512,64,128,2.53,10.27,987.844,98.3
1386,filter:12-conv1:4-conv2:16-fc:64-Momentum,1_epoch,12,4,16,64,0.199,96.15,988.043,98.3
1387,filter:12-conv1:2-conv2:1-fc:16-Momentum,1_epoch,12,2,1,16,0.413,91.53,988.456,98.3
1388,filter:4-conv1:1-conv2:64-fc:8-Momentum,1_epoch,4,1,64,8,0.637,79.1,989.093,98.3
1389,filter:2-conv1:64-conv2:512-fc:512-Momentum,1_epoch,2,64,512,512,0.749,96.35,989.842,98.3
1390,filter:8-conv1:4-conv2:64-fc:2-Momentum,1_epoch,8,4,64,2,0.302,42.45,990.144,98.3
1391,filter:6-conv1:16-conv2:256-fc:2-Momentum,1_epoch,6,16,256,2,0.371,10.28,990.515,98.3
1392,filter:8-conv1:8-conv2:32-fc:1-Momentum,1_epoch,8,8,32,1,0.229,10.28,990.744,98.3
1393,filter:12-conv1:64-conv2:64-fc:4-Momentum,1_epoch,12,64,64,4,0.449,10.28,991.193,98.3
1394,filter:8-conv1:1-conv2:64-fc:8-Momentum,1_epoch,8,1,64,8,0.477,90.84,991.67,98.3
1395,filter:2-conv1:16-conv2:32-fc:4-Momentum,1_epoch,2,16,32,4,0.242,73.18,991.912,98.3
1396,filter:8-conv1:16-conv2:128-fc:64-Momentum,1_epoch,8,16,128,64,0.454,96.86,992.366,98.3
1397,filter:4-conv1:8-conv2:64-fc:2-Momentum,1_epoch,4,8,64,2,0.211,44.05,992.577,98.3
1398,filter:6-conv1:4-conv2:16-fc:256-Momentum,1_epoch,6,4,16,256,0.173,97.9,992.75,98.3
1399,filter:12-conv1:256-conv2:256-fc:512-Momentum,1_epoch,12,256,256,512,2.77,10.28,995.52,98.3
1400,filter:6-conv1:8-conv2:512-fc:8-Momentum,1_epoch,6,8,512,8,0.469,48.5,995.989,98.3
1401,filter:14-conv1:4-conv2:512-fc:8-Momentum,1_epoch,14,4,512,8,0.68,19.21,996.669,98.3
1402,filter:12-conv1:16-conv2:4-fc:128-Momentum,1_epoch,12,16,4,128,0.208,96.45,996.877,98.3
1403,filter:14-conv1:32-conv2:4-fc:4-Momentum,1_epoch,14,32,4,4,0.338,64.81,997.215,98.3
1404,filter:8-conv1:128-conv2:64-fc:1-Momentum,1_epoch,8,128,64,1,0.598,10.28,997.813,98.3
1405,filter:2-conv1:512-conv2:1-fc:128-Momentum,1_epoch,2,512,1,128,1.46,89.79,999.273,98.3
1406,filter:2-conv1:16-conv2:64-fc:1-Momentum,1_epoch,2,16,64,1,0.227,26.22,999.5,98.3
1407,filter:8-conv1:32-conv2:2-fc:128-Momentum,1_epoch,8,32,2,128,0.406,97.03,999.906,98.3
1408,filter:14-conv1:4-conv2:2-fc:512-Momentum,1_epoch,14,4,2,512,0.187,10.28,1000.093,98.3
1409,filter:12-conv1:1-conv2:512-fc:512-Momentum,1_epoch,12,1,512,512,0.651,11.01,1000.744,98.3
1410,filter:14-conv1:2-conv2:128-fc:128-Momentum,1_epoch,14,2,128,128,0.302,92.97,1001.046,98.3
1411,filter:14-conv1:4-conv2:16-fc:8-Momentum,1_epoch,14,4,16,8,0.311,91.32,1001.357,98.3
1412,filter:8-conv1:16-conv2:8-fc:2-Momentum,1_epoch,8,16,8,2,0.193,46.31,1001.55,98.3
1413,filter:12-conv1:256-conv2:128-fc:8-Momentum,1_epoch,12,256,128,8,1.72,10.28,1003.27,98.3
1414,filter:2-conv1:512-conv2:256-fc:128-Momentum,1_epoch,2,512,256,128,2.22,96.24,1005.49,98.3
1415,filter:14-conv1:16-conv2:8-fc:2-Momentum,1_epoch,14,16,8,2,0.223,50.82,1005.713,98.3
1416,filter:14-conv1:32-conv2:256-fc:1-Momentum,1_epoch,14,32,256,1,0.805,10.28,1006.518,98.3
1417,filter:12-conv1:32-conv2:2-fc:32-Momentum,1_epoch,12,32,2,32,0.269,95.38,1006.787,98.3
1418,filter:6-conv1:4-conv2:2-fc:4-Momentum,1_epoch,6,4,2,4,0.194,78.77,1006.981,98.3
1419,filter:4-conv1:128-conv2:16-fc:32-Momentum,1_epoch,4,128,16,32,0.441,97.25,1007.422,98.3
1420,filter:14-conv1:512-conv2:2-fc:256-Momentum,1_epoch,14,512,2,256,1.77,10.28,1009.192,98.3
1421,filter:4-conv1:32-conv2:2-fc:8-Momentum,1_epoch,4,32,2,8,0.224,89.25,1009.416,98.3
1422,filter:6-conv1:256-conv2:8-fc:1-Momentum,1_epoch,6,256,8,1,0.862,24.99,1010.278,98.3
1423,filter:14-conv1:32-conv2:8-fc:256-Momentum,1_epoch,14,32,8,256,0.275,96.14,1010.553,98.3
1424,filter:4-conv1:16-conv2:4-fc:512-Momentum,1_epoch,4,16,4,512,0.274,97.11,1010.827,98.3
1425,filter:6-conv1:16-conv2:64-fc:128-Momentum,1_epoch,6,16,64,128,0.286,97.72,1011.113,98.3
1426,filter:4-conv1:8-conv2:16-fc:1-Momentum,1_epoch,4,8,16,1,0.279,27.34,1011.392,98.3
1427,filter:2-conv1:8-conv2:8-fc:32-Momentum,1_epoch,2,8,8,32,0.168,91.98,1011.56,98.3
1428,filter:14-conv1:1-conv2:1-fc:64-Momentum,1_epoch,14,1,1,64,0.192,90.41,1011.752,98.3
1429,filter:2-conv1:8-conv2:8-fc:512-Momentum,1_epoch,2,8,8,512,0.469,95.2,1012.221,98.3
1430,filter:8-conv1:8-conv2:256-fc:8-Momentum,1_epoch,8,8,256,8,0.531,60.09,1012.752,98.3
1431,filter:12-conv1:2-conv2:128-fc:64-Momentum,1_epoch,12,2,128,64,0.336,93.66,1013.088,98.3
1432,filter:2-conv1:128-conv2:64-fc:256-Momentum,1_epoch,2,128,64,256,0.41,96.65,1013.498,98.3
1433,filter:2-conv1:8-conv2:1-fc:1-Momentum,1_epoch,2,8,1,1,0.249,20.22,1013.747,98.3
1434,filter:8-conv1:128-conv2:256-fc:16-Momentum,1_epoch,8,128,256,16,1.18,10.28,1014.927,98.3
1435,filter:6-conv1:512-conv2:512-fc:512-Momentum,1_epoch,6,512,512,512,5.93,10.28,1020.857,98.3
1436,filter:4-conv1:128-conv2:1-fc:16-Momentum,1_epoch,4,128,1,16,0.49,92.22,1021.347,98.3
1437,filter:4-conv1:32-conv2:16-fc:512-Momentum,1_epoch,4,32,16,512,0.44,98.1,1021.787,98.3
1438,filter:6-conv1:4-conv2:8-fc:16-Momentum,1_epoch,6,4,8,16,0.154,94.61,1021.941,98.3
1439,filter:6-conv1:2-conv2:16-fc:32-Momentum,1_epoch,6,2,16,32,0.178,95.95,1022.119,98.3
1440,filter:2-conv1:32-conv2:8-fc:64-Momentum,1_epoch,2,32,8,64,0.203,94.44,1022.322,98.3
1441,filter:8-conv1:8-conv2:8-fc:4-Momentum,1_epoch,8,8,8,4,0.175,43.62,1022.497,98.3
1442,filter:4-conv1:8-conv2:2-fc:16-Momentum,1_epoch,4,8,2,16,0.246,90.53,1022.743,98.3
1443,filter:14-conv1:8-conv2:32-fc:4-Momentum,1_epoch,14,8,32,4,0.229,10.28,1022.972,98.3
1444,filter:12-conv1:32-conv2:2-fc:256-Momentum,1_epoch,12,32,2,256,0.334,10.28,1023.306,98.3
1445,filter:12-conv1:512-conv2:64-fc:4-Momentum,1_epoch,12,512,64,4,2.52,10.28,1025.826,98.3
1446,filter:8-conv1:1-conv2:8-fc:2-Momentum,1_epoch,8,1,8,2,0.261,34.24,1026.087,98.3
1447,filter:4-conv1:8-conv2:64-fc:16-Momentum,1_epoch,4,8,64,16,0.298,96.05,1026.385,98.3
1448,filter:8-conv1:512-conv2:8-fc:2-Momentum,1_epoch,8,512,8,2,1.38,10.28,1027.765,98.3
1449,filter:8-conv1:8-conv2:4-fc:8-Momentum,1_epoch,8,8,4,8,0.16,94.35,1027.925,98.3
1450,filter:12-conv1:64-conv2:128-fc:32-Momentum,1_epoch,12,64,128,32,0.588,10.28,1028.513,98.3
1451,filter:4-conv1:256-conv2:4-fc:1-Momentum,1_epoch,4,256,4,1,0.835,10.28,1029.348,98.3
1452,filter:6-conv1:256-conv2:32-fc:512-Momentum,1_epoch,6,256,32,512,1.36,10.28,1030.708,98.3
1453,filter:2-conv1:128-conv2:256-fc:128-Momentum,1_epoch,2,128,256,128,0.808,96.38,1031.516,98.3
1454,filter:14-conv1:256-conv2:128-fc:16-Momentum,1_epoch,14,256,128,16,2.25,10.28,1033.766,98.3
1455,filter:4-conv1:2-conv2:128-fc:512-Momentum,1_epoch,4,2,128,512,0.249,96.45,1034.015,98.3
1456,filter:14-conv1:2-conv2:512-fc:16-Momentum,1_epoch,14,2,512,16,0.61,39.56,1034.625,98.3
1457,filter:14-conv1:4-conv2:2-fc:16-Momentum,1_epoch,14,4,2,16,0.222,93.87,1034.847,98.3
1458,filter:12-conv1:128-conv2:32-fc:1-Momentum,1_epoch,12,128,32,1,0.671,10.28,1035.518,98.3
1459,filter:12-conv1:1-conv2:64-fc:256-Momentum,1_epoch,12,1,64,256,0.216,92.58,1035.734,98.3
1460,filter:4-conv1:32-conv2:16-fc:4-Momentum,1_epoch,4,32,16,4,0.371,73.71,1036.105,98.3
1461,filter:14-conv1:1-conv2:32-fc:512-Momentum,1_epoch,14,1,32,512,0.258,88.56,1036.363,98.3
1462,filter:14-conv1:64-conv2:512-fc:4-Momentum,1_epoch,14,64,512,4,1.76,10.28,1038.123,98.3
1463,filter:4-conv1:4-conv2:8-fc:16-Momentum,1_epoch,4,4,8,16,0.141,94.88,1038.264,98.3
1464,filter:12-conv1:512-conv2:64-fc:8-Momentum,1_epoch,12,512,64,8,2.44,10.28,1040.704,98.3
1465,filter:8-conv1:256-conv2:512-fc:4-Momentum,1_epoch,8,256,512,4,3.24,10.28,1043.944,98.3
1466,filter:6-conv1:2-conv2:4-fc:128-Momentum,1_epoch,6,2,4,128,0.236,95.32,1044.18,98.3
1467,filter:6-conv1:8-conv2:64-fc:256-Momentum,1_epoch,6,8,64,256,0.219,97.59,1044.399,98.3
