,Setting,Step,Param1,Param2,Param3,Param4,Elapsed Time,Metric1,Total Time,Best
3364,filter:4-conv1:2-conv2:128-fc:128-Momentum,1_epoch,4,2,128,128,0.228,96.86,2291.927,98.3
3365,filter:8-conv1:512-conv2:128-fc:1-Momentum,1_epoch,8,512,128,1,2.45,10.28,2294.377,98.3
3366,filter:2-conv1:8-conv2:512-fc:32-Momentum,1_epoch,2,8,512,32,0.637,89.78,2295.014,98.3
3367,filter:4-conv1:256-conv2:32-fc:8-Momentum,1_epoch,4,256,32,8,0.724,91.76,2295.738,98.3
3368,filter:12-conv1:2-conv2:8-fc:16-Momentum,1_epoch,12,2,8,16,0.439,95.5,2296.177,98.3
3369,filter:2-conv1:2-conv2:32-fc:256-Momentum,1_epoch,2,2,32,256,0.175,95.07,2296.352,98.3
3370,filter:6-conv1:512-conv2:32-fc:128-Momentum,1_epoch,6,512,32,128,1.53,97.2,2297.882,98.3
3371,filter:12-conv1:256-conv2:1-fc:64-Momentum,1_epoch,12,256,1,64,0.853,94.09,2298.735,98.3
3372,filter:8-conv1:16-conv2:2-fc:64-Momentum,1_epoch,8,16,2,64,0.253,94.03,2298.988,98.3
3373,filter:14-conv1:8-conv2:8-fc:1-Momentum,1_epoch,14,8,8,1,0.198,28.08,2299.186,98.3
3374,filter:14-conv1:2-conv2:8-fc:256-Momentum,1_epoch,14,2,8,256,0.187,95.94,2299.373,98.3
3375,filter:6-conv1:8-conv2:4-fc:64-Momentum,1_epoch,6,8,4,64,0.177,96.12,2299.55,98.3
3376,filter:6-conv1:8-conv2:512-fc:256-Momentum,1_epoch,6,8,512,256,0.552,97.15,2300.102,98.3
3377,filter:2-conv1:4-conv2:32-fc:256-Momentum,1_epoch,2,4,32,256,0.362,95.26,2300.464,98.3
3378,filter:12-conv1:32-conv2:16-fc:512-Momentum,1_epoch,12,32,16,512,0.27,95.98,2300.734,98.3
3379,filter:14-conv1:512-conv2:256-fc:2-Momentum,1_epoch,14,512,256,2,6.22,10.28,2306.954,98.3
3380,filter:4-conv1:16-conv2:128-fc:8-Momentum,1_epoch,4,16,128,8,0.263,10.28,2307.217,98.3
3381,filter:4-conv1:4-conv2:1-fc:1-Momentum,1_epoch,4,4,1,1,0.146,31.37,2307.363,98.3
3382,filter:12-conv1:4-conv2:128-fc:32-Momentum,1_epoch,12,4,128,32,0.405,92.61,2307.768,98.3
3383,filter:12-conv1:1-conv2:512-fc:8-Momentum,1_epoch,12,1,512,8,0.476,26.94,2308.244,98.3
3384,filter:2-conv1:8-conv2:128-fc:32-Momentum,1_epoch,2,8,128,32,0.307,93.28,2308.551,98.3
3385,filter:8-conv1:128-conv2:32-fc:64-Momentum,1_epoch,8,128,32,64,0.584,97.29,2309.135,98.3
3386,filter:14-conv1:32-conv2:512-fc:128-Momentum,1_epoch,14,32,512,128,1.26,20.23,2310.395,98.3
3387,filter:12-conv1:256-conv2:1-fc:256-Momentum,1_epoch,12,256,1,256,1.06,88.55,2311.455,98.3
3388,filter:6-conv1:2-conv2:8-fc:512-Momentum,1_epoch,6,2,8,512,0.16,96.43,2311.615,98.3
3389,filter:6-conv1:256-conv2:256-fc:1-Momentum,1_epoch,6,256,256,1,1.75,10.28,2313.365,98.3
3390,filter:12-conv1:8-conv2:16-fc:2-Momentum,1_epoch,12,8,16,2,0.466,19.42,2313.831,98.3
3391,filter:8-conv1:128-conv2:1-fc:32-Momentum,1_epoch,8,128,1,32,0.626,94.84,2314.457,98.3
3392,filter:4-conv1:32-conv2:2-fc:256-Momentum,1_epoch,4,32,2,256,0.209,96.38,2314.666,98.3
3393,filter:8-conv1:8-conv2:512-fc:1-Momentum,1_epoch,8,8,512,1,0.651,10.28,2315.317,98.3
3394,filter:6-conv1:256-conv2:128-fc:2-Momentum,1_epoch,6,256,128,2,1.38,10.28,2316.697,98.3
3395,filter:6-conv1:512-conv2:32-fc:64-Momentum,1_epoch,6,512,32,64,1.57,97.43,2318.267,98.3
3396,filter:2-conv1:32-conv2:8-fc:8-Momentum,1_epoch,2,32,8,8,0.357,80.75,2318.624,98.3
3397,filter:6-conv1:16-conv2:4-fc:16-Momentum,1_epoch,6,16,4,16,0.174,94.93,2318.798,98.3
3398,filter:6-conv1:8-conv2:1-fc:8-Momentum,1_epoch,6,8,1,8,0.512,84.39,2319.31,98.3
3399,filter:4-conv1:256-conv2:4-fc:16-Momentum,1_epoch,4,256,4,16,0.761,93.5,2320.071,98.3
3400,filter:8-conv1:512-conv2:1-fc:64-Momentum,1_epoch,8,512,1,64,1.3,93.43,2321.371,98.3
3401,filter:12-conv1:64-conv2:32-fc:8-Momentum,1_epoch,12,64,32,8,0.367,10.28,2321.738,98.3
3402,filter:6-conv1:256-conv2:256-fc:128-Momentum,1_epoch,6,256,256,128,2.47,10.28,2324.208,98.3
3403,filter:6-conv1:32-conv2:512-fc:256-Momentum,1_epoch,6,32,512,256,0.893,96.38,2325.101,98.3
3404,filter:4-conv1:1-conv2:128-fc:512-Momentum,1_epoch,4,1,128,512,0.24,95.52,2325.341,98.3
3405,filter:6-conv1:4-conv2:256-fc:4-Momentum,1_epoch,6,4,256,4,0.299,65.29,2325.64,98.3
3406,filter:4-conv1:256-conv2:32-fc:64-Momentum,1_epoch,4,256,32,64,0.731,97.57,2326.371,98.3
3407,filter:14-conv1:256-conv2:16-fc:4-Momentum,1_epoch,14,256,16,4,1.11,10.28,2327.481,98.3
3408,filter:4-conv1:32-conv2:512-fc:512-Momentum,1_epoch,4,32,512,512,0.805,97.48,2328.286,98.3
3409,filter:2-conv1:32-conv2:16-fc:256-Momentum,1_epoch,2,32,16,256,0.427,95.56,2328.713,98.3
3410,filter:2-conv1:2-conv2:128-fc:16-Momentum,1_epoch,2,2,128,16,0.311,87.07,2329.024,98.3
3411,filter:2-conv1:64-conv2:8-fc:64-Momentum,1_epoch,2,64,8,64,0.242,94.43,2329.266,98.3
3412,filter:8-conv1:2-conv2:512-fc:512-Momentum,1_epoch,8,2,512,512,0.608,92.89,2329.874,98.3
3413,filter:6-conv1:2-conv2:1-fc:1-Momentum,1_epoch,6,2,1,1,0.15,25.05,2330.024,98.3
3414,filter:4-conv1:1-conv2:4-fc:128-Momentum,1_epoch,4,1,4,128,0.225,94.18,2330.249,98.3
3415,filter:6-conv1:256-conv2:16-fc:16-Momentum,1_epoch,6,256,16,16,0.826,96.77,2331.075,98.3
3416,filter:2-conv1:8-conv2:16-fc:512-Momentum,1_epoch,2,8,16,512,0.26,96.18,2331.335,98.3
3417,filter:8-conv1:128-conv2:8-fc:32-Momentum,1_epoch,8,128,8,32,0.459,95.98,2331.794,98.3
3418,filter:8-conv1:4-conv2:64-fc:4-Momentum,1_epoch,8,4,64,4,0.241,62.11,2332.035,98.3
3419,filter:14-conv1:128-conv2:2-fc:16-Momentum,1_epoch,14,128,2,16,0.726,10.28,2332.761,98.3
3420,filter:2-conv1:1-conv2:32-fc:32-Momentum,1_epoch,2,1,32,32,0.302,90.74,2333.063,98.3
3421,filter:8-conv1:256-conv2:256-fc:32-Momentum,1_epoch,8,256,256,32,1.94,10.28,2335.003,98.3
3422,filter:14-conv1:256-conv2:4-fc:256-Momentum,1_epoch,14,256,4,256,1.06,10.28,2336.063,98.3
3423,filter:6-conv1:32-conv2:4-fc:256-Momentum,1_epoch,6,32,4,256,0.23,95.46,2336.293,98.3
3424,filter:8-conv1:1-conv2:16-fc:512-Momentum,1_epoch,8,1,16,512,0.453,94.14,2336.746,98.3
3425,filter:14-conv1:2-conv2:256-fc:256-Momentum,1_epoch,14,2,256,256,0.436,91.46,2337.182,98.3
3426,filter:4-conv1:1-conv2:2-fc:512-Momentum,1_epoch,4,1,2,512,0.264,91.82,2337.446,98.3
3427,filter:12-conv1:16-conv2:1-fc:1-Momentum,1_epoch,12,16,1,1,0.217,26.61,2337.663,98.3
3428,filter:6-conv1:1-conv2:8-fc:16-Momentum,1_epoch,6,1,8,16,0.184,92.87,2337.847,98.3
3429,filter:8-conv1:1-conv2:8-fc:64-Momentum,1_epoch,8,1,8,64,0.329,94.48,2338.176,98.3
3430,filter:8-conv1:128-conv2:8-fc:512-Momentum,1_epoch,8,128,8,512,0.461,10.28,2338.637,98.3
3431,filter:8-conv1:256-conv2:16-fc:4-Momentum,1_epoch,8,256,16,4,0.983,10.28,2339.62,98.3
3432,filter:4-conv1:8-conv2:8-fc:512-Momentum,1_epoch,4,8,8,512,0.593,97.78,2340.213,98.3
3433,filter:8-conv1:128-conv2:32-fc:128-Momentum,1_epoch,8,128,32,128,0.52,97.57,2340.733,98.3
3434,filter:2-conv1:128-conv2:1-fc:8-Momentum,1_epoch,2,128,1,8,0.807,75.1,2341.54,98.3
3435,filter:12-conv1:4-conv2:64-fc:4-Momentum,1_epoch,12,4,64,4,0.235,10.28,2341.775,98.3
3436,filter:14-conv1:32-conv2:32-fc:32-Momentum,1_epoch,14,32,32,32,0.302,95.32,2342.077,98.3
3437,filter:8-conv1:64-conv2:512-fc:256-Momentum,1_epoch,8,64,512,256,1.39,58.21,2343.467,98.3
3438,filter:2-conv1:16-conv2:64-fc:2-Momentum,1_epoch,2,16,64,2,0.192,10.28,2343.659,98.3
3439,filter:4-conv1:512-conv2:8-fc:64-Momentum,1_epoch,4,512,8,64,1.2,96.96,2344.859,98.3
3440,filter:6-conv1:4-conv2:128-fc:2-Momentum,1_epoch,6,4,128,2,0.321,31.11,2345.18,98.3
3441,filter:14-conv1:1-conv2:512-fc:32-Momentum,1_epoch,14,1,512,32,0.654,58.56,2345.834,98.3
3442,filter:2-conv1:8-conv2:8-fc:1-Momentum,1_epoch,2,8,8,1,0.146,24.38,2345.98,98.3
3443,filter:4-conv1:8-conv2:512-fc:16-Momentum,1_epoch,4,8,512,16,0.484,29.35,2346.464,98.3
3444,filter:2-conv1:64-conv2:256-fc:1-Momentum,1_epoch,2,64,256,1,0.403,10.28,2346.867,98.3
3445,filter:8-conv1:256-conv2:4-fc:64-Momentum,1_epoch,8,256,4,64,0.734,10.28,2347.601,98.3
3446,filter:4-conv1:64-conv2:8-fc:256-Momentum,1_epoch,4,64,8,256,0.269,97.37,2347.87,98.3
3447,filter:4-conv1:2-conv2:8-fc:1-Momentum,1_epoch,4,2,8,1,0.166,26.83,2348.036,98.3
3448,filter:4-conv1:4-conv2:128-fc:1-Momentum,1_epoch,4,4,128,1,0.248,10.28,2348.284,98.3
3449,filter:6-conv1:16-conv2:256-fc:1-Momentum,1_epoch,6,16,256,1,0.442,10.28,2348.726,98.3
3450,filter:12-conv1:16-conv2:128-fc:256-Momentum,1_epoch,12,16,128,256,0.575,93.64,2349.301,98.3
3451,filter:14-conv1:16-conv2:4-fc:32-Momentum,1_epoch,14,16,4,32,0.204,95.28,2349.505,98.3
3452,filter:14-conv1:256-conv2:2-fc:64-Momentum,1_epoch,14,256,2,64,1.02,10.28,2350.525,98.3
3453,filter:2-conv1:1-conv2:2-fc:512-Momentum,1_epoch,2,1,2,512,0.46,10.28,2350.985,98.3
3454,filter:12-conv1:2-conv2:64-fc:2-Momentum,1_epoch,12,2,64,2,0.229,46.52,2351.214,98.3
3455,filter:14-conv1:32-conv2:1-fc:512-Momentum,1_epoch,14,32,1,512,0.31,10.28,2351.524,98.3
3456,filter:12-conv1:16-conv2:32-fc:16-Momentum,1_epoch,12,16,32,16,0.235,95.45,2351.759,98.3
3457,filter:6-conv1:32-conv2:1-fc:16-Momentum,1_epoch,6,32,1,16,0.219,91.33,2351.978,98.3
3458,filter:8-conv1:8-conv2:16-fc:32-Momentum,1_epoch,8,8,16,32,0.333,96.91,2352.311,98.3
3459,filter:8-conv1:512-conv2:8-fc:16-Momentum,1_epoch,8,512,8,16,1.41,94.64,2353.721,98.3
3460,filter:8-conv1:4-conv2:512-fc:8-Momentum,1_epoch,8,4,512,8,0.605,45.15,2354.326,98.3
3461,filter:12-conv1:128-conv2:2-fc:16-Momentum,1_epoch,12,128,2,16,0.49,10.28,2354.816,98.3
3462,filter:14-conv1:4-conv2:8-fc:128-Momentum,1_epoch,14,4,8,128,0.186,95.56,2355.002,98.3
3463,filter:6-conv1:512-conv2:4-fc:8-Momentum,1_epoch,6,512,4,8,1.77,92.68,2356.772,98.3
3464,filter:6-conv1:2-conv2:32-fc:16-Momentum,1_epoch,6,2,32,16,0.162,95.94,2356.934,98.3
3465,filter:14-conv1:512-conv2:4-fc:64-Momentum,1_epoch,14,512,4,64,1.79,10.28,2358.724,98.3
3466,filter:2-conv1:2-conv2:4-fc:32-Momentum,1_epoch,2,2,4,32,0.218,87.18,2358.942,98.3
3467,filter:14-conv1:2-conv2:1-fc:32-Momentum,1_epoch,14,2,1,32,0.166,93.29,2359.108,98.3
3468,filter:12-conv1:512-conv2:2-fc:8-Momentum,1_epoch,12,512,2,8,1.83,77.31,2360.938,98.3
3469,filter:2-conv1:16-conv2:512-fc:128-Momentum,1_epoch,2,16,512,128,0.459,93.33,2361.397,98.3
3470,filter:8-conv1:64-conv2:256-fc:4-Momentum,1_epoch,8,64,256,4,0.729,10.28,2362.126,98.3
3471,filter:12-conv1:4-conv2:64-fc:512-Momentum,1_epoch,12,4,64,512,0.263,94.54,2362.389,98.3
3472,filter:2-conv1:128-conv2:4-fc:512-Momentum,1_epoch,2,128,4,512,0.341,91.42,2362.73,98.3
3473,filter:14-conv1:2-conv2:512-fc:128-Momentum,1_epoch,14,2,512,128,0.829,12.79,2363.559,98.3
3474,filter:14-conv1:8-conv2:2-fc:32-Momentum,1_epoch,14,8,2,32,0.23,95.72,2363.789,98.3
3475,filter:14-conv1:2-conv2:64-fc:512-Momentum,1_epoch,14,2,64,512,0.268,93.44,2364.057,98.3
3476,filter:4-conv1:512-conv2:32-fc:8-Momentum,1_epoch,4,512,32,8,1.27,82.8,2365.327,98.3
3477,filter:14-conv1:64-conv2:2-fc:16-Momentum,1_epoch,14,64,2,16,0.604,89.31,2365.931,98.3
3478,filter:4-conv1:64-conv2:128-fc:2-Momentum,1_epoch,4,64,128,2,0.578,48.77,2366.509,98.3
3479,filter:12-conv1:2-conv2:512-fc:16-Momentum,1_epoch,12,2,512,16,0.555,58.0,2367.064,98.3
3480,filter:14-conv1:128-conv2:8-fc:128-Momentum,1_epoch,14,128,8,128,0.633,10.28,2367.697,98.3
3481,filter:2-conv1:64-conv2:8-fc:32-Momentum,1_epoch,2,64,8,32,0.246,91.35,2367.943,98.3
3482,filter:12-conv1:64-conv2:128-fc:64-Momentum,1_epoch,12,64,128,64,0.794,10.28,2368.737,98.3
3483,filter:12-conv1:128-conv2:4-fc:256-Momentum,1_epoch,12,128,4,256,0.589,10.28,2369.326,98.3
3484,filter:4-conv1:4-conv2:16-fc:32-Momentum,1_epoch,4,4,16,32,0.245,95.69,2369.571,98.3
3485,filter:12-conv1:128-conv2:64-fc:1-Momentum,1_epoch,12,128,64,1,0.803,10.28,2370.374,98.3
3486,filter:14-conv1:256-conv2:32-fc:2-Momentum,1_epoch,14,256,32,2,1.31,10.28,2371.684,98.3
3487,filter:6-conv1:64-conv2:256-fc:16-Momentum,1_epoch,6,64,256,16,0.676,61.33,2372.36,98.3
3488,filter:6-conv1:512-conv2:2-fc:8-Momentum,1_epoch,6,512,2,8,1.34,89.55,2373.7,98.3
3489,filter:12-conv1:32-conv2:128-fc:16-Momentum,1_epoch,12,32,128,16,0.421,77.45,2374.121,98.3
3490,filter:12-conv1:128-conv2:32-fc:128-Momentum,1_epoch,12,128,32,128,0.783,96.29,2374.904,98.3
3491,filter:6-conv1:128-conv2:8-fc:256-Momentum,1_epoch,6,128,8,256,0.507,97.43,2375.411,98.3
3492,filter:12-conv1:128-conv2:1-fc:4-Momentum,1_epoch,12,128,1,4,0.496,63.8,2375.907,98.3
3493,filter:2-conv1:128-conv2:2-fc:512-Momentum,1_epoch,2,128,2,512,0.453,92.07,2376.36,98.3
3494,filter:6-conv1:8-conv2:256-fc:32-Momentum,1_epoch,6,8,256,32,0.302,97.15,2376.662,98.3
3495,filter:14-conv1:8-conv2:1-fc:16-Momentum,1_epoch,14,8,1,16,0.241,93.67,2376.903,98.3
3496,filter:2-conv1:1-conv2:1-fc:64-Momentum,1_epoch,2,1,1,64,0.175,86.43,2377.078,98.3
3497,filter:2-conv1:128-conv2:128-fc:2-Momentum,1_epoch,2,128,128,2,0.706,27.12,2377.784,98.3
3498,filter:2-conv1:128-conv2:16-fc:1-Momentum,1_epoch,2,128,16,1,0.476,28.06,2378.26,98.3
3499,filter:6-conv1:1-conv2:8-fc:32-Momentum,1_epoch,6,1,8,32,0.329,94.61,2378.589,98.3
3500,filter:6-conv1:8-conv2:16-fc:8-Momentum,1_epoch,6,8,16,8,0.284,94.65,2378.873,98.3
3501,filter:12-conv1:4-conv2:64-fc:128-Momentum,1_epoch,12,4,64,128,0.235,94.56,2379.108,98.3
3502,filter:2-conv1:256-conv2:128-fc:4-Momentum,1_epoch,2,256,128,4,0.677,10.28,2379.785,98.3
3503,filter:2-conv1:512-conv2:64-fc:8-Momentum,1_epoch,2,512,64,8,1.35,91.36,2381.135,98.3
3504,filter:6-conv1:16-conv2:512-fc:8-Momentum,1_epoch,6,16,512,8,0.599,10.28,2381.734,98.3
3505,filter:6-conv1:16-conv2:8-fc:4-Momentum,1_epoch,6,16,8,4,0.285,40.01,2382.019,98.3
3506,filter:12-conv1:2-conv2:2-fc:32-Momentum,1_epoch,12,2,2,32,0.186,94.26,2382.205,98.3
3507,filter:12-conv1:256-conv2:512-fc:128-Momentum,1_epoch,12,256,512,128,4.59,10.28,2386.795,98.3
3508,filter:6-conv1:512-conv2:512-fc:64-Momentum,1_epoch,6,512,512,64,5.79,10.28,2392.585,98.3
3509,filter:8-conv1:4-conv2:32-fc:64-Momentum,1_epoch,8,4,32,64,0.185,97.41,2392.77,98.3
3510,filter:14-conv1:2-conv2:32-fc:2-Momentum,1_epoch,14,2,32,2,0.197,21.18,2392.967,98.3
3511,filter:8-conv1:64-conv2:2-fc:32-Momentum,1_epoch,8,64,2,32,0.36,95.71,2393.327,98.3
3512,filter:12-conv1:16-conv2:16-fc:256-Momentum,1_epoch,12,16,16,256,0.271,97.0,2393.598,98.3
3513,filter:12-conv1:1-conv2:512-fc:1-Momentum,1_epoch,12,1,512,1,0.501,10.28,2394.099,98.3
3514,filter:6-conv1:512-conv2:1-fc:2-Momentum,1_epoch,6,512,1,2,1.26,12.05,2395.359,98.3
3515,filter:8-conv1:32-conv2:4-fc:8-Momentum,1_epoch,8,32,4,8,0.226,92.18,2395.585,98.3
3516,filter:8-conv1:16-conv2:128-fc:128-Momentum,1_epoch,8,16,128,128,0.311,97.7,2395.896,98.3
3517,filter:8-conv1:32-conv2:64-fc:32-Momentum,1_epoch,8,32,64,32,0.287,96.64,2396.183,98.3
3518,filter:4-conv1:512-conv2:8-fc:1-Momentum,1_epoch,4,512,8,1,1.35,10.28,2397.533,98.3
3519,filter:14-conv1:64-conv2:32-fc:16-Momentum,1_epoch,14,64,32,16,0.635,10.28,2398.168,98.3
3520,filter:12-conv1:16-conv2:128-fc:1-Momentum,1_epoch,12,16,128,1,0.473,10.28,2398.641,98.3
3521,filter:8-conv1:64-conv2:512-fc:16-Momentum,1_epoch,8,64,512,16,1.26,10.28,2399.901,98.3
3522,filter:12-conv1:16-conv2:2-fc:128-Momentum,1_epoch,12,16,2,128,0.312,95.89,2400.213,98.3
3523,filter:14-conv1:2-conv2:8-fc:512-Momentum,1_epoch,14,2,8,512,0.185,94.79,2400.398,98.3
3524,filter:2-conv1:8-conv2:2-fc:4-Momentum,1_epoch,2,8,2,4,0.27,60.89,2400.668,98.3
3525,filter:12-conv1:4-conv2:256-fc:4-Momentum,1_epoch,12,4,256,4,0.411,10.28,2401.079,98.3
3526,filter:6-conv1:8-conv2:1-fc:32-Momentum,1_epoch,6,8,1,32,0.249,92.65,2401.328,98.3
3527,filter:2-conv1:2-conv2:128-fc:4-Momentum,1_epoch,2,2,128,4,0.315,10.28,2401.643,98.3
3528,filter:8-conv1:256-conv2:512-fc:2-Momentum,1_epoch,8,256,512,2,3.39,10.28,2405.033,98.3
3529,filter:8-conv1:64-conv2:16-fc:64-Momentum,1_epoch,8,64,16,64,0.325,97.17,2405.358,98.3
3530,filter:2-conv1:1-conv2:64-fc:4-Momentum,1_epoch,2,1,64,4,0.344,10.28,2405.702,98.3
3531,filter:12-conv1:128-conv2:4-fc:32-Momentum,1_epoch,12,128,4,32,0.563,91.08,2406.265,98.3
3532,filter:2-conv1:4-conv2:512-fc:1-Momentum,1_epoch,2,4,512,1,0.303,10.28,2406.568,98.3
3533,filter:14-conv1:4-conv2:128-fc:128-Momentum,1_epoch,14,4,128,128,0.318,92.05,2406.886,98.3
3534,filter:12-conv1:32-conv2:1-fc:32-Momentum,1_epoch,12,32,1,32,0.239,94.0,2407.125,98.3
3535,filter:2-conv1:128-conv2:256-fc:1-Momentum,1_epoch,2,128,256,1,0.628,10.28,2407.753,98.3
3536,filter:6-conv1:512-conv2:256-fc:512-Momentum,1_epoch,6,512,256,512,3.35,10.28,2411.103,98.3
3537,filter:2-conv1:2-conv2:32-fc:32-Momentum,1_epoch,2,2,32,32,0.321,90.4,2411.424,98.3
3538,filter:14-conv1:2-conv2:2-fc:512-Momentum,1_epoch,14,2,2,512,0.175,94.49,2411.599,98.3
3539,filter:12-conv1:1-conv2:64-fc:1-Momentum,1_epoch,12,1,64,1,0.214,25.82,2411.813,98.3
3540,filter:4-conv1:256-conv2:128-fc:64-Momentum,1_epoch,4,256,128,64,1.14,97.2,2412.953,98.3
3541,filter:8-conv1:128-conv2:4-fc:4-Momentum,1_epoch,8,128,4,4,0.451,41.08,2413.404,98.3
3542,filter:12-conv1:2-conv2:128-fc:2-Momentum,1_epoch,12,2,128,2,0.262,24.28,2413.666,98.3
3543,filter:8-conv1:256-conv2:16-fc:16-Momentum,1_epoch,8,256,16,16,0.793,94.79,2414.459,98.3
3544,filter:6-conv1:8-conv2:4-fc:128-Momentum,1_epoch,6,8,4,128,0.313,97.45,2414.772,98.3
3545,filter:14-conv1:128-conv2:64-fc:128-Momentum,1_epoch,14,128,64,128,0.88,10.28,2415.652,98.3
3546,filter:12-conv1:64-conv2:512-fc:256-Momentum,1_epoch,12,64,512,256,1.55,51.27,2417.202,98.3
3547,filter:12-conv1:8-conv2:1-fc:16-Momentum,1_epoch,12,8,1,16,0.19,92.95,2417.392,98.3
3548,filter:14-conv1:8-conv2:1-fc:512-Momentum,1_epoch,14,8,1,512,0.197,93.88,2417.589,98.3
3549,filter:2-conv1:128-conv2:256-fc:8-Momentum,1_epoch,2,128,256,8,0.952,83.66,2418.541,98.3
3550,filter:12-conv1:2-conv2:32-fc:64-Momentum,1_epoch,12,2,32,64,0.293,95.49,2418.834,98.3
3551,filter:12-conv1:8-conv2:4-fc:64-Momentum,1_epoch,12,8,4,64,0.314,96.6,2419.148,98.3
3552,filter:14-conv1:8-conv2:32-fc:1-Momentum,1_epoch,14,8,32,1,0.312,10.28,2419.46,98.3
3553,filter:2-conv1:128-conv2:8-fc:8-Momentum,1_epoch,2,128,8,8,0.355,81.76,2419.815,98.3
3554,filter:2-conv1:256-conv2:32-fc:8-Momentum,1_epoch,2,256,32,8,0.568,91.47,2420.383,98.3
3555,filter:2-conv1:64-conv2:32-fc:256-Momentum,1_epoch,2,64,32,256,0.346,96.49,2420.729,98.3
3556,filter:8-conv1:2-conv2:2-fc:512-Momentum,1_epoch,8,2,2,512,0.259,95.39,2420.988,98.3
3557,filter:4-conv1:64-conv2:16-fc:1-Momentum,1_epoch,4,64,16,1,0.357,10.28,2421.345,98.3
3558,filter:6-conv1:256-conv2:2-fc:4-Momentum,1_epoch,6,256,2,4,0.704,78.68,2422.049,98.3
3559,filter:4-conv1:128-conv2:32-fc:256-Momentum,1_epoch,4,128,32,256,0.486,97.81,2422.535,98.3
3560,filter:4-conv1:4-conv2:256-fc:128-Momentum,1_epoch,4,4,256,128,0.766,96.2,2423.301,98.3
3561,filter:4-conv1:64-conv2:64-fc:4-Momentum,1_epoch,4,64,64,4,0.485,26.21,2423.786,98.3
3562,filter:2-conv1:128-conv2:128-fc:128-Momentum,1_epoch,2,128,128,128,0.433,95.83,2424.219,98.3
3563,filter:8-conv1:128-conv2:128-fc:256-Momentum,1_epoch,8,128,128,256,0.863,97.61,2425.082,98.3
3564,filter:2-conv1:256-conv2:2-fc:64-Momentum,1_epoch,2,256,2,64,0.571,92.0,2425.653,98.3
3565,filter:6-conv1:1-conv2:8-fc:512-Momentum,1_epoch,6,1,8,512,0.208,96.35,2425.861,98.3
3566,filter:2-conv1:512-conv2:128-fc:128-Momentum,1_epoch,2,512,128,128,1.31,96.78,2427.171,98.3
3567,filter:4-conv1:16-conv2:2-fc:2-Momentum,1_epoch,4,16,2,2,0.252,42.6,2427.423,98.3
3568,filter:2-conv1:2-conv2:4-fc:2-Momentum,1_epoch,2,2,4,2,0.13,10.28,2427.553,98.3
3569,filter:12-conv1:4-conv2:512-fc:256-Momentum,1_epoch,12,4,512,256,0.788,86.09,2428.341,98.3
3570,filter:4-conv1:8-conv2:1-fc:16-Momentum,1_epoch,4,8,1,16,0.298,83.8,2428.639,98.3
3571,filter:4-conv1:2-conv2:64-fc:2-Momentum,1_epoch,4,2,64,2,0.378,38.38,2429.017,98.3
3572,filter:4-conv1:4-conv2:16-fc:512-Momentum,1_epoch,4,4,16,512,0.158,97.41,2429.175,98.3
3573,filter:6-conv1:256-conv2:16-fc:64-Momentum,1_epoch,6,256,16,64,0.767,97.2,2429.942,98.3
3574,filter:2-conv1:32-conv2:32-fc:32-Momentum,1_epoch,2,32,32,32,0.307,94.47,2430.249,98.3
3575,filter:2-conv1:4-conv2:2-fc:128-Momentum,1_epoch,2,4,2,128,0.144,90.05,2430.393,98.3
3576,filter:14-conv1:256-conv2:1-fc:16-Momentum,1_epoch,14,256,1,16,1.03,91.43,2431.423,98.3
3577,filter:2-conv1:64-conv2:8-fc:4-Momentum,1_epoch,2,64,8,4,0.32,59.29,2431.743,98.3
3578,filter:14-conv1:256-conv2:2-fc:16-Momentum,1_epoch,14,256,2,16,1.02,10.28,2432.763,98.3
3579,filter:2-conv1:32-conv2:4-fc:32-Momentum,1_epoch,2,32,4,32,0.179,89.07,2432.942,98.3
3580,filter:2-conv1:256-conv2:2-fc:32-Momentum,1_epoch,2,256,2,32,0.766,89.13,2433.708,98.3
3581,filter:14-conv1:128-conv2:8-fc:8-Momentum,1_epoch,14,128,8,8,0.648,82.8,2434.356,98.3
3582,filter:6-conv1:32-conv2:512-fc:1-Momentum,1_epoch,6,32,512,1,0.834,10.28,2435.19,98.3
3583,filter:14-conv1:16-conv2:32-fc:32-Momentum,1_epoch,14,16,32,32,0.243,95.73,2435.433,98.3
3584,filter:14-conv1:16-conv2:8-fc:64-Momentum,1_epoch,14,16,8,64,0.22,97.08,2435.653,98.3
3585,filter:12-conv1:32-conv2:8-fc:4-Momentum,1_epoch,12,32,8,4,0.235,22.43,2435.888,98.3
3586,filter:14-conv1:512-conv2:8-fc:32-Momentum,1_epoch,14,512,8,32,2.04,10.28,2437.928,98.3
3587,filter:12-conv1:4-conv2:512-fc:128-Momentum,1_epoch,12,4,512,128,0.736,88.54,2438.664,98.3
3588,filter:4-conv1:2-conv2:1-fc:1-Momentum,1_epoch,4,2,1,1,0.194,29.1,2438.858,98.3
3589,filter:6-conv1:64-conv2:1-fc:512-Momentum,1_epoch,6,64,1,512,0.389,95.09,2439.247,98.3
3590,filter:4-conv1:16-conv2:1-fc:128-Momentum,1_epoch,4,16,1,128,0.174,92.2,2439.421,98.3
3591,filter:2-conv1:64-conv2:256-fc:2-Momentum,1_epoch,2,64,256,2,0.377,21.42,2439.798,98.3
