,Date,msec,Setting,Step,Elapsed Time,Metric1,Metric2,Metric3,Param1,Param2,Param3,Param4,Best,Random Best 1,Random Best 2,Random Best 0,Random Best 3,Random Best 4,Random Best 5,Random Best 6,Random Best 7,Random Best 8,Random Best 9
1821,2016-09-03 5:24,511,filter:4-conv1:256-conv2:4-fc:4-Momentum,1_epoch,0.749,68.92,,,4,256,4,4,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1822,2016-09-03 5:24,673,filter:4-conv1:256-conv2:4-fc:8-Momentum,1_epoch,0.8,92.42,,,4,256,4,8,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1823,2016-09-03 5:24,829,filter:4-conv1:256-conv2:4-fc:1-Momentum,1_epoch,0.835,10.28,,,4,256,4,1,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1824,2016-09-03 5:24,356,filter:4-conv1:256-conv2:4-fc:32-Momentum,1_epoch,0.67,96.19,,,4,256,4,32,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1825,2016-09-03 5:24,407,filter:4-conv1:256-conv2:4-fc:64-Momentum,1_epoch,0.695,97.06,,,4,256,4,64,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1826,2016-09-03 5:24,686,filter:4-conv1:256-conv2:4-fc:16-Momentum,1_epoch,0.761,93.5,,,4,256,4,16,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1827,2016-09-03 5:24,258,filter:4-conv1:256-conv2:4-fc:128-Momentum,1_epoch,1.21,95.17,,,4,256,4,128,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1828,2016-09-03 5:24,622,filter:4-conv1:256-conv2:4-fc:512-Momentum,1_epoch,0.652,10.28,,,4,256,4,512,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1829,2016-09-03 5:24,102,filter:4-conv1:256-conv2:8-fc:1-Momentum,1_epoch,0.744,23.91,,,4,256,8,1,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1830,2016-09-03 5:24,524,filter:4-conv1:256-conv2:8-fc:2-Momentum,1_epoch,0.951,39.62,,,4,256,8,2,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1831,2016-09-03 5:24,636,filter:4-conv1:256-conv2:4-fc:256-Momentum,1_epoch,0.758,95.23,,,4,256,4,256,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1832,2016-09-03 5:25,23,filter:4-conv1:256-conv2:8-fc:8-Momentum,1_epoch,0.687,92.85,,,4,256,8,8,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1833,2016-09-03 5:25,81,filter:4-conv1:256-conv2:8-fc:4-Momentum,1_epoch,0.682,72.22,,,4,256,8,4,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1834,2016-09-03 5:25,342,filter:4-conv1:256-conv2:8-fc:16-Momentum,1_epoch,0.78,95.78,,,4,256,8,16,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1835,2016-09-03 5:25,811,filter:4-conv1:256-conv2:8-fc:32-Momentum,1_epoch,1.07,97.12,,,4,256,8,32,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1836,2016-09-03 5:25,434,filter:4-conv1:256-conv2:8-fc:128-Momentum,1_epoch,0.663,96.99,,,4,256,8,128,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1837,2016-09-03 5:25,801,filter:4-conv1:256-conv2:8-fc:256-Momentum,1_epoch,0.726,97.86,,,4,256,8,256,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1838,2016-09-03 5:25,119,filter:4-conv1:256-conv2:8-fc:64-Momentum,1_epoch,0.766,97.33,,,4,256,8,64,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1839,2016-09-03 5:25,572,filter:4-conv1:256-conv2:8-fc:512-Momentum,1_epoch,1.2,96.59,,,4,256,8,512,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1840,2016-09-03 5:25,423,filter:4-conv1:256-conv2:16-fc:2-Momentum,1_epoch,0.686,31.02,,,4,256,16,2,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1841,2016-09-03 5:25,787,filter:4-conv1:256-conv2:16-fc:4-Momentum,1_epoch,0.735,58.19,,,4,256,16,4,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1842,2016-09-03 5:25,940,filter:4-conv1:256-conv2:16-fc:1-Momentum,1_epoch,0.735,10.28,,,4,256,16,1,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1843,2016-09-03 5:25,225,filter:4-conv1:256-conv2:16-fc:8-Momentum,1_epoch,0.949,90.94,,,4,256,16,8,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1844,2016-09-03 5:26,231,filter:4-conv1:256-conv2:16-fc:32-Momentum,1_epoch,0.728,97.01,,,4,256,16,32,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1845,2016-09-03 5:26,546,filter:4-conv1:256-conv2:16-fc:16-Momentum,1_epoch,0.739,96.66,,,4,256,16,16,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1846,2016-09-03 5:26,585,filter:4-conv1:256-conv2:16-fc:64-Momentum,1_epoch,0.786,97.3,,,4,256,16,64,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1847,2016-09-03 5:26,803,filter:4-conv1:256-conv2:16-fc:128-Momentum,1_epoch,0.957,97.82,,,4,256,16,128,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1848,2016-09-03 5:26,749,filter:4-conv1:256-conv2:16-fc:256-Momentum,1_epoch,0.688,97.41,,,4,256,16,256,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1849,2016-09-03 5:26,773,filter:4-conv1:256-conv2:16-fc:512-Momentum,1_epoch,0.708,98.19,,,4,256,16,512,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1850,2016-09-03 5:26,371,filter:4-conv1:256-conv2:32-fc:1-Momentum,1_epoch,0.883,10.28,,,4,256,32,1,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1851,2016-09-03 5:26,91,filter:4-conv1:256-conv2:32-fc:2-Momentum,1_epoch,1.21,33.09,,,4,256,32,2,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1852,2016-09-03 5:26,745,filter:4-conv1:256-conv2:32-fc:4-Momentum,1_epoch,0.684,54.49,,,4,256,32,4,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1853,2016-09-03 5:26,768,filter:4-conv1:256-conv2:32-fc:8-Momentum,1_epoch,0.724,91.76,,,4,256,32,8,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1854,2016-09-03 5:26,120,filter:4-conv1:256-conv2:32-fc:16-Momentum,1_epoch,0.811,95.77,,,4,256,32,16,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1855,2016-09-03 5:26,734,filter:4-conv1:256-conv2:32-fc:32-Momentum,1_epoch,1.16,97.15,,,4,256,32,32,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1856,2016-09-03 5:26,69,filter:4-conv1:256-conv2:32-fc:128-Momentum,1_epoch,0.729,97.56,,,4,256,32,128,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1857,2016-09-03 5:26,546,filter:4-conv1:256-conv2:32-fc:64-Momentum,1_epoch,0.731,97.57,,,4,256,32,64,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1858,2016-09-03 5:26,642,filter:4-conv1:256-conv2:32-fc:256-Momentum,1_epoch,0.793,97.72,,,4,256,32,256,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1859,2016-09-03 5:26,392,filter:4-conv1:256-conv2:32-fc:512-Momentum,1_epoch,1.02,97.96,,,4,256,32,512,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1860,2016-09-03 5:27,481,filter:4-conv1:256-conv2:64-fc:2-Momentum,1_epoch,0.88,10.28,,,4,256,64,2,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1861,2016-09-03 5:27,598,filter:4-conv1:256-conv2:64-fc:1-Momentum,1_epoch,0.879,10.28,,,4,256,64,1,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1862,2016-09-03 5:27,951,filter:4-conv1:256-conv2:64-fc:4-Momentum,1_epoch,1.03,10.28,,,4,256,64,4,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1863,2016-09-03 5:27,704,filter:4-conv1:256-conv2:64-fc:8-Momentum,1_epoch,1.45,91.74,,,4,256,64,8,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1864,2016-09-03 5:27,869,filter:4-conv1:256-conv2:64-fc:32-Momentum,1_epoch,0.901,97.22,,,4,256,64,32,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1865,2016-09-03 5:27,16,filter:4-conv1:256-conv2:64-fc:64-Momentum,1_epoch,0.919,97.51,,,4,256,64,64,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1866,2016-09-03 5:27,184,filter:4-conv1:256-conv2:64-fc:16-Momentum,1_epoch,0.948,94.5,,,4,256,64,16,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1867,2016-09-03 5:27,749,filter:4-conv1:256-conv2:64-fc:128-Momentum,1_epoch,1.37,97.65,,,4,256,64,128,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1868,2016-09-03 5:27,217,filter:4-conv1:256-conv2:64-fc:256-Momentum,1_epoch,0.86,97.72,,,4,256,64,256,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1869,2016-09-03 5:27,537,filter:4-conv1:256-conv2:64-fc:512-Momentum,1_epoch,0.951,98.15,,,4,256,64,512,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1870,2016-09-03 5:28,554,filter:4-conv1:256-conv2:128-fc:1-Momentum,1_epoch,1.16,10.28,,,4,256,128,1,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1871,2016-09-03 5:28,222,filter:4-conv1:256-conv2:128-fc:2-Momentum,1_epoch,1.32,10.28,,,4,256,128,2,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1872,2016-09-03 5:28,346,filter:4-conv1:256-conv2:128-fc:8-Momentum,1_epoch,1.12,10.28,,,4,256,128,8,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1873,2016-09-03 5:28,688,filter:4-conv1:256-conv2:128-fc:4-Momentum,1_epoch,1.1,10.28,,,4,256,128,4,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1874,2016-09-03 5:28,496,filter:4-conv1:256-conv2:128-fc:16-Momentum,1_epoch,1.25,93.57,,,4,256,128,16,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1875,2016-09-03 5:28,243,filter:4-conv1:256-conv2:128-fc:32-Momentum,1_epoch,1.46,96.78,,,4,256,128,32,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1876,2016-09-03 5:28,438,filter:4-conv1:256-conv2:128-fc:64-Momentum,1_epoch,1.14,97.2,,,4,256,128,64,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1877,2016-09-03 5:28,865,filter:4-conv1:256-conv2:128-fc:128-Momentum,1_epoch,1.19,97.41,,,4,256,128,128,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1878,2016-09-03 5:28,841,filter:4-conv1:256-conv2:128-fc:256-Momentum,1_epoch,1.23,97.6,,,4,256,128,256,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1879,2016-09-03 5:28,727,filter:4-conv1:256-conv2:128-fc:512-Momentum,1_epoch,1.47,98.01,,,4,256,128,512,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1880,2016-09-03 5:29,53,filter:4-conv1:256-conv2:256-fc:1-Momentum,1_epoch,1.59,10.28,,,4,256,256,1,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1881,2016-09-03 5:29,306,filter:4-conv1:256-conv2:256-fc:2-Momentum,1_epoch,1.69,10.28,,,4,256,256,2,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1882,2016-09-03 5:29,83,filter:4-conv1:256-conv2:256-fc:4-Momentum,1_epoch,1.7,10.28,,,4,256,256,4,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1883,2016-09-03 5:29,741,filter:4-conv1:256-conv2:256-fc:8-Momentum,1_epoch,2.15,10.28,,,4,256,256,8,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1884,2016-09-03 5:29,124,filter:4-conv1:256-conv2:256-fc:16-Momentum,1_epoch,1.6,10.28,,,4,256,256,16,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1885,2016-09-03 5:29,161,filter:4-conv1:256-conv2:256-fc:32-Momentum,1_epoch,1.61,94.73,,,4,256,256,32,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1886,2016-09-03 5:29,390,filter:4-conv1:256-conv2:256-fc:64-Momentum,1_epoch,1.67,96.86,,,4,256,256,64,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1887,2016-09-03 5:29,112,filter:4-conv1:256-conv2:256-fc:128-Momentum,1_epoch,1.99,96.94,,,4,256,256,128,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1888,2016-09-03 5:30,583,filter:4-conv1:256-conv2:256-fc:256-Momentum,1_epoch,1.61,97.64,,,4,256,256,256,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1889,2016-09-03 5:30,51,filter:4-conv1:256-conv2:256-fc:512-Momentum,1_epoch,1.69,98.13,,,4,256,256,512,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1890,2016-09-03 5:30,85,filter:4-conv1:256-conv2:512-fc:1-Momentum,1_epoch,2.57,10.28,,,4,256,512,1,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1891,2016-09-03 5:30,487,filter:4-conv1:256-conv2:512-fc:2-Momentum,1_epoch,2.79,10.28,,,4,256,512,2,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1892,2016-09-03 5:31,645,filter:4-conv1:256-conv2:512-fc:8-Momentum,1_epoch,2.53,10.28,,,4,256,512,8,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1893,2016-09-03 5:31,902,filter:4-conv1:256-conv2:512-fc:4-Momentum,1_epoch,2.55,10.28,,,4,256,512,4,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1894,2016-09-03 5:31,193,filter:4-conv1:256-conv2:512-fc:16-Momentum,1_epoch,2.61,10.28,,,4,256,512,16,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1895,2016-09-03 5:31,586,filter:4-conv1:256-conv2:512-fc:32-Momentum,1_epoch,2.96,30.51,,,4,256,512,32,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1896,2016-09-03 5:32,198,filter:4-conv1:256-conv2:512-fc:64-Momentum,1_epoch,2.51,10.28,,,4,256,512,64,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1897,2016-09-03 5:32,542,filter:4-conv1:256-conv2:512-fc:128-Momentum,1_epoch,2.61,10.28,,,4,256,512,128,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1898,2016-09-03 5:32,719,filter:4-conv1:256-conv2:512-fc:256-Momentum,1_epoch,2.66,10.28,,,4,256,512,256,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1899,2016-09-03 5:32,398,filter:4-conv1:256-conv2:512-fc:512-Momentum,1_epoch,2.89,97.42,,,4,256,512,512,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.19,98.27
1900,2016-09-03 5:32,878,filter:4-conv1:512-conv2:1-fc:2-Momentum,1_epoch,1.14,35.85,,,4,512,1,2,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.26,98.27
1901,2016-09-03 5:32,314,filter:4-conv1:512-conv2:1-fc:4-Momentum,1_epoch,1.24,69.68,,,4,512,1,4,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.26,98.27
1902,2016-09-03 5:32,579,filter:4-conv1:512-conv2:1-fc:1-Momentum,1_epoch,1.27,23.43,,,4,512,1,1,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.26,98.27
1903,2016-09-03 5:32,380,filter:4-conv1:512-conv2:1-fc:8-Momentum,1_epoch,1.65,82.19,,,4,512,1,8,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.26,98.27
1904,2016-09-03 5:33,260,filter:4-conv1:512-conv2:1-fc:32-Momentum,1_epoch,1.22,90.83,,,4,512,1,32,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.26,98.27
1905,2016-09-03 5:33,418,filter:4-conv1:512-conv2:1-fc:64-Momentum,1_epoch,1.26,90.86,,,4,512,1,64,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.26,98.27
1906,2016-09-03 5:33,627,filter:4-conv1:512-conv2:1-fc:16-Momentum,1_epoch,1.26,90.24,,,4,512,1,16,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.26,98.27
1907,2016-09-03 5:33,39,filter:4-conv1:512-conv2:1-fc:128-Momentum,1_epoch,1.67,90.83,,,4,512,1,128,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.26,98.27
1908,2016-09-03 5:33,895,filter:4-conv1:512-conv2:2-fc:1-Momentum,1_epoch,1.22,21.34,,,4,512,2,1,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.26,98.27
1909,2016-09-03 5:33,979,filter:4-conv1:512-conv2:1-fc:512-Momentum,1_epoch,1.23,93.27,,,4,512,1,512,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.26,98.27
1910,2016-09-03 5:33,364,filter:4-conv1:512-conv2:1-fc:256-Momentum,1_epoch,1.28,94.38,,,4,512,1,256,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.26,98.27
1911,2016-09-03 5:33,625,filter:4-conv1:512-conv2:2-fc:2-Momentum,1_epoch,1.6,10.28,,,4,512,2,2,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.26,98.27
1912,2016-09-03 5:34,355,filter:4-conv1:512-conv2:2-fc:4-Momentum,1_epoch,1.2,81.4,,,4,512,2,4,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.26,98.27
1913,2016-09-03 5:34,392,filter:4-conv1:512-conv2:2-fc:8-Momentum,1_epoch,1.22,89.18,,,4,512,2,8,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.26,98.27
1914,2016-09-03 5:34,474,filter:4-conv1:512-conv2:2-fc:16-Momentum,1_epoch,1.25,89.94,,,4,512,2,16,98.27,98.26,98.26,98.21,98.19,98.2,98.19,98.27,98.3,98.26,98.27
1915,2016-09-03 5:34,201,filter:4-conv1:512-conv2:2-fc:32-Momentum,1_epoch,1.67,92.08,,,4,512,2,32,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1916,2016-09-03 5:34,92,filter:4-conv1:512-conv2:2-fc:128-Momentum,1_epoch,1.21,10.28,,,4,512,2,128,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1917,2016-09-03 5:34,467,filter:4-conv1:512-conv2:2-fc:256-Momentum,1_epoch,1.28,94.67,,,4,512,2,256,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1918,2016-09-03 5:34,696,filter:4-conv1:512-conv2:2-fc:64-Momentum,1_epoch,1.27,93.8,,,4,512,2,64,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1919,2016-09-03 5:34,159,filter:4-conv1:512-conv2:2-fc:512-Momentum,1_epoch,1.59,10.28,,,4,512,2,512,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1920,2016-09-03 5:35,183,filter:4-conv1:512-conv2:4-fc:2-Momentum,1_epoch,1.24,46.13,,,4,512,4,2,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1921,2016-09-03 5:35,340,filter:4-conv1:512-conv2:4-fc:4-Momentum,1_epoch,1.27,82.27,,,4,512,4,4,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1922,2016-09-03 5:35,350,filter:4-conv1:512-conv2:4-fc:1-Momentum,1_epoch,1.23,10.28,,,4,512,4,1,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1923,2016-09-03 5:35,220,filter:4-conv1:512-conv2:4-fc:8-Momentum,1_epoch,1.67,91.55,,,4,512,4,8,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1924,2016-09-03 5:35,455,filter:4-conv1:512-conv2:4-fc:32-Momentum,1_epoch,1.24,92.93,,,4,512,4,32,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1925,2016-09-03 5:35,831,filter:4-conv1:512-conv2:4-fc:16-Momentum,1_epoch,1.25,93.71,,,4,512,4,16,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1926,2016-09-03 5:35,975,filter:4-conv1:512-conv2:4-fc:64-Momentum,1_epoch,1.31,96.78,,,4,512,4,64,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1927,2016-09-03 5:35,523,filter:4-conv1:512-conv2:4-fc:128-Momentum,1_epoch,1.72,95.44,,,4,512,4,128,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1928,2016-09-03 5:35,851,filter:4-conv1:512-conv2:4-fc:512-Momentum,1_epoch,1.25,10.28,,,4,512,4,512,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1929,2016-09-03 5:35,17,filter:4-conv1:512-conv2:4-fc:256-Momentum,1_epoch,1.22,10.28,,,4,512,4,256,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1930,2016-09-03 5:35,370,filter:4-conv1:512-conv2:8-fc:1-Momentum,1_epoch,1.35,10.28,,,4,512,8,1,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1931,2016-09-03 5:35,922,filter:4-conv1:512-conv2:8-fc:2-Momentum,1_epoch,1.78,52.51,,,4,512,8,2,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1932,2016-09-03 5:36,449,filter:4-conv1:512-conv2:8-fc:8-Momentum,1_epoch,1.26,92.91,,,4,512,8,8,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1933,2016-09-03 5:36,514,filter:4-conv1:512-conv2:8-fc:4-Momentum,1_epoch,1.21,79.87,,,4,512,8,4,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1934,2016-09-03 5:36,890,filter:4-conv1:512-conv2:8-fc:16-Momentum,1_epoch,1.35,95.12,,,4,512,8,16,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1935,2016-09-03 5:36,549,filter:4-conv1:512-conv2:8-fc:32-Momentum,1_epoch,1.8,97.31,,,4,512,8,32,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1936,2016-09-03 5:36,702,filter:4-conv1:512-conv2:8-fc:128-Momentum,1_epoch,1.24,96.39,,,4,512,8,128,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1937,2016-09-03 5:36,791,filter:4-conv1:512-conv2:8-fc:64-Momentum,1_epoch,1.2,96.96,,,4,512,8,64,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1938,2016-09-03 5:36,242,filter:4-conv1:512-conv2:8-fc:256-Momentum,1_epoch,1.35,95.53,,,4,512,8,256,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1939,2016-09-03 5:36,780,filter:4-conv1:512-conv2:8-fc:512-Momentum,1_epoch,1.68,10.28,,,4,512,8,512,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1940,2016-09-03 5:37,227,filter:4-conv1:512-conv2:16-fc:1-Momentum,1_epoch,1.19,22.65,,,4,512,16,1,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1941,2016-09-03 5:37,468,filter:4-conv1:512-conv2:16-fc:2-Momentum,1_epoch,1.3,53.02,,,4,512,16,2,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1942,2016-09-03 5:37,918,filter:4-conv1:512-conv2:16-fc:4-Momentum,1_epoch,1.36,75.51,,,4,512,16,4,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1943,2016-09-03 5:37,499,filter:4-conv1:512-conv2:16-fc:8-Momentum,1_epoch,1.77,95.0,,,4,512,16,8,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
1944,2016-09-03 5:37,553,filter:4-conv1:512-conv2:16-fc:16-Momentum,1_epoch,1.19,96.63,,,4,512,16,16,98.27,98.26,98.26,98.21,98.19,98.3,98.19,98.27,98.3,98.26,98.27
