,Setting,Step,Param1,Param2,Param3,Param4,Elapsed Time,Metric1,Total Time,Best
1787,filter:12-conv1:1-conv2:32-fc:64-Momentum,1_epoch,12,1,32,64,0.278,95.0,1244.305,98.27
1788,filter:2-conv1:1-conv2:64-fc:2-Momentum,1_epoch,2,1,64,2,0.268,10.28,1244.573,98.27
1789,filter:2-conv1:256-conv2:256-fc:256-Momentum,1_epoch,2,256,256,256,0.861,96.53,1245.434,98.27
1790,filter:14-conv1:128-conv2:1-fc:2-Momentum,1_epoch,14,128,1,2,0.616,47.17,1246.05,98.27
1791,filter:14-conv1:32-conv2:256-fc:16-Momentum,1_epoch,14,32,256,16,0.641,10.28,1246.691,98.27
1792,filter:6-conv1:4-conv2:128-fc:4-Momentum,1_epoch,6,4,128,4,0.218,62.07,1246.909,98.27
1793,filter:8-conv1:4-conv2:128-fc:32-Momentum,1_epoch,8,4,128,32,0.273,95.22,1247.182,98.27
1794,filter:8-conv1:128-conv2:1-fc:2-Momentum,1_epoch,8,128,1,2,0.545,45.42,1247.727,98.27
1795,filter:8-conv1:16-conv2:512-fc:16-Momentum,1_epoch,8,16,512,16,0.896,10.28,1248.623,98.27
1796,filter:14-conv1:512-conv2:16-fc:64-Momentum,1_epoch,14,512,16,64,2.04,84.3,1250.663,98.27
1797,filter:2-conv1:64-conv2:32-fc:128-Momentum,1_epoch,2,64,32,128,0.259,95.95,1250.922,98.27
1798,filter:4-conv1:512-conv2:4-fc:2-Momentum,1_epoch,4,512,4,2,1.24,46.13,1252.162,98.27
1799,filter:12-conv1:128-conv2:64-fc:8-Momentum,1_epoch,12,128,64,8,0.948,10.28,1253.11,98.27
1800,filter:6-conv1:1-conv2:32-fc:1-Momentum,1_epoch,6,1,32,1,0.158,28.15,1253.268,98.27
1801,filter:14-conv1:32-conv2:1-fc:16-Momentum,1_epoch,14,32,1,16,0.424,92.86,1253.692,98.27
1802,filter:4-conv1:1-conv2:128-fc:256-Momentum,1_epoch,4,1,128,256,0.343,10.28,1254.035,98.27
1803,filter:12-conv1:8-conv2:32-fc:128-Momentum,1_epoch,12,8,32,128,0.221,96.58,1254.256,98.27
1804,filter:8-conv1:8-conv2:64-fc:64-Momentum,1_epoch,8,8,64,64,0.227,97.24,1254.483,98.27
1805,filter:2-conv1:128-conv2:512-fc:32-Momentum,1_epoch,2,128,512,32,1.05,94.62,1255.533,98.27
1806,filter:4-conv1:128-conv2:8-fc:16-Momentum,1_epoch,4,128,8,16,0.421,96.08,1255.954,98.27
1807,filter:6-conv1:8-conv2:128-fc:32-Momentum,1_epoch,6,8,128,32,0.334,96.73,1256.288,98.27
1808,filter:8-conv1:512-conv2:16-fc:32-Momentum,1_epoch,8,512,16,32,1.38,95.48,1257.668,98.27
1809,filter:2-conv1:64-conv2:128-fc:4-Momentum,1_epoch,2,64,128,4,0.403,42.16,1258.071,98.27
1810,filter:12-conv1:8-conv2:256-fc:64-Momentum,1_epoch,12,8,256,64,0.43,86.27,1258.501,98.27
1811,filter:14-conv1:1-conv2:16-fc:128-Momentum,1_epoch,14,1,16,128,0.178,91.9,1258.679,98.27
1812,filter:12-conv1:16-conv2:256-fc:8-Momentum,1_epoch,12,16,256,8,0.479,10.28,1259.158,98.27
1813,filter:2-conv1:128-conv2:1-fc:64-Momentum,1_epoch,2,128,1,64,0.334,88.15,1259.492,98.27
1814,filter:14-conv1:64-conv2:8-fc:16-Momentum,1_epoch,14,64,8,16,0.52,95.23,1260.012,98.27
1815,filter:14-conv1:128-conv2:4-fc:1-Momentum,1_epoch,14,128,4,1,0.656,10.28,1260.668,98.27
1816,filter:6-conv1:64-conv2:1-fc:512-Momentum,1_epoch,6,64,1,512,0.389,95.09,1261.057,98.27
1817,filter:4-conv1:2-conv2:512-fc:128-Momentum,1_epoch,4,2,512,128,0.327,95.9,1261.384,98.27
1818,filter:8-conv1:512-conv2:128-fc:256-Momentum,1_epoch,8,512,128,256,2.41,10.28,1263.794,98.27
1819,filter:4-conv1:1-conv2:16-fc:4-Momentum,1_epoch,4,1,16,4,0.265,70.98,1264.059,98.27
1820,filter:12-conv1:64-conv2:256-fc:1-Momentum,1_epoch,12,64,256,1,0.846,10.28,1264.905,98.27
1821,filter:2-conv1:256-conv2:1-fc:64-Momentum,1_epoch,2,256,1,64,0.619,89.15,1265.524,98.27
1822,filter:4-conv1:32-conv2:4-fc:256-Momentum,1_epoch,4,32,4,256,0.337,96.56,1265.861,98.27
1823,filter:4-conv1:16-conv2:64-fc:8-Momentum,1_epoch,4,16,64,8,0.206,93.94,1266.067,98.27
1824,filter:6-conv1:1-conv2:256-fc:32-Momentum,1_epoch,6,1,256,32,0.261,94.27,1266.328,98.27
1825,filter:14-conv1:512-conv2:128-fc:1-Momentum,1_epoch,14,512,128,1,4.05,10.28,1270.378,98.27
1826,filter:4-conv1:2-conv2:256-fc:64-Momentum,1_epoch,4,2,256,64,0.293,95.89,1270.671,98.27
1827,filter:4-conv1:4-conv2:4-fc:2-Momentum,1_epoch,4,4,4,2,0.135,46.19,1270.806,98.27
1828,filter:12-conv1:8-conv2:2-fc:16-Momentum,1_epoch,12,8,2,16,0.293,92.81,1271.099,98.27
1829,filter:4-conv1:1-conv2:8-fc:256-Momentum,1_epoch,4,1,8,256,0.124,94.79,1271.223,98.27
1830,filter:6-conv1:64-conv2:1-fc:16-Momentum,1_epoch,6,64,1,16,0.412,92.68,1271.635,98.27
1831,filter:4-conv1:2-conv2:64-fc:1-Momentum,1_epoch,4,2,64,1,0.174,29.39,1271.809,98.27
1832,filter:6-conv1:16-conv2:256-fc:128-Momentum,1_epoch,6,16,256,128,0.695,97.11,1272.504,98.27
1833,filter:8-conv1:2-conv2:32-fc:64-Momentum,1_epoch,8,2,32,64,0.165,96.21,1272.669,98.27
1834,filter:12-conv1:8-conv2:2-fc:8-Momentum,1_epoch,12,8,2,8,0.184,90.94,1272.853,98.27
1835,filter:4-conv1:8-conv2:512-fc:128-Momentum,1_epoch,4,8,512,128,0.465,96.98,1273.318,98.27
1836,filter:4-conv1:128-conv2:16-fc:8-Momentum,1_epoch,4,128,16,8,0.5,92.9,1273.818,98.27
1837,filter:6-conv1:32-conv2:2-fc:256-Momentum,1_epoch,6,32,2,256,0.211,10.58,1274.029,98.27
1838,filter:14-conv1:128-conv2:1-fc:1-Momentum,1_epoch,14,128,1,1,0.603,27.8,1274.632,98.27
1839,filter:12-conv1:64-conv2:2-fc:128-Momentum,1_epoch,12,64,2,128,0.344,10.28,1274.976,98.27
1840,filter:6-conv1:16-conv2:64-fc:2-Momentum,1_epoch,6,16,64,2,0.253,50.94,1275.229,98.27
1841,filter:6-conv1:8-conv2:16-fc:1-Momentum,1_epoch,6,8,16,1,0.269,10.28,1275.498,98.27
1842,filter:4-conv1:128-conv2:16-fc:16-Momentum,1_epoch,4,128,16,16,0.507,95.55,1276.005,98.27
1843,filter:8-conv1:128-conv2:2-fc:128-Momentum,1_epoch,8,128,2,128,0.454,10.28,1276.459,98.27
1844,filter:12-conv1:16-conv2:128-fc:1-Momentum,1_epoch,12,16,128,1,0.473,10.28,1276.932,98.27
1845,filter:2-conv1:1-conv2:32-fc:1-Momentum,1_epoch,2,1,32,1,0.152,25.72,1277.084,98.27
1846,filter:14-conv1:128-conv2:256-fc:1-Momentum,1_epoch,14,128,256,1,1.87,10.28,1278.954,98.27
1847,filter:14-conv1:16-conv2:16-fc:1-Momentum,1_epoch,14,16,16,1,0.229,27.48,1279.183,98.27
1848,filter:4-conv1:1-conv2:256-fc:256-Momentum,1_epoch,4,1,256,256,0.255,95.79,1279.438,98.27
1849,filter:12-conv1:256-conv2:64-fc:512-Momentum,1_epoch,12,256,64,512,1.29,10.28,1280.728,98.27
1850,filter:12-conv1:2-conv2:512-fc:32-Momentum,1_epoch,12,2,512,32,0.555,79.36,1281.283,98.27
1851,filter:14-conv1:512-conv2:128-fc:256-Momentum,1_epoch,14,512,128,256,4.06,10.28,1285.343,98.27
1852,filter:6-conv1:32-conv2:32-fc:8-Momentum,1_epoch,6,32,32,8,0.256,36.62,1285.599,98.27
1853,filter:4-conv1:2-conv2:2-fc:512-Momentum,1_epoch,4,2,2,512,0.144,10.28,1285.743,98.27
1854,filter:12-conv1:1-conv2:512-fc:32-Momentum,1_epoch,12,1,512,32,0.491,70.64,1286.234,98.27
1855,filter:6-conv1:128-conv2:1-fc:256-Momentum,1_epoch,6,128,1,256,0.608,96.57,1286.842,98.27
1856,filter:6-conv1:512-conv2:4-fc:256-Momentum,1_epoch,6,512,4,256,1.27,10.28,1288.112,98.27
1857,filter:2-conv1:16-conv2:16-fc:8-Momentum,1_epoch,2,16,16,8,0.174,84.13,1288.286,98.27
1858,filter:6-conv1:8-conv2:1-fc:2-Momentum,1_epoch,6,8,1,2,0.18,43.75,1288.466,98.27
1859,filter:8-conv1:128-conv2:8-fc:2-Momentum,1_epoch,8,128,8,2,0.574,47.43,1289.04,98.27
1860,filter:6-conv1:1-conv2:128-fc:512-Momentum,1_epoch,6,1,128,512,0.432,95.34,1289.472,98.27
1861,filter:14-conv1:128-conv2:64-fc:512-Momentum,1_epoch,14,128,64,512,0.92,10.28,1290.392,98.27
1862,filter:12-conv1:1-conv2:32-fc:2-Momentum,1_epoch,12,1,32,2,0.29,51.15,1290.682,98.27
1863,filter:14-conv1:4-conv2:64-fc:256-Momentum,1_epoch,14,4,64,256,0.265,93.7,1290.947,98.27
1864,filter:12-conv1:256-conv2:8-fc:2-Momentum,1_epoch,12,256,8,2,0.9,10.28,1291.847,98.27
1865,filter:2-conv1:4-conv2:2-fc:2-Momentum,1_epoch,2,4,2,2,0.238,17.65,1292.085,98.27
1866,filter:12-conv1:128-conv2:2-fc:256-Momentum,1_epoch,12,128,2,256,0.721,10.28,1292.806,98.27
1867,filter:14-conv1:32-conv2:128-fc:256-Momentum,1_epoch,14,32,128,256,0.472,93.88,1293.278,98.27
1868,filter:6-conv1:1-conv2:16-fc:1-Momentum,1_epoch,6,1,16,1,0.148,17.08,1293.426,98.27
1869,filter:6-conv1:2-conv2:2-fc:64-Momentum,1_epoch,6,2,2,64,0.211,94.6,1293.637,98.27
1870,filter:8-conv1:1-conv2:2-fc:16-Momentum,1_epoch,8,1,2,16,0.137,86.77,1293.774,98.27
1871,filter:4-conv1:2-conv2:32-fc:2-Momentum,1_epoch,4,2,32,2,0.398,32.82,1294.172,98.27
1872,filter:8-conv1:64-conv2:16-fc:1-Momentum,1_epoch,8,64,16,1,0.298,10.28,1294.47,98.27
1873,filter:4-conv1:128-conv2:4-fc:16-Momentum,1_epoch,4,128,4,16,0.527,95.53,1294.997,98.27
1874,filter:12-conv1:64-conv2:4-fc:2-Momentum,1_epoch,12,64,4,2,0.32,10.28,1295.317,98.27
1875,filter:6-conv1:32-conv2:16-fc:16-Momentum,1_epoch,6,32,16,16,0.273,96.45,1295.59,98.27
1876,filter:4-conv1:1-conv2:512-fc:32-Momentum,1_epoch,4,1,512,32,0.641,91.09,1296.231,98.27
1877,filter:6-conv1:128-conv2:512-fc:64-Momentum,1_epoch,6,128,512,64,1.72,10.28,1297.951,98.27
1878,filter:4-conv1:64-conv2:16-fc:512-Momentum,1_epoch,4,64,16,512,0.368,98.19,1298.319,98.27
1879,filter:12-conv1:512-conv2:128-fc:128-Momentum,1_epoch,12,512,128,128,3.45,10.28,1301.769,98.27
1880,filter:8-conv1:512-conv2:1-fc:8-Momentum,1_epoch,8,512,1,8,1.36,87.44,1303.129,98.27
1881,filter:4-conv1:256-conv2:4-fc:2-Momentum,1_epoch,4,256,4,2,0.635,46.43,1303.764,98.27
1882,filter:12-conv1:256-conv2:128-fc:8-Momentum,1_epoch,12,256,128,8,1.72,10.28,1305.484,98.27
1883,filter:8-conv1:256-conv2:512-fc:64-Momentum,1_epoch,8,256,512,64,3.31,10.28,1308.794,98.27
1884,filter:8-conv1:1-conv2:2-fc:128-Momentum,1_epoch,8,1,2,128,0.186,93.32,1308.98,98.27
1885,filter:14-conv1:64-conv2:256-fc:128-Momentum,1_epoch,14,64,256,128,1.03,10.28,1310.01,98.27
1886,filter:6-conv1:1-conv2:16-fc:2-Momentum,1_epoch,6,1,16,2,0.157,36.63,1310.167,98.27
1887,filter:8-conv1:32-conv2:8-fc:512-Momentum,1_epoch,8,32,8,512,0.329,96.42,1310.496,98.27
1888,filter:8-conv1:1-conv2:256-fc:64-Momentum,1_epoch,8,1,256,64,0.361,93.29,1310.857,98.27
1889,filter:12-conv1:256-conv2:2-fc:2-Momentum,1_epoch,12,256,2,2,1.1,37.64,1311.957,98.27
1890,filter:14-conv1:8-conv2:1-fc:32-Momentum,1_epoch,14,8,1,32,0.193,91.53,1312.15,98.27
1891,filter:2-conv1:256-conv2:512-fc:1-Momentum,1_epoch,2,256,512,1,1.22,10.28,1313.37,98.27
1892,filter:8-conv1:8-conv2:512-fc:16-Momentum,1_epoch,8,8,512,16,0.665,73.8,1314.035,98.27
1893,filter:14-conv1:256-conv2:2-fc:16-Momentum,1_epoch,14,256,2,16,1.02,10.28,1315.055,98.27
1894,filter:6-conv1:1-conv2:256-fc:4-Momentum,1_epoch,6,1,256,4,0.242,41.33,1315.297,98.27
1895,filter:8-conv1:8-conv2:32-fc:16-Momentum,1_epoch,8,8,32,16,0.282,96.38,1315.579,98.27
1896,filter:14-conv1:8-conv2:64-fc:1-Momentum,1_epoch,14,8,64,1,0.461,10.28,1316.04,98.27
1897,filter:8-conv1:512-conv2:256-fc:4-Momentum,1_epoch,8,512,256,4,3.69,10.28,1319.73,98.27
1898,filter:8-conv1:2-conv2:2-fc:2-Momentum,1_epoch,8,2,2,2,0.25,39.27,1319.98,98.27
1899,filter:4-conv1:2-conv2:64-fc:16-Momentum,1_epoch,4,2,64,16,0.182,95.48,1320.162,98.27
1900,filter:12-conv1:4-conv2:16-fc:4-Momentum,1_epoch,12,4,16,4,0.367,74.85,1320.529,98.27
1901,filter:2-conv1:512-conv2:256-fc:2-Momentum,1_epoch,2,512,256,2,1.52,10.28,1322.049,98.27
1902,filter:2-conv1:4-conv2:16-fc:64-Momentum,1_epoch,2,4,16,64,0.144,94.66,1322.193,98.27
1903,filter:6-conv1:8-conv2:1-fc:128-Momentum,1_epoch,6,8,1,128,0.458,93.53,1322.651,98.27
1904,filter:4-conv1:2-conv2:128-fc:512-Momentum,1_epoch,4,2,128,512,0.249,96.45,1322.9,98.27
1905,filter:6-conv1:2-conv2:128-fc:2-Momentum,1_epoch,6,2,128,2,0.713,53.23,1323.613,98.27
1906,filter:6-conv1:2-conv2:512-fc:128-Momentum,1_epoch,6,2,512,128,0.414,93.26,1324.027,98.27
1907,filter:6-conv1:512-conv2:64-fc:1-Momentum,1_epoch,6,512,64,1,1.72,10.28,1325.747,98.27
1908,filter:4-conv1:4-conv2:2-fc:4-Momentum,1_epoch,4,4,2,4,0.221,67.42,1325.968,98.27
1909,filter:8-conv1:512-conv2:4-fc:16-Momentum,1_epoch,8,512,4,16,1.31,94.35,1327.278,98.27
1910,filter:2-conv1:32-conv2:32-fc:1-Momentum,1_epoch,2,32,32,1,0.297,27.92,1327.575,98.27
1911,filter:2-conv1:4-conv2:2-fc:512-Momentum,1_epoch,2,4,2,512,0.149,90.25,1327.724,98.27
1912,filter:12-conv1:64-conv2:256-fc:16-Momentum,1_epoch,12,64,256,16,0.861,10.28,1328.585,98.27
1913,filter:14-conv1:1-conv2:2-fc:4-Momentum,1_epoch,14,1,2,4,0.166,78.44,1328.751,98.27
1914,filter:2-conv1:16-conv2:512-fc:1-Momentum,1_epoch,2,16,512,1,0.441,10.28,1329.192,98.27
1915,filter:4-conv1:8-conv2:1-fc:2-Momentum,1_epoch,4,8,1,2,0.159,41.0,1329.351,98.27
1916,filter:8-conv1:4-conv2:512-fc:128-Momentum,1_epoch,8,4,512,128,0.461,94.22,1329.812,98.27
1917,filter:6-conv1:64-conv2:64-fc:256-Momentum,1_epoch,6,64,64,256,0.405,98.16,1330.217,98.27
1918,filter:12-conv1:16-conv2:4-fc:8-Momentum,1_epoch,12,16,4,8,0.302,92.88,1330.519,98.27
1919,filter:12-conv1:8-conv2:512-fc:2-Momentum,1_epoch,12,8,512,2,0.829,10.28,1331.348,98.27
1920,filter:12-conv1:128-conv2:128-fc:128-Momentum,1_epoch,12,128,128,128,0.928,10.28,1332.276,98.27
1921,filter:2-conv1:4-conv2:1-fc:1-Momentum,1_epoch,2,4,1,1,0.14,20.85,1332.416,98.27
1922,filter:2-conv1:32-conv2:16-fc:256-Momentum,1_epoch,2,32,16,256,0.427,95.56,1332.843,98.27
1923,filter:12-conv1:256-conv2:8-fc:8-Momentum,1_epoch,12,256,8,8,0.865,10.28,1333.708,98.27
1924,filter:12-conv1:512-conv2:1-fc:32-Momentum,1_epoch,12,512,1,32,1.59,91.3,1335.298,98.27
1925,filter:2-conv1:128-conv2:4-fc:256-Momentum,1_epoch,2,128,4,256,0.569,94.94,1335.867,98.27
1926,filter:2-conv1:4-conv2:8-fc:32-Momentum,1_epoch,2,4,8,32,0.136,88.2,1336.003,98.27
1927,filter:4-conv1:256-conv2:4-fc:16-Momentum,1_epoch,4,256,4,16,0.761,93.5,1336.764,98.27
1928,filter:14-conv1:1-conv2:16-fc:4-Momentum,1_epoch,14,1,16,4,0.181,76.73,1336.945,98.27
1929,filter:12-conv1:64-conv2:4-fc:64-Momentum,1_epoch,12,64,4,64,0.552,95.62,1337.497,98.27
1930,filter:14-conv1:512-conv2:256-fc:256-Momentum,1_epoch,14,512,256,256,6.33,9.8,1343.827,98.27
1931,filter:8-conv1:8-conv2:64-fc:8-Momentum,1_epoch,8,8,64,8,0.303,91.72,1344.13,98.27
1932,filter:12-conv1:4-conv2:8-fc:256-Momentum,1_epoch,12,4,8,256,0.283,96.3,1344.413,98.27
1933,filter:8-conv1:16-conv2:8-fc:32-Momentum,1_epoch,8,16,8,32,0.398,96.95,1344.811,98.27
1934,filter:6-conv1:128-conv2:4-fc:64-Momentum,1_epoch,6,128,4,64,0.422,96.6,1345.233,98.27
1935,filter:6-conv1:32-conv2:2-fc:512-Momentum,1_epoch,6,32,2,512,0.365,10.28,1345.598,98.27
1936,filter:2-conv1:32-conv2:512-fc:4-Momentum,1_epoch,2,32,512,4,0.467,10.28,1346.065,98.27
1937,filter:12-conv1:16-conv2:4-fc:16-Momentum,1_epoch,12,16,4,16,0.209,96.02,1346.274,98.27
1938,filter:2-conv1:64-conv2:256-fc:1-Momentum,1_epoch,2,64,256,1,0.403,10.28,1346.677,98.27
1939,filter:4-conv1:512-conv2:8-fc:2-Momentum,1_epoch,4,512,8,2,1.78,52.51,1348.457,98.27
1940,filter:12-conv1:64-conv2:512-fc:4-Momentum,1_epoch,12,64,512,4,1.36,10.28,1349.817,98.27
1941,filter:6-conv1:64-conv2:4-fc:512-Momentum,1_epoch,6,64,4,512,0.288,95.92,1350.105,98.27
1942,filter:2-conv1:2-conv2:256-fc:4-Momentum,1_epoch,2,2,256,4,0.319,10.28,1350.424,98.27
1943,filter:8-conv1:1-conv2:64-fc:4-Momentum,1_epoch,8,1,64,4,0.202,72.92,1350.626,98.27
1944,filter:12-conv1:16-conv2:512-fc:8-Momentum,1_epoch,12,16,512,8,0.954,10.28,1351.58,98.27
1945,filter:6-conv1:128-conv2:256-fc:4-Momentum,1_epoch,6,128,256,4,1.17,10.28,1352.75,98.27
1946,filter:12-conv1:256-conv2:4-fc:64-Momentum,1_epoch,12,256,4,64,1.01,10.28,1353.76,98.27
1947,filter:4-conv1:128-conv2:8-fc:2-Momentum,1_epoch,4,128,8,2,0.546,46.38,1354.306,98.27
1948,filter:4-conv1:256-conv2:4-fc:256-Momentum,1_epoch,4,256,4,256,0.758,95.23,1355.064,98.27
1949,filter:4-conv1:512-conv2:128-fc:64-Momentum,1_epoch,4,512,128,64,2.06,96.27,1357.124,98.27
1950,filter:8-conv1:2-conv2:32-fc:512-Momentum,1_epoch,8,2,32,512,0.222,96.77,1357.346,98.27
1951,filter:2-conv1:1-conv2:4-fc:16-Momentum,1_epoch,2,1,4,16,0.227,83.6,1357.573,98.27
1952,filter:6-conv1:16-conv2:8-fc:512-Momentum,1_epoch,6,16,8,512,0.193,97.39,1357.766,98.27
1953,filter:6-conv1:4-conv2:512-fc:4-Momentum,1_epoch,6,4,512,4,0.443,10.28,1358.209,98.27
1954,filter:8-conv1:1-conv2:512-fc:128-Momentum,1_epoch,8,1,512,128,0.395,91.25,1358.604,98.27
1955,filter:12-conv1:512-conv2:512-fc:1-Momentum,1_epoch,12,512,512,1,9.78,10.28,1368.384,98.27
1956,filter:2-conv1:8-conv2:4-fc:32-Momentum,1_epoch,2,8,4,32,0.256,87.03,1368.64,98.27
1957,filter:4-conv1:16-conv2:64-fc:16-Momentum,1_epoch,4,16,64,16,0.207,96.05,1368.847,98.27
1958,filter:2-conv1:512-conv2:2-fc:8-Momentum,1_epoch,2,512,2,8,0.98,83.18,1369.827,98.27
1959,filter:14-conv1:512-conv2:1-fc:64-Momentum,1_epoch,14,512,1,64,1.77,89.01,1371.597,98.27
1960,filter:6-conv1:16-conv2:2-fc:2-Momentum,1_epoch,6,16,2,2,0.182,44.13,1371.779,98.27
1961,filter:12-conv1:2-conv2:16-fc:8-Momentum,1_epoch,12,2,16,8,0.338,93.68,1372.117,98.27
1962,filter:8-conv1:16-conv2:256-fc:128-Momentum,1_epoch,8,16,256,128,0.549,96.87,1372.666,98.27
1963,filter:6-conv1:8-conv2:512-fc:4-Momentum,1_epoch,6,8,512,4,0.508,42.37,1373.174,98.27
1964,filter:4-conv1:32-conv2:64-fc:512-Momentum,1_epoch,4,32,64,512,0.3,98.26,1373.474,98.27
1965,filter:2-conv1:512-conv2:16-fc:128-Momentum,1_epoch,2,512,16,128,1.31,95.96,1374.784,98.27
1966,filter:4-conv1:4-conv2:2-fc:1-Momentum,1_epoch,4,4,2,1,0.133,23.63,1374.917,98.27
1967,filter:4-conv1:128-conv2:1-fc:4-Momentum,1_epoch,4,128,1,4,0.446,72.21,1375.363,98.27
1968,filter:6-conv1:2-conv2:512-fc:64-Momentum,1_epoch,6,2,512,64,0.362,93.75,1375.725,98.27
1969,filter:4-conv1:32-conv2:1-fc:8-Momentum,1_epoch,4,32,1,8,0.541,81.5,1376.266,98.27
1970,filter:8-conv1:1-conv2:256-fc:128-Momentum,1_epoch,8,1,256,128,0.254,93.57,1376.52,98.27
1971,filter:2-conv1:256-conv2:256-fc:64-Momentum,1_epoch,2,256,256,64,0.996,96.34,1377.516,98.27
1972,filter:4-conv1:2-conv2:16-fc:512-Momentum,1_epoch,4,2,16,512,0.357,96.73,1377.873,98.27
1973,filter:12-conv1:16-conv2:32-fc:8-Momentum,1_epoch,12,16,32,8,0.336,60.03,1378.209,98.27
1974,filter:12-conv1:64-conv2:2-fc:1-Momentum,1_epoch,12,64,2,1,0.317,10.28,1378.526,98.27
1975,filter:4-conv1:64-conv2:512-fc:32-Momentum,1_epoch,4,64,512,32,1.23,96.01,1379.756,98.27
1976,filter:2-conv1:32-conv2:256-fc:32-Momentum,1_epoch,2,32,256,32,0.291,93.63,1380.047,98.27
1977,filter:4-conv1:16-conv2:8-fc:4-Momentum,1_epoch,4,16,8,4,0.174,77.39,1380.221,98.27
1978,filter:8-conv1:32-conv2:512-fc:512-Momentum,1_epoch,8,32,512,512,1.07,94.48,1381.291,98.27
1979,filter:2-conv1:8-conv2:4-fc:256-Momentum,1_epoch,2,8,4,256,0.149,93.87,1381.44,98.27
1980,filter:6-conv1:32-conv2:1-fc:1-Momentum,1_epoch,6,32,1,1,0.222,27.61,1381.662,98.27
1981,filter:14-conv1:1-conv2:1-fc:64-Momentum,1_epoch,14,1,1,64,0.192,90.41,1381.854,98.27
1982,filter:14-conv1:128-conv2:4-fc:256-Momentum,1_epoch,14,128,4,256,0.744,10.28,1382.598,98.27
1983,filter:14-conv1:128-conv2:8-fc:128-Momentum,1_epoch,14,128,8,128,0.633,10.28,1383.231,98.27
1984,filter:12-conv1:512-conv2:256-fc:4-Momentum,1_epoch,12,512,256,4,5.54,10.28,1388.771,98.27
1985,filter:2-conv1:4-conv2:1-fc:64-Momentum,1_epoch,2,4,1,64,0.144,88.37,1388.915,98.27
1986,filter:14-conv1:16-conv2:1-fc:8-Momentum,1_epoch,14,16,1,8,0.196,82.19,1389.111,98.27
1987,filter:2-conv1:256-conv2:16-fc:128-Momentum,1_epoch,2,256,16,128,0.708,95.65,1389.819,98.27
1988,filter:12-conv1:2-conv2:16-fc:64-Momentum,1_epoch,12,2,16,64,0.2,95.54,1390.019,98.27
1989,filter:14-conv1:2-conv2:2-fc:256-Momentum,1_epoch,14,2,2,256,0.334,96.08,1390.353,98.27
1990,filter:14-conv1:8-conv2:256-fc:64-Momentum,1_epoch,14,8,256,64,0.473,90.18,1390.826,98.27
1991,filter:6-conv1:32-conv2:4-fc:16-Momentum,1_epoch,6,32,4,16,0.26,94.8,1391.086,98.27
1992,filter:8-conv1:1-conv2:1-fc:2-Momentum,1_epoch,8,1,1,2,0.144,41.72,1391.23,98.27
1993,filter:2-conv1:4-conv2:1-fc:2-Momentum,1_epoch,2,4,1,2,0.196,35.32,1391.426,98.27
1994,filter:2-conv1:512-conv2:32-fc:8-Momentum,1_epoch,2,512,32,8,1.01,87.59,1392.436,98.27
1995,filter:14-conv1:512-conv2:64-fc:4-Momentum,1_epoch,14,512,64,4,2.84,10.28,1395.276,98.27
1996,filter:8-conv1:128-conv2:8-fc:1-Momentum,1_epoch,8,128,8,1,0.482,10.28,1395.758,98.27
1997,filter:14-conv1:128-conv2:512-fc:256-Momentum,1_epoch,14,128,512,256,2.96,10.28,1398.718,98.27
1998,filter:8-conv1:1-conv2:128-fc:64-Momentum,1_epoch,8,1,128,64,0.203,94.81,1398.921,98.27
1999,filter:6-conv1:128-conv2:1-fc:64-Momentum,1_epoch,6,128,1,64,0.49,94.6,1399.411,98.27
2000,filter:2-conv1:2-conv2:128-fc:128-Momentum,1_epoch,2,2,128,128,0.195,93.36,1399.606,98.27
2001,filter:2-conv1:1-conv2:2-fc:4-Momentum,1_epoch,2,1,2,4,0.218,10.28,1399.824,98.27
2002,filter:12-conv1:32-conv2:8-fc:256-Momentum,1_epoch,12,32,8,256,0.243,95.98,1400.067,98.27
2003,filter:8-conv1:8-conv2:32-fc:64-Momentum,1_epoch,8,8,32,64,0.231,96.88,1400.298,98.27
2004,filter:8-conv1:512-conv2:4-fc:8-Momentum,1_epoch,8,512,4,8,1.55,90.15,1401.848,98.27
2005,filter:2-conv1:2-conv2:4-fc:32-Momentum,1_epoch,2,2,4,32,0.218,87.18,1402.066,98.27
2006,filter:2-conv1:512-conv2:8-fc:64-Momentum,1_epoch,2,512,8,64,1.08,94.98,1403.146,98.27
2007,filter:14-conv1:16-conv2:2-fc:64-Momentum,1_epoch,14,16,2,64,0.368,95.41,1403.514,98.27
2008,filter:6-conv1:2-conv2:64-fc:2-Momentum,1_epoch,6,2,64,2,0.288,39.78,1403.802,98.27
2009,filter:4-conv1:256-conv2:64-fc:4-Momentum,1_epoch,4,256,64,4,1.03,10.28,1404.832,98.27
2010,filter:14-conv1:4-conv2:2-fc:1-Momentum,1_epoch,14,4,2,1,0.187,29.67,1405.019,98.27
2011,filter:12-conv1:16-conv2:16-fc:16-Momentum,1_epoch,12,16,16,16,0.233,95.46,1405.252,98.27
2012,filter:8-conv1:4-conv2:128-fc:2-Momentum,1_epoch,8,4,128,2,0.321,10.28,1405.573,98.27
2013,filter:4-conv1:128-conv2:8-fc:32-Momentum,1_epoch,4,128,8,32,0.712,96.76,1406.285,98.27
2014,filter:8-conv1:16-conv2:16-fc:64-Momentum,1_epoch,8,16,16,64,0.189,97.49,1406.474,98.27
