,Setting,Step,Param1,Param2,Param3,Param4,Elapsed Time,Metric1,Total Time,Best
30,filter:6-conv1:512-conv2:4-fc:2-Momentum,1_epoch,6,512,4,2,1.32,35.58,21.516,98.1
31,filter:4-conv1:1-conv2:128-fc:4-Momentum,1_epoch,4,1,128,4,0.331,33.84,21.847,98.1
32,filter:8-conv1:4-conv2:4-fc:256-Momentum,1_epoch,8,4,4,256,0.427,97.03,22.274,98.1
33,filter:12-conv1:4-conv2:256-fc:64-Momentum,1_epoch,12,4,256,64,0.553,90.14,22.827,98.1
34,filter:14-conv1:8-conv2:128-fc:8-Momentum,1_epoch,14,8,128,8,0.336,10.28,23.163,98.1
35,filter:6-conv1:1-conv2:8-fc:32-Momentum,1_epoch,6,1,8,32,0.329,94.61,23.492,98.1
36,filter:6-conv1:256-conv2:256-fc:256-Momentum,1_epoch,6,256,256,256,1.79,10.28,25.282,98.1
37,filter:12-conv1:128-conv2:32-fc:64-Momentum,1_epoch,12,128,32,64,0.607,95.55,25.889,98.1
38,filter:8-conv1:16-conv2:1-fc:8-Momentum,1_epoch,8,16,1,8,0.279,87.74,26.168,98.1
39,filter:12-conv1:512-conv2:64-fc:16-Momentum,1_epoch,12,512,64,16,2.58,10.28,28.748,98.1
40,filter:8-conv1:4-conv2:32-fc:8-Momentum,1_epoch,8,4,32,8,0.23,93.67,28.978,98.1
41,filter:4-conv1:128-conv2:512-fc:256-Momentum,1_epoch,4,128,512,256,1.57,96.72,30.548,98.1
42,filter:2-conv1:8-conv2:128-fc:64-Momentum,1_epoch,2,8,128,64,0.209,94.8,30.757,98.1
43,filter:4-conv1:128-conv2:2-fc:4-Momentum,1_epoch,4,128,2,4,0.579,72.61,31.336,98.1
44,filter:2-conv1:16-conv2:32-fc:128-Momentum,1_epoch,2,16,32,128,0.176,95.27,31.512,98.1
45,filter:8-conv1:512-conv2:128-fc:512-Momentum,1_epoch,8,512,128,512,2.47,10.28,33.982,98.1
46,filter:14-conv1:128-conv2:256-fc:64-Momentum,1_epoch,14,128,256,64,1.87,10.28,35.852,98.1
47,filter:14-conv1:128-conv2:2-fc:512-Momentum,1_epoch,14,128,2,512,0.616,10.28,36.468,98.1
48,filter:6-conv1:64-conv2:256-fc:2-Momentum,1_epoch,6,64,256,2,0.694,10.28,37.162,98.1
49,filter:6-conv1:8-conv2:128-fc:256-Momentum,1_epoch,6,8,128,256,0.423,96.96,37.585,98.1
50,filter:4-conv1:128-conv2:1-fc:128-Momentum,1_epoch,4,128,1,128,0.439,92.32,38.024,98.1
51,filter:6-conv1:1-conv2:64-fc:512-Momentum,1_epoch,6,1,64,512,0.192,96.57,38.216,98.1
52,filter:4-conv1:4-conv2:256-fc:512-Momentum,1_epoch,4,4,256,512,0.286,96.17,38.502,98.1
53,filter:14-conv1:128-conv2:2-fc:64-Momentum,1_epoch,14,128,2,64,0.674,84.14,39.176,98.1
54,filter:12-conv1:1-conv2:2-fc:1-Momentum,1_epoch,12,1,2,1,0.172,28.97,39.348,98.1
55,filter:12-conv1:2-conv2:16-fc:2-Momentum,1_epoch,12,2,16,2,0.291,44.4,39.639,98.1
56,filter:2-conv1:128-conv2:8-fc:4-Momentum,1_epoch,2,128,8,4,0.551,75.45,40.19,98.1
57,filter:14-conv1:2-conv2:128-fc:2-Momentum,1_epoch,14,2,128,2,0.289,10.28,40.479,98.1
58,filter:2-conv1:1-conv2:2-fc:256-Momentum,1_epoch,2,1,2,256,0.243,90.61,40.722,98.1
59,filter:12-conv1:128-conv2:2-fc:64-Momentum,1_epoch,12,128,2,64,0.571,10.28,41.293,98.1
60,filter:2-conv1:16-conv2:2-fc:64-Momentum,1_epoch,2,16,2,64,0.276,89.51,41.569,98.1
61,filter:2-conv1:128-conv2:64-fc:64-Momentum,1_epoch,2,128,64,64,0.399,96.19,41.968,98.1
62,filter:14-conv1:256-conv2:32-fc:1-Momentum,1_epoch,14,256,32,1,1.42,10.28,43.388,98.1
63,filter:2-conv1:2-conv2:8-fc:4-Momentum,1_epoch,2,2,8,4,0.229,58.51,43.617,98.1
64,filter:8-conv1:16-conv2:512-fc:2-Momentum,1_epoch,8,16,512,2,0.812,10.28,44.429,98.1
65,filter:8-conv1:8-conv2:2-fc:8-Momentum,1_epoch,8,8,2,8,0.167,90.4,44.596,98.1
66,filter:2-conv1:256-conv2:64-fc:2-Momentum,1_epoch,2,256,64,2,0.609,52.19,45.205,98.1
67,filter:12-conv1:512-conv2:512-fc:4-Momentum,1_epoch,12,512,512,4,9.88,10.28,55.085,98.1
68,filter:14-conv1:32-conv2:128-fc:64-Momentum,1_epoch,14,32,128,64,0.563,10.28,55.648,98.1
69,filter:4-conv1:2-conv2:8-fc:4-Momentum,1_epoch,4,2,8,4,0.169,79.83,55.817,98.1
70,filter:6-conv1:1-conv2:16-fc:256-Momentum,1_epoch,6,1,16,256,0.247,95.87,56.064,98.1
71,filter:2-conv1:8-conv2:512-fc:8-Momentum,1_epoch,2,8,512,8,0.323,10.28,56.387,98.1
72,filter:14-conv1:64-conv2:1-fc:64-Momentum,1_epoch,14,64,1,64,0.393,96.0,56.78,98.1
73,filter:4-conv1:512-conv2:8-fc:64-Momentum,1_epoch,4,512,8,64,1.2,96.96,57.98,98.1
74,filter:14-conv1:128-conv2:16-fc:32-Momentum,1_epoch,14,128,16,32,0.684,95.89,58.664,98.1
75,filter:4-conv1:128-conv2:128-fc:32-Momentum,1_epoch,4,128,128,32,1.11,97.11,59.774,98.1
76,filter:14-conv1:4-conv2:32-fc:128-Momentum,1_epoch,14,4,32,128,0.218,95.63,59.992,98.1
77,filter:12-conv1:32-conv2:64-fc:8-Momentum,1_epoch,12,32,64,8,0.642,10.28,60.634,98.1
78,filter:12-conv1:4-conv2:256-fc:256-Momentum,1_epoch,12,4,256,256,0.552,92.05,61.186,98.1
79,filter:8-conv1:2-conv2:256-fc:512-Momentum,1_epoch,8,2,256,512,0.392,94.73,61.578,98.1
80,filter:14-conv1:8-conv2:256-fc:16-Momentum,1_epoch,14,8,256,16,0.463,46.68,62.041,98.1
81,filter:12-conv1:4-conv2:4-fc:256-Momentum,1_epoch,12,4,4,256,0.191,96.22,62.232,98.1
82,filter:4-conv1:32-conv2:128-fc:256-Momentum,1_epoch,4,32,128,256,0.442,97.69,62.674,98.1
83,filter:12-conv1:512-conv2:8-fc:128-Momentum,1_epoch,12,512,8,128,1.87,86.92,64.544,98.1
84,filter:14-conv1:1-conv2:512-fc:1-Momentum,1_epoch,14,1,512,1,0.479,10.28,65.023,98.1
85,filter:8-conv1:4-conv2:32-fc:32-Momentum,1_epoch,8,4,32,32,0.255,96.79,65.278,98.1
86,filter:6-conv1:2-conv2:4-fc:8-Momentum,1_epoch,6,2,4,8,0.13,91.48,65.408,98.1
87,filter:12-conv1:1-conv2:512-fc:4-Momentum,1_epoch,12,1,512,4,0.42,21.38,65.828,98.1
88,filter:4-conv1:256-conv2:512-fc:16-Momentum,1_epoch,4,256,512,16,2.61,10.28,68.438,98.1
89,filter:14-conv1:1-conv2:256-fc:64-Momentum,1_epoch,14,1,256,64,0.396,87.53,68.834,98.1
90,filter:12-conv1:256-conv2:4-fc:4-Momentum,1_epoch,12,256,4,4,0.886,10.28,69.72,98.1
91,filter:6-conv1:512-conv2:64-fc:8-Momentum,1_epoch,6,512,64,8,2.05,10.28,71.77,98.1
92,filter:8-conv1:16-conv2:256-fc:16-Momentum,1_epoch,8,16,256,16,0.441,85.52,72.211,98.1
93,filter:6-conv1:64-conv2:1-fc:32-Momentum,1_epoch,6,64,1,32,0.335,93.41,72.546,98.1
94,filter:14-conv1:64-conv2:128-fc:512-Momentum,1_epoch,14,64,128,512,0.811,89.59,73.357,98.1
95,filter:4-conv1:512-conv2:256-fc:2-Momentum,1_epoch,4,512,256,2,2.99,10.28,76.347,98.1
96,filter:12-conv1:512-conv2:2-fc:256-Momentum,1_epoch,12,512,2,256,1.73,10.28,78.077,98.1
97,filter:8-conv1:4-conv2:512-fc:256-Momentum,1_epoch,8,4,512,256,0.548,96.61,78.625,98.1
98,filter:4-conv1:256-conv2:512-fc:1-Momentum,1_epoch,4,256,512,1,2.57,10.28,81.195,98.1
99,filter:12-conv1:16-conv2:4-fc:1-Momentum,1_epoch,12,16,4,1,0.228,29.58,81.423,98.1
100,filter:4-conv1:4-conv2:2-fc:8-Momentum,1_epoch,4,4,2,8,0.144,82.53,81.567,98.1
101,filter:8-conv1:64-conv2:512-fc:256-Momentum,1_epoch,8,64,512,256,1.39,58.21,82.957,98.1
102,filter:14-conv1:4-conv2:2-fc:128-Momentum,1_epoch,14,4,2,128,0.184,94.79,83.141,98.1
103,filter:6-conv1:2-conv2:512-fc:1-Momentum,1_epoch,6,2,512,1,0.431,10.28,83.572,98.1
104,filter:2-conv1:4-conv2:2-fc:128-Momentum,1_epoch,2,4,2,128,0.144,90.05,83.716,98.1
105,filter:2-conv1:512-conv2:64-fc:2-Momentum,1_epoch,2,512,64,2,1.13,10.28,84.846,98.1
106,filter:2-conv1:1-conv2:8-fc:1-Momentum,1_epoch,2,1,8,1,0.144,25.55,84.99,98.1
107,filter:4-conv1:1-conv2:1-fc:512-Momentum,1_epoch,4,1,1,512,0.167,89.08,85.157,98.1
108,filter:4-conv1:2-conv2:256-fc:2-Momentum,1_epoch,4,2,256,2,0.338,25.58,85.495,98.1
109,filter:14-conv1:32-conv2:4-fc:256-Momentum,1_epoch,14,32,4,256,0.459,94.88,85.954,98.1
110,filter:2-conv1:512-conv2:128-fc:128-Momentum,1_epoch,2,512,128,128,1.31,96.78,87.264,98.1
111,filter:14-conv1:32-conv2:16-fc:4-Momentum,1_epoch,14,32,16,4,0.346,10.28,87.61,98.1
112,filter:14-conv1:64-conv2:4-fc:16-Momentum,1_epoch,14,64,4,16,0.516,94.01,88.126,98.1
113,filter:6-conv1:16-conv2:512-fc:512-Momentum,1_epoch,6,16,512,512,0.838,97.17,88.964,98.1
114,filter:4-conv1:8-conv2:16-fc:16-Momentum,1_epoch,4,8,16,16,0.313,95.21,89.277,98.1
115,filter:4-conv1:512-conv2:1-fc:64-Momentum,1_epoch,4,512,1,64,1.26,90.86,90.537,98.1
116,filter:14-conv1:256-conv2:128-fc:512-Momentum,1_epoch,14,256,128,512,2.18,9.8,92.717,98.1
117,filter:4-conv1:8-conv2:4-fc:4-Momentum,1_epoch,4,8,4,4,0.147,58.2,92.864,98.1
118,filter:12-conv1:128-conv2:4-fc:2-Momentum,1_epoch,12,128,4,2,0.804,10.28,93.668,98.1
119,filter:8-conv1:1-conv2:512-fc:1-Momentum,1_epoch,8,1,512,1,0.334,10.28,94.002,98.1
120,filter:12-conv1:16-conv2:128-fc:16-Momentum,1_epoch,12,16,128,16,0.427,81.56,94.429,98.1
121,filter:6-conv1:4-conv2:256-fc:2-Momentum,1_epoch,6,4,256,2,0.268,17.56,94.697,98.1
122,filter:12-conv1:4-conv2:512-fc:16-Momentum,1_epoch,12,4,512,16,0.729,56.35,95.426,98.1
123,filter:4-conv1:8-conv2:128-fc:256-Momentum,1_epoch,4,8,128,256,0.368,97.35,95.794,98.1
124,filter:8-conv1:256-conv2:8-fc:256-Momentum,1_epoch,8,256,8,256,0.762,10.28,96.556,98.1
125,filter:12-conv1:32-conv2:64-fc:64-Momentum,1_epoch,12,32,64,64,0.441,96.37,96.997,98.1
126,filter:12-conv1:32-conv2:16-fc:16-Momentum,1_epoch,12,32,16,16,0.394,95.82,97.391,98.1
127,filter:8-conv1:1-conv2:16-fc:32-Momentum,1_epoch,8,1,16,32,0.206,95.16,97.597,98.1
128,filter:2-conv1:2-conv2:1-fc:2-Momentum,1_epoch,2,2,1,2,0.248,10.28,97.845,98.1
129,filter:6-conv1:64-conv2:32-fc:4-Momentum,1_epoch,6,64,32,4,0.496,29.27,98.341,98.1
130,filter:2-conv1:2-conv2:16-fc:128-Momentum,1_epoch,2,2,16,128,0.254,92.75,98.595,98.1
131,filter:8-conv1:32-conv2:4-fc:512-Momentum,1_epoch,8,32,4,512,0.217,94.57,98.812,98.1
132,filter:4-conv1:64-conv2:256-fc:512-Momentum,1_epoch,4,64,256,512,0.621,98.07,99.433,98.1
133,filter:12-conv1:256-conv2:2-fc:4-Momentum,1_epoch,12,256,2,4,0.847,69.42,100.28,98.1
134,filter:4-conv1:2-conv2:128-fc:8-Momentum,1_epoch,4,2,128,8,0.295,92.46,100.575,98.1
135,filter:4-conv1:32-conv2:4-fc:1-Momentum,1_epoch,4,32,4,1,0.408,26.72,100.983,98.1
136,filter:8-conv1:1-conv2:128-fc:2-Momentum,1_epoch,8,1,128,2,0.288,39.81,101.271,98.1
137,filter:4-conv1:128-conv2:4-fc:4-Momentum,1_epoch,4,128,4,4,0.509,85.12,101.78,98.1
138,filter:14-conv1:64-conv2:64-fc:128-Momentum,1_epoch,14,64,64,128,0.529,10.28,102.309,98.1
139,filter:12-conv1:128-conv2:2-fc:512-Momentum,1_epoch,12,128,2,512,0.608,10.28,102.917,98.1
140,filter:12-conv1:1-conv2:64-fc:256-Momentum,1_epoch,12,1,64,256,0.216,92.58,103.133,98.1
141,filter:2-conv1:8-conv2:8-fc:256-Momentum,1_epoch,2,8,8,256,0.261,93.55,103.394,98.1
142,filter:2-conv1:32-conv2:8-fc:1-Momentum,1_epoch,2,32,8,1,0.187,28.32,103.581,98.1
143,filter:12-conv1:64-conv2:8-fc:1-Momentum,1_epoch,12,64,8,1,0.432,10.28,104.013,98.1
144,filter:8-conv1:8-conv2:128-fc:64-Momentum,1_epoch,8,8,128,64,0.271,96.78,104.284,98.1
145,filter:8-conv1:256-conv2:64-fc:2-Momentum,1_epoch,8,256,64,2,1.07,10.28,105.354,98.1
146,filter:2-conv1:4-conv2:1-fc:8-Momentum,1_epoch,2,4,1,8,0.51,68.46,105.864,98.1
147,filter:8-conv1:4-conv2:8-fc:1-Momentum,1_epoch,8,4,8,1,0.157,30.92,106.021,98.1
148,filter:12-conv1:512-conv2:1-fc:16-Momentum,1_epoch,12,512,1,16,1.57,89.75,107.591,98.1
149,filter:14-conv1:16-conv2:8-fc:32-Momentum,1_epoch,14,16,8,32,0.212,96.47,107.803,98.1
150,filter:4-conv1:32-conv2:8-fc:8-Momentum,1_epoch,4,32,8,8,0.396,90.54,108.199,98.1
151,filter:4-conv1:32-conv2:64-fc:256-Momentum,1_epoch,4,32,64,256,0.27,97.87,108.469,98.1
152,filter:14-conv1:32-conv2:4-fc:1-Momentum,1_epoch,14,32,4,1,0.262,10.28,108.731,98.1
153,filter:8-conv1:32-conv2:16-fc:256-Momentum,1_epoch,8,32,16,256,0.232,97.84,108.963,98.1
154,filter:2-conv1:128-conv2:512-fc:2-Momentum,1_epoch,2,128,512,2,0.978,10.28,109.941,98.1
155,filter:14-conv1:32-conv2:16-fc:128-Momentum,1_epoch,14,32,16,128,0.284,96.94,110.225,98.1
156,filter:6-conv1:256-conv2:128-fc:4-Momentum,1_epoch,6,256,128,4,1.16,24.47,111.385,98.1
157,filter:4-conv1:1-conv2:64-fc:16-Momentum,1_epoch,4,1,64,16,0.248,93.2,111.633,98.1
158,filter:6-conv1:2-conv2:128-fc:128-Momentum,1_epoch,6,2,128,128,0.209,96.6,111.842,98.1
159,filter:2-conv1:8-conv2:64-fc:16-Momentum,1_epoch,2,8,64,16,0.438,90.24,112.28,98.1
160,filter:14-conv1:128-conv2:64-fc:2-Momentum,1_epoch,14,128,64,2,0.893,10.28,113.173,98.1
161,filter:2-conv1:128-conv2:2-fc:512-Momentum,1_epoch,2,128,2,512,0.453,92.07,113.626,98.1
162,filter:2-conv1:1-conv2:256-fc:512-Momentum,1_epoch,2,1,256,512,0.439,10.28,114.065,98.1
163,filter:14-conv1:32-conv2:4-fc:64-Momentum,1_epoch,14,32,4,64,0.376,96.06,114.441,98.1
164,filter:8-conv1:256-conv2:16-fc:1-Momentum,1_epoch,8,256,16,1,0.818,10.28,115.259,98.1
165,filter:8-conv1:1-conv2:4-fc:1-Momentum,1_epoch,8,1,4,1,0.24,23.22,115.499,98.1
166,filter:6-conv1:32-conv2:64-fc:16-Momentum,1_epoch,6,32,64,16,0.306,95.16,115.805,98.1
167,filter:6-conv1:1-conv2:8-fc:128-Momentum,1_epoch,6,1,8,128,0.211,95.66,116.016,98.1
168,filter:12-conv1:128-conv2:16-fc:512-Momentum,1_epoch,12,128,16,512,0.543,10.28,116.559,98.1
169,filter:4-conv1:4-conv2:256-fc:2-Momentum,1_epoch,4,4,256,2,0.244,10.28,116.803,98.1
170,filter:6-conv1:64-conv2:128-fc:32-Momentum,1_epoch,6,64,128,32,0.94,96.74,117.743,98.1
171,filter:8-conv1:128-conv2:32-fc:8-Momentum,1_epoch,8,128,32,8,0.528,10.28,118.271,98.1
172,filter:8-conv1:2-conv2:512-fc:8-Momentum,1_epoch,8,2,512,8,0.388,76.11,118.659,98.1
173,filter:12-conv1:512-conv2:256-fc:128-Momentum,1_epoch,12,512,256,128,5.48,10.28,124.139,98.1
174,filter:6-conv1:8-conv2:32-fc:16-Momentum,1_epoch,6,8,32,16,0.178,96.53,124.317,98.1
175,filter:8-conv1:16-conv2:16-fc:16-Momentum,1_epoch,8,16,16,16,0.298,96.48,124.615,98.1
176,filter:2-conv1:2-conv2:128-fc:256-Momentum,1_epoch,2,2,128,256,0.29,94.91,124.905,98.1
177,filter:8-conv1:512-conv2:256-fc:64-Momentum,1_epoch,8,512,256,64,3.7,10.28,128.605,98.1
178,filter:14-conv1:512-conv2:16-fc:512-Momentum,1_epoch,14,512,16,512,2.14,10.28,130.745,98.1
179,filter:12-conv1:64-conv2:256-fc:256-Momentum,1_epoch,12,64,256,256,1.11,80.09,131.855,98.1
180,filter:12-conv1:4-conv2:2-fc:8-Momentum,1_epoch,12,4,2,8,0.289,88.86,132.144,98.1
181,filter:14-conv1:512-conv2:128-fc:128-Momentum,1_epoch,14,512,128,128,4.01,10.28,136.154,98.1
182,filter:6-conv1:32-conv2:16-fc:8-Momentum,1_epoch,6,32,16,8,0.573,94.64,136.727,98.1
183,filter:6-conv1:512-conv2:64-fc:32-Momentum,1_epoch,6,512,64,32,1.69,93.83,138.417,98.1
184,filter:4-conv1:512-conv2:8-fc:1-Momentum,1_epoch,4,512,8,1,1.35,10.28,139.767,98.1
185,filter:14-conv1:2-conv2:32-fc:128-Momentum,1_epoch,14,2,32,128,0.201,95.33,139.968,98.1
186,filter:2-conv1:8-conv2:512-fc:2-Momentum,1_epoch,2,8,512,2,0.341,10.28,140.309,98.1
187,filter:12-conv1:1-conv2:64-fc:128-Momentum,1_epoch,12,1,64,128,0.384,93.98,140.693,98.1
188,filter:14-conv1:4-conv2:16-fc:32-Momentum,1_epoch,14,4,16,32,0.209,95.82,140.902,98.1
189,filter:4-conv1:64-conv2:8-fc:16-Momentum,1_epoch,4,64,8,16,0.315,96.01,141.217,98.1
190,filter:12-conv1:4-conv2:512-fc:8-Momentum,1_epoch,12,4,512,8,0.634,24.51,141.851,98.1
191,filter:6-conv1:1-conv2:32-fc:64-Momentum,1_epoch,6,1,32,64,0.164,95.18,142.015,98.1
192,filter:14-conv1:256-conv2:64-fc:16-Momentum,1_epoch,14,256,64,16,1.72,10.28,143.735,98.1
193,filter:8-conv1:16-conv2:128-fc:64-Momentum,1_epoch,8,16,128,64,0.454,96.86,144.189,98.1
194,filter:14-conv1:4-conv2:64-fc:1-Momentum,1_epoch,14,4,64,1,0.388,10.28,144.577,98.1
195,filter:2-conv1:128-conv2:2-fc:16-Momentum,1_epoch,2,128,2,16,0.362,85.02,144.939,98.1
196,filter:2-conv1:32-conv2:256-fc:256-Momentum,1_epoch,2,32,256,256,0.328,95.59,145.267,98.1
197,filter:6-conv1:64-conv2:64-fc:128-Momentum,1_epoch,6,64,64,128,0.618,97.81,145.885,98.1
198,filter:2-conv1:32-conv2:4-fc:16-Momentum,1_epoch,2,32,4,16,0.534,86.1,146.419,98.1
199,filter:4-conv1:1-conv2:64-fc:1-Momentum,1_epoch,4,1,64,1,0.199,10.28,146.618,98.1
200,filter:14-conv1:256-conv2:512-fc:128-Momentum,1_epoch,14,256,512,128,5.52,10.28,152.138,98.1
201,filter:2-conv1:32-conv2:128-fc:4-Momentum,1_epoch,2,32,128,4,0.337,57.33,152.475,98.1
202,filter:2-conv1:128-conv2:32-fc:512-Momentum,1_epoch,2,128,32,512,0.8,96.56,153.275,98.1
203,filter:2-conv1:64-conv2:128-fc:256-Momentum,1_epoch,2,64,128,256,0.558,95.87,153.833,98.1
204,filter:6-conv1:1-conv2:64-fc:1-Momentum,1_epoch,6,1,64,1,0.285,26.07,154.118,98.1
205,filter:8-conv1:32-conv2:2-fc:64-Momentum,1_epoch,8,32,2,64,0.21,94.61,154.328,98.1
206,filter:14-conv1:16-conv2:32-fc:128-Momentum,1_epoch,14,16,32,128,0.244,96.42,154.572,98.1
207,filter:12-conv1:256-conv2:1-fc:1-Momentum,1_epoch,12,256,1,1,0.849,26.69,155.421,98.1
208,filter:14-conv1:1-conv2:8-fc:256-Momentum,1_epoch,14,1,8,256,0.305,95.28,155.726,98.1
209,filter:6-conv1:256-conv2:2-fc:512-Momentum,1_epoch,6,256,2,512,0.981,10.28,156.707,98.1
210,filter:12-conv1:256-conv2:4-fc:32-Momentum,1_epoch,12,256,4,32,0.942,91.34,157.649,98.1
211,filter:14-conv1:32-conv2:32-fc:1-Momentum,1_epoch,14,32,32,1,0.506,10.28,158.155,98.1
212,filter:4-conv1:256-conv2:32-fc:128-Momentum,1_epoch,4,256,32,128,0.729,97.56,158.884,98.1
213,filter:14-conv1:2-conv2:256-fc:8-Momentum,1_epoch,14,2,256,8,0.401,10.28,159.285,98.1
214,filter:14-conv1:32-conv2:64-fc:1-Momentum,1_epoch,14,32,64,1,0.454,10.28,159.739,98.1
215,filter:14-conv1:128-conv2:128-fc:64-Momentum,1_epoch,14,128,128,64,1.34,10.28,161.079,98.1
216,filter:6-conv1:2-conv2:32-fc:32-Momentum,1_epoch,6,2,32,32,0.169,95.72,161.248,98.1
217,filter:8-conv1:8-conv2:128-fc:8-Momentum,1_epoch,8,8,128,8,0.263,81.87,161.511,98.1
218,filter:8-conv1:8-conv2:64-fc:256-Momentum,1_epoch,8,8,64,256,0.355,97.91,161.866,98.1
219,filter:4-conv1:64-conv2:32-fc:4-Momentum,1_epoch,4,64,32,4,0.287,87.35,162.153,98.1
220,filter:4-conv1:512-conv2:64-fc:4-Momentum,1_epoch,4,512,64,4,1.72,10.28,163.873,98.1
221,filter:2-conv1:8-conv2:128-fc:256-Momentum,1_epoch,2,8,128,256,0.303,96.13,164.176,98.1
222,filter:8-conv1:512-conv2:32-fc:2-Momentum,1_epoch,8,512,32,2,1.64,10.28,165.816,98.1
223,filter:6-conv1:4-conv2:32-fc:2-Momentum,1_epoch,6,4,32,2,0.717,40.88,166.533,98.1
224,filter:14-conv1:32-conv2:2-fc:2-Momentum,1_epoch,14,32,2,2,0.263,38.25,166.796,98.1
225,filter:2-conv1:512-conv2:256-fc:16-Momentum,1_epoch,2,512,256,16,1.53,89.1,168.326,98.1
226,filter:12-conv1:4-conv2:128-fc:1-Momentum,1_epoch,12,4,128,1,0.567,10.28,168.893,98.1
227,filter:12-conv1:4-conv2:8-fc:16-Momentum,1_epoch,12,4,8,16,0.184,94.72,169.077,98.1
228,filter:8-conv1:8-conv2:32-fc:256-Momentum,1_epoch,8,8,32,256,0.194,97.55,169.271,98.1
229,filter:4-conv1:4-conv2:256-fc:64-Momentum,1_epoch,4,4,256,64,0.286,96.01,169.557,98.1
230,filter:8-conv1:1-conv2:128-fc:32-Momentum,1_epoch,8,1,128,32,0.293,94.24,169.85,98.1
231,filter:14-conv1:32-conv2:4-fc:2-Momentum,1_epoch,14,32,4,2,0.258,52.65,170.108,98.1
232,filter:12-conv1:8-conv2:16-fc:512-Momentum,1_epoch,12,8,16,512,0.216,96.87,170.324,98.1
233,filter:6-conv1:1-conv2:512-fc:256-Momentum,1_epoch,6,1,512,256,0.414,92.31,170.738,98.1
234,filter:12-conv1:32-conv2:128-fc:8-Momentum,1_epoch,12,32,128,8,0.486,10.28,171.224,98.1
