,Setting,Step,Param1,Param2,Param3,Param4,Elapsed Time,Metric1,Total Time,Best
22,filter:14-conv1:4-conv2:1-fc:128-Momentum,1_epoch,14,4,1,128,0.184,88.88,12.136,97.44
23,filter:2-conv1:4-conv2:2-fc:1-Momentum,1_epoch,2,4,2,1,0.133,18.97,12.269,97.44
24,filter:8-conv1:16-conv2:128-fc:1-Momentum,1_epoch,8,16,128,1,0.333,10.28,12.602,97.44
25,filter:14-conv1:16-conv2:32-fc:8-Momentum,1_epoch,14,16,32,8,0.245,73.17,12.847,97.44
26,filter:8-conv1:32-conv2:512-fc:512-Momentum,1_epoch,8,32,512,512,1.07,94.48,13.917,97.44
27,filter:8-conv1:256-conv2:64-fc:2-Momentum,1_epoch,8,256,64,2,1.07,10.28,14.987,97.44
28,filter:14-conv1:8-conv2:128-fc:1-Momentum,1_epoch,14,8,128,1,0.345,10.28,15.332,97.44
29,filter:6-conv1:1-conv2:4-fc:256-Momentum,1_epoch,6,1,4,256,0.287,95.61,15.619,97.44
30,filter:12-conv1:2-conv2:32-fc:256-Momentum,1_epoch,12,2,32,256,0.213,96.31,15.832,97.44
31,filter:12-conv1:128-conv2:128-fc:64-Momentum,1_epoch,12,128,128,64,0.966,10.28,16.798,97.44
32,filter:2-conv1:8-conv2:256-fc:64-Momentum,1_epoch,2,8,256,64,0.245,93.81,17.043,97.44
33,filter:12-conv1:8-conv2:2-fc:32-Momentum,1_epoch,12,8,2,32,0.186,93.65,17.229,97.44
34,filter:6-conv1:256-conv2:128-fc:1-Momentum,1_epoch,6,256,128,1,1.24,10.28,18.469,97.44
35,filter:4-conv1:1-conv2:1-fc:2-Momentum,1_epoch,4,1,1,2,0.192,40.91,18.661,97.44
36,filter:2-conv1:256-conv2:4-fc:16-Momentum,1_epoch,2,256,4,16,0.694,92.78,19.355,97.44
37,filter:6-conv1:256-conv2:512-fc:128-Momentum,1_epoch,6,256,512,128,3.04,10.28,22.395,97.44
38,filter:8-conv1:16-conv2:1-fc:1-Momentum,1_epoch,8,16,1,1,0.175,10.28,22.57,97.44
39,filter:2-conv1:1-conv2:64-fc:2-Momentum,1_epoch,2,1,64,2,0.268,10.28,22.838,97.44
40,filter:8-conv1:64-conv2:256-fc:16-Momentum,1_epoch,8,64,256,16,0.7,81.65,23.538,97.44
41,filter:8-conv1:128-conv2:2-fc:256-Momentum,1_epoch,8,128,2,256,0.418,10.28,23.956,97.44
42,filter:2-conv1:8-conv2:256-fc:8-Momentum,1_epoch,2,8,256,8,0.516,10.28,24.472,97.44
43,filter:8-conv1:4-conv2:2-fc:16-Momentum,1_epoch,8,4,2,16,0.151,93.77,24.623,97.44
44,filter:12-conv1:16-conv2:4-fc:1-Momentum,1_epoch,12,16,4,1,0.228,29.58,24.851,97.44
45,filter:2-conv1:8-conv2:256-fc:32-Momentum,1_epoch,2,8,256,32,0.296,93.3,25.147,97.44
46,filter:4-conv1:256-conv2:2-fc:1-Momentum,1_epoch,4,256,2,1,0.673,22.6,25.82,97.44
47,filter:12-conv1:512-conv2:4-fc:256-Momentum,1_epoch,12,512,4,256,1.87,10.28,27.69,97.44
48,filter:14-conv1:2-conv2:16-fc:64-Momentum,1_epoch,14,2,16,64,0.193,95.13,27.883,97.44
49,filter:4-conv1:32-conv2:2-fc:2-Momentum,1_epoch,4,32,2,2,0.349,43.81,28.232,97.44
50,filter:4-conv1:128-conv2:2-fc:4-Momentum,1_epoch,4,128,2,4,0.579,72.61,28.811,97.44
51,filter:12-conv1:32-conv2:128-fc:32-Momentum,1_epoch,12,32,128,32,0.407,65.95,29.218,97.44
52,filter:8-conv1:4-conv2:256-fc:4-Momentum,1_epoch,8,4,256,4,0.363,20.05,29.581,97.44
53,filter:8-conv1:4-conv2:128-fc:1-Momentum,1_epoch,8,4,128,1,0.437,10.28,30.018,97.44
54,filter:4-conv1:4-conv2:256-fc:512-Momentum,1_epoch,4,4,256,512,0.286,96.17,30.304,97.44
55,filter:12-conv1:1-conv2:128-fc:128-Momentum,1_epoch,12,1,128,128,0.268,92.19,30.572,97.44
56,filter:4-conv1:8-conv2:512-fc:2-Momentum,1_epoch,4,8,512,2,0.65,23.15,31.222,97.44
57,filter:12-conv1:1-conv2:8-fc:128-Momentum,1_epoch,12,1,8,128,0.171,94.44,31.393,97.44
58,filter:8-conv1:512-conv2:128-fc:64-Momentum,1_epoch,8,512,128,64,2.4,10.28,33.793,97.44
59,filter:12-conv1:16-conv2:512-fc:256-Momentum,1_epoch,12,16,512,256,0.862,67.87,34.655,97.44
60,filter:12-conv1:128-conv2:4-fc:256-Momentum,1_epoch,12,128,4,256,0.589,10.28,35.244,97.44
61,filter:14-conv1:64-conv2:32-fc:64-Momentum,1_epoch,14,64,32,64,0.61,96.46,35.854,97.44
62,filter:14-conv1:256-conv2:512-fc:64-Momentum,1_epoch,14,256,512,64,5.49,10.28,41.344,97.44
63,filter:6-conv1:256-conv2:256-fc:1-Momentum,1_epoch,6,256,256,1,1.75,10.28,43.094,97.44
64,filter:12-conv1:32-conv2:2-fc:8-Momentum,1_epoch,12,32,2,8,0.234,89.77,43.328,97.44
65,filter:6-conv1:512-conv2:512-fc:8-Momentum,1_epoch,6,512,512,8,5.78,10.28,49.108,97.44
66,filter:14-conv1:2-conv2:16-fc:16-Momentum,1_epoch,14,2,16,16,0.42,95.78,49.528,97.44
67,filter:2-conv1:1-conv2:16-fc:2-Momentum,1_epoch,2,1,16,2,0.245,23.61,49.773,97.44
68,filter:14-conv1:8-conv2:2-fc:256-Momentum,1_epoch,14,8,2,256,0.256,95.69,50.029,97.44
69,filter:2-conv1:128-conv2:256-fc:1-Momentum,1_epoch,2,128,256,1,0.628,10.28,50.657,97.44
70,filter:8-conv1:16-conv2:16-fc:4-Momentum,1_epoch,8,16,16,4,0.269,85.75,50.926,97.44
71,filter:8-conv1:1-conv2:32-fc:4-Momentum,1_epoch,8,1,32,4,0.274,80.81,51.2,97.44
72,filter:4-conv1:4-conv2:512-fc:512-Momentum,1_epoch,4,4,512,512,0.566,97.25,51.766,97.44
73,filter:12-conv1:8-conv2:512-fc:64-Momentum,1_epoch,12,8,512,64,0.754,41.93,52.52,97.44
74,filter:14-conv1:1-conv2:4-fc:8-Momentum,1_epoch,14,1,4,8,0.168,87.99,52.688,97.44
75,filter:12-conv1:512-conv2:8-fc:1-Momentum,1_epoch,12,512,8,1,1.78,10.28,54.468,97.44
76,filter:12-conv1:256-conv2:128-fc:4-Momentum,1_epoch,12,256,128,4,1.69,10.28,56.158,97.44
77,filter:8-conv1:8-conv2:128-fc:128-Momentum,1_epoch,8,8,128,128,0.44,96.98,56.598,97.44
78,filter:4-conv1:1-conv2:2-fc:2-Momentum,1_epoch,4,1,2,2,0.119,39.4,56.717,97.44
79,filter:8-conv1:256-conv2:512-fc:4-Momentum,1_epoch,8,256,512,4,3.24,10.28,59.957,97.44
80,filter:4-conv1:128-conv2:4-fc:4-Momentum,1_epoch,4,128,4,4,0.509,85.12,60.466,97.44
81,filter:4-conv1:128-conv2:512-fc:64-Momentum,1_epoch,4,128,512,64,1.43,93.23,61.896,97.44
82,filter:12-conv1:2-conv2:512-fc:2-Momentum,1_epoch,12,2,512,2,0.588,10.28,62.484,97.44
83,filter:4-conv1:8-conv2:64-fc:512-Momentum,1_epoch,4,8,64,512,0.267,97.73,62.751,97.73
84,filter:12-conv1:128-conv2:16-fc:128-Momentum,1_epoch,12,128,16,128,0.54,96.36,63.291,97.73
85,filter:14-conv1:4-conv2:64-fc:1-Momentum,1_epoch,14,4,64,1,0.388,10.28,63.679,97.73
86,filter:4-conv1:256-conv2:128-fc:32-Momentum,1_epoch,4,256,128,32,1.46,96.78,65.139,97.73
87,filter:4-conv1:16-conv2:2-fc:2-Momentum,1_epoch,4,16,2,2,0.252,42.6,65.391,97.73
88,filter:8-conv1:512-conv2:1-fc:32-Momentum,1_epoch,8,512,1,32,1.5,92.95,66.891,97.73
89,filter:4-conv1:32-conv2:64-fc:2-Momentum,1_epoch,4,32,64,2,0.253,10.28,67.144,97.73
90,filter:2-conv1:4-conv2:32-fc:4-Momentum,1_epoch,2,4,32,4,0.225,72.86,67.369,97.73
91,filter:12-conv1:1-conv2:128-fc:4-Momentum,1_epoch,12,1,128,4,0.23,56.27,67.599,97.73
92,filter:14-conv1:8-conv2:512-fc:512-Momentum,1_epoch,14,8,512,512,0.932,83.27,68.531,97.73
93,filter:12-conv1:64-conv2:64-fc:32-Momentum,1_epoch,12,64,64,32,0.493,10.28,69.024,97.73
94,filter:6-conv1:512-conv2:256-fc:8-Momentum,1_epoch,6,512,256,8,3.67,10.28,72.694,97.73
95,filter:2-conv1:16-conv2:32-fc:256-Momentum,1_epoch,2,16,32,256,0.174,95.88,72.868,97.73
96,filter:4-conv1:128-conv2:128-fc:32-Momentum,1_epoch,4,128,128,32,1.11,97.11,73.978,97.73
97,filter:2-conv1:4-conv2:256-fc:8-Momentum,1_epoch,2,4,256,8,0.468,10.28,74.446,97.73
98,filter:8-conv1:16-conv2:32-fc:256-Momentum,1_epoch,8,16,32,256,0.213,97.81,74.659,97.81
99,filter:8-conv1:2-conv2:1-fc:8-Momentum,1_epoch,8,2,1,8,0.154,82.19,74.813,97.81
100,filter:12-conv1:512-conv2:4-fc:16-Momentum,1_epoch,12,512,4,16,1.71,49.93,76.523,97.81
101,filter:14-conv1:8-conv2:8-fc:16-Momentum,1_epoch,14,8,8,16,0.199,94.52,76.722,97.81
102,filter:2-conv1:128-conv2:4-fc:2-Momentum,1_epoch,2,128,4,2,0.328,34.79,77.05,97.81
103,filter:12-conv1:32-conv2:16-fc:32-Momentum,1_epoch,12,32,16,32,0.336,96.61,77.386,97.81
104,filter:8-conv1:128-conv2:64-fc:256-Momentum,1_epoch,8,128,64,256,0.604,96.83,77.99,97.81
105,filter:8-conv1:64-conv2:1-fc:8-Momentum,1_epoch,8,64,1,8,0.373,92.37,78.363,97.81
106,filter:8-conv1:32-conv2:32-fc:1-Momentum,1_epoch,8,32,32,1,0.394,10.28,78.757,97.81
107,filter:2-conv1:512-conv2:8-fc:64-Momentum,1_epoch,2,512,8,64,1.08,94.98,79.837,97.81
108,filter:2-conv1:4-conv2:4-fc:32-Momentum,1_epoch,2,4,4,32,0.205,89.69,80.042,97.81
109,filter:2-conv1:512-conv2:16-fc:4-Momentum,1_epoch,2,512,16,4,1.08,80.24,81.122,97.81
110,filter:6-conv1:2-conv2:4-fc:8-Momentum,1_epoch,6,2,4,8,0.13,91.48,81.252,97.81
111,filter:4-conv1:8-conv2:128-fc:1-Momentum,1_epoch,4,8,128,1,0.244,10.28,81.496,97.81
112,filter:2-conv1:4-conv2:128-fc:32-Momentum,1_epoch,2,4,128,32,0.221,92.46,81.717,97.81
113,filter:4-conv1:64-conv2:16-fc:256-Momentum,1_epoch,4,64,16,256,0.374,97.94,82.091,97.94
114,filter:6-conv1:4-conv2:256-fc:2-Momentum,1_epoch,6,4,256,2,0.268,17.56,82.359,97.94
115,filter:12-conv1:128-conv2:4-fc:512-Momentum,1_epoch,12,128,4,512,0.494,10.28,82.853,97.94
116,filter:6-conv1:8-conv2:4-fc:256-Momentum,1_epoch,6,8,4,256,0.219,97.04,83.072,97.94
117,filter:12-conv1:256-conv2:4-fc:8-Momentum,1_epoch,12,256,4,8,1.01,67.23,84.082,97.94
118,filter:8-conv1:4-conv2:8-fc:128-Momentum,1_epoch,8,4,8,128,0.187,96.96,84.269,97.94
119,filter:14-conv1:64-conv2:512-fc:32-Momentum,1_epoch,14,64,512,32,1.72,10.28,85.989,97.94
120,filter:14-conv1:256-conv2:256-fc:8-Momentum,1_epoch,14,256,256,8,3.18,10.28,89.169,97.94
121,filter:2-conv1:64-conv2:8-fc:16-Momentum,1_epoch,2,64,8,16,0.343,91.87,89.512,97.94
122,filter:14-conv1:128-conv2:256-fc:2-Momentum,1_epoch,14,128,256,2,1.78,10.28,91.292,97.94
123,filter:6-conv1:2-conv2:4-fc:512-Momentum,1_epoch,6,2,4,512,0.221,96.86,91.513,97.94
124,filter:2-conv1:2-conv2:8-fc:1-Momentum,1_epoch,2,2,8,1,0.136,22.39,91.649,97.94
125,filter:14-conv1:1-conv2:1-fc:8-Momentum,1_epoch,14,1,1,8,0.161,78.29,91.81,97.94
126,filter:8-conv1:4-conv2:8-fc:8-Momentum,1_epoch,8,4,8,8,0.212,93.35,92.022,97.94
127,filter:12-conv1:128-conv2:4-fc:8-Momentum,1_epoch,12,128,4,8,0.506,85.51,92.528,97.94
128,filter:8-conv1:64-conv2:256-fc:64-Momentum,1_epoch,8,64,256,64,0.91,10.28,93.438,97.94
129,filter:14-conv1:16-conv2:64-fc:64-Momentum,1_epoch,14,16,64,64,0.299,95.03,93.737,97.94
130,filter:12-conv1:1-conv2:64-fc:2-Momentum,1_epoch,12,1,64,2,0.201,47.43,93.938,97.94
131,filter:12-conv1:32-conv2:256-fc:1-Momentum,1_epoch,12,32,256,1,0.672,10.28,94.61,97.94
132,filter:14-conv1:512-conv2:32-fc:16-Momentum,1_epoch,14,512,32,16,2.34,10.28,96.95,97.94
133,filter:4-conv1:64-conv2:2-fc:128-Momentum,1_epoch,4,64,2,128,0.27,96.35,97.22,97.94
134,filter:14-conv1:8-conv2:1-fc:512-Momentum,1_epoch,14,8,1,512,0.197,93.88,97.417,97.94
135,filter:14-conv1:16-conv2:128-fc:16-Momentum,1_epoch,14,16,128,16,0.458,66.49,97.875,97.94
136,filter:12-conv1:256-conv2:1-fc:512-Momentum,1_epoch,12,256,1,512,0.861,10.43,98.736,97.94
137,filter:12-conv1:1-conv2:4-fc:64-Momentum,1_epoch,12,1,4,64,0.383,93.8,99.119,97.94
138,filter:14-conv1:4-conv2:16-fc:2-Momentum,1_epoch,14,4,16,2,0.204,10.28,99.323,97.94
139,filter:2-conv1:64-conv2:2-fc:8-Momentum,1_epoch,2,64,2,8,0.238,82.48,99.561,97.94
140,filter:12-conv1:2-conv2:1-fc:32-Momentum,1_epoch,12,2,1,32,0.287,93.04,99.848,97.94
141,filter:4-conv1:32-conv2:8-fc:128-Momentum,1_epoch,4,32,8,128,0.302,96.64,100.15,97.94
142,filter:2-conv1:1-conv2:128-fc:256-Momentum,1_epoch,2,1,128,256,0.284,93.2,100.434,97.94
143,filter:2-conv1:64-conv2:8-fc:128-Momentum,1_epoch,2,64,8,128,0.328,94.54,100.762,97.94
144,filter:8-conv1:64-conv2:256-fc:1-Momentum,1_epoch,8,64,256,1,0.792,10.28,101.554,97.94
145,filter:6-conv1:16-conv2:1-fc:32-Momentum,1_epoch,6,16,1,32,0.286,91.74,101.84,97.94
146,filter:8-conv1:4-conv2:512-fc:4-Momentum,1_epoch,8,4,512,4,0.451,10.28,102.291,97.94
147,filter:6-conv1:16-conv2:8-fc:2-Momentum,1_epoch,6,16,8,2,0.563,49.12,102.854,97.94
148,filter:6-conv1:16-conv2:16-fc:2-Momentum,1_epoch,6,16,16,2,0.214,39.95,103.068,97.94
149,filter:2-conv1:128-conv2:1-fc:2-Momentum,1_epoch,2,128,1,2,0.397,39.05,103.465,97.94
150,filter:6-conv1:16-conv2:4-fc:16-Momentum,1_epoch,6,16,4,16,0.174,94.93,103.639,97.94
151,filter:14-conv1:64-conv2:256-fc:8-Momentum,1_epoch,14,64,256,8,1.02,10.28,104.659,97.94
152,filter:14-conv1:512-conv2:2-fc:2-Momentum,1_epoch,14,512,2,2,1.96,10.28,106.619,97.94
153,filter:8-conv1:32-conv2:512-fc:4-Momentum,1_epoch,8,32,512,4,0.857,10.28,107.476,97.94
154,filter:2-conv1:16-conv2:2-fc:64-Momentum,1_epoch,2,16,2,64,0.276,89.51,107.752,97.94
155,filter:12-conv1:128-conv2:256-fc:512-Momentum,1_epoch,12,128,256,512,1.51,9.8,109.262,97.94
156,filter:6-conv1:16-conv2:256-fc:32-Momentum,1_epoch,6,16,256,32,0.4,95.67,109.662,97.94
157,filter:2-conv1:64-conv2:256-fc:256-Momentum,1_epoch,2,64,256,256,0.39,96.04,110.052,97.94
158,filter:12-conv1:256-conv2:128-fc:128-Momentum,1_epoch,12,256,128,128,1.82,10.28,111.872,97.94
159,filter:4-conv1:4-conv2:8-fc:4-Momentum,1_epoch,4,4,8,4,0.327,69.21,112.199,97.94
160,filter:4-conv1:64-conv2:64-fc:32-Momentum,1_epoch,4,64,64,32,0.339,96.79,112.538,97.94
161,filter:2-conv1:256-conv2:2-fc:1-Momentum,1_epoch,2,256,2,1,0.561,27.42,113.099,97.94
162,filter:4-conv1:1-conv2:4-fc:2-Momentum,1_epoch,4,1,4,2,0.15,45.3,113.249,97.94
163,filter:6-conv1:512-conv2:64-fc:512-Momentum,1_epoch,6,512,64,512,1.71,10.28,114.959,97.94
164,filter:14-conv1:32-conv2:64-fc:512-Momentum,1_epoch,14,32,64,512,0.519,96.24,115.478,97.94
165,filter:2-conv1:128-conv2:128-fc:2-Momentum,1_epoch,2,128,128,2,0.706,27.12,116.184,97.94
166,filter:8-conv1:512-conv2:512-fc:2-Momentum,1_epoch,8,512,512,2,6.35,10.28,122.534,97.94
167,filter:14-conv1:512-conv2:128-fc:4-Momentum,1_epoch,14,512,128,4,4.06,10.28,126.594,97.94
168,filter:6-conv1:512-conv2:8-fc:32-Momentum,1_epoch,6,512,8,32,1.71,96.53,128.304,97.94
169,filter:12-conv1:1-conv2:32-fc:64-Momentum,1_epoch,12,1,32,64,0.278,95.0,128.582,97.94
170,filter:14-conv1:32-conv2:128-fc:64-Momentum,1_epoch,14,32,128,64,0.563,10.28,129.145,97.94
171,filter:8-conv1:4-conv2:64-fc:32-Momentum,1_epoch,8,4,64,32,0.191,96.72,129.336,97.94
172,filter:14-conv1:512-conv2:128-fc:512-Momentum,1_epoch,14,512,128,512,3.97,9.8,133.306,97.94
173,filter:12-conv1:128-conv2:512-fc:2-Momentum,1_epoch,12,128,512,2,2.37,10.28,135.676,97.94
174,filter:4-conv1:8-conv2:16-fc:32-Momentum,1_epoch,4,8,16,32,0.171,95.59,135.847,97.94
175,filter:6-conv1:1-conv2:8-fc:128-Momentum,1_epoch,6,1,8,128,0.211,95.66,136.058,97.94
176,filter:6-conv1:8-conv2:128-fc:1-Momentum,1_epoch,6,8,128,1,0.395,10.28,136.453,97.94
177,filter:8-conv1:128-conv2:512-fc:32-Momentum,1_epoch,8,128,512,32,1.83,10.28,138.283,97.94
178,filter:2-conv1:16-conv2:64-fc:256-Momentum,1_epoch,2,16,64,256,0.2,96.0,138.483,97.94
179,filter:8-conv1:256-conv2:64-fc:4-Momentum,1_epoch,8,256,64,4,1.0,10.28,139.483,97.94
180,filter:12-conv1:256-conv2:512-fc:8-Momentum,1_epoch,12,256,512,8,4.47,10.28,143.953,97.94
181,filter:12-conv1:4-conv2:256-fc:32-Momentum,1_epoch,12,4,256,32,0.464,75.53,144.417,97.94
182,filter:6-conv1:4-conv2:4-fc:16-Momentum,1_epoch,6,4,4,16,0.31,91.46,144.727,97.94
183,filter:4-conv1:4-conv2:2-fc:16-Momentum,1_epoch,4,4,2,16,0.217,89.49,144.944,97.94
184,filter:6-conv1:2-conv2:128-fc:512-Momentum,1_epoch,6,2,128,512,0.26,95.03,145.204,97.94
185,filter:6-conv1:1-conv2:256-fc:8-Momentum,1_epoch,6,1,256,8,0.443,85.81,145.647,97.94
186,filter:14-conv1:16-conv2:32-fc:64-Momentum,1_epoch,14,16,32,64,0.375,96.84,146.022,97.94
187,filter:2-conv1:256-conv2:128-fc:512-Momentum,1_epoch,2,256,128,512,0.861,97.36,146.883,97.94
188,filter:12-conv1:2-conv2:4-fc:256-Momentum,1_epoch,12,2,4,256,0.316,95.31,147.199,97.94
189,filter:12-conv1:2-conv2:4-fc:8-Momentum,1_epoch,12,2,4,8,0.228,90.85,147.427,97.94
190,filter:6-conv1:2-conv2:256-fc:16-Momentum,1_epoch,6,2,256,16,0.334,95.18,147.761,97.94
191,filter:2-conv1:512-conv2:8-fc:4-Momentum,1_epoch,2,512,8,4,1.14,61.21,148.901,97.94
192,filter:8-conv1:256-conv2:256-fc:8-Momentum,1_epoch,8,256,256,8,2.02,10.28,150.921,97.94
193,filter:4-conv1:128-conv2:128-fc:64-Momentum,1_epoch,4,128,128,64,0.613,97.16,151.534,97.94
194,filter:4-conv1:4-conv2:32-fc:8-Momentum,1_epoch,4,4,32,8,0.161,94.25,151.695,97.94
195,filter:2-conv1:8-conv2:256-fc:2-Momentum,1_epoch,2,8,256,2,0.338,10.28,152.033,97.94
196,filter:8-conv1:512-conv2:1-fc:8-Momentum,1_epoch,8,512,1,8,1.36,87.44,153.393,97.94
197,filter:4-conv1:512-conv2:1-fc:8-Momentum,1_epoch,4,512,1,8,1.65,82.19,155.043,97.94
198,filter:8-conv1:4-conv2:8-fc:512-Momentum,1_epoch,8,4,8,512,0.181,96.92,155.224,97.94
199,filter:14-conv1:4-conv2:64-fc:64-Momentum,1_epoch,14,4,64,64,0.471,95.76,155.695,97.94
200,filter:6-conv1:32-conv2:512-fc:256-Momentum,1_epoch,6,32,512,256,0.893,96.38,156.588,97.94
201,filter:12-conv1:128-conv2:16-fc:1-Momentum,1_epoch,12,128,16,1,0.588,10.28,157.176,97.94
202,filter:8-conv1:2-conv2:8-fc:64-Momentum,1_epoch,8,2,8,64,0.213,95.45,157.389,97.94
203,filter:14-conv1:16-conv2:8-fc:4-Momentum,1_epoch,14,16,8,4,0.423,60.35,157.812,97.94
204,filter:8-conv1:32-conv2:16-fc:8-Momentum,1_epoch,8,32,16,8,0.253,92.19,158.065,97.94
205,filter:8-conv1:512-conv2:8-fc:1-Momentum,1_epoch,8,512,8,1,1.33,10.28,159.395,97.94
206,filter:4-conv1:4-conv2:512-fc:8-Momentum,1_epoch,4,4,512,8,0.329,62.6,159.724,97.94
207,filter:12-conv1:1-conv2:128-fc:8-Momentum,1_epoch,12,1,128,8,0.248,87.94,159.972,97.94
208,filter:8-conv1:64-conv2:2-fc:2-Momentum,1_epoch,8,64,2,2,0.342,55.46,160.314,97.94
209,filter:2-conv1:256-conv2:1-fc:64-Momentum,1_epoch,2,256,1,64,0.619,89.15,160.933,97.94
210,filter:2-conv1:2-conv2:2-fc:512-Momentum,1_epoch,2,2,2,512,0.135,10.28,161.068,97.94
211,filter:14-conv1:4-conv2:2-fc:1-Momentum,1_epoch,14,4,2,1,0.187,29.67,161.255,97.94
212,filter:8-conv1:512-conv2:512-fc:8-Momentum,1_epoch,8,512,512,8,6.39,10.28,167.645,97.94
213,filter:8-conv1:4-conv2:512-fc:128-Momentum,1_epoch,8,4,512,128,0.461,94.22,168.106,97.94
214,filter:12-conv1:64-conv2:4-fc:128-Momentum,1_epoch,12,64,4,128,0.415,94.88,168.521,97.94
215,filter:8-conv1:128-conv2:16-fc:128-Momentum,1_epoch,8,128,16,128,0.551,97.9,169.072,97.94
216,filter:8-conv1:64-conv2:64-fc:16-Momentum,1_epoch,8,64,64,16,0.385,91.04,169.457,97.94
217,filter:14-conv1:32-conv2:256-fc:32-Momentum,1_epoch,14,32,256,32,0.688,10.28,170.145,97.94
218,filter:2-conv1:256-conv2:8-fc:128-Momentum,1_epoch,2,256,8,128,0.558,95.91,170.703,97.94
219,filter:12-conv1:4-conv2:32-fc:32-Momentum,1_epoch,12,4,32,32,0.331,95.99,171.034,97.94
220,filter:4-conv1:16-conv2:16-fc:8-Momentum,1_epoch,4,16,16,8,0.219,91.97,171.253,97.94
221,filter:12-conv1:256-conv2:64-fc:1-Momentum,1_epoch,12,256,64,1,1.26,10.28,172.513,97.94
222,filter:6-conv1:32-conv2:32-fc:16-Momentum,1_epoch,6,32,32,16,0.258,96.41,172.771,97.94
223,filter:6-conv1:64-conv2:64-fc:256-Momentum,1_epoch,6,64,64,256,0.405,98.16,173.176,98.16
224,filter:4-conv1:128-conv2:8-fc:4-Momentum,1_epoch,4,128,8,4,0.462,84.97,173.638,98.16
225,filter:2-conv1:256-conv2:16-fc:256-Momentum,1_epoch,2,256,16,256,0.59,96.04,174.228,98.16
226,filter:4-conv1:256-conv2:256-fc:64-Momentum,1_epoch,4,256,256,64,1.67,96.86,175.898,98.16
227,filter:2-conv1:64-conv2:32-fc:64-Momentum,1_epoch,2,64,32,64,0.373,95.48,176.271,98.16
228,filter:14-conv1:32-conv2:512-fc:2-Momentum,1_epoch,14,32,512,2,1.14,10.28,177.411,98.16
229,filter:14-conv1:512-conv2:16-fc:512-Momentum,1_epoch,14,512,16,512,2.14,10.28,179.551,98.16
230,filter:6-conv1:2-conv2:256-fc:512-Momentum,1_epoch,6,2,256,512,0.303,95.93,179.854,98.16
231,filter:6-conv1:1-conv2:128-fc:512-Momentum,1_epoch,6,1,128,512,0.432,95.34,180.286,98.16
232,filter:6-conv1:128-conv2:32-fc:2-Momentum,1_epoch,6,128,32,2,0.77,20.12,181.056,98.16
233,filter:4-conv1:8-conv2:256-fc:256-Momentum,1_epoch,4,8,256,256,0.289,97.26,181.345,98.16
234,filter:14-conv1:32-conv2:8-fc:512-Momentum,1_epoch,14,32,8,512,0.268,10.28,181.613,98.16
