,Setting,Step,Param1,Param2,Param3,Param4,Elapsed Time,Metric1,Total Time,Best
1473,filter:4-conv1:8-conv2:512-fc:128-Momentum,1_epoch,4,8,512,128,0.465,96.98,1045.498,98.3
1474,filter:14-conv1:2-conv2:1-fc:8-Momentum,1_epoch,14,2,1,8,0.174,81.23,1045.672,98.3
1475,filter:2-conv1:16-conv2:512-fc:16-Momentum,1_epoch,2,16,512,16,0.463,88.58,1046.135,98.3
1476,filter:8-conv1:8-conv2:64-fc:128-Momentum,1_epoch,8,8,64,128,0.224,97.21,1046.359,98.3
1477,filter:4-conv1:1-conv2:64-fc:4-Momentum,1_epoch,4,1,64,4,0.213,82.3,1046.572,98.3
1478,filter:4-conv1:64-conv2:16-fc:512-Momentum,1_epoch,4,64,16,512,0.368,98.19,1046.94,98.3
1479,filter:14-conv1:1-conv2:512-fc:4-Momentum,1_epoch,14,1,512,4,0.601,10.28,1047.541,98.3
1480,filter:12-conv1:16-conv2:8-fc:512-Momentum,1_epoch,12,16,8,512,0.312,95.45,1047.853,98.3
1481,filter:12-conv1:4-conv2:1-fc:1-Momentum,1_epoch,12,4,1,1,0.186,24.52,1048.039,98.3
1482,filter:2-conv1:2-conv2:256-fc:512-Momentum,1_epoch,2,2,256,512,0.426,10.28,1048.465,98.3
1483,filter:4-conv1:64-conv2:8-fc:16-Momentum,1_epoch,4,64,8,16,0.315,96.01,1048.78,98.3
1484,filter:2-conv1:512-conv2:128-fc:256-Momentum,1_epoch,2,512,128,256,1.35,97.34,1050.13,98.3
1485,filter:12-conv1:1-conv2:16-fc:128-Momentum,1_epoch,12,1,16,128,0.385,94.37,1050.515,98.3
1486,filter:8-conv1:4-conv2:256-fc:256-Momentum,1_epoch,8,4,256,256,0.326,96.83,1050.841,98.3
1487,filter:2-conv1:512-conv2:4-fc:256-Momentum,1_epoch,2,512,4,256,0.986,95.68,1051.827,98.3
1488,filter:4-conv1:256-conv2:2-fc:256-Momentum,1_epoch,4,256,2,256,0.754,91.36,1052.581,98.3
1489,filter:2-conv1:128-conv2:1-fc:256-Momentum,1_epoch,2,128,1,256,0.519,90.26,1053.1,98.3
1490,filter:2-conv1:2-conv2:256-fc:256-Momentum,1_epoch,2,2,256,256,0.255,94.8,1053.355,98.3
1491,filter:6-conv1:4-conv2:64-fc:256-Momentum,1_epoch,6,4,64,256,0.206,97.58,1053.561,98.3
1492,filter:4-conv1:1-conv2:8-fc:4-Momentum,1_epoch,4,1,8,4,0.305,53.43,1053.866,98.3
1493,filter:14-conv1:128-conv2:1-fc:16-Momentum,1_epoch,14,128,1,16,0.652,93.48,1054.518,98.3
1494,filter:14-conv1:512-conv2:8-fc:128-Momentum,1_epoch,14,512,8,128,2.03,10.28,1056.548,98.3
1495,filter:4-conv1:2-conv2:256-fc:4-Momentum,1_epoch,4,2,256,4,0.263,70.67,1056.811,98.3
1496,filter:14-conv1:128-conv2:128-fc:1-Momentum,1_epoch,14,128,128,1,1.34,10.28,1058.151,98.3
1497,filter:14-conv1:8-conv2:256-fc:32-Momentum,1_epoch,14,8,256,32,0.594,84.35,1058.745,98.3
1498,filter:12-conv1:256-conv2:32-fc:4-Momentum,1_epoch,12,256,32,4,1.07,10.28,1059.815,98.3
1499,filter:12-conv1:16-conv2:32-fc:512-Momentum,1_epoch,12,16,32,512,0.25,97.22,1060.065,98.3
1500,filter:6-conv1:8-conv2:256-fc:4-Momentum,1_epoch,6,8,256,4,0.48,27.62,1060.545,98.3
1501,filter:2-conv1:16-conv2:512-fc:256-Momentum,1_epoch,2,16,512,256,0.422,94.74,1060.967,98.3
1502,filter:6-conv1:64-conv2:128-fc:16-Momentum,1_epoch,6,64,128,16,0.552,83.95,1061.519,98.3
1503,filter:14-conv1:1-conv2:64-fc:128-Momentum,1_epoch,14,1,64,128,0.234,93.26,1061.753,98.3
1504,filter:4-conv1:4-conv2:256-fc:4-Momentum,1_epoch,4,4,256,4,0.411,51.44,1062.164,98.3
1505,filter:14-conv1:128-conv2:128-fc:16-Momentum,1_epoch,14,128,128,16,1.33,10.28,1063.494,98.3
1506,filter:4-conv1:32-conv2:128-fc:2-Momentum,1_epoch,4,32,128,2,0.567,22.24,1064.061,98.3
1507,filter:8-conv1:8-conv2:32-fc:2-Momentum,1_epoch,8,8,32,2,0.19,27.89,1064.251,98.3
1508,filter:8-conv1:32-conv2:2-fc:8-Momentum,1_epoch,8,32,2,8,0.309,91.56,1064.56,98.3
1509,filter:14-conv1:8-conv2:32-fc:2-Momentum,1_epoch,14,8,32,2,0.231,28.63,1064.791,98.3
1510,filter:14-conv1:128-conv2:1-fc:4-Momentum,1_epoch,14,128,1,4,0.709,76.07,1065.5,98.3
1511,filter:2-conv1:32-conv2:16-fc:16-Momentum,1_epoch,2,32,16,16,0.253,91.14,1065.753,98.3
1512,filter:12-conv1:8-conv2:128-fc:4-Momentum,1_epoch,12,8,128,4,0.304,10.28,1066.057,98.3
1513,filter:2-conv1:64-conv2:8-fc:256-Momentum,1_epoch,2,64,8,256,0.275,95.42,1066.332,98.3
1514,filter:14-conv1:128-conv2:32-fc:256-Momentum,1_epoch,14,128,32,256,0.883,85.27,1067.215,98.3
1515,filter:14-conv1:1-conv2:16-fc:128-Momentum,1_epoch,14,1,16,128,0.178,91.9,1067.393,98.3
1516,filter:12-conv1:32-conv2:256-fc:64-Momentum,1_epoch,12,32,256,64,0.852,43.74,1068.245,98.3
1517,filter:14-conv1:64-conv2:8-fc:16-Momentum,1_epoch,14,64,8,16,0.52,95.23,1068.765,98.3
1518,filter:14-conv1:256-conv2:512-fc:512-Momentum,1_epoch,14,256,512,512,5.51,9.8,1074.275,98.3
1519,filter:8-conv1:4-conv2:16-fc:8-Momentum,1_epoch,8,4,16,8,0.169,93.91,1074.444,98.3
1520,filter:6-conv1:1-conv2:4-fc:16-Momentum,1_epoch,6,1,4,16,0.325,85.76,1074.769,98.3
1521,filter:6-conv1:64-conv2:1-fc:64-Momentum,1_epoch,6,64,1,64,0.275,94.56,1075.044,98.3
1522,filter:2-conv1:16-conv2:1-fc:16-Momentum,1_epoch,2,16,1,16,0.164,81.13,1075.208,98.3
1523,filter:6-conv1:1-conv2:128-fc:16-Momentum,1_epoch,6,1,128,16,0.354,93.22,1075.562,98.3
1524,filter:8-conv1:32-conv2:2-fc:512-Momentum,1_epoch,8,32,2,512,0.341,10.28,1075.903,98.3
1525,filter:12-conv1:256-conv2:64-fc:128-Momentum,1_epoch,12,256,64,128,1.3,10.28,1077.203,98.3
1526,filter:4-conv1:512-conv2:8-fc:128-Momentum,1_epoch,4,512,8,128,1.24,96.39,1078.443,98.3
1527,filter:4-conv1:256-conv2:64-fc:512-Momentum,1_epoch,4,256,64,512,0.951,98.15,1079.394,98.3
1528,filter:12-conv1:256-conv2:2-fc:32-Momentum,1_epoch,12,256,2,32,0.861,10.28,1080.255,98.3
1529,filter:14-conv1:128-conv2:512-fc:256-Momentum,1_epoch,14,128,512,256,2.96,10.28,1083.215,98.3
1530,filter:8-conv1:128-conv2:128-fc:32-Momentum,1_epoch,8,128,128,32,0.838,10.28,1084.053,98.3
1531,filter:4-conv1:1-conv2:512-fc:256-Momentum,1_epoch,4,1,512,256,0.406,95.75,1084.459,98.3
1532,filter:14-conv1:32-conv2:8-fc:4-Momentum,1_epoch,14,32,8,4,0.4,53.53,1084.859,98.3
1533,filter:12-conv1:64-conv2:256-fc:4-Momentum,1_epoch,12,64,256,4,0.856,10.28,1085.715,98.3
1534,filter:12-conv1:4-conv2:1-fc:256-Momentum,1_epoch,12,4,1,256,0.184,94.86,1085.899,98.3
1535,filter:2-conv1:8-conv2:4-fc:16-Momentum,1_epoch,2,8,4,16,0.173,81.79,1086.072,98.3
1536,filter:8-conv1:4-conv2:32-fc:64-Momentum,1_epoch,8,4,32,64,0.185,97.41,1086.257,98.3
1537,filter:4-conv1:16-conv2:4-fc:64-Momentum,1_epoch,4,16,4,64,0.168,96.55,1086.425,98.3
1538,filter:12-conv1:16-conv2:256-fc:8-Momentum,1_epoch,12,16,256,8,0.479,10.28,1086.904,98.3
1539,filter:8-conv1:128-conv2:2-fc:8-Momentum,1_epoch,8,128,2,8,0.409,93.32,1087.313,98.3
1540,filter:14-conv1:128-conv2:512-fc:16-Momentum,1_epoch,14,128,512,16,2.96,10.28,1090.273,98.3
1541,filter:8-conv1:128-conv2:32-fc:512-Momentum,1_epoch,8,128,32,512,0.535,10.28,1090.808,98.3
1542,filter:12-conv1:2-conv2:256-fc:8-Momentum,1_epoch,12,2,256,8,0.436,60.74,1091.244,98.3
1543,filter:12-conv1:256-conv2:1-fc:2-Momentum,1_epoch,12,256,1,2,0.956,50.93,1092.2,98.3
1544,filter:12-conv1:2-conv2:256-fc:1-Momentum,1_epoch,12,2,256,1,0.468,10.28,1092.668,98.3
1545,filter:6-conv1:128-conv2:128-fc:128-Momentum,1_epoch,6,128,128,128,0.739,97.56,1093.407,98.3
1546,filter:4-conv1:256-conv2:16-fc:512-Momentum,1_epoch,4,256,16,512,0.708,98.19,1094.115,98.3
1547,filter:12-conv1:256-conv2:8-fc:64-Momentum,1_epoch,12,256,8,64,0.862,93.59,1094.977,98.3
1548,filter:14-conv1:512-conv2:16-fc:16-Momentum,1_epoch,14,512,16,16,1.97,10.28,1096.947,98.3
1549,filter:14-conv1:1-conv2:64-fc:256-Momentum,1_epoch,14,1,64,256,0.237,94.07,1097.184,98.3
1550,filter:14-conv1:4-conv2:2-fc:16-Momentum,1_epoch,14,4,2,16,0.222,93.87,1097.406,98.3
1551,filter:8-conv1:256-conv2:8-fc:16-Momentum,1_epoch,8,256,8,16,0.775,95.5,1098.181,98.3
1552,filter:6-conv1:16-conv2:256-fc:256-Momentum,1_epoch,6,16,256,256,0.403,97.72,1098.584,98.3
1553,filter:2-conv1:256-conv2:1-fc:1-Momentum,1_epoch,2,256,1,1,0.622,24.24,1099.206,98.3
1554,filter:6-conv1:256-conv2:4-fc:64-Momentum,1_epoch,6,256,4,64,0.81,96.76,1100.016,98.3
1555,filter:8-conv1:16-conv2:4-fc:128-Momentum,1_epoch,8,16,4,128,0.247,96.5,1100.263,98.3
1556,filter:14-conv1:4-conv2:2-fc:2-Momentum,1_epoch,14,4,2,2,0.184,36.62,1100.447,98.3
1557,filter:6-conv1:64-conv2:1-fc:256-Momentum,1_epoch,6,64,1,256,0.37,94.8,1100.817,98.3
1558,filter:4-conv1:256-conv2:32-fc:64-Momentum,1_epoch,4,256,32,64,0.731,97.57,1101.548,98.3
1559,filter:12-conv1:8-conv2:1-fc:1-Momentum,1_epoch,12,8,1,1,0.183,27.69,1101.731,98.3
1560,filter:8-conv1:4-conv2:16-fc:4-Momentum,1_epoch,8,4,16,4,0.273,86.98,1102.004,98.3
1561,filter:14-conv1:4-conv2:32-fc:256-Momentum,1_epoch,14,4,32,256,0.227,96.95,1102.231,98.3
1562,filter:8-conv1:256-conv2:32-fc:1-Momentum,1_epoch,8,256,32,1,0.901,10.28,1103.132,98.3
1563,filter:14-conv1:16-conv2:2-fc:4-Momentum,1_epoch,14,16,2,4,0.218,63.37,1103.35,98.3
1564,filter:8-conv1:128-conv2:256-fc:2-Momentum,1_epoch,8,128,256,2,1.17,10.28,1104.52,98.3
1565,filter:8-conv1:64-conv2:2-fc:8-Momentum,1_epoch,8,64,2,8,0.34,90.64,1104.86,98.3
1566,filter:14-conv1:128-conv2:64-fc:8-Momentum,1_epoch,14,128,64,8,0.889,10.28,1105.749,98.3
1567,filter:6-conv1:1-conv2:16-fc:1-Momentum,1_epoch,6,1,16,1,0.148,17.08,1105.897,98.3
1568,filter:14-conv1:8-conv2:8-fc:64-Momentum,1_epoch,14,8,8,64,0.216,96.73,1106.113,98.3
1569,filter:6-conv1:16-conv2:2-fc:512-Momentum,1_epoch,6,16,2,512,0.276,95.47,1106.389,98.3
1570,filter:2-conv1:128-conv2:512-fc:128-Momentum,1_epoch,2,128,512,128,0.81,95.3,1107.199,98.3
1571,filter:8-conv1:256-conv2:8-fc:8-Momentum,1_epoch,8,256,8,8,0.941,89.31,1108.14,98.3
1572,filter:6-conv1:2-conv2:128-fc:1-Momentum,1_epoch,6,2,128,1,0.204,24.01,1108.344,98.3
1573,filter:4-conv1:512-conv2:16-fc:128-Momentum,1_epoch,4,512,16,128,1.68,97.43,1110.024,98.3
1574,filter:8-conv1:256-conv2:32-fc:16-Momentum,1_epoch,8,256,32,16,0.99,93.68,1111.014,98.3
1575,filter:4-conv1:1-conv2:1-fc:32-Momentum,1_epoch,4,1,1,32,0.166,80.5,1111.18,98.3
1576,filter:14-conv1:256-conv2:8-fc:512-Momentum,1_epoch,14,256,8,512,1.08,10.28,1112.26,98.3
1577,filter:8-conv1:128-conv2:128-fc:16-Momentum,1_epoch,8,128,128,16,0.727,10.28,1112.987,98.3
1578,filter:12-conv1:512-conv2:128-fc:16-Momentum,1_epoch,12,512,128,16,3.52,10.28,1116.507,98.3
1579,filter:4-conv1:256-conv2:8-fc:4-Momentum,1_epoch,4,256,8,4,0.682,72.22,1117.189,98.3
1580,filter:6-conv1:4-conv2:128-fc:128-Momentum,1_epoch,6,4,128,128,0.289,96.77,1117.478,98.3
1581,filter:4-conv1:256-conv2:256-fc:8-Momentum,1_epoch,4,256,256,8,2.15,10.28,1119.628,98.3
1582,filter:4-conv1:16-conv2:64-fc:16-Momentum,1_epoch,4,16,64,16,0.207,96.05,1119.835,98.3
1583,filter:4-conv1:64-conv2:64-fc:16-Momentum,1_epoch,4,64,64,16,0.356,95.98,1120.191,98.3
1584,filter:2-conv1:128-conv2:32-fc:256-Momentum,1_epoch,2,128,32,256,0.437,96.44,1120.628,98.3
1585,filter:8-conv1:8-conv2:8-fc:512-Momentum,1_epoch,8,8,8,512,0.434,97.78,1121.062,98.3
1586,filter:6-conv1:32-conv2:128-fc:8-Momentum,1_epoch,6,32,128,8,0.376,75.05,1121.438,98.3
1587,filter:2-conv1:32-conv2:16-fc:128-Momentum,1_epoch,2,32,16,128,0.21,95.48,1121.648,98.3
1588,filter:8-conv1:256-conv2:512-fc:32-Momentum,1_epoch,8,256,512,32,3.37,10.28,1125.018,98.3
1589,filter:14-conv1:16-conv2:64-fc:256-Momentum,1_epoch,14,16,64,256,0.304,95.44,1125.322,98.3
1590,filter:2-conv1:8-conv2:128-fc:128-Momentum,1_epoch,2,8,128,128,0.247,95.03,1125.569,98.3
1591,filter:12-conv1:2-conv2:4-fc:128-Momentum,1_epoch,12,2,4,128,0.178,95.23,1125.747,98.3
1592,filter:12-conv1:32-conv2:256-fc:4-Momentum,1_epoch,12,32,256,4,0.591,10.28,1126.338,98.3
1593,filter:4-conv1:512-conv2:64-fc:1-Momentum,1_epoch,4,512,64,1,1.59,10.28,1127.928,98.3
1594,filter:2-conv1:4-conv2:4-fc:1-Momentum,1_epoch,2,4,4,1,0.172,10.28,1128.1,98.3
1595,filter:12-conv1:256-conv2:512-fc:256-Momentum,1_epoch,12,256,512,256,4.61,10.28,1132.71,98.3
1596,filter:6-conv1:16-conv2:64-fc:16-Momentum,1_epoch,6,16,64,16,0.253,95.55,1132.963,98.3
1597,filter:6-conv1:2-conv2:1-fc:128-Momentum,1_epoch,6,2,1,128,0.558,89.29,1133.521,98.3
1598,filter:8-conv1:64-conv2:2-fc:1-Momentum,1_epoch,8,64,2,1,0.276,25.91,1133.797,98.3
1599,filter:6-conv1:32-conv2:512-fc:8-Momentum,1_epoch,6,32,512,8,0.84,10.28,1134.637,98.3
1600,filter:6-conv1:8-conv2:256-fc:512-Momentum,1_epoch,6,8,256,512,0.362,96.86,1134.999,98.3
1601,filter:6-conv1:64-conv2:64-fc:32-Momentum,1_epoch,6,64,64,32,0.387,97.24,1135.386,98.3
1602,filter:14-conv1:2-conv2:1-fc:512-Momentum,1_epoch,14,2,1,512,0.176,94.27,1135.562,98.3
1603,filter:6-conv1:4-conv2:2-fc:2-Momentum,1_epoch,6,4,2,2,0.25,37.55,1135.812,98.3
1604,filter:12-conv1:64-conv2:64-fc:64-Momentum,1_epoch,12,64,64,64,0.436,10.28,1136.248,98.3
1605,filter:2-conv1:2-conv2:8-fc:128-Momentum,1_epoch,2,2,8,128,0.273,93.08,1136.521,98.3
1606,filter:2-conv1:128-conv2:128-fc:32-Momentum,1_epoch,2,128,128,32,0.674,95.0,1137.195,98.3
1607,filter:6-conv1:256-conv2:512-fc:512-Momentum,1_epoch,6,256,512,512,3.19,20.3,1140.385,98.3
1608,filter:8-conv1:16-conv2:8-fc:256-Momentum,1_epoch,8,16,8,256,0.294,97.63,1140.679,98.3
1609,filter:4-conv1:256-conv2:64-fc:16-Momentum,1_epoch,4,256,64,16,0.948,94.5,1141.627,98.3
1610,filter:6-conv1:16-conv2:256-fc:512-Momentum,1_epoch,6,16,256,512,0.464,97.38,1142.091,98.3
1611,filter:2-conv1:256-conv2:1-fc:4-Momentum,1_epoch,2,256,1,4,0.613,73.87,1142.704,98.3
1612,filter:14-conv1:4-conv2:2-fc:4-Momentum,1_epoch,14,4,2,4,0.319,71.24,1143.023,98.3
1613,filter:4-conv1:128-conv2:8-fc:32-Momentum,1_epoch,4,128,8,32,0.712,96.76,1143.735,98.3
1614,filter:2-conv1:128-conv2:512-fc:512-Momentum,1_epoch,2,128,512,512,0.964,96.4,1144.699,98.3
1615,filter:4-conv1:8-conv2:16-fc:2-Momentum,1_epoch,4,8,16,2,0.299,36.82,1144.998,98.3
1616,filter:2-conv1:512-conv2:16-fc:2-Momentum,1_epoch,2,512,16,2,1.01,10.28,1146.008,98.3
1617,filter:12-conv1:512-conv2:16-fc:512-Momentum,1_epoch,12,512,16,512,1.94,10.1,1147.948,98.3
1618,filter:6-conv1:16-conv2:2-fc:1-Momentum,1_epoch,6,16,2,1,0.23,26.08,1148.178,98.3
1619,filter:6-conv1:1-conv2:1-fc:128-Momentum,1_epoch,6,1,1,128,0.313,89.53,1148.491,98.3
1620,filter:6-conv1:8-conv2:8-fc:128-Momentum,1_epoch,6,8,8,128,0.174,97.29,1148.665,98.3
1621,filter:14-conv1:256-conv2:4-fc:128-Momentum,1_epoch,14,256,4,128,1.18,10.28,1149.845,98.3
1622,filter:4-conv1:4-conv2:1-fc:16-Momentum,1_epoch,4,4,1,16,0.137,80.1,1149.982,98.3
1623,filter:6-conv1:8-conv2:512-fc:4-Momentum,1_epoch,6,8,512,4,0.508,42.37,1150.49,98.3
1624,filter:4-conv1:1-conv2:512-fc:32-Momentum,1_epoch,4,1,512,32,0.641,91.09,1151.131,98.3
1625,filter:6-conv1:8-conv2:128-fc:512-Momentum,1_epoch,6,8,128,512,0.335,97.51,1151.466,98.3
1626,filter:8-conv1:4-conv2:8-fc:1-Momentum,1_epoch,8,4,8,1,0.157,30.92,1151.623,98.3
1627,filter:6-conv1:8-conv2:2-fc:4-Momentum,1_epoch,6,8,2,4,0.286,74.03,1151.909,98.3
1628,filter:8-conv1:512-conv2:8-fc:4-Momentum,1_epoch,8,512,8,4,1.51,10.28,1153.419,98.3
1629,filter:2-conv1:32-conv2:512-fc:8-Momentum,1_epoch,2,32,512,8,0.417,17.62,1153.836,98.3
1630,filter:8-conv1:16-conv2:128-fc:32-Momentum,1_epoch,8,16,128,32,0.326,96.73,1154.162,98.3
1631,filter:2-conv1:1-conv2:2-fc:32-Momentum,1_epoch,2,1,2,32,0.191,84.56,1154.353,98.3
1632,filter:4-conv1:2-conv2:512-fc:2-Momentum,1_epoch,4,2,512,2,0.571,10.28,1154.924,98.3
1633,filter:8-conv1:64-conv2:8-fc:2-Momentum,1_epoch,8,64,8,2,0.337,10.28,1155.261,98.3
1634,filter:4-conv1:256-conv2:2-fc:512-Momentum,1_epoch,4,256,2,512,1.16,10.28,1156.421,98.3
1635,filter:14-conv1:64-conv2:512-fc:256-Momentum,1_epoch,14,64,512,256,1.73,11.18,1158.151,98.3
1636,filter:4-conv1:4-conv2:512-fc:2-Momentum,1_epoch,4,4,512,2,0.343,10.28,1158.494,98.3
1637,filter:4-conv1:256-conv2:1-fc:512-Momentum,1_epoch,4,256,1,512,0.684,95.29,1159.178,98.3
1638,filter:6-conv1:128-conv2:64-fc:4-Momentum,1_epoch,6,128,64,4,0.621,60.24,1159.799,98.3
1639,filter:2-conv1:2-conv2:128-fc:128-Momentum,1_epoch,2,2,128,128,0.195,93.36,1159.994,98.3
1640,filter:12-conv1:4-conv2:64-fc:64-Momentum,1_epoch,12,4,64,64,0.31,93.42,1160.304,98.3
1641,filter:12-conv1:2-conv2:128-fc:128-Momentum,1_epoch,12,2,128,128,0.264,92.87,1160.568,98.3
1642,filter:8-conv1:1-conv2:32-fc:512-Momentum,1_epoch,8,1,32,512,0.271,96.07,1160.839,98.3
1643,filter:12-conv1:4-conv2:128-fc:512-Momentum,1_epoch,12,4,128,512,0.318,93.76,1161.157,98.3
1644,filter:4-conv1:16-conv2:16-fc:256-Momentum,1_epoch,4,16,16,256,0.199,97.66,1161.356,98.3
1645,filter:8-conv1:16-conv2:1-fc:64-Momentum,1_epoch,8,16,1,64,0.183,94.94,1161.539,98.3
1646,filter:14-conv1:256-conv2:2-fc:16-Momentum,1_epoch,14,256,2,16,1.02,10.28,1162.559,98.3
1647,filter:12-conv1:512-conv2:4-fc:128-Momentum,1_epoch,12,512,4,128,1.75,10.28,1164.309,98.3
1648,filter:12-conv1:16-conv2:8-fc:1-Momentum,1_epoch,12,16,8,1,0.242,27.39,1164.551,98.3
1649,filter:2-conv1:2-conv2:16-fc:4-Momentum,1_epoch,2,2,16,4,0.163,69.65,1164.714,98.3
1650,filter:6-conv1:1-conv2:16-fc:64-Momentum,1_epoch,6,1,16,64,0.305,95.6,1165.019,98.3
1651,filter:4-conv1:128-conv2:64-fc:1-Momentum,1_epoch,4,128,64,1,0.578,10.28,1165.597,98.3
1652,filter:4-conv1:16-conv2:512-fc:256-Momentum,1_epoch,4,16,512,256,0.529,97.26,1166.126,98.3
1653,filter:4-conv1:8-conv2:512-fc:32-Momentum,1_epoch,4,8,512,32,0.61,94.88,1166.736,98.3
1654,filter:14-conv1:512-conv2:8-fc:1-Momentum,1_epoch,14,512,8,1,1.84,10.28,1168.576,98.3
1655,filter:12-conv1:4-conv2:64-fc:1-Momentum,1_epoch,12,4,64,1,0.333,10.28,1168.909,98.3
1656,filter:14-conv1:512-conv2:256-fc:64-Momentum,1_epoch,14,512,256,64,6.36,10.28,1175.269,98.3
1657,filter:6-conv1:16-conv2:2-fc:16-Momentum,1_epoch,6,16,2,16,0.242,93.35,1175.511,98.3
1658,filter:2-conv1:2-conv2:16-fc:2-Momentum,1_epoch,2,2,16,2,0.13,38.7,1175.641,98.3
1659,filter:2-conv1:32-conv2:64-fc:8-Momentum,1_epoch,2,32,64,8,0.325,85.61,1175.966,98.3
1660,filter:6-conv1:256-conv2:256-fc:2-Momentum,1_epoch,6,256,256,2,1.79,10.28,1177.756,98.3
1661,filter:8-conv1:8-conv2:128-fc:32-Momentum,1_epoch,8,8,128,32,0.274,97.0,1178.03,98.3
1662,filter:6-conv1:512-conv2:16-fc:64-Momentum,1_epoch,6,512,16,64,1.38,95.3,1179.41,98.3
1663,filter:4-conv1:16-conv2:16-fc:32-Momentum,1_epoch,4,16,16,32,0.179,95.95,1179.589,98.3
1664,filter:6-conv1:128-conv2:1-fc:64-Momentum,1_epoch,6,128,1,64,0.49,94.6,1180.079,98.3
1665,filter:8-conv1:4-conv2:16-fc:16-Momentum,1_epoch,8,4,16,16,0.161,95.27,1180.24,98.3
1666,filter:2-conv1:64-conv2:512-fc:512-Momentum,1_epoch,2,64,512,512,0.749,96.35,1180.989,98.3
1667,filter:14-conv1:32-conv2:64-fc:4-Momentum,1_epoch,14,32,64,4,0.369,10.28,1181.358,98.3
1668,filter:12-conv1:2-conv2:8-fc:64-Momentum,1_epoch,12,2,8,64,0.279,95.23,1181.637,98.3
1669,filter:8-conv1:1-conv2:2-fc:128-Momentum,1_epoch,8,1,2,128,0.186,93.32,1181.823,98.3
1670,filter:14-conv1:512-conv2:16-fc:1-Momentum,1_epoch,14,512,16,1,1.97,10.28,1183.793,98.3
1671,filter:4-conv1:1-conv2:128-fc:1-Momentum,1_epoch,4,1,128,1,0.195,10.28,1183.988,98.3
1672,filter:14-conv1:64-conv2:16-fc:256-Momentum,1_epoch,14,64,16,256,0.621,95.74,1184.609,98.3
1673,filter:6-conv1:1-conv2:4-fc:8-Momentum,1_epoch,6,1,4,8,0.254,82.77,1184.863,98.3
1674,filter:12-conv1:2-conv2:128-fc:8-Momentum,1_epoch,12,2,128,8,0.372,28.05,1185.235,98.3
1675,filter:12-conv1:64-conv2:32-fc:64-Momentum,1_epoch,12,64,32,64,0.37,95.81,1185.605,98.3
1676,filter:8-conv1:4-conv2:16-fc:64-Momentum,1_epoch,8,4,16,64,0.182,96.2,1185.787,98.3
1677,filter:14-conv1:256-conv2:32-fc:2-Momentum,1_epoch,14,256,32,2,1.31,10.28,1187.097,98.3
1678,filter:14-conv1:2-conv2:512-fc:256-Momentum,1_epoch,14,2,512,256,0.691,23.26,1187.788,98.3
1679,filter:2-conv1:2-conv2:2-fc:128-Momentum,1_epoch,2,2,2,128,0.135,89.27,1187.923,98.3
1680,filter:8-conv1:2-conv2:256-fc:512-Momentum,1_epoch,8,2,256,512,0.392,94.73,1188.315,98.3
1681,filter:4-conv1:16-conv2:1-fc:128-Momentum,1_epoch,4,16,1,128,0.174,92.2,1188.489,98.3
1682,filter:8-conv1:2-conv2:8-fc:8-Momentum,1_epoch,8,2,8,8,0.326,87.47,1188.815,98.3
1683,filter:2-conv1:8-conv2:4-fc:1-Momentum,1_epoch,2,8,4,1,0.168,19.07,1188.983,98.3
1684,filter:6-conv1:2-conv2:512-fc:16-Momentum,1_epoch,6,2,512,16,0.419,93.34,1189.402,98.3
1685,filter:14-conv1:1-conv2:128-fc:32-Momentum,1_epoch,14,1,128,32,0.256,93.71,1189.658,98.3
1686,filter:4-conv1:64-conv2:8-fc:2-Momentum,1_epoch,4,64,8,2,0.295,40.26,1189.953,98.3
1687,filter:12-conv1:256-conv2:16-fc:2-Momentum,1_epoch,12,256,16,2,1.13,39.77,1191.083,98.3
1688,filter:8-conv1:128-conv2:2-fc:64-Momentum,1_epoch,8,128,2,64,0.45,94.71,1191.533,98.3
1689,filter:14-conv1:8-conv2:128-fc:64-Momentum,1_epoch,14,8,128,64,0.354,92.79,1191.887,98.3
1690,filter:2-conv1:128-conv2:256-fc:128-Momentum,1_epoch,2,128,256,128,0.808,96.38,1192.695,98.3
1691,filter:6-conv1:512-conv2:512-fc:64-Momentum,1_epoch,6,512,512,64,5.79,10.28,1198.485,98.3
1692,filter:8-conv1:128-conv2:4-fc:4-Momentum,1_epoch,8,128,4,4,0.451,41.08,1198.936,98.3
1693,filter:14-conv1:1-conv2:32-fc:512-Momentum,1_epoch,14,1,32,512,0.258,88.56,1199.194,98.3
1694,filter:12-conv1:4-conv2:4-fc:8-Momentum,1_epoch,12,4,4,8,0.18,91.43,1199.374,98.3
1695,filter:2-conv1:512-conv2:128-fc:128-Momentum,1_epoch,2,512,128,128,1.31,96.78,1200.684,98.3
1696,filter:4-conv1:1-conv2:4-fc:8-Momentum,1_epoch,4,1,4,8,0.356,85.49,1201.04,98.3
1697,filter:2-conv1:32-conv2:32-fc:64-Momentum,1_epoch,2,32,32,64,0.207,94.12,1201.247,98.3
1698,filter:4-conv1:1-conv2:256-fc:4-Momentum,1_epoch,4,1,256,4,0.346,22.62,1201.593,98.3
1699,filter:8-conv1:32-conv2:4-fc:1-Momentum,1_epoch,8,32,4,1,0.207,27.17,1201.8,98.3
1700,filter:4-conv1:4-conv2:512-fc:4-Momentum,1_epoch,4,4,512,4,0.402,47.63,1202.202,98.3
