,Date,msec,Setting,Step,Elapsed Time,Metric1,Metric2,Metric3,Param1,Param2,Param3,Param4,Total Time,Best
1628,2016-09-03 5:12,165,filter:4-conv1:64-conv2:4-fc:512-Momentum,1_epoch,0.272,97.08,,,4,64,4,512,648.771,98.26
1629,2016-09-03 5:12,259,filter:4-conv1:64-conv2:8-fc:2-Momentum,1_epoch,0.295,40.26,,,4,64,8,2,649.066,98.26
1630,2016-09-03 5:12,270,filter:4-conv1:64-conv2:8-fc:1-Momentum,1_epoch,0.307,24.19,,,4,64,8,1,649.373,98.26
1631,2016-09-03 5:12,550,filter:4-conv1:64-conv2:4-fc:256-Momentum,1_epoch,0.464,97.23,,,4,64,4,256,649.837,98.26
1632,2016-09-03 5:12,567,filter:4-conv1:64-conv2:8-fc:8-Momentum,1_epoch,0.264,93.76,,,4,64,8,8,650.101,98.26
1633,2016-09-03 5:12,583,filter:4-conv1:64-conv2:8-fc:32-Momentum,1_epoch,0.261,96.78,,,4,64,8,32,650.362,98.26
1634,2016-09-03 5:12,713,filter:4-conv1:64-conv2:8-fc:16-Momentum,1_epoch,0.315,96.01,,,4,64,8,16,650.677,98.26
1635,2016-09-03 5:12,106,filter:4-conv1:64-conv2:8-fc:4-Momentum,1_epoch,0.568,84.48,,,4,64,8,4,651.245,98.26
1636,2016-09-03 5:12,598,filter:4-conv1:64-conv2:8-fc:256-Momentum,1_epoch,0.269,97.37,,,4,64,8,256,651.514,98.26
1637,2016-09-03 5:12,705,filter:4-conv1:64-conv2:8-fc:64-Momentum,1_epoch,0.304,96.65,,,4,64,8,64,651.818,98.26
1638,2016-09-03 5:12,779,filter:4-conv1:64-conv2:8-fc:128-Momentum,1_epoch,0.348,96.73,,,4,64,8,128,652.166,98.26
1639,2016-09-03 5:12,889,filter:4-conv1:64-conv2:8-fc:512-Momentum,1_epoch,0.46,96.88,,,4,64,8,512,652.626,98.26
1640,2016-09-03 5:13,268,filter:4-conv1:64-conv2:16-fc:8-Momentum,1_epoch,0.286,94.7,,,4,64,16,8,652.912,98.26
1641,2016-09-03 5:13,495,filter:4-conv1:64-conv2:16-fc:1-Momentum,1_epoch,0.357,10.28,,,4,64,16,1,653.269,98.26
1642,2016-09-03 5:13,508,filter:4-conv1:64-conv2:16-fc:4-Momentum,1_epoch,0.369,77.86,,,4,64,16,4,653.638,98.26
1643,2016-09-03 5:13,626,filter:4-conv1:64-conv2:16-fc:2-Momentum,1_epoch,0.416,49.3,,,4,64,16,2,654.054,98.26
1644,2016-09-03 5:13,673,filter:4-conv1:64-conv2:16-fc:32-Momentum,1_epoch,0.288,97.05,,,4,64,16,32,654.342,98.26
1645,2016-09-03 5:13,730,filter:4-conv1:64-conv2:16-fc:128-Momentum,1_epoch,0.307,97.64,,,4,64,16,128,654.649,98.26
1646,2016-09-03 5:13,793,filter:4-conv1:64-conv2:16-fc:64-Momentum,1_epoch,0.329,97.09,,,4,64,16,64,654.978,98.26
1647,2016-09-03 5:13,882,filter:4-conv1:64-conv2:16-fc:16-Momentum,1_epoch,0.389,95.99,,,4,64,16,16,655.367,98.26
1648,2016-09-03 5:13,417,filter:4-conv1:64-conv2:32-fc:1-Momentum,1_epoch,0.281,10.28,,,4,64,32,1,655.648,98.26
1649,2016-09-03 5:13,603,filter:4-conv1:64-conv2:32-fc:2-Momentum,1_epoch,0.383,29.79,,,4,64,32,2,656.031,98.26
1650,2016-09-03 5:13,621,filter:4-conv1:64-conv2:16-fc:512-Momentum,1_epoch,0.368,98.19,,,4,64,16,512,656.399,98.26
1651,2016-09-03 5:13,634,filter:4-conv1:64-conv2:16-fc:256-Momentum,1_epoch,0.374,97.94,,,4,64,16,256,656.773,98.26
1652,2016-09-03 5:13,40,filter:4-conv1:64-conv2:32-fc:32-Momentum,1_epoch,0.3,96.86,,,4,64,32,32,657.073,98.26
1653,2016-09-03 5:13,72,filter:4-conv1:64-conv2:32-fc:4-Momentum,1_epoch,0.287,87.35,,,4,64,32,4,657.36,98.26
1654,2016-09-03 5:13,240,filter:4-conv1:64-conv2:32-fc:8-Momentum,1_epoch,0.348,92.25,,,4,64,32,8,657.708,98.26
1655,2016-09-03 5:13,288,filter:4-conv1:64-conv2:32-fc:16-Momentum,1_epoch,0.376,96.57,,,4,64,32,16,658.084,98.26
1656,2016-09-03 5:13,858,filter:4-conv1:64-conv2:32-fc:64-Momentum,1_epoch,0.302,96.34,,,4,64,32,64,658.386,98.26
1657,2016-09-03 5:13,872,filter:4-conv1:64-conv2:32-fc:128-Momentum,1_epoch,0.289,97.99,,,4,64,32,128,658.675,98.26
1658,2016-09-03 5:13,5,filter:4-conv1:64-conv2:32-fc:256-Momentum,1_epoch,0.337,97.8,,,4,64,32,256,659.012,98.26
1659,2016-09-03 5:13,100,filter:4-conv1:64-conv2:32-fc:512-Momentum,1_epoch,0.43,97.95,,,4,64,32,512,659.442,98.26
1660,2016-09-03 5:13,6,filter:4-conv1:64-conv2:64-fc:1-Momentum,1_epoch,0.352,10.28,,,4,64,64,1,659.794,98.26
1661,2016-09-03 5:13,87,filter:4-conv1:64-conv2:64-fc:2-Momentum,1_epoch,0.365,10.28,,,4,64,64,2,660.159,98.26
1662,2016-09-03 5:13,385,filter:4-conv1:64-conv2:64-fc:4-Momentum,1_epoch,0.485,26.21,,,4,64,64,4,660.644,98.26
1663,2016-09-03 5:13,693,filter:4-conv1:64-conv2:64-fc:8-Momentum,1_epoch,0.739,93.43,,,4,64,64,8,661.383,98.26
1664,2016-09-03 5:13,3,filter:4-conv1:64-conv2:64-fc:16-Momentum,1_epoch,0.356,95.98,,,4,64,64,16,661.739,98.26
1665,2016-09-03 5:13,18,filter:4-conv1:64-conv2:64-fc:32-Momentum,1_epoch,0.339,96.79,,,4,64,64,32,662.078,98.26
1666,2016-09-03 5:13,205,filter:4-conv1:64-conv2:64-fc:64-Momentum,1_epoch,0.42,97.26,,,4,64,64,64,662.498,98.26
1667,2016-09-03 5:13,316,filter:4-conv1:64-conv2:64-fc:128-Momentum,1_epoch,0.528,97.79,,,4,64,64,128,663.026,98.26
1668,2016-09-03 5:14,864,filter:4-conv1:64-conv2:64-fc:256-Momentum,1_epoch,0.354,97.93,,,4,64,64,256,663.38,98.26
1669,2016-09-03 5:14,35,filter:4-conv1:64-conv2:64-fc:512-Momentum,1_epoch,0.414,98.07,,,4,64,64,512,663.794,98.26
1670,2016-09-03 5:14,909,filter:4-conv1:64-conv2:128-fc:1-Momentum,1_epoch,0.41,10.28,,,4,64,128,1,664.204,98.26
1671,2016-09-03 5:14,159,filter:4-conv1:64-conv2:128-fc:2-Momentum,1_epoch,0.578,48.77,,,4,64,128,2,664.782,98.26
1672,2016-09-03 5:14,665,filter:4-conv1:64-conv2:128-fc:8-Momentum,1_epoch,0.415,88.19,,,4,64,128,8,665.197,98.26
1673,2016-09-03 5:14,789,filter:4-conv1:64-conv2:128-fc:4-Momentum,1_epoch,0.428,10.28,,,4,64,128,4,665.625,98.26
1674,2016-09-03 5:14,64,filter:4-conv1:64-conv2:128-fc:32-Momentum,1_epoch,0.675,96.54,,,4,64,128,32,666.3,98.26
1675,2016-09-03 5:14,98,filter:4-conv1:64-conv2:128-fc:16-Momentum,1_epoch,0.573,92.07,,,4,64,128,16,666.873,98.26
1676,2016-09-03 5:14,999,filter:4-conv1:64-conv2:128-fc:128-Momentum,1_epoch,0.432,97.7,,,4,64,128,128,667.305,98.26
1677,2016-09-03 5:14,50,filter:4-conv1:64-conv2:128-fc:64-Momentum,1_epoch,0.414,97.31,,,4,64,128,64,667.719,98.26
1678,2016-09-03 5:14,613,filter:4-conv1:64-conv2:128-fc:256-Momentum,1_epoch,0.563,97.97,,,4,64,128,256,668.282,98.26
1679,2016-09-03 5:14,315,filter:4-conv1:64-conv2:128-fc:512-Momentum,1_epoch,0.578,97.88,,,4,64,128,512,668.86,98.26
1680,2016-09-03 5:14,548,filter:4-conv1:64-conv2:256-fc:2-Momentum,1_epoch,0.574,10.28,,,4,64,256,2,669.434,98.26
1681,2016-09-03 5:14,660,filter:4-conv1:64-conv2:256-fc:1-Momentum,1_epoch,0.562,10.28,,,4,64,256,1,669.996,98.26
1682,2016-09-03 5:14,763,filter:4-conv1:64-conv2:256-fc:4-Momentum,1_epoch,0.626,10.28,,,4,64,256,4,670.622,98.26
1683,2016-09-03 5:14,300,filter:4-conv1:64-conv2:256-fc:8-Momentum,1_epoch,1.06,82.28,,,4,64,256,8,671.682,98.26
1684,2016-09-03 5:15,887,filter:4-conv1:64-conv2:256-fc:32-Momentum,1_epoch,0.579,95.95,,,4,64,256,32,672.261,98.26
1685,2016-09-03 5:15,914,filter:4-conv1:64-conv2:256-fc:16-Momentum,1_epoch,0.539,94.17,,,4,64,256,16,672.8,98.26
1686,2016-09-03 5:15,173,filter:4-conv1:64-conv2:256-fc:64-Momentum,1_epoch,0.666,97.41,,,4,64,256,64,673.466,98.26
1687,2016-09-03 5:15,8,filter:4-conv1:64-conv2:256-fc:128-Momentum,1_epoch,0.788,96.98,,,4,64,256,128,674.254,98.26
1688,2016-09-03 5:15,593,filter:4-conv1:64-conv2:256-fc:256-Momentum,1_epoch,0.567,97.55,,,4,64,256,256,674.821,98.26
1689,2016-09-03 5:15,460,filter:4-conv1:64-conv2:256-fc:512-Momentum,1_epoch,0.621,98.07,,,4,64,256,512,675.442,98.26
1690,2016-09-03 5:15,317,filter:4-conv1:64-conv2:512-fc:1-Momentum,1_epoch,0.911,10.28,,,4,64,512,1,676.353,98.26
1691,2016-09-03 5:15,146,filter:4-conv1:64-conv2:512-fc:2-Momentum,1_epoch,1.11,10.28,,,4,64,512,2,677.463,98.26
1692,2016-09-03 5:15,751,filter:4-conv1:64-conv2:512-fc:8-Momentum,1_epoch,0.875,10.28,,,4,64,512,8,678.338,98.26
1693,2016-09-03 5:15,237,filter:4-conv1:64-conv2:512-fc:4-Momentum,1_epoch,0.87,10.28,,,4,64,512,4,679.208,98.26
1694,2016-09-03 5:15,940,filter:4-conv1:64-conv2:512-fc:16-Momentum,1_epoch,0.943,83.53,,,4,64,512,16,680.151,98.26
1695,2016-09-03 5:15,412,filter:4-conv1:64-conv2:512-fc:32-Momentum,1_epoch,1.23,96.01,,,4,64,512,32,681.381,98.26
1696,2016-09-03 5:16,719,filter:4-conv1:64-conv2:512-fc:64-Momentum,1_epoch,0.884,96.06,,,4,64,512,64,682.265,98.26
1697,2016-09-03 5:16,294,filter:4-conv1:64-conv2:512-fc:128-Momentum,1_epoch,0.952,97.02,,,4,64,512,128,683.217,98.26
1698,2016-09-03 5:16,625,filter:4-conv1:64-conv2:512-fc:256-Momentum,1_epoch,0.969,97.63,,,4,64,512,256,684.186,98.26
1699,2016-09-03 5:16,277,filter:4-conv1:64-conv2:512-fc:512-Momentum,1_epoch,1.09,97.51,,,4,64,512,512,685.276,98.26
1700,2016-09-03 5:16,241,filter:4-conv1:128-conv2:1-fc:2-Momentum,1_epoch,0.383,42.08,,,4,128,1,2,685.659,98.26
1701,2016-09-03 5:16,690,filter:4-conv1:128-conv2:1-fc:4-Momentum,1_epoch,0.446,72.21,,,4,128,1,4,686.105,98.26
1702,2016-09-03 5:16,742,filter:4-conv1:128-conv2:1-fc:1-Momentum,1_epoch,0.44,28.12,,,4,128,1,1,686.545,98.26
1703,2016-09-03 5:16,439,filter:4-conv1:128-conv2:1-fc:8-Momentum,1_epoch,0.833,82.74,,,4,128,1,8,687.378,98.26
1704,2016-09-03 5:16,677,filter:4-conv1:128-conv2:1-fc:64-Momentum,1_epoch,0.387,93.22,,,4,128,1,64,687.765,98.26
1705,2016-09-03 5:16,692,filter:4-conv1:128-conv2:1-fc:32-Momentum,1_epoch,0.401,88.76,,,4,128,1,32,688.166,98.26
1706,2016-09-03 5:16,769,filter:4-conv1:128-conv2:1-fc:128-Momentum,1_epoch,0.439,92.32,,,4,128,1,128,688.605,98.26
1707,2016-09-03 5:16,925,filter:4-conv1:128-conv2:1-fc:16-Momentum,1_epoch,0.49,92.22,,,4,128,1,16,689.095,98.26
1708,2016-09-03 5:16,998,filter:4-conv1:128-conv2:1-fc:512-Momentum,1_epoch,0.408,94.17,,,4,128,1,512,689.503,98.26
1709,2016-09-03 5:16,106,filter:4-conv1:128-conv2:2-fc:1-Momentum,1_epoch,0.414,25.8,,,4,128,2,1,689.917,98.26
1710,2016-09-03 5:16,167,filter:4-conv1:128-conv2:2-fc:2-Momentum,1_epoch,0.477,36.1,,,4,128,2,2,690.394,98.26
1711,2016-09-03 5:16,180,filter:4-conv1:128-conv2:1-fc:256-Momentum,1_epoch,0.466,92.57,,,4,128,1,256,690.86,98.26
1712,2016-09-03 5:17,449,filter:4-conv1:128-conv2:2-fc:8-Momentum,1_epoch,0.401,91.14,,,4,128,2,8,691.261,98.26
1713,2016-09-03 5:17,552,filter:4-conv1:128-conv2:2-fc:32-Momentum,1_epoch,0.426,95.11,,,4,128,2,32,691.687,98.26
1714,2016-09-03 5:17,654,filter:4-conv1:128-conv2:2-fc:16-Momentum,1_epoch,0.451,93.94,,,4,128,2,16,692.138,98.26
1715,2016-09-03 5:17,934,filter:4-conv1:128-conv2:2-fc:4-Momentum,1_epoch,0.579,72.61,,,4,128,2,4,692.717,98.26
1716,2016-09-03 5:17,12,filter:4-conv1:128-conv2:2-fc:512-Momentum,1_epoch,0.397,95.49,,,4,128,2,512,693.114,98.26
1717,2016-09-03 5:17,310,filter:4-conv1:128-conv2:2-fc:256-Momentum,1_epoch,0.463,94.56,,,4,128,2,256,693.577,98.26
1718,2016-09-03 5:17,467,filter:4-conv1:128-conv2:2-fc:128-Momentum,1_epoch,0.488,95.7,,,4,128,2,128,694.065,98.26
1719,2016-09-03 5:17,511,filter:4-conv1:128-conv2:2-fc:64-Momentum,1_epoch,0.51,96.05,,,4,128,2,64,694.575,98.26
1720,2016-09-03 5:17,172,filter:4-conv1:128-conv2:4-fc:8-Momentum,1_epoch,0.392,92.88,,,4,128,4,8,694.967,98.26
1721,2016-09-03 5:17,214,filter:4-conv1:128-conv2:4-fc:2-Momentum,1_epoch,0.415,50.31,,,4,128,4,2,695.382,98.26
1722,2016-09-03 5:17,540,filter:4-conv1:128-conv2:4-fc:4-Momentum,1_epoch,0.509,85.12,,,4,128,4,4,695.891,98.26
1723,2016-09-03 5:17,559,filter:4-conv1:128-conv2:4-fc:1-Momentum,1_epoch,0.525,22.45,,,4,128,4,1,696.416,98.26
1724,2016-09-03 5:17,633,filter:4-conv1:128-conv2:4-fc:64-Momentum,1_epoch,0.395,97.24,,,4,128,4,64,696.811,98.26
1725,2016-09-03 5:17,688,filter:4-conv1:128-conv2:4-fc:32-Momentum,1_epoch,0.406,96.14,,,4,128,4,32,697.217,98.26
1726,2016-09-03 5:17,926,filter:4-conv1:128-conv2:4-fc:16-Momentum,1_epoch,0.527,95.53,,,4,128,4,16,697.744,98.26
1727,2016-09-03 5:17,22,filter:4-conv1:128-conv2:4-fc:128-Momentum,1_epoch,0.705,93.99,,,4,128,4,128,698.449,98.26
1728,2016-09-03 5:17,335,filter:4-conv1:128-conv2:8-fc:1-Momentum,1_epoch,0.394,10.28,,,4,128,8,1,698.843,98.26
1729,2016-09-03 5:17,339,filter:4-conv1:128-conv2:4-fc:256-Momentum,1_epoch,0.417,96.44,,,4,128,4,256,699.26,98.26
1730,2016-09-03 5:17,569,filter:4-conv1:128-conv2:4-fc:512-Momentum,1_epoch,0.472,97.28,,,4,128,4,512,699.732,98.26
1731,2016-09-03 5:17,587,filter:4-conv1:128-conv2:8-fc:2-Momentum,1_epoch,0.546,46.38,,,4,128,8,2,700.278,98.26
1732,2016-09-03 5:17,795,filter:4-conv1:128-conv2:8-fc:16-Momentum,1_epoch,0.421,96.08,,,4,128,8,16,700.699,98.26
1733,2016-09-03 5:17,852,filter:4-conv1:128-conv2:8-fc:8-Momentum,1_epoch,0.427,94.84,,,4,128,8,8,701.126,98.26
1734,2016-09-03 5:17,960,filter:4-conv1:128-conv2:8-fc:4-Momentum,1_epoch,0.462,84.97,,,4,128,8,4,701.588,98.26
1735,2016-09-03 5:17,207,filter:4-conv1:128-conv2:8-fc:32-Momentum,1_epoch,0.712,96.76,,,4,128,8,32,702.3,98.26
1736,2016-09-03 5:18,281,filter:4-conv1:128-conv2:8-fc:512-Momentum,1_epoch,0.428,97.93,,,4,128,8,512,702.728,98.26
1737,2016-09-03 5:18,359,filter:4-conv1:128-conv2:8-fc:128-Momentum,1_epoch,0.423,97.21,,,4,128,8,128,703.151,98.26
1738,2016-09-03 5:18,362,filter:4-conv1:128-conv2:8-fc:256-Momentum,1_epoch,0.427,97.32,,,4,128,8,256,703.578,98.26
1739,2016-09-03 5:18,566,filter:4-conv1:128-conv2:8-fc:64-Momentum,1_epoch,0.509,97.36,,,4,128,8,64,704.087,98.26
1740,2016-09-03 5:18,629,filter:4-conv1:128-conv2:16-fc:2-Momentum,1_epoch,0.4,10.28,,,4,128,16,2,704.487,98.26
1741,2016-09-03 5:18,813,filter:4-conv1:128-conv2:16-fc:8-Momentum,1_epoch,0.5,92.9,,,4,128,16,8,704.987,98.26
1742,2016-09-03 5:18,834,filter:4-conv1:128-conv2:16-fc:4-Momentum,1_epoch,0.478,67.52,,,4,128,16,4,705.465,98.26
1743,2016-09-03 5:18,846,filter:4-conv1:128-conv2:16-fc:1-Momentum,1_epoch,0.471,10.28,,,4,128,16,1,705.936,98.26
1744,2016-09-03 5:18,547,filter:4-conv1:128-conv2:16-fc:64-Momentum,1_epoch,0.43,97.52,,,4,128,16,64,706.366,98.26
1745,2016-09-03 5:18,636,filter:4-conv1:128-conv2:16-fc:32-Momentum,1_epoch,0.441,97.25,,,4,128,16,32,706.807,98.26
1746,2016-09-03 5:18,859,filter:4-conv1:128-conv2:16-fc:16-Momentum,1_epoch,0.507,95.55,,,4,128,16,16,707.314,98.26
1747,2016-09-03 5:18,969,filter:4-conv1:128-conv2:16-fc:128-Momentum,1_epoch,0.655,97.67,,,4,128,16,128,707.969,98.26
1748,2016-09-03 5:18,516,filter:4-conv1:128-conv2:16-fc:512-Momentum,1_epoch,0.403,97.83,,,4,128,16,512,708.372,98.26
1749,2016-09-03 5:18,751,filter:4-conv1:128-conv2:32-fc:1-Momentum,1_epoch,0.494,10.28,,,4,128,32,1,708.866,98.26
1750,2016-09-03 5:18,773,filter:4-conv1:128-conv2:16-fc:256-Momentum,1_epoch,0.481,97.94,,,4,128,16,256,709.347,98.26
1751,2016-09-03 5:18,283,filter:4-conv1:128-conv2:32-fc:2-Momentum,1_epoch,0.877,25.59,,,4,128,32,2,710.224,98.26
1752,2016-09-03 5:18,821,filter:4-conv1:128-conv2:32-fc:4-Momentum,1_epoch,0.421,70.94,,,4,128,32,4,710.645,98.26
1753,2016-09-03 5:18,838,filter:4-conv1:128-conv2:32-fc:8-Momentum,1_epoch,0.408,69.85,,,4,128,32,8,711.053,98.26
1754,2016-09-03 5:18,4,filter:4-conv1:128-conv2:32-fc:16-Momentum,1_epoch,0.472,95.75,,,4,128,32,16,711.525,98.26
1755,2016-09-03 5:18,657,filter:4-conv1:128-conv2:32-fc:32-Momentum,1_epoch,0.967,97.09,,,4,128,32,32,712.492,98.26
1756,2016-09-03 5:19,314,filter:4-conv1:128-conv2:32-fc:128-Momentum,1_epoch,0.427,97.98,,,4,128,32,128,712.919,98.26
1757,2016-09-03 5:19,456,filter:4-conv1:128-conv2:32-fc:256-Momentum,1_epoch,0.486,97.81,,,4,128,32,256,713.405,98.26
1758,2016-09-03 5:19,647,filter:4-conv1:128-conv2:32-fc:64-Momentum,1_epoch,0.535,96.94,,,4,128,32,64,713.94,98.26
1759,2016-09-03 5:19,6,filter:4-conv1:128-conv2:32-fc:512-Momentum,1_epoch,0.783,98.16,,,4,128,32,512,714.723,98.26
1760,2016-09-03 5:19,897,filter:4-conv1:128-conv2:64-fc:2-Momentum,1_epoch,0.527,10.28,,,4,128,64,2,715.25,98.26
1761,2016-09-03 5:19,152,filter:4-conv1:128-conv2:64-fc:1-Momentum,1_epoch,0.578,10.28,,,4,128,64,1,715.828,98.26
1762,2016-09-03 5:19,189,filter:4-conv1:128-conv2:64-fc:4-Momentum,1_epoch,0.613,51.66,,,4,128,64,4,716.441,98.26
1763,2016-09-03 5:19,399,filter:4-conv1:128-conv2:64-fc:8-Momentum,1_epoch,0.749,79.71,,,4,128,64,8,717.19,98.26
1764,2016-09-03 5:19,662,filter:4-conv1:128-conv2:64-fc:16-Momentum,1_epoch,0.52,95.63,,,4,128,64,16,717.71,98.26
1765,2016-09-03 5:19,884,filter:4-conv1:128-conv2:64-fc:32-Momentum,1_epoch,0.612,97.16,,,4,128,64,32,718.322,98.26
1766,2016-09-03 5:19,39,filter:4-conv1:128-conv2:64-fc:64-Momentum,1_epoch,0.666,97.07,,,4,128,64,64,718.988,98.26
1767,2016-09-03 5:19,439,filter:4-conv1:128-conv2:64-fc:128-Momentum,1_epoch,0.868,97.19,,,4,128,64,128,719.856,98.26
1768,2016-09-03 5:19,937,filter:4-conv1:128-conv2:64-fc:256-Momentum,1_epoch,0.511,98.05,,,4,128,64,256,720.367,98.26
1769,2016-09-03 5:19,147,filter:4-conv1:128-conv2:64-fc:512-Momentum,1_epoch,0.612,98.27,,,4,128,64,512,720.979,98.27
1770,2016-09-03 5:19,750,filter:4-conv1:128-conv2:128-fc:1-Momentum,1_epoch,0.678,10.28,,,4,128,128,1,721.657,98.27
1771,2016-09-03 5:19,467,filter:4-conv1:128-conv2:128-fc:2-Momentum,1_epoch,0.885,46.22,,,4,128,128,2,722.542,98.27
1772,2016-09-03 5:20,59,filter:4-conv1:128-conv2:128-fc:8-Momentum,1_epoch,0.663,91.01,,,4,128,128,8,723.205,98.27
1773,2016-09-03 5:20,264,filter:4-conv1:128-conv2:128-fc:16-Momentum,1_epoch,0.719,94.74,,,4,128,128,16,723.924,98.27
1774,2016-09-03 5:20,287,filter:4-conv1:128-conv2:128-fc:4-Momentum,1_epoch,0.677,41.16,,,4,128,128,4,724.601,98.27
1775,2016-09-03 5:20,926,filter:4-conv1:128-conv2:128-fc:32-Momentum,1_epoch,1.11,97.11,,,4,128,128,32,725.711,98.27
1776,2016-09-03 5:20,318,filter:4-conv1:128-conv2:128-fc:64-Momentum,1_epoch,0.613,97.16,,,4,128,128,64,726.324,98.27
1777,2016-09-03 5:20,733,filter:4-conv1:128-conv2:128-fc:128-Momentum,1_epoch,0.703,97.85,,,4,128,128,128,727.027,98.27
1778,2016-09-03 5:20,236,filter:4-conv1:128-conv2:128-fc:256-Momentum,1_epoch,0.713,98.06,,,4,128,128,256,727.74,98.27
1779,2016-09-03 5:20,223,filter:4-conv1:128-conv2:128-fc:512-Momentum,1_epoch,0.834,98.15,,,4,128,128,512,728.574,98.27
1780,2016-09-03 5:20,917,filter:4-conv1:128-conv2:256-fc:1-Momentum,1_epoch,0.858,10.28,,,4,128,256,1,729.432,98.27
1781,2016-09-03 5:20,295,filter:4-conv1:128-conv2:256-fc:2-Momentum,1_epoch,0.96,10.28,,,4,128,256,2,730.392,98.27
1782,2016-09-03 5:20,403,filter:4-conv1:128-conv2:256-fc:4-Momentum,1_epoch,0.993,44.5,,,4,128,256,4,731.385,98.27
1783,2016-09-03 5:20,372,filter:4-conv1:128-conv2:256-fc:8-Momentum,1_epoch,1.25,65.77,,,4,128,256,8,732.635,98.27
1784,2016-09-03 5:21,279,filter:4-conv1:128-conv2:256-fc:16-Momentum,1_epoch,0.854,10.28,,,4,128,256,16,733.489,98.27
1785,2016-09-03 5:21,906,filter:4-conv1:128-conv2:256-fc:32-Momentum,1_epoch,0.968,95.96,,,4,128,256,32,734.457,98.27
1786,2016-09-03 5:21,118,filter:4-conv1:128-conv2:256-fc:64-Momentum,1_epoch,1.03,97.16,,,4,128,256,64,735.487,98.27
1787,2016-09-03 5:21,981,filter:4-conv1:128-conv2:256-fc:128-Momentum,1_epoch,1.16,97.68,,,4,128,256,128,736.647,98.27
1788,2016-09-03 5:21,589,filter:4-conv1:128-conv2:256-fc:256-Momentum,1_epoch,0.863,97.95,,,4,128,256,256,737.51,98.27
1789,2016-09-03 5:21,422,filter:4-conv1:128-conv2:256-fc:512-Momentum,1_epoch,0.975,97.95,,,4,128,256,512,738.485,98.27
1790,2016-09-03 5:21,168,filter:4-conv1:128-conv2:512-fc:1-Momentum,1_epoch,1.48,10.28,,,4,128,512,1,739.965,98.27
1791,2016-09-03 5:21,923,filter:4-conv1:128-conv2:512-fc:2-Momentum,1_epoch,1.73,10.28,,,4,128,512,2,741.695,98.27
1792,2016-09-03 5:22,181,filter:4-conv1:128-conv2:512-fc:4-Momentum,1_epoch,1.33,10.28,,,4,128,512,4,743.025,98.27
1793,2016-09-03 5:22,550,filter:4-conv1:128-conv2:512-fc:8-Momentum,1_epoch,1.48,10.28,,,4,128,512,8,744.505,98.27
1794,2016-09-03 5:22,843,filter:4-conv1:128-conv2:512-fc:16-Momentum,1_epoch,1.52,33.55,,,4,128,512,16,746.025,98.27
1795,2016-09-03 5:22,588,filter:4-conv1:128-conv2:512-fc:32-Momentum,1_epoch,1.63,95.69,,,4,128,512,32,747.655,98.27
1796,2016-09-03 5:22,173,filter:4-conv1:128-conv2:512-fc:64-Momentum,1_epoch,1.43,93.23,,,4,128,512,64,749.085,98.27
1797,2016-09-03 5:22,923,filter:4-conv1:128-conv2:512-fc:128-Momentum,1_epoch,1.52,93.95,,,4,128,512,128,750.605,98.27
1798,2016-09-03 5:22,648,filter:4-conv1:128-conv2:512-fc:256-Momentum,1_epoch,1.57,96.72,,,4,128,512,256,752.175,98.27
1799,2016-09-03 5:22,274,filter:4-conv1:128-conv2:512-fc:512-Momentum,1_epoch,1.65,97.29,,,4,128,512,512,753.825,98.27
1800,2016-09-03 5:23,855,filter:4-conv1:256-conv2:1-fc:2-Momentum,1_epoch,0.638,40.24,,,4,256,1,2,754.463,98.27
1801,2016-09-03 5:23,866,filter:4-conv1:256-conv2:1-fc:4-Momentum,1_epoch,0.673,69.02,,,4,256,1,4,755.136,98.27
1802,2016-09-03 5:23,357,filter:4-conv1:256-conv2:1-fc:1-Momentum,1_epoch,0.813,24.26,,,4,256,1,1,755.949,98.27
1803,2016-09-03 5:23,913,filter:4-conv1:256-conv2:1-fc:8-Momentum,1_epoch,1.02,83.4,,,4,256,1,8,756.969,98.27
1804,2016-09-03 5:23,159,filter:4-conv1:256-conv2:1-fc:32-Momentum,1_epoch,0.635,92.67,,,4,256,1,32,757.604,98.27
1805,2016-09-03 5:23,452,filter:4-conv1:256-conv2:1-fc:64-Momentum,1_epoch,0.703,90.28,,,4,256,1,64,758.307,98.27
1806,2016-09-03 5:23,875,filter:4-conv1:256-conv2:1-fc:16-Momentum,1_epoch,0.784,90.76,,,4,256,1,16,759.091,98.27
1807,2016-09-03 5:23,160,filter:4-conv1:256-conv2:1-fc:128-Momentum,1_epoch,1.15,93.23,,,4,256,1,128,760.241,98.27
1808,2016-09-03 5:23,679,filter:4-conv1:256-conv2:2-fc:1-Momentum,1_epoch,0.673,22.6,,,4,256,2,1,760.914,98.27
1809,2016-09-03 5:23,865,filter:4-conv1:256-conv2:1-fc:512-Momentum,1_epoch,0.684,95.29,,,4,256,1,512,761.598,98.27
1810,2016-09-03 5:23,947,filter:4-conv1:256-conv2:2-fc:2-Momentum,1_epoch,0.776,44.82,,,4,256,2,2,762.374,98.27
1811,2016-09-03 5:23,381,filter:4-conv1:256-conv2:1-fc:256-Momentum,1_epoch,0.836,92.86,,,4,256,1,256,763.21,98.27
1812,2016-09-03 5:23,881,filter:4-conv1:256-conv2:2-fc:8-Momentum,1_epoch,0.646,85.56,,,4,256,2,8,763.856,98.27
