,Setting,Step,Param1,Param2,Param3,Param4,Elapsed Time,Metric1,Total Time,Best
1763,filter:8-conv1:512-conv2:128-fc:16-Momentum,1_epoch,8,512,128,16,2.46,10.28,1197.435,98.18
1764,filter:8-conv1:2-conv2:8-fc:64-Momentum,1_epoch,8,2,8,64,0.213,95.45,1197.648,98.18
1765,filter:8-conv1:128-conv2:8-fc:1-Momentum,1_epoch,8,128,8,1,0.482,10.28,1198.13,98.18
1766,filter:6-conv1:128-conv2:1-fc:2-Momentum,1_epoch,6,128,1,2,0.416,34.55,1198.546,98.18
1767,filter:4-conv1:128-conv2:1-fc:8-Momentum,1_epoch,4,128,1,8,0.833,82.74,1199.379,98.18
1768,filter:8-conv1:16-conv2:2-fc:512-Momentum,1_epoch,8,16,2,512,0.186,10.28,1199.565,98.18
1769,filter:6-conv1:4-conv2:512-fc:256-Momentum,1_epoch,6,4,512,256,0.462,96.54,1200.027,98.18
1770,filter:6-conv1:4-conv2:4-fc:64-Momentum,1_epoch,6,4,4,64,0.17,95.64,1200.197,98.18
1771,filter:2-conv1:8-conv2:1-fc:8-Momentum,1_epoch,2,8,1,8,0.531,70.62,1200.728,98.18
1772,filter:14-conv1:128-conv2:32-fc:256-Momentum,1_epoch,14,128,32,256,0.883,85.27,1201.611,98.18
1773,filter:14-conv1:16-conv2:16-fc:512-Momentum,1_epoch,14,16,16,512,0.239,95.68,1201.85,98.18
1774,filter:14-conv1:512-conv2:512-fc:32-Momentum,1_epoch,14,512,512,32,11.0,10.28,1212.85,98.18
1775,filter:2-conv1:4-conv2:1-fc:16-Momentum,1_epoch,2,4,1,16,0.223,78.99,1213.073,98.18
1776,filter:12-conv1:4-conv2:32-fc:256-Momentum,1_epoch,12,4,32,256,0.236,95.07,1213.309,98.18
1777,filter:8-conv1:64-conv2:4-fc:256-Momentum,1_epoch,8,64,4,256,0.281,94.72,1213.59,98.18
1778,filter:12-conv1:256-conv2:16-fc:4-Momentum,1_epoch,12,256,16,4,0.934,10.28,1214.524,98.18
1779,filter:14-conv1:1-conv2:128-fc:16-Momentum,1_epoch,14,1,128,16,0.421,85.52,1214.945,98.18
1780,filter:8-conv1:256-conv2:8-fc:128-Momentum,1_epoch,8,256,8,128,0.801,96.22,1215.746,98.18
1781,filter:2-conv1:32-conv2:1-fc:64-Momentum,1_epoch,2,32,1,64,0.285,88.97,1216.031,98.18
1782,filter:6-conv1:128-conv2:2-fc:128-Momentum,1_epoch,6,128,2,128,0.46,10.28,1216.491,98.18
1783,filter:2-conv1:8-conv2:16-fc:16-Momentum,1_epoch,2,8,16,16,0.227,89.02,1216.718,98.18
1784,filter:8-conv1:256-conv2:2-fc:2-Momentum,1_epoch,8,256,2,2,0.732,28.22,1217.45,98.18
1785,filter:12-conv1:2-conv2:32-fc:2-Momentum,1_epoch,12,2,32,2,0.197,55.52,1217.647,98.18
1786,filter:14-conv1:16-conv2:512-fc:64-Momentum,1_epoch,14,16,512,64,0.817,17.8,1218.464,98.18
1787,filter:14-conv1:512-conv2:128-fc:2-Momentum,1_epoch,14,512,128,2,3.98,10.28,1222.444,98.18
1788,filter:12-conv1:1-conv2:32-fc:4-Momentum,1_epoch,12,1,32,4,0.181,84.92,1222.625,98.18
1789,filter:14-conv1:8-conv2:2-fc:2-Momentum,1_epoch,14,8,2,2,0.191,51.98,1222.816,98.18
1790,filter:2-conv1:256-conv2:64-fc:4-Momentum,1_epoch,2,256,64,4,0.753,84.1,1223.569,98.18
1791,filter:6-conv1:1-conv2:256-fc:2-Momentum,1_epoch,6,1,256,2,0.34,20.57,1223.909,98.18
1792,filter:2-conv1:2-conv2:256-fc:2-Momentum,1_epoch,2,2,256,2,0.231,10.28,1224.14,98.18
1793,filter:8-conv1:128-conv2:4-fc:2-Momentum,1_epoch,8,128,4,2,0.512,46.58,1224.652,98.18
1794,filter:14-conv1:32-conv2:128-fc:128-Momentum,1_epoch,14,32,128,128,0.474,95.72,1225.126,98.18
1795,filter:2-conv1:8-conv2:8-fc:256-Momentum,1_epoch,2,8,8,256,0.261,93.55,1225.387,98.18
1796,filter:6-conv1:512-conv2:128-fc:512-Momentum,1_epoch,6,512,128,512,2.79,10.28,1228.177,98.18
1797,filter:12-conv1:2-conv2:1-fc:128-Momentum,1_epoch,12,2,1,128,0.294,94.56,1228.471,98.18
1798,filter:12-conv1:512-conv2:16-fc:128-Momentum,1_epoch,12,512,16,128,1.7,10.28,1230.171,98.18
1799,filter:6-conv1:4-conv2:8-fc:8-Momentum,1_epoch,6,4,8,8,0.161,91.75,1230.332,98.18
1800,filter:14-conv1:64-conv2:32-fc:32-Momentum,1_epoch,14,64,32,32,0.458,93.14,1230.79,98.18
1801,filter:2-conv1:1-conv2:64-fc:8-Momentum,1_epoch,2,1,64,8,0.467,61.48,1231.257,98.18
1802,filter:12-conv1:1-conv2:8-fc:128-Momentum,1_epoch,12,1,8,128,0.171,94.44,1231.428,98.18
1803,filter:12-conv1:64-conv2:128-fc:128-Momentum,1_epoch,12,64,128,128,0.571,10.28,1231.999,98.18
1804,filter:8-conv1:16-conv2:4-fc:256-Momentum,1_epoch,8,16,4,256,0.181,93.45,1232.18,98.18
1805,filter:4-conv1:1-conv2:512-fc:8-Momentum,1_epoch,4,1,512,8,0.308,10.28,1232.488,98.18
1806,filter:14-conv1:2-conv2:32-fc:32-Momentum,1_epoch,14,2,32,32,0.207,94.56,1232.695,98.18
1807,filter:14-conv1:4-conv2:2-fc:16-Momentum,1_epoch,14,4,2,16,0.222,93.87,1232.917,98.18
1808,filter:6-conv1:256-conv2:4-fc:16-Momentum,1_epoch,6,256,4,16,0.703,94.5,1233.62,98.18
1809,filter:14-conv1:16-conv2:2-fc:1-Momentum,1_epoch,14,16,2,1,0.381,25.25,1234.001,98.18
1810,filter:12-conv1:512-conv2:4-fc:32-Momentum,1_epoch,12,512,4,32,1.81,10.28,1235.811,98.18
1811,filter:12-conv1:2-conv2:2-fc:16-Momentum,1_epoch,12,2,2,16,0.274,93.8,1236.085,98.18
1812,filter:2-conv1:32-conv2:8-fc:512-Momentum,1_epoch,2,32,8,512,0.282,95.76,1236.367,98.18
1813,filter:8-conv1:16-conv2:128-fc:16-Momentum,1_epoch,8,16,128,16,0.39,88.81,1236.757,98.18
1814,filter:6-conv1:16-conv2:4-fc:1-Momentum,1_epoch,6,16,4,1,0.245,10.28,1237.002,98.18
1815,filter:6-conv1:512-conv2:32-fc:16-Momentum,1_epoch,6,512,32,16,1.54,10.28,1238.542,98.18
1816,filter:4-conv1:1-conv2:4-fc:128-Momentum,1_epoch,4,1,4,128,0.225,94.18,1238.767,98.18
1817,filter:2-conv1:64-conv2:64-fc:8-Momentum,1_epoch,2,64,64,8,0.399,89.33,1239.166,98.18
1818,filter:8-conv1:4-conv2:4-fc:32-Momentum,1_epoch,8,4,4,32,0.368,95.25,1239.534,98.18
1819,filter:4-conv1:2-conv2:16-fc:512-Momentum,1_epoch,4,2,16,512,0.357,96.73,1239.891,98.18
1820,filter:2-conv1:16-conv2:8-fc:2-Momentum,1_epoch,2,16,8,2,0.276,23.94,1240.167,98.18
1821,filter:14-conv1:64-conv2:2-fc:32-Momentum,1_epoch,14,64,2,32,0.399,92.55,1240.566,98.18
1822,filter:4-conv1:256-conv2:32-fc:32-Momentum,1_epoch,4,256,32,32,1.16,97.15,1241.726,98.18
1823,filter:6-conv1:128-conv2:1-fc:1-Momentum,1_epoch,6,128,1,1,0.499,25.06,1242.225,98.18
1824,filter:4-conv1:4-conv2:16-fc:128-Momentum,1_epoch,4,4,16,128,0.346,97.18,1242.571,98.18
1825,filter:4-conv1:32-conv2:16-fc:512-Momentum,1_epoch,4,32,16,512,0.44,98.1,1243.011,98.18
1826,filter:12-conv1:2-conv2:512-fc:1-Momentum,1_epoch,12,2,512,1,0.61,10.28,1243.621,98.18
1827,filter:6-conv1:64-conv2:4-fc:128-Momentum,1_epoch,6,64,4,128,0.607,96.98,1244.228,98.18
1828,filter:4-conv1:128-conv2:8-fc:16-Momentum,1_epoch,4,128,8,16,0.421,96.08,1244.649,98.18
1829,filter:2-conv1:4-conv2:256-fc:4-Momentum,1_epoch,2,4,256,4,0.444,79.14,1245.093,98.18
1830,filter:2-conv1:128-conv2:16-fc:4-Momentum,1_epoch,2,128,16,4,0.381,78.32,1245.474,98.18
1831,filter:12-conv1:2-conv2:128-fc:256-Momentum,1_epoch,12,2,128,256,0.43,93.34,1245.904,98.18
1832,filter:8-conv1:1-conv2:256-fc:32-Momentum,1_epoch,8,1,256,32,0.243,91.69,1246.147,98.18
1833,filter:6-conv1:1-conv2:2-fc:1-Momentum,1_epoch,6,1,2,1,0.147,26.6,1246.294,98.18
1834,filter:2-conv1:16-conv2:512-fc:16-Momentum,1_epoch,2,16,512,16,0.463,88.58,1246.757,98.18
1835,filter:14-conv1:16-conv2:512-fc:512-Momentum,1_epoch,14,16,512,512,1.03,91.3,1247.787,98.18
1836,filter:2-conv1:2-conv2:1-fc:512-Momentum,1_epoch,2,2,1,512,0.149,10.28,1247.936,98.18
1837,filter:14-conv1:8-conv2:2-fc:16-Momentum,1_epoch,14,8,2,16,0.2,93.32,1248.136,98.18
1838,filter:6-conv1:64-conv2:16-fc:4-Momentum,1_epoch,6,64,16,4,0.462,62.61,1248.598,98.18
1839,filter:4-conv1:1-conv2:256-fc:16-Momentum,1_epoch,4,1,256,16,0.233,90.85,1248.831,98.18
1840,filter:4-conv1:64-conv2:64-fc:1-Momentum,1_epoch,4,64,64,1,0.352,10.28,1249.183,98.18
1841,filter:8-conv1:256-conv2:256-fc:32-Momentum,1_epoch,8,256,256,32,1.94,10.28,1251.123,98.18
1842,filter:4-conv1:64-conv2:1-fc:64-Momentum,1_epoch,4,64,1,64,0.289,93.2,1251.412,98.18
1843,filter:2-conv1:64-conv2:32-fc:512-Momentum,1_epoch,2,64,32,512,0.708,96.52,1252.12,98.18
1844,filter:4-conv1:1-conv2:16-fc:512-Momentum,1_epoch,4,1,16,512,0.142,95.88,1252.262,98.18
1845,filter:2-conv1:8-conv2:512-fc:32-Momentum,1_epoch,2,8,512,32,0.637,89.78,1252.899,98.18
1846,filter:4-conv1:4-conv2:32-fc:1-Momentum,1_epoch,4,4,32,1,0.159,29.04,1253.058,98.18
1847,filter:2-conv1:4-conv2:16-fc:256-Momentum,1_epoch,2,4,16,256,0.324,94.98,1253.382,98.18
1848,filter:14-conv1:4-conv2:2-fc:2-Momentum,1_epoch,14,4,2,2,0.184,36.62,1253.566,98.18
1849,filter:12-conv1:8-conv2:512-fc:8-Momentum,1_epoch,12,8,512,8,0.739,28.33,1254.305,98.18
1850,filter:12-conv1:4-conv2:8-fc:32-Momentum,1_epoch,12,4,8,32,0.289,94.57,1254.594,98.18
1851,filter:8-conv1:4-conv2:32-fc:4-Momentum,1_epoch,8,4,32,4,0.172,81.43,1254.766,98.18
1852,filter:12-conv1:256-conv2:512-fc:64-Momentum,1_epoch,12,256,512,64,4.53,10.28,1259.296,98.18
1853,filter:2-conv1:4-conv2:256-fc:2-Momentum,1_epoch,2,4,256,2,0.284,10.28,1259.58,98.18
1854,filter:8-conv1:1-conv2:64-fc:16-Momentum,1_epoch,8,1,64,16,0.179,93.74,1259.759,98.18
1855,filter:8-conv1:16-conv2:16-fc:1-Momentum,1_epoch,8,16,16,1,0.191,10.28,1259.95,98.18
1856,filter:12-conv1:64-conv2:256-fc:2-Momentum,1_epoch,12,64,256,2,0.868,10.28,1260.818,98.18
1857,filter:6-conv1:8-conv2:8-fc:2-Momentum,1_epoch,6,8,8,2,0.274,45.59,1261.092,98.18
1858,filter:2-conv1:128-conv2:128-fc:64-Momentum,1_epoch,2,128,128,64,0.482,95.74,1261.574,98.18
1859,filter:14-conv1:1-conv2:16-fc:512-Momentum,1_epoch,14,1,16,512,0.185,94.91,1261.759,98.18
1860,filter:14-conv1:8-conv2:16-fc:8-Momentum,1_epoch,14,8,16,8,0.221,91.11,1261.98,98.18
1861,filter:14-conv1:32-conv2:32-fc:8-Momentum,1_epoch,14,32,32,8,0.304,56.98,1262.284,98.18
1862,filter:4-conv1:2-conv2:256-fc:128-Momentum,1_epoch,4,2,256,128,0.648,95.34,1262.932,98.18
1863,filter:8-conv1:512-conv2:512-fc:8-Momentum,1_epoch,8,512,512,8,6.39,10.28,1269.322,98.18
1864,filter:8-conv1:512-conv2:4-fc:64-Momentum,1_epoch,8,512,4,64,1.56,10.28,1270.882,98.18
1865,filter:8-conv1:4-conv2:256-fc:16-Momentum,1_epoch,8,4,256,16,0.57,91.33,1271.452,98.18
1866,filter:6-conv1:256-conv2:8-fc:16-Momentum,1_epoch,6,256,8,16,0.789,95.54,1272.241,98.18
1867,filter:6-conv1:1-conv2:4-fc:512-Momentum,1_epoch,6,1,4,512,0.155,94.65,1272.396,98.18
1868,filter:8-conv1:512-conv2:1-fc:256-Momentum,1_epoch,8,512,1,256,1.41,10.28,1273.806,98.18
1869,filter:14-conv1:2-conv2:128-fc:32-Momentum,1_epoch,14,2,128,32,0.478,93.58,1274.284,98.18
1870,filter:4-conv1:4-conv2:1-fc:64-Momentum,1_epoch,4,4,1,64,0.302,90.76,1274.586,98.18
1871,filter:8-conv1:64-conv2:128-fc:8-Momentum,1_epoch,8,64,128,8,0.489,10.28,1275.075,98.18
1872,filter:6-conv1:512-conv2:512-fc:4-Momentum,1_epoch,6,512,512,4,5.75,10.28,1280.825,98.18
1873,filter:8-conv1:128-conv2:2-fc:128-Momentum,1_epoch,8,128,2,128,0.454,10.28,1281.279,98.18
1874,filter:4-conv1:64-conv2:256-fc:256-Momentum,1_epoch,4,64,256,256,0.567,97.55,1281.846,98.18
1875,filter:2-conv1:64-conv2:1-fc:64-Momentum,1_epoch,2,64,1,64,0.228,89.66,1282.074,98.18
1876,filter:2-conv1:64-conv2:2-fc:16-Momentum,1_epoch,2,64,2,16,0.249,87.73,1282.323,98.18
1877,filter:4-conv1:512-conv2:8-fc:256-Momentum,1_epoch,4,512,8,256,1.35,95.53,1283.673,98.18
1878,filter:4-conv1:512-conv2:256-fc:1-Momentum,1_epoch,4,512,256,1,2.95,10.28,1286.623,98.18
1879,filter:14-conv1:1-conv2:16-fc:128-Momentum,1_epoch,14,1,16,128,0.178,91.9,1286.801,98.18
1880,filter:8-conv1:4-conv2:4-fc:512-Momentum,1_epoch,8,4,4,512,0.272,97.28,1287.073,98.18
1881,filter:6-conv1:64-conv2:4-fc:2-Momentum,1_epoch,6,64,4,2,0.306,53.85,1287.379,98.18
1882,filter:8-conv1:32-conv2:64-fc:8-Momentum,1_epoch,8,32,64,8,0.315,85.74,1287.694,98.18
1883,filter:12-conv1:8-conv2:64-fc:16-Momentum,1_epoch,12,8,64,16,0.484,81.3,1288.178,98.18
1884,filter:12-conv1:32-conv2:8-fc:16-Momentum,1_epoch,12,32,8,16,0.263,96.33,1288.441,98.18
1885,filter:12-conv1:2-conv2:4-fc:4-Momentum,1_epoch,12,2,4,4,0.415,79.89,1288.856,98.18
1886,filter:8-conv1:512-conv2:1-fc:1-Momentum,1_epoch,8,512,1,1,1.29,10.22,1290.146,98.18
1887,filter:6-conv1:2-conv2:256-fc:16-Momentum,1_epoch,6,2,256,16,0.334,95.18,1290.48,98.18
1888,filter:2-conv1:256-conv2:512-fc:64-Momentum,1_epoch,2,256,512,64,1.17,94.21,1291.65,98.18
1889,filter:12-conv1:256-conv2:1-fc:128-Momentum,1_epoch,12,256,1,128,0.964,93.08,1292.614,98.18
1890,filter:14-conv1:512-conv2:32-fc:64-Momentum,1_epoch,14,512,32,64,2.33,10.28,1294.944,98.18
1891,filter:2-conv1:4-conv2:8-fc:512-Momentum,1_epoch,2,4,8,512,0.428,91.78,1295.372,98.18
1892,filter:2-conv1:512-conv2:512-fc:64-Momentum,1_epoch,2,512,512,64,2.09,94.44,1297.462,98.18
1893,filter:2-conv1:8-conv2:16-fc:512-Momentum,1_epoch,2,8,16,512,0.26,96.18,1297.722,98.18
1894,filter:6-conv1:256-conv2:256-fc:256-Momentum,1_epoch,6,256,256,256,1.79,10.28,1299.512,98.18
1895,filter:2-conv1:4-conv2:128-fc:8-Momentum,1_epoch,2,4,128,8,0.29,10.28,1299.802,98.18
1896,filter:2-conv1:256-conv2:4-fc:8-Momentum,1_epoch,2,256,4,8,0.958,84.26,1300.76,98.18
1897,filter:14-conv1:2-conv2:32-fc:64-Momentum,1_epoch,14,2,32,64,0.207,94.8,1300.967,98.18
1898,filter:6-conv1:1-conv2:8-fc:1-Momentum,1_epoch,6,1,8,1,0.148,30.47,1301.115,98.18
1899,filter:14-conv1:4-conv2:512-fc:512-Momentum,1_epoch,14,4,512,512,0.882,90.68,1301.997,98.18
1900,filter:6-conv1:512-conv2:8-fc:64-Momentum,1_epoch,6,512,8,64,1.27,92.93,1303.267,98.18
1901,filter:2-conv1:16-conv2:8-fc:256-Momentum,1_epoch,2,16,8,256,0.27,95.04,1303.537,98.18
1902,filter:8-conv1:16-conv2:16-fc:4-Momentum,1_epoch,8,16,16,4,0.269,85.75,1303.806,98.18
1903,filter:2-conv1:256-conv2:64-fc:256-Momentum,1_epoch,2,256,64,256,0.67,97.0,1304.476,98.18
1904,filter:6-conv1:256-conv2:8-fc:32-Momentum,1_epoch,6,256,8,32,1.18,95.98,1305.656,98.18
1905,filter:8-conv1:256-conv2:256-fc:4-Momentum,1_epoch,8,256,256,4,1.81,10.28,1307.466,98.18
1906,filter:2-conv1:64-conv2:4-fc:2-Momentum,1_epoch,2,64,4,2,0.283,47.73,1307.749,98.18
1907,filter:2-conv1:16-conv2:128-fc:4-Momentum,1_epoch,2,16,128,4,0.38,66.02,1308.129,98.18
1908,filter:6-conv1:512-conv2:64-fc:4-Momentum,1_epoch,6,512,64,4,1.79,10.28,1309.919,98.18
1909,filter:8-conv1:1-conv2:128-fc:256-Momentum,1_epoch,8,1,128,256,0.212,94.98,1310.131,98.18
1910,filter:4-conv1:128-conv2:256-fc:4-Momentum,1_epoch,4,128,256,4,0.993,44.5,1311.124,98.18
1911,filter:12-conv1:256-conv2:16-fc:2-Momentum,1_epoch,12,256,16,2,1.13,39.77,1312.254,98.18
1912,filter:4-conv1:4-conv2:16-fc:2-Momentum,1_epoch,4,4,16,2,0.257,50.24,1312.511,98.18
1913,filter:2-conv1:16-conv2:128-fc:8-Momentum,1_epoch,2,16,128,8,0.213,86.54,1312.724,98.18
1914,filter:8-conv1:128-conv2:128-fc:1-Momentum,1_epoch,8,128,128,1,0.828,10.28,1313.552,98.18
1915,filter:4-conv1:512-conv2:8-fc:16-Momentum,1_epoch,4,512,8,16,1.35,95.12,1314.902,98.18
1916,filter:12-conv1:2-conv2:512-fc:4-Momentum,1_epoch,12,2,512,4,0.52,21.21,1315.422,98.18
1917,filter:4-conv1:4-conv2:128-fc:2-Momentum,1_epoch,4,4,128,2,0.785,25.69,1316.207,98.18
1918,filter:2-conv1:2-conv2:128-fc:64-Momentum,1_epoch,2,2,128,64,0.274,93.83,1316.481,98.18
1919,filter:6-conv1:16-conv2:8-fc:256-Momentum,1_epoch,6,16,8,256,0.19,97.59,1316.671,98.18
1920,filter:2-conv1:2-conv2:128-fc:16-Momentum,1_epoch,2,2,128,16,0.311,87.07,1316.982,98.18
1921,filter:6-conv1:256-conv2:64-fc:16-Momentum,1_epoch,6,256,64,16,0.968,10.28,1317.95,98.18
1922,filter:6-conv1:1-conv2:64-fc:256-Momentum,1_epoch,6,1,64,256,0.219,96.52,1318.169,98.18
1923,filter:6-conv1:256-conv2:1-fc:8-Momentum,1_epoch,6,256,1,8,1.02,89.52,1319.189,98.18
1924,filter:6-conv1:64-conv2:256-fc:4-Momentum,1_epoch,6,64,256,4,0.703,10.28,1319.892,98.18
1925,filter:2-conv1:2-conv2:4-fc:4-Momentum,1_epoch,2,2,4,4,0.127,10.28,1320.019,98.18
1926,filter:6-conv1:32-conv2:8-fc:2-Momentum,1_epoch,6,32,8,2,0.291,36.19,1320.31,98.18
1927,filter:2-conv1:2-conv2:2-fc:4-Momentum,1_epoch,2,2,2,4,0.143,10.28,1320.453,98.18
1928,filter:4-conv1:64-conv2:1-fc:16-Momentum,1_epoch,4,64,1,16,0.267,90.83,1320.72,98.18
1929,filter:2-conv1:8-conv2:2-fc:16-Momentum,1_epoch,2,8,2,16,0.143,80.44,1320.863,98.18
1930,filter:2-conv1:1-conv2:1-fc:512-Momentum,1_epoch,2,1,1,512,0.145,10.28,1321.008,98.18
1931,filter:8-conv1:32-conv2:2-fc:256-Momentum,1_epoch,8,32,2,256,0.216,10.28,1321.224,98.18
1932,filter:8-conv1:1-conv2:16-fc:2-Momentum,1_epoch,8,1,16,2,0.253,45.45,1321.477,98.18
1933,filter:4-conv1:32-conv2:1-fc:32-Momentum,1_epoch,4,32,1,32,0.202,88.86,1321.679,98.18
1934,filter:8-conv1:4-conv2:128-fc:4-Momentum,1_epoch,8,4,128,4,0.223,27.98,1321.902,98.18
1935,filter:14-conv1:2-conv2:32-fc:8-Momentum,1_epoch,14,2,32,8,0.2,91.32,1322.102,98.18
1936,filter:4-conv1:4-conv2:4-fc:32-Momentum,1_epoch,4,4,4,32,0.156,94.47,1322.258,98.18
1937,filter:8-conv1:64-conv2:512-fc:256-Momentum,1_epoch,8,64,512,256,1.39,58.21,1323.648,98.18
1938,filter:2-conv1:16-conv2:8-fc:64-Momentum,1_epoch,2,16,8,64,0.167,93.97,1323.815,98.18
1939,filter:14-conv1:16-conv2:4-fc:2-Momentum,1_epoch,14,16,4,2,0.204,49.59,1324.019,98.18
1940,filter:4-conv1:512-conv2:64-fc:128-Momentum,1_epoch,4,512,64,128,2.0,97.46,1326.019,98.18
1941,filter:12-conv1:64-conv2:8-fc:256-Momentum,1_epoch,12,64,8,256,0.389,93.28,1326.408,98.18
1942,filter:12-conv1:4-conv2:4-fc:2-Momentum,1_epoch,12,4,4,2,0.31,28.17,1326.718,98.18
1943,filter:2-conv1:64-conv2:16-fc:1-Momentum,1_epoch,2,64,16,1,0.244,28.14,1326.962,98.18
1944,filter:4-conv1:8-conv2:128-fc:64-Momentum,1_epoch,4,8,128,64,0.301,97.27,1327.263,98.18
1945,filter:12-conv1:32-conv2:1-fc:512-Momentum,1_epoch,12,32,1,512,0.375,10.28,1327.638,98.18
1946,filter:8-conv1:128-conv2:128-fc:8-Momentum,1_epoch,8,128,128,8,0.916,10.28,1328.554,98.18
1947,filter:6-conv1:128-conv2:64-fc:2-Momentum,1_epoch,6,128,64,2,0.61,10.28,1329.164,98.18
1948,filter:4-conv1:8-conv2:8-fc:16-Momentum,1_epoch,4,8,8,16,0.275,95.34,1329.439,98.18
1949,filter:2-conv1:256-conv2:32-fc:8-Momentum,1_epoch,2,256,32,8,0.568,91.47,1330.007,98.18
1950,filter:8-conv1:4-conv2:8-fc:64-Momentum,1_epoch,8,4,8,64,0.275,96.34,1330.282,98.18
1951,filter:4-conv1:8-conv2:256-fc:4-Momentum,1_epoch,4,8,256,4,0.347,23.05,1330.629,98.18
1952,filter:6-conv1:128-conv2:128-fc:1-Momentum,1_epoch,6,128,128,1,0.736,10.28,1331.365,98.18
1953,filter:6-conv1:64-conv2:1-fc:1-Momentum,1_epoch,6,64,1,1,0.388,24.06,1331.753,98.18
1954,filter:6-conv1:1-conv2:512-fc:32-Momentum,1_epoch,6,1,512,32,0.776,91.94,1332.529,98.18
1955,filter:6-conv1:4-conv2:32-fc:128-Momentum,1_epoch,6,4,32,128,0.168,97.31,1332.697,98.18
1956,filter:4-conv1:16-conv2:2-fc:2-Momentum,1_epoch,4,16,2,2,0.252,42.6,1332.949,98.18
1957,filter:12-conv1:8-conv2:1-fc:8-Momentum,1_epoch,12,8,1,8,0.192,89.33,1333.141,98.18
1958,filter:6-conv1:2-conv2:128-fc:2-Momentum,1_epoch,6,2,128,2,0.713,53.23,1333.854,98.18
1959,filter:2-conv1:1-conv2:128-fc:1-Momentum,1_epoch,2,1,128,1,0.244,10.28,1334.098,98.18
1960,filter:14-conv1:16-conv2:2-fc:8-Momentum,1_epoch,14,16,2,8,0.251,92.17,1334.349,98.18
1961,filter:6-conv1:16-conv2:128-fc:1-Momentum,1_epoch,6,16,128,1,0.442,10.28,1334.791,98.18
1962,filter:8-conv1:128-conv2:16-fc:8-Momentum,1_epoch,8,128,16,8,0.475,80.21,1335.266,98.18
1963,filter:4-conv1:2-conv2:8-fc:16-Momentum,1_epoch,4,2,8,16,0.169,93.64,1335.435,98.18
1964,filter:12-conv1:16-conv2:8-fc:8-Momentum,1_epoch,12,16,8,8,0.297,87.48,1335.732,98.18
1965,filter:2-conv1:4-conv2:64-fc:128-Momentum,1_epoch,2,4,64,128,0.17,94.04,1335.902,98.18
1966,filter:12-conv1:8-conv2:16-fc:2-Momentum,1_epoch,12,8,16,2,0.466,19.42,1336.368,98.18
1967,filter:12-conv1:1-conv2:16-fc:2-Momentum,1_epoch,12,1,16,2,0.43,57.18,1336.798,98.18
1968,filter:6-conv1:8-conv2:8-fc:512-Momentum,1_epoch,6,8,8,512,0.69,97.7,1337.488,98.18
1969,filter:4-conv1:16-conv2:1-fc:2-Momentum,1_epoch,4,16,1,2,0.28,40.23,1337.768,98.18
1970,filter:2-conv1:4-conv2:16-fc:8-Momentum,1_epoch,2,4,16,8,0.161,80.89,1337.929,98.18
1971,filter:12-conv1:256-conv2:1-fc:2-Momentum,1_epoch,12,256,1,2,0.956,50.93,1338.885,98.18
1972,filter:12-conv1:2-conv2:512-fc:256-Momentum,1_epoch,12,2,512,256,0.622,85.13,1339.507,98.18
1973,filter:14-conv1:1-conv2:128-fc:1-Momentum,1_epoch,14,1,128,1,0.382,10.28,1339.889,98.18
1974,filter:12-conv1:8-conv2:16-fc:256-Momentum,1_epoch,12,8,16,256,0.214,96.65,1340.103,98.18
1975,filter:8-conv1:256-conv2:16-fc:64-Momentum,1_epoch,8,256,16,64,0.788,96.57,1340.891,98.18
1976,filter:14-conv1:8-conv2:128-fc:2-Momentum,1_epoch,14,8,128,2,0.387,10.28,1341.278,98.18
1977,filter:14-conv1:32-conv2:4-fc:8-Momentum,1_epoch,14,32,4,8,0.256,81.39,1341.534,98.18
1978,filter:4-conv1:128-conv2:256-fc:256-Momentum,1_epoch,4,128,256,256,0.863,97.95,1342.397,98.18
1979,filter:2-conv1:4-conv2:32-fc:32-Momentum,1_epoch,2,4,32,32,0.166,92.4,1342.563,98.18
1980,filter:12-conv1:256-conv2:32-fc:32-Momentum,1_epoch,12,256,32,32,1.08,10.28,1343.643,98.18
1981,filter:4-conv1:512-conv2:256-fc:256-Momentum,1_epoch,4,512,256,256,2.98,97.08,1346.623,98.18
1982,filter:4-conv1:16-conv2:32-fc:4-Momentum,1_epoch,4,16,32,4,0.193,83.43,1346.816,98.18
1983,filter:14-conv1:256-conv2:512-fc:32-Momentum,1_epoch,14,256,512,32,5.49,10.28,1352.306,98.18
1984,filter:2-conv1:32-conv2:1-fc:4-Momentum,1_epoch,2,32,1,4,0.327,71.61,1352.633,98.18
1985,filter:6-conv1:1-conv2:8-fc:512-Momentum,1_epoch,6,1,8,512,0.208,96.35,1352.841,98.18
1986,filter:4-conv1:128-conv2:2-fc:2-Momentum,1_epoch,4,128,2,2,0.477,36.1,1353.318,98.18
1987,filter:14-conv1:256-conv2:128-fc:128-Momentum,1_epoch,14,256,128,128,2.19,10.28,1355.508,98.18
1988,filter:4-conv1:2-conv2:256-fc:64-Momentum,1_epoch,4,2,256,64,0.293,95.89,1355.801,98.18
1989,filter:12-conv1:128-conv2:128-fc:2-Momentum,1_epoch,12,128,128,2,0.92,10.28,1356.721,98.18
1990,filter:8-conv1:256-conv2:32-fc:128-Momentum,1_epoch,8,256,32,128,0.929,96.12,1357.65,98.18
