,Setting,Step,Param1,Param2,Param3,Param4,Elapsed Time,Metric1,Total Time,Best
32,filter:12-conv1:4-conv2:64-fc:2-Momentum,1_epoch,12,4,64,2,0.383,10.28,19.493,97.9
33,filter:12-conv1:2-conv2:64-fc:4-Momentum,1_epoch,12,2,64,4,0.221,29.14,19.714,97.9
34,filter:8-conv1:1-conv2:64-fc:256-Momentum,1_epoch,8,1,64,256,0.41,96.2,20.124,97.9
35,filter:14-conv1:128-conv2:2-fc:128-Momentum,1_epoch,14,128,2,128,0.627,10.28,20.751,97.9
36,filter:12-conv1:256-conv2:128-fc:1-Momentum,1_epoch,12,256,128,1,1.74,10.28,22.491,97.9
37,filter:2-conv1:128-conv2:1-fc:2-Momentum,1_epoch,2,128,1,2,0.397,39.05,22.888,97.9
38,filter:6-conv1:256-conv2:4-fc:512-Momentum,1_epoch,6,256,4,512,0.74,10.28,23.628,97.9
39,filter:14-conv1:16-conv2:8-fc:32-Momentum,1_epoch,14,16,8,32,0.212,96.47,23.84,97.9
40,filter:4-conv1:16-conv2:64-fc:32-Momentum,1_epoch,4,16,64,32,0.257,96.96,24.097,97.9
41,filter:6-conv1:128-conv2:512-fc:2-Momentum,1_epoch,6,128,512,2,1.88,10.28,25.977,97.9
42,filter:14-conv1:4-conv2:1-fc:1-Momentum,1_epoch,14,4,1,1,0.184,25.59,26.161,97.9
43,filter:4-conv1:2-conv2:2-fc:4-Momentum,1_epoch,4,2,2,4,0.183,65.76,26.344,97.9
44,filter:14-conv1:128-conv2:512-fc:256-Momentum,1_epoch,14,128,512,256,2.96,10.28,29.304,97.9
45,filter:4-conv1:32-conv2:8-fc:16-Momentum,1_epoch,4,32,8,16,0.202,95.5,29.506,97.9
46,filter:6-conv1:32-conv2:1-fc:4-Momentum,1_epoch,6,32,1,4,0.303,78.24,29.809,97.9
47,filter:4-conv1:64-conv2:128-fc:1-Momentum,1_epoch,4,64,128,1,0.41,10.28,30.219,97.9
48,filter:14-conv1:128-conv2:16-fc:512-Momentum,1_epoch,14,128,16,512,0.752,10.28,30.971,97.9
49,filter:12-conv1:4-conv2:2-fc:1-Momentum,1_epoch,12,4,2,1,0.18,29.15,31.151,97.9
50,filter:12-conv1:64-conv2:8-fc:8-Momentum,1_epoch,12,64,8,8,0.35,92.92,31.501,97.9
51,filter:12-conv1:128-conv2:128-fc:32-Momentum,1_epoch,12,128,128,32,1.09,10.28,32.591,97.9
52,filter:2-conv1:512-conv2:16-fc:4-Momentum,1_epoch,2,512,16,4,1.08,80.24,33.671,97.9
53,filter:6-conv1:128-conv2:64-fc:4-Momentum,1_epoch,6,128,64,4,0.621,60.24,34.292,97.9
54,filter:12-conv1:32-conv2:8-fc:64-Momentum,1_epoch,12,32,8,64,0.324,97.05,34.616,97.9
55,filter:6-conv1:128-conv2:2-fc:512-Momentum,1_epoch,6,128,2,512,0.455,10.28,35.071,97.9
56,filter:4-conv1:8-conv2:2-fc:4-Momentum,1_epoch,4,8,2,4,0.274,74.48,35.345,97.9
57,filter:8-conv1:2-conv2:64-fc:512-Momentum,1_epoch,8,2,64,512,0.503,96.59,35.848,97.9
58,filter:12-conv1:2-conv2:32-fc:512-Momentum,1_epoch,12,2,32,512,0.21,94.8,36.058,97.9
59,filter:2-conv1:8-conv2:256-fc:4-Momentum,1_epoch,2,8,256,4,0.365,39.69,36.423,97.9
60,filter:14-conv1:4-conv2:2-fc:512-Momentum,1_epoch,14,4,2,512,0.187,10.28,36.61,97.9
61,filter:8-conv1:64-conv2:16-fc:8-Momentum,1_epoch,8,64,16,8,0.305,90.27,36.915,97.9
62,filter:8-conv1:8-conv2:2-fc:256-Momentum,1_epoch,8,8,2,256,0.171,95.48,37.086,97.9
63,filter:14-conv1:32-conv2:64-fc:2-Momentum,1_epoch,14,32,64,2,0.373,10.28,37.459,97.9
64,filter:6-conv1:16-conv2:4-fc:16-Momentum,1_epoch,6,16,4,16,0.174,94.93,37.633,97.9
65,filter:12-conv1:512-conv2:512-fc:8-Momentum,1_epoch,12,512,512,8,9.69,10.28,47.323,97.9
66,filter:4-conv1:1-conv2:8-fc:4-Momentum,1_epoch,4,1,8,4,0.305,53.43,47.628,97.9
67,filter:8-conv1:256-conv2:16-fc:512-Momentum,1_epoch,8,256,16,512,0.768,10.28,48.396,97.9
68,filter:14-conv1:2-conv2:128-fc:128-Momentum,1_epoch,14,2,128,128,0.302,92.97,48.698,97.9
69,filter:8-conv1:64-conv2:64-fc:256-Momentum,1_epoch,8,64,64,256,0.432,98.05,49.13,98.05
70,filter:4-conv1:64-conv2:8-fc:16-Momentum,1_epoch,4,64,8,16,0.315,96.01,49.445,98.05
71,filter:6-conv1:1-conv2:32-fc:2-Momentum,1_epoch,6,1,32,2,0.222,47.76,49.667,98.05
72,filter:14-conv1:16-conv2:1-fc:4-Momentum,1_epoch,14,16,1,4,0.376,84.83,50.043,98.05
73,filter:12-conv1:2-conv2:8-fc:256-Momentum,1_epoch,12,2,8,256,0.182,95.46,50.225,98.05
74,filter:6-conv1:512-conv2:16-fc:2-Momentum,1_epoch,6,512,16,2,1.37,10.28,51.595,98.05
75,filter:4-conv1:64-conv2:2-fc:8-Momentum,1_epoch,4,64,2,8,0.274,90.03,51.869,98.05
76,filter:12-conv1:512-conv2:4-fc:256-Momentum,1_epoch,12,512,4,256,1.87,10.28,53.739,98.05
77,filter:14-conv1:256-conv2:256-fc:32-Momentum,1_epoch,14,256,256,32,3.2,10.28,56.939,98.05
78,filter:14-conv1:512-conv2:4-fc:128-Momentum,1_epoch,14,512,4,128,1.99,10.28,58.929,98.05
79,filter:8-conv1:128-conv2:8-fc:256-Momentum,1_epoch,8,128,8,256,0.458,96.12,59.387,98.05
80,filter:8-conv1:4-conv2:32-fc:64-Momentum,1_epoch,8,4,32,64,0.185,97.41,59.572,98.05
81,filter:12-conv1:32-conv2:4-fc:32-Momentum,1_epoch,12,32,4,32,0.364,93.62,59.936,98.05
82,filter:4-conv1:4-conv2:16-fc:32-Momentum,1_epoch,4,4,16,32,0.245,95.69,60.181,98.05
83,filter:8-conv1:256-conv2:128-fc:512-Momentum,1_epoch,8,256,128,512,1.27,10.28,61.451,98.05
84,filter:6-conv1:64-conv2:1-fc:8-Momentum,1_epoch,6,64,1,8,0.789,89.97,62.24,98.05
85,filter:6-conv1:4-conv2:4-fc:16-Momentum,1_epoch,6,4,4,16,0.31,91.46,62.55,98.05
86,filter:12-conv1:1-conv2:128-fc:512-Momentum,1_epoch,12,1,128,512,0.323,93.95,62.873,98.05
87,filter:14-conv1:512-conv2:64-fc:2-Momentum,1_epoch,14,512,64,2,2.84,10.28,65.713,98.05
88,filter:6-conv1:32-conv2:4-fc:512-Momentum,1_epoch,6,32,4,512,0.237,95.0,65.95,98.05
89,filter:14-conv1:1-conv2:4-fc:4-Momentum,1_epoch,14,1,4,4,0.347,80.15,66.297,98.05
90,filter:4-conv1:1-conv2:32-fc:16-Momentum,1_epoch,4,1,32,16,0.274,93.61,66.571,98.05
91,filter:12-conv1:32-conv2:16-fc:512-Momentum,1_epoch,12,32,16,512,0.27,95.98,66.841,98.05
92,filter:2-conv1:4-conv2:1-fc:8-Momentum,1_epoch,2,4,1,8,0.51,68.46,67.351,98.05
93,filter:2-conv1:32-conv2:256-fc:32-Momentum,1_epoch,2,32,256,32,0.291,93.63,67.642,98.05
94,filter:14-conv1:8-conv2:64-fc:4-Momentum,1_epoch,14,8,64,4,0.33,10.28,67.972,98.05
95,filter:2-conv1:64-conv2:128-fc:1-Momentum,1_epoch,2,64,128,1,0.39,10.28,68.362,98.05
96,filter:2-conv1:1-conv2:256-fc:256-Momentum,1_epoch,2,1,256,256,0.266,94.8,68.628,98.05
97,filter:2-conv1:512-conv2:1-fc:64-Momentum,1_epoch,2,512,1,64,1.07,88.54,69.698,98.05
98,filter:4-conv1:256-conv2:64-fc:8-Momentum,1_epoch,4,256,64,8,1.45,91.74,71.148,98.05
99,filter:6-conv1:256-conv2:4-fc:1-Momentum,1_epoch,6,256,4,1,0.778,10.28,71.926,98.05
100,filter:8-conv1:8-conv2:1-fc:128-Momentum,1_epoch,8,8,1,128,0.162,94.6,72.088,98.05
101,filter:2-conv1:8-conv2:64-fc:4-Momentum,1_epoch,2,8,64,4,0.19,10.28,72.278,98.05
102,filter:2-conv1:1-conv2:256-fc:16-Momentum,1_epoch,2,1,256,16,0.323,69.12,72.601,98.05
103,filter:14-conv1:2-conv2:256-fc:512-Momentum,1_epoch,14,2,256,512,0.544,90.16,73.145,98.05
104,filter:12-conv1:64-conv2:1-fc:1-Momentum,1_epoch,12,64,1,1,0.332,29.53,73.477,98.05
105,filter:4-conv1:4-conv2:4-fc:512-Momentum,1_epoch,4,4,4,512,0.156,97.05,73.633,98.05
106,filter:8-conv1:8-conv2:4-fc:64-Momentum,1_epoch,8,8,4,64,0.264,96.85,73.897,98.05
107,filter:8-conv1:4-conv2:512-fc:16-Momentum,1_epoch,8,4,512,16,0.435,90.46,74.332,98.05
108,filter:4-conv1:256-conv2:8-fc:4-Momentum,1_epoch,4,256,8,4,0.682,72.22,75.014,98.05
109,filter:14-conv1:1-conv2:1-fc:256-Momentum,1_epoch,14,1,1,256,0.173,91.15,75.187,98.05
110,filter:8-conv1:32-conv2:256-fc:16-Momentum,1_epoch,8,32,256,16,0.653,21.81,75.84,98.05
111,filter:14-conv1:16-conv2:16-fc:256-Momentum,1_epoch,14,16,16,256,0.331,96.12,76.171,98.05
112,filter:8-conv1:2-conv2:256-fc:128-Momentum,1_epoch,8,2,256,128,0.265,95.38,76.436,98.05
113,filter:12-conv1:256-conv2:4-fc:2-Momentum,1_epoch,12,256,4,2,0.876,10.28,77.312,98.05
114,filter:14-conv1:512-conv2:32-fc:4-Momentum,1_epoch,14,512,32,4,2.36,10.28,79.672,98.05
115,filter:6-conv1:64-conv2:16-fc:32-Momentum,1_epoch,6,64,16,32,0.317,97.44,79.989,98.05
116,filter:8-conv1:128-conv2:32-fc:256-Momentum,1_epoch,8,128,32,256,0.727,96.83,80.716,98.05
117,filter:8-conv1:1-conv2:16-fc:32-Momentum,1_epoch,8,1,16,32,0.206,95.16,80.922,98.05
118,filter:2-conv1:128-conv2:1-fc:16-Momentum,1_epoch,2,128,1,16,0.583,82.02,81.505,98.05
119,filter:6-conv1:4-conv2:256-fc:1-Momentum,1_epoch,6,4,256,1,0.432,10.28,81.937,98.05
120,filter:2-conv1:1-conv2:32-fc:1-Momentum,1_epoch,2,1,32,1,0.152,25.72,82.089,98.05
121,filter:14-conv1:512-conv2:2-fc:32-Momentum,1_epoch,14,512,2,32,1.95,10.28,84.039,98.05
122,filter:14-conv1:1-conv2:64-fc:8-Momentum,1_epoch,14,1,64,8,0.229,83.27,84.268,98.05
123,filter:4-conv1:512-conv2:128-fc:256-Momentum,1_epoch,4,512,128,256,2.12,97.71,86.388,98.05
124,filter:2-conv1:2-conv2:32-fc:256-Momentum,1_epoch,2,2,32,256,0.175,95.07,86.563,98.05
125,filter:4-conv1:32-conv2:128-fc:8-Momentum,1_epoch,4,32,128,8,0.301,79.11,86.864,98.05
126,filter:2-conv1:16-conv2:32-fc:1-Momentum,1_epoch,2,16,32,1,0.233,21.81,87.097,98.05
127,filter:4-conv1:32-conv2:8-fc:64-Momentum,1_epoch,4,32,8,64,0.204,96.54,87.301,98.05
128,filter:2-conv1:128-conv2:512-fc:32-Momentum,1_epoch,2,128,512,32,1.05,94.62,88.351,98.05
129,filter:6-conv1:256-conv2:512-fc:512-Momentum,1_epoch,6,256,512,512,3.19,20.3,91.541,98.05
130,filter:8-conv1:64-conv2:2-fc:512-Momentum,1_epoch,8,64,2,512,0.288,10.28,91.829,98.05
131,filter:2-conv1:8-conv2:256-fc:128-Momentum,1_epoch,2,8,256,128,0.677,94.22,92.506,98.05
132,filter:6-conv1:4-conv2:128-fc:1-Momentum,1_epoch,6,4,128,1,0.364,10.28,92.87,98.05
133,filter:6-conv1:32-conv2:16-fc:256-Momentum,1_epoch,6,32,16,256,0.24,97.74,93.11,98.05
134,filter:8-conv1:128-conv2:512-fc:256-Momentum,1_epoch,8,128,512,256,1.94,20.84,95.05,98.05
135,filter:8-conv1:512-conv2:8-fc:2-Momentum,1_epoch,8,512,8,2,1.38,10.28,96.43,98.05
136,filter:2-conv1:1-conv2:8-fc:16-Momentum,1_epoch,2,1,8,16,0.232,86.5,96.662,98.05
137,filter:14-conv1:8-conv2:64-fc:8-Momentum,1_epoch,14,8,64,8,0.277,72.82,96.939,98.05
138,filter:8-conv1:1-conv2:4-fc:512-Momentum,1_epoch,8,1,4,512,0.253,95.49,97.192,98.05
139,filter:12-conv1:1-conv2:256-fc:256-Momentum,1_epoch,12,1,256,256,0.445,88.4,97.637,98.05
140,filter:8-conv1:4-conv2:8-fc:1-Momentum,1_epoch,8,4,8,1,0.157,30.92,97.794,98.05
141,filter:6-conv1:64-conv2:512-fc:8-Momentum,1_epoch,6,64,512,8,1.15,10.28,98.944,98.05
142,filter:6-conv1:2-conv2:1-fc:512-Momentum,1_epoch,6,2,1,512,0.397,90.5,99.341,98.05
143,filter:6-conv1:2-conv2:8-fc:128-Momentum,1_epoch,6,2,8,128,0.247,95.96,99.588,98.05
144,filter:8-conv1:512-conv2:2-fc:8-Momentum,1_epoch,8,512,2,8,1.36,83.35,100.948,98.05
145,filter:12-conv1:16-conv2:1-fc:1-Momentum,1_epoch,12,16,1,1,0.217,26.61,101.165,98.05
146,filter:14-conv1:16-conv2:8-fc:512-Momentum,1_epoch,14,16,8,512,0.223,96.45,101.388,98.05
147,filter:8-conv1:512-conv2:2-fc:32-Momentum,1_epoch,8,512,2,32,1.32,86.0,102.708,98.05
148,filter:4-conv1:512-conv2:8-fc:512-Momentum,1_epoch,4,512,8,512,1.68,10.28,104.388,98.05
149,filter:8-conv1:512-conv2:128-fc:64-Momentum,1_epoch,8,512,128,64,2.4,10.28,106.788,98.05
150,filter:6-conv1:64-conv2:8-fc:8-Momentum,1_epoch,6,64,8,8,0.294,94.45,107.082,98.05
151,filter:6-conv1:128-conv2:256-fc:16-Momentum,1_epoch,6,128,256,16,0.974,10.28,108.056,98.05
152,filter:2-conv1:64-conv2:4-fc:4-Momentum,1_epoch,2,64,4,4,0.231,61.45,108.287,98.05
153,filter:4-conv1:1-conv2:64-fc:64-Momentum,1_epoch,4,1,64,64,0.168,93.8,108.455,98.05
154,filter:14-conv1:256-conv2:4-fc:256-Momentum,1_epoch,14,256,4,256,1.06,10.28,109.515,98.05
155,filter:14-conv1:1-conv2:512-fc:256-Momentum,1_epoch,14,1,512,256,0.563,30.48,110.078,98.05
156,filter:12-conv1:1-conv2:256-fc:128-Momentum,1_epoch,12,1,256,128,0.308,83.5,110.386,98.05
157,filter:12-conv1:512-conv2:32-fc:16-Momentum,1_epoch,12,512,32,16,2.04,10.28,112.426,98.05
158,filter:4-conv1:4-conv2:32-fc:256-Momentum,1_epoch,4,4,32,256,0.262,96.86,112.688,98.05
159,filter:4-conv1:1-conv2:32-fc:512-Momentum,1_epoch,4,1,32,512,0.376,10.28,113.064,98.05
160,filter:6-conv1:2-conv2:8-fc:32-Momentum,1_epoch,6,2,8,32,0.18,94.67,113.244,98.05
161,filter:2-conv1:64-conv2:256-fc:16-Momentum,1_epoch,2,64,256,16,0.445,88.04,113.689,98.05
162,filter:12-conv1:1-conv2:2-fc:256-Momentum,1_epoch,12,1,2,256,0.169,93.77,113.858,98.05
163,filter:8-conv1:8-conv2:512-fc:64-Momentum,1_epoch,8,8,512,64,0.575,94.47,114.433,98.05
164,filter:12-conv1:16-conv2:32-fc:256-Momentum,1_epoch,12,16,32,256,0.247,97.27,114.68,98.05
165,filter:14-conv1:512-conv2:256-fc:2-Momentum,1_epoch,14,512,256,2,6.22,10.28,120.9,98.05
166,filter:6-conv1:4-conv2:8-fc:512-Momentum,1_epoch,6,4,8,512,0.162,96.97,121.062,98.05
167,filter:12-conv1:8-conv2:16-fc:128-Momentum,1_epoch,12,8,16,128,0.218,96.85,121.28,98.05
168,filter:2-conv1:16-conv2:2-fc:128-Momentum,1_epoch,2,16,2,128,0.174,91.05,121.454,98.05
169,filter:6-conv1:16-conv2:256-fc:512-Momentum,1_epoch,6,16,256,512,0.464,97.38,121.918,98.05
170,filter:12-conv1:8-conv2:256-fc:256-Momentum,1_epoch,12,8,256,256,0.599,94.58,122.517,98.05
171,filter:8-conv1:256-conv2:16-fc:2-Momentum,1_epoch,8,256,16,2,0.774,10.28,123.291,98.05
172,filter:4-conv1:4-conv2:64-fc:512-Momentum,1_epoch,4,4,64,512,0.192,96.57,123.483,98.05
173,filter:12-conv1:512-conv2:4-fc:2-Momentum,1_epoch,12,512,4,2,1.74,10.28,125.223,98.05
174,filter:6-conv1:256-conv2:2-fc:128-Momentum,1_epoch,6,256,2,128,0.718,10.28,125.941,98.05
175,filter:12-conv1:16-conv2:32-fc:2-Momentum,1_epoch,12,16,32,2,0.242,10.28,126.183,98.05
176,filter:12-conv1:16-conv2:64-fc:32-Momentum,1_epoch,12,16,64,32,0.27,96.27,126.453,98.05
177,filter:4-conv1:32-conv2:2-fc:64-Momentum,1_epoch,4,32,2,64,0.277,95.8,126.73,98.05
178,filter:12-conv1:2-conv2:1-fc:4-Momentum,1_epoch,12,2,1,4,0.202,76.17,126.932,98.05
179,filter:2-conv1:64-conv2:8-fc:32-Momentum,1_epoch,2,64,8,32,0.246,91.35,127.178,98.05
180,filter:6-conv1:1-conv2:16-fc:16-Momentum,1_epoch,6,1,16,16,0.181,91.09,127.359,98.05
181,filter:6-conv1:16-conv2:128-fc:64-Momentum,1_epoch,6,16,128,64,0.38,97.52,127.739,98.05
182,filter:6-conv1:256-conv2:8-fc:512-Momentum,1_epoch,6,256,8,512,0.837,96.68,128.576,98.05
183,filter:6-conv1:16-conv2:16-fc:128-Momentum,1_epoch,6,16,16,128,0.327,97.58,128.903,98.05
184,filter:8-conv1:2-conv2:256-fc:512-Momentum,1_epoch,8,2,256,512,0.392,94.73,129.295,98.05
185,filter:8-conv1:256-conv2:4-fc:128-Momentum,1_epoch,8,256,4,128,0.96,10.28,130.255,98.05
186,filter:12-conv1:8-conv2:128-fc:128-Momentum,1_epoch,12,8,128,128,0.32,95.71,130.575,98.05
187,filter:14-conv1:64-conv2:32-fc:256-Momentum,1_epoch,14,64,32,256,0.565,92.58,131.14,98.05
188,filter:14-conv1:128-conv2:8-fc:2-Momentum,1_epoch,14,128,8,2,0.634,10.28,131.774,98.05
189,filter:12-conv1:128-conv2:512-fc:16-Momentum,1_epoch,12,128,512,16,2.47,10.28,134.244,98.05
190,filter:8-conv1:16-conv2:256-fc:4-Momentum,1_epoch,8,16,256,4,0.624,10.28,134.868,98.05
191,filter:8-conv1:4-conv2:256-fc:32-Momentum,1_epoch,8,4,256,32,0.369,95.71,135.237,98.05
192,filter:12-conv1:512-conv2:128-fc:32-Momentum,1_epoch,12,512,128,32,3.43,10.28,138.667,98.05
193,filter:14-conv1:1-conv2:128-fc:128-Momentum,1_epoch,14,1,128,128,0.261,91.98,138.928,98.05
194,filter:6-conv1:512-conv2:256-fc:1-Momentum,1_epoch,6,512,256,1,3.25,10.28,142.178,98.05
195,filter:2-conv1:8-conv2:8-fc:4-Momentum,1_epoch,2,8,8,4,0.257,65.71,142.435,98.05
196,filter:4-conv1:1-conv2:1-fc:128-Momentum,1_epoch,4,1,1,128,0.543,85.68,142.978,98.05
197,filter:2-conv1:2-conv2:128-fc:4-Momentum,1_epoch,2,2,128,4,0.315,10.28,143.293,98.05
198,filter:4-conv1:8-conv2:4-fc:1-Momentum,1_epoch,4,8,4,1,0.151,29.11,143.444,98.05
199,filter:8-conv1:16-conv2:32-fc:16-Momentum,1_epoch,8,16,32,16,0.212,96.14,143.656,98.05
200,filter:8-conv1:8-conv2:64-fc:512-Momentum,1_epoch,8,8,64,512,0.278,97.09,143.934,98.05
201,filter:14-conv1:32-conv2:16-fc:32-Momentum,1_epoch,14,32,16,32,0.28,95.92,144.214,98.05
202,filter:6-conv1:64-conv2:32-fc:256-Momentum,1_epoch,6,64,32,256,0.359,97.89,144.573,98.05
203,filter:4-conv1:2-conv2:1-fc:2-Momentum,1_epoch,4,2,1,2,0.127,42.77,144.7,98.05
204,filter:12-conv1:128-conv2:256-fc:256-Momentum,1_epoch,12,128,256,256,1.37,10.28,146.07,98.05
205,filter:2-conv1:32-conv2:64-fc:8-Momentum,1_epoch,2,32,64,8,0.325,85.61,146.395,98.05
206,filter:4-conv1:4-conv2:16-fc:16-Momentum,1_epoch,4,4,16,16,0.255,95.62,146.65,98.05
207,filter:4-conv1:8-conv2:1-fc:4-Momentum,1_epoch,4,8,1,4,0.231,65.61,146.881,98.05
208,filter:2-conv1:2-conv2:1-fc:4-Momentum,1_epoch,2,2,1,4,0.151,10.28,147.032,98.05
209,filter:2-conv1:8-conv2:32-fc:256-Momentum,1_epoch,2,8,32,256,0.367,95.8,147.399,98.05
210,filter:14-conv1:16-conv2:128-fc:512-Momentum,1_epoch,14,16,128,512,0.57,92.86,147.969,98.05
211,filter:14-conv1:2-conv2:2-fc:1-Momentum,1_epoch,14,2,2,1,0.34,28.68,148.309,98.05
212,filter:12-conv1:1-conv2:8-fc:4-Momentum,1_epoch,12,1,8,4,0.166,76.15,148.475,98.05
213,filter:14-conv1:2-conv2:64-fc:16-Momentum,1_epoch,14,2,64,16,0.468,91.89,148.943,98.05
214,filter:12-conv1:32-conv2:256-fc:128-Momentum,1_epoch,12,32,256,128,0.607,85.37,149.55,98.05
215,filter:2-conv1:16-conv2:1-fc:32-Momentum,1_epoch,2,16,1,32,0.222,82.71,149.772,98.05
216,filter:6-conv1:2-conv2:1-fc:128-Momentum,1_epoch,6,2,1,128,0.558,89.29,150.33,98.05
217,filter:8-conv1:16-conv2:512-fc:8-Momentum,1_epoch,8,16,512,8,0.745,10.28,151.075,98.05
218,filter:6-conv1:128-conv2:1-fc:8-Momentum,1_epoch,6,128,1,8,0.766,83.8,151.841,98.05
219,filter:4-conv1:512-conv2:8-fc:2-Momentum,1_epoch,4,512,8,2,1.78,52.51,153.621,98.05
220,filter:4-conv1:512-conv2:2-fc:8-Momentum,1_epoch,4,512,2,8,1.22,89.18,154.841,98.05
221,filter:2-conv1:2-conv2:256-fc:512-Momentum,1_epoch,2,2,256,512,0.426,10.28,155.267,98.05
222,filter:8-conv1:4-conv2:32-fc:8-Momentum,1_epoch,8,4,32,8,0.23,93.67,155.497,98.05
223,filter:14-conv1:4-conv2:512-fc:64-Momentum,1_epoch,14,4,512,64,0.677,55.08,156.174,98.05
224,filter:2-conv1:2-conv2:32-fc:16-Momentum,1_epoch,2,2,32,16,0.194,91.25,156.368,98.05
225,filter:2-conv1:2-conv2:64-fc:64-Momentum,1_epoch,2,2,64,64,0.212,92.26,156.58,98.05
226,filter:8-conv1:64-conv2:256-fc:8-Momentum,1_epoch,8,64,256,8,0.831,10.28,157.411,98.05
227,filter:4-conv1:16-conv2:4-fc:128-Momentum,1_epoch,4,16,4,128,0.215,96.72,157.626,98.05
228,filter:8-conv1:4-conv2:64-fc:256-Momentum,1_epoch,8,4,64,256,0.196,97.33,157.822,98.05
229,filter:6-conv1:1-conv2:8-fc:2-Momentum,1_epoch,6,1,8,2,0.142,45.96,157.964,98.05
230,filter:2-conv1:4-conv2:4-fc:128-Momentum,1_epoch,2,4,4,128,0.153,93.01,158.117,98.05
231,filter:6-conv1:8-conv2:32-fc:1-Momentum,1_epoch,6,8,32,1,0.181,10.28,158.298,98.05
232,filter:8-conv1:16-conv2:4-fc:8-Momentum,1_epoch,8,16,4,8,0.178,94.15,158.476,98.05
233,filter:8-conv1:1-conv2:256-fc:64-Momentum,1_epoch,8,1,256,64,0.361,93.29,158.837,98.05
234,filter:2-conv1:256-conv2:32-fc:64-Momentum,1_epoch,2,256,32,64,0.615,95.95,159.452,98.05
