,Setting,Step,Param1,Param2,Param3,Param4,Elapsed Time,Metric1,Total Time,Best
1775,filter:12-conv1:1-conv2:512-fc:256-Momentum,1_epoch,12,1,512,256,0.513,84.9,1194.11,98.21
1776,filter:12-conv1:512-conv2:2-fc:4-Momentum,1_epoch,12,512,2,4,1.73,62.4,1195.84,98.21
1777,filter:8-conv1:512-conv2:1-fc:8-Momentum,1_epoch,8,512,1,8,1.36,87.44,1197.2,98.21
1778,filter:4-conv1:512-conv2:4-fc:4-Momentum,1_epoch,4,512,4,4,1.27,82.27,1198.47,98.21
1779,filter:14-conv1:256-conv2:512-fc:64-Momentum,1_epoch,14,256,512,64,5.49,10.28,1203.96,98.21
1780,filter:6-conv1:1-conv2:512-fc:32-Momentum,1_epoch,6,1,512,32,0.776,91.94,1204.736,98.21
1781,filter:6-conv1:512-conv2:2-fc:32-Momentum,1_epoch,6,512,2,32,1.9,10.28,1206.636,98.21
1782,filter:2-conv1:32-conv2:256-fc:16-Momentum,1_epoch,2,32,256,16,0.369,92.68,1207.005,98.21
1783,filter:6-conv1:256-conv2:2-fc:64-Momentum,1_epoch,6,256,2,64,0.82,95.56,1207.825,98.21
1784,filter:2-conv1:128-conv2:128-fc:512-Momentum,1_epoch,2,128,128,512,0.539,97.05,1208.364,98.21
1785,filter:4-conv1:32-conv2:512-fc:512-Momentum,1_epoch,4,32,512,512,0.805,97.48,1209.169,98.21
1786,filter:12-conv1:32-conv2:32-fc:2-Momentum,1_epoch,12,32,32,2,0.413,10.28,1209.582,98.21
1787,filter:2-conv1:2-conv2:8-fc:2-Momentum,1_epoch,2,2,8,2,0.533,10.28,1210.115,98.21
1788,filter:12-conv1:32-conv2:16-fc:128-Momentum,1_epoch,12,32,16,128,0.347,96.68,1210.462,98.21
1789,filter:4-conv1:64-conv2:128-fc:2-Momentum,1_epoch,4,64,128,2,0.578,48.77,1211.04,98.21
1790,filter:8-conv1:64-conv2:256-fc:256-Momentum,1_epoch,8,64,256,256,0.811,96.31,1211.851,98.21
1791,filter:12-conv1:256-conv2:4-fc:2-Momentum,1_epoch,12,256,4,2,0.876,10.28,1212.727,98.21
1792,filter:12-conv1:128-conv2:16-fc:128-Momentum,1_epoch,12,128,16,128,0.54,96.36,1213.267,98.21
1793,filter:2-conv1:16-conv2:4-fc:2-Momentum,1_epoch,2,16,4,2,0.166,33.37,1213.433,98.21
1794,filter:2-conv1:32-conv2:4-fc:4-Momentum,1_epoch,2,32,4,4,0.189,52.27,1213.622,98.21
1795,filter:2-conv1:256-conv2:128-fc:8-Momentum,1_epoch,2,256,128,8,0.721,90.38,1214.343,98.21
1796,filter:2-conv1:8-conv2:16-fc:32-Momentum,1_epoch,2,8,16,32,0.218,93.3,1214.561,98.21
1797,filter:8-conv1:128-conv2:16-fc:32-Momentum,1_epoch,8,128,16,32,0.472,97.02,1215.033,98.21
1798,filter:6-conv1:4-conv2:2-fc:32-Momentum,1_epoch,6,4,2,32,0.152,94.65,1215.185,98.21
1799,filter:12-conv1:256-conv2:512-fc:64-Momentum,1_epoch,12,256,512,64,4.53,10.28,1219.715,98.21
1800,filter:2-conv1:16-conv2:4-fc:256-Momentum,1_epoch,2,16,4,256,0.377,93.08,1220.092,98.21
1801,filter:12-conv1:64-conv2:2-fc:1-Momentum,1_epoch,12,64,2,1,0.317,10.28,1220.409,98.21
1802,filter:4-conv1:1-conv2:64-fc:256-Momentum,1_epoch,4,1,64,256,0.3,96.07,1220.709,98.21
1803,filter:12-conv1:512-conv2:2-fc:128-Momentum,1_epoch,12,512,2,128,1.57,10.28,1222.279,98.21
1804,filter:14-conv1:256-conv2:16-fc:8-Momentum,1_epoch,14,256,16,8,1.24,10.28,1223.519,98.21
1805,filter:8-conv1:16-conv2:8-fc:128-Momentum,1_epoch,8,16,8,128,0.235,96.66,1223.754,98.21
1806,filter:6-conv1:2-conv2:256-fc:256-Momentum,1_epoch,6,2,256,256,0.282,96.44,1224.036,98.21
1807,filter:14-conv1:256-conv2:128-fc:32-Momentum,1_epoch,14,256,128,32,2.17,10.28,1226.206,98.21
1808,filter:4-conv1:16-conv2:2-fc:4-Momentum,1_epoch,4,16,2,4,0.209,78.19,1226.415,98.21
1809,filter:14-conv1:128-conv2:256-fc:16-Momentum,1_epoch,14,128,256,16,1.87,10.28,1228.285,98.21
1810,filter:2-conv1:512-conv2:1-fc:64-Momentum,1_epoch,2,512,1,64,1.07,88.54,1229.355,98.21
1811,filter:6-conv1:64-conv2:512-fc:64-Momentum,1_epoch,6,64,512,64,1.14,83.88,1230.495,98.21
1812,filter:6-conv1:128-conv2:128-fc:512-Momentum,1_epoch,6,128,128,512,0.957,98.16,1231.452,98.21
1813,filter:8-conv1:256-conv2:8-fc:128-Momentum,1_epoch,8,256,8,128,0.801,96.22,1232.253,98.21
1814,filter:8-conv1:128-conv2:256-fc:8-Momentum,1_epoch,8,128,256,8,1.04,10.28,1233.293,98.21
1815,filter:4-conv1:4-conv2:32-fc:64-Momentum,1_epoch,4,4,32,64,0.168,96.48,1233.461,98.21
1816,filter:6-conv1:512-conv2:8-fc:4-Momentum,1_epoch,6,512,8,4,1.27,78.91,1234.731,98.21
1817,filter:6-conv1:512-conv2:256-fc:512-Momentum,1_epoch,6,512,256,512,3.35,10.28,1238.081,98.21
1818,filter:4-conv1:8-conv2:8-fc:64-Momentum,1_epoch,4,8,8,64,0.18,96.52,1238.261,98.21
1819,filter:4-conv1:64-conv2:256-fc:256-Momentum,1_epoch,4,64,256,256,0.567,97.55,1238.828,98.21
1820,filter:14-conv1:2-conv2:256-fc:1-Momentum,1_epoch,14,2,256,1,0.406,10.28,1239.234,98.21
1821,filter:6-conv1:128-conv2:8-fc:256-Momentum,1_epoch,6,128,8,256,0.507,97.43,1239.741,98.21
1822,filter:4-conv1:1-conv2:512-fc:512-Momentum,1_epoch,4,1,512,512,0.539,92.23,1240.28,98.21
1823,filter:6-conv1:16-conv2:128-fc:64-Momentum,1_epoch,6,16,128,64,0.38,97.52,1240.66,98.21
1824,filter:2-conv1:512-conv2:256-fc:8-Momentum,1_epoch,2,512,256,8,2.07,82.95,1242.73,98.21
1825,filter:12-conv1:512-conv2:256-fc:16-Momentum,1_epoch,12,512,256,16,5.52,10.28,1248.25,98.21
1826,filter:4-conv1:64-conv2:16-fc:128-Momentum,1_epoch,4,64,16,128,0.307,97.64,1248.557,98.21
1827,filter:4-conv1:256-conv2:128-fc:1-Momentum,1_epoch,4,256,128,1,1.16,10.28,1249.717,98.21
1828,filter:8-conv1:64-conv2:128-fc:64-Momentum,1_epoch,8,64,128,64,0.493,97.12,1250.21,98.21
1829,filter:12-conv1:128-conv2:128-fc:256-Momentum,1_epoch,12,128,128,256,1.09,95.71,1251.3,98.21
1830,filter:14-conv1:32-conv2:2-fc:64-Momentum,1_epoch,14,32,2,64,0.267,92.95,1251.567,98.21
1831,filter:8-conv1:1-conv2:1-fc:1-Momentum,1_epoch,8,1,1,1,0.151,28.04,1251.718,98.21
1832,filter:14-conv1:64-conv2:256-fc:256-Momentum,1_epoch,14,64,256,256,1.02,58.7,1252.738,98.21
1833,filter:8-conv1:4-conv2:4-fc:512-Momentum,1_epoch,8,4,4,512,0.272,97.28,1253.01,98.21
1834,filter:14-conv1:8-conv2:512-fc:8-Momentum,1_epoch,14,8,512,8,0.746,10.28,1253.756,98.21
1835,filter:2-conv1:256-conv2:128-fc:1-Momentum,1_epoch,2,256,128,1,0.704,10.28,1254.46,98.21
1836,filter:2-conv1:512-conv2:64-fc:8-Momentum,1_epoch,2,512,64,8,1.35,91.36,1255.81,98.21
1837,filter:6-conv1:256-conv2:128-fc:64-Momentum,1_epoch,6,256,128,64,1.2,10.28,1257.01,98.21
1838,filter:8-conv1:8-conv2:64-fc:4-Momentum,1_epoch,8,8,64,4,0.223,10.28,1257.233,98.21
1839,filter:2-conv1:512-conv2:4-fc:2-Momentum,1_epoch,2,512,4,2,0.979,44.59,1258.212,98.21
1840,filter:14-conv1:8-conv2:512-fc:64-Momentum,1_epoch,14,8,512,64,0.723,36.07,1258.935,98.21
1841,filter:6-conv1:128-conv2:2-fc:128-Momentum,1_epoch,6,128,2,128,0.46,10.28,1259.395,98.21
1842,filter:12-conv1:4-conv2:8-fc:4-Momentum,1_epoch,12,4,8,4,0.234,61.92,1259.629,98.21
1843,filter:8-conv1:1-conv2:2-fc:256-Momentum,1_epoch,8,1,2,256,0.146,93.25,1259.775,98.21
1844,filter:2-conv1:1-conv2:1-fc:512-Momentum,1_epoch,2,1,1,512,0.145,10.28,1259.92,98.21
1845,filter:2-conv1:16-conv2:64-fc:1-Momentum,1_epoch,2,16,64,1,0.227,26.22,1260.147,98.21
1846,filter:8-conv1:128-conv2:2-fc:4-Momentum,1_epoch,8,128,2,4,0.488,76.89,1260.635,98.21
1847,filter:12-conv1:16-conv2:256-fc:32-Momentum,1_epoch,12,16,256,32,0.468,55.59,1261.103,98.21
1848,filter:2-conv1:512-conv2:2-fc:1-Momentum,1_epoch,2,512,2,1,1.03,26.47,1262.133,98.21
1849,filter:8-conv1:2-conv2:128-fc:128-Momentum,1_epoch,8,2,128,128,0.219,96.7,1262.352,98.21
1850,filter:8-conv1:4-conv2:128-fc:1-Momentum,1_epoch,8,4,128,1,0.437,10.28,1262.789,98.21
1851,filter:12-conv1:2-conv2:2-fc:64-Momentum,1_epoch,12,2,2,64,0.256,94.31,1263.045,98.21
1852,filter:12-conv1:256-conv2:512-fc:128-Momentum,1_epoch,12,256,512,128,4.59,10.28,1267.635,98.21
1853,filter:8-conv1:512-conv2:32-fc:512-Momentum,1_epoch,8,512,32,512,1.76,10.28,1269.395,98.21
1854,filter:6-conv1:512-conv2:16-fc:16-Momentum,1_epoch,6,512,16,16,1.31,91.7,1270.705,98.21
1855,filter:14-conv1:4-conv2:32-fc:64-Momentum,1_epoch,14,4,32,64,0.297,95.25,1271.002,98.21
1856,filter:8-conv1:8-conv2:8-fc:256-Momentum,1_epoch,8,8,8,256,0.173,97.31,1271.175,98.21
1857,filter:4-conv1:256-conv2:1-fc:4-Momentum,1_epoch,4,256,1,4,0.673,69.02,1271.848,98.21
1858,filter:6-conv1:2-conv2:32-fc:512-Momentum,1_epoch,6,2,32,512,0.64,97.18,1272.488,98.21
1859,filter:6-conv1:4-conv2:64-fc:64-Momentum,1_epoch,6,4,64,64,0.221,97.32,1272.709,98.21
1860,filter:14-conv1:32-conv2:16-fc:8-Momentum,1_epoch,14,32,16,8,0.288,69.68,1272.997,98.21
1861,filter:14-conv1:256-conv2:1-fc:256-Momentum,1_epoch,14,256,1,256,1.02,94.35,1274.017,98.21
1862,filter:12-conv1:8-conv2:4-fc:32-Momentum,1_epoch,12,8,4,32,0.185,96.17,1274.202,98.21
1863,filter:8-conv1:256-conv2:64-fc:128-Momentum,1_epoch,8,256,64,128,1.01,96.47,1275.212,98.21
1864,filter:4-conv1:16-conv2:1-fc:8-Momentum,1_epoch,4,16,1,8,0.479,79.51,1275.691,98.21
1865,filter:2-conv1:8-conv2:2-fc:16-Momentum,1_epoch,2,8,2,16,0.143,80.44,1275.834,98.21
1866,filter:6-conv1:256-conv2:64-fc:1-Momentum,1_epoch,6,256,64,1,0.917,10.28,1276.751,98.21
1867,filter:8-conv1:512-conv2:16-fc:2-Momentum,1_epoch,8,512,16,2,1.63,10.28,1278.381,98.21
1868,filter:14-conv1:2-conv2:128-fc:1-Momentum,1_epoch,14,2,128,1,0.357,10.28,1278.738,98.21
1869,filter:14-conv1:32-conv2:8-fc:256-Momentum,1_epoch,14,32,8,256,0.275,96.14,1279.013,98.21
1870,filter:2-conv1:8-conv2:512-fc:256-Momentum,1_epoch,2,8,512,256,0.407,93.6,1279.42,98.21
1871,filter:14-conv1:1-conv2:8-fc:512-Momentum,1_epoch,14,1,8,512,0.178,93.95,1279.598,98.21
1872,filter:8-conv1:64-conv2:128-fc:256-Momentum,1_epoch,8,64,128,256,0.5,97.68,1280.098,98.21
1873,filter:12-conv1:8-conv2:2-fc:1-Momentum,1_epoch,12,8,2,1,0.185,23.23,1280.283,98.21
1874,filter:14-conv1:64-conv2:4-fc:32-Momentum,1_epoch,14,64,4,32,0.382,96.22,1280.665,98.21
1875,filter:4-conv1:512-conv2:8-fc:2-Momentum,1_epoch,4,512,8,2,1.78,52.51,1282.445,98.21
1876,filter:6-conv1:1-conv2:16-fc:256-Momentum,1_epoch,6,1,16,256,0.247,95.87,1282.692,98.21
1877,filter:12-conv1:256-conv2:64-fc:128-Momentum,1_epoch,12,256,64,128,1.3,10.28,1283.992,98.21
1878,filter:12-conv1:128-conv2:16-fc:4-Momentum,1_epoch,12,128,16,4,0.755,10.28,1284.747,98.21
1879,filter:12-conv1:4-conv2:1-fc:1-Momentum,1_epoch,12,4,1,1,0.186,24.52,1284.933,98.21
1880,filter:8-conv1:8-conv2:512-fc:32-Momentum,1_epoch,8,8,512,32,0.812,94.08,1285.745,98.21
1881,filter:2-conv1:512-conv2:4-fc:128-Momentum,1_epoch,2,512,4,128,1.07,88.98,1286.815,98.21
1882,filter:14-conv1:64-conv2:4-fc:2-Momentum,1_epoch,14,64,4,2,0.373,10.28,1287.188,98.21
1883,filter:4-conv1:4-conv2:2-fc:256-Momentum,1_epoch,4,4,2,256,0.303,95.29,1287.491,98.21
1884,filter:14-conv1:32-conv2:128-fc:2-Momentum,1_epoch,14,32,128,2,0.46,10.28,1287.951,98.21
1885,filter:12-conv1:32-conv2:16-fc:16-Momentum,1_epoch,12,32,16,16,0.394,95.82,1288.345,98.21
1886,filter:4-conv1:128-conv2:64-fc:32-Momentum,1_epoch,4,128,64,32,0.612,97.16,1288.957,98.21
1887,filter:12-conv1:1-conv2:8-fc:128-Momentum,1_epoch,12,1,8,128,0.171,94.44,1289.128,98.21
1888,filter:12-conv1:512-conv2:1-fc:512-Momentum,1_epoch,12,512,1,512,1.75,88.6,1290.878,98.21
1889,filter:8-conv1:256-conv2:16-fc:4-Momentum,1_epoch,8,256,16,4,0.983,10.28,1291.861,98.21
1890,filter:12-conv1:32-conv2:8-fc:2-Momentum,1_epoch,12,32,8,2,0.418,54.03,1292.279,98.21
1891,filter:8-conv1:256-conv2:4-fc:4-Momentum,1_epoch,8,256,4,4,0.728,26.68,1293.007,98.21
1892,filter:14-conv1:1-conv2:4-fc:4-Momentum,1_epoch,14,1,4,4,0.347,80.15,1293.354,98.21
1893,filter:12-conv1:64-conv2:1-fc:256-Momentum,1_epoch,12,64,1,256,0.51,96.0,1293.864,98.21
1894,filter:12-conv1:2-conv2:16-fc:256-Momentum,1_epoch,12,2,16,256,0.293,95.95,1294.157,98.21
1895,filter:4-conv1:64-conv2:512-fc:4-Momentum,1_epoch,4,64,512,4,0.87,10.28,1295.027,98.21
1896,filter:14-conv1:2-conv2:64-fc:4-Momentum,1_epoch,14,2,64,4,0.244,44.12,1295.271,98.21
1897,filter:6-conv1:128-conv2:1-fc:32-Momentum,1_epoch,6,128,1,32,0.43,92.49,1295.701,98.21
1898,filter:6-conv1:4-conv2:128-fc:256-Momentum,1_epoch,6,4,128,256,0.406,97.52,1296.107,98.21
1899,filter:8-conv1:4-conv2:16-fc:32-Momentum,1_epoch,8,4,16,32,0.164,96.82,1296.271,98.21
1900,filter:14-conv1:16-conv2:8-fc:256-Momentum,1_epoch,14,16,8,256,0.439,97.09,1296.71,98.21
1901,filter:12-conv1:8-conv2:8-fc:8-Momentum,1_epoch,12,8,8,8,0.19,92.71,1296.9,98.21
1902,filter:2-conv1:16-conv2:8-fc:4-Momentum,1_epoch,2,16,8,4,0.165,59.07,1297.065,98.21
1903,filter:14-conv1:256-conv2:1-fc:4-Momentum,1_epoch,14,256,1,4,1.03,60.36,1298.095,98.21
1904,filter:6-conv1:4-conv2:32-fc:128-Momentum,1_epoch,6,4,32,128,0.168,97.31,1298.263,98.21
1905,filter:8-conv1:16-conv2:4-fc:4-Momentum,1_epoch,8,16,4,4,0.175,74.08,1298.438,98.21
1906,filter:14-conv1:2-conv2:4-fc:16-Momentum,1_epoch,14,2,4,16,0.338,94.78,1298.776,98.21
1907,filter:12-conv1:4-conv2:128-fc:32-Momentum,1_epoch,12,4,128,32,0.405,92.61,1299.181,98.21
1908,filter:2-conv1:64-conv2:2-fc:128-Momentum,1_epoch,2,64,2,128,0.334,95.4,1299.515,98.21
1909,filter:14-conv1:32-conv2:128-fc:128-Momentum,1_epoch,14,32,128,128,0.474,95.72,1299.989,98.21
1910,filter:6-conv1:4-conv2:2-fc:1-Momentum,1_epoch,6,4,2,1,0.247,24.56,1300.236,98.21
1911,filter:8-conv1:1-conv2:4-fc:16-Momentum,1_epoch,8,1,4,16,0.164,91.01,1300.4,98.21
1912,filter:14-conv1:8-conv2:1-fc:16-Momentum,1_epoch,14,8,1,16,0.241,93.67,1300.641,98.21
1913,filter:8-conv1:1-conv2:256-fc:32-Momentum,1_epoch,8,1,256,32,0.243,91.69,1300.884,98.21
1914,filter:14-conv1:256-conv2:32-fc:2-Momentum,1_epoch,14,256,32,2,1.31,10.28,1302.194,98.21
1915,filter:4-conv1:32-conv2:2-fc:32-Momentum,1_epoch,4,32,2,32,0.302,95.11,1302.496,98.21
1916,filter:6-conv1:32-conv2:4-fc:512-Momentum,1_epoch,6,32,4,512,0.237,95.0,1302.733,98.21
1917,filter:14-conv1:16-conv2:64-fc:8-Momentum,1_epoch,14,16,64,8,0.288,10.28,1303.021,98.21
1918,filter:4-conv1:256-conv2:128-fc:256-Momentum,1_epoch,4,256,128,256,1.23,97.6,1304.251,98.21
1919,filter:8-conv1:8-conv2:64-fc:16-Momentum,1_epoch,8,8,64,16,0.225,95.82,1304.476,98.21
1920,filter:8-conv1:128-conv2:8-fc:1-Momentum,1_epoch,8,128,8,1,0.482,10.28,1304.958,98.21
1921,filter:6-conv1:64-conv2:1-fc:16-Momentum,1_epoch,6,64,1,16,0.412,92.68,1305.37,98.21
1922,filter:12-conv1:8-conv2:16-fc:2-Momentum,1_epoch,12,8,16,2,0.466,19.42,1305.836,98.21
1923,filter:2-conv1:256-conv2:8-fc:512-Momentum,1_epoch,2,256,8,512,0.886,97.14,1306.722,98.21
1924,filter:6-conv1:4-conv2:32-fc:4-Momentum,1_epoch,6,4,32,4,0.269,88.91,1306.991,98.21
1925,filter:8-conv1:16-conv2:8-fc:1-Momentum,1_epoch,8,16,8,1,0.179,10.28,1307.17,98.21
1926,filter:4-conv1:16-conv2:1-fc:1-Momentum,1_epoch,4,16,1,1,0.169,28.7,1307.339,98.21
1927,filter:12-conv1:16-conv2:32-fc:32-Momentum,1_epoch,12,16,32,32,0.244,96.43,1307.583,98.21
1928,filter:4-conv1:64-conv2:8-fc:8-Momentum,1_epoch,4,64,8,8,0.264,93.76,1307.847,98.21
1929,filter:12-conv1:4-conv2:2-fc:1-Momentum,1_epoch,12,4,2,1,0.18,29.15,1308.027,98.21
1930,filter:2-conv1:64-conv2:1-fc:128-Momentum,1_epoch,2,64,1,128,0.318,88.53,1308.345,98.21
1931,filter:4-conv1:512-conv2:16-fc:16-Momentum,1_epoch,4,512,16,16,1.19,96.63,1309.535,98.21
1932,filter:4-conv1:128-conv2:1-fc:256-Momentum,1_epoch,4,128,1,256,0.466,92.57,1310.001,98.21
1933,filter:8-conv1:8-conv2:512-fc:4-Momentum,1_epoch,8,8,512,4,0.867,10.28,1310.868,98.21
1934,filter:2-conv1:64-conv2:32-fc:64-Momentum,1_epoch,2,64,32,64,0.373,95.48,1311.241,98.21
1935,filter:4-conv1:1-conv2:1-fc:64-Momentum,1_epoch,4,1,1,64,0.14,85.45,1311.381,98.21
1936,filter:12-conv1:256-conv2:32-fc:128-Momentum,1_epoch,12,256,32,128,1.15,91.65,1312.531,98.21
1937,filter:14-conv1:1-conv2:8-fc:32-Momentum,1_epoch,14,1,8,32,0.177,94.5,1312.708,98.21
1938,filter:6-conv1:512-conv2:4-fc:2-Momentum,1_epoch,6,512,4,2,1.32,35.58,1314.028,98.21
1939,filter:4-conv1:8-conv2:4-fc:256-Momentum,1_epoch,4,8,4,256,0.247,95.55,1314.275,98.21
1940,filter:2-conv1:8-conv2:16-fc:16-Momentum,1_epoch,2,8,16,16,0.227,89.02,1314.502,98.21
1941,filter:12-conv1:64-conv2:32-fc:64-Momentum,1_epoch,12,64,32,64,0.37,95.81,1314.872,98.21
1942,filter:14-conv1:16-conv2:1-fc:32-Momentum,1_epoch,14,16,1,32,0.214,93.18,1315.086,98.21
1943,filter:6-conv1:512-conv2:32-fc:16-Momentum,1_epoch,6,512,32,16,1.54,10.28,1316.626,98.21
1944,filter:14-conv1:4-conv2:32-fc:16-Momentum,1_epoch,14,4,32,16,0.215,93.61,1316.841,98.21
1945,filter:8-conv1:2-conv2:32-fc:2-Momentum,1_epoch,8,2,32,2,0.565,44.12,1317.406,98.21
1946,filter:12-conv1:8-conv2:8-fc:32-Momentum,1_epoch,12,8,8,32,0.353,96.64,1317.759,98.21
1947,filter:4-conv1:16-conv2:64-fc:512-Momentum,1_epoch,4,16,64,512,0.297,98.1,1318.056,98.21
1948,filter:6-conv1:2-conv2:4-fc:1-Momentum,1_epoch,6,2,4,1,0.17,25.4,1318.226,98.21
1949,filter:14-conv1:4-conv2:8-fc:64-Momentum,1_epoch,14,4,8,64,0.187,95.56,1318.413,98.21
1950,filter:4-conv1:2-conv2:32-fc:32-Momentum,1_epoch,4,2,32,32,0.437,95.57,1318.85,98.21
1951,filter:12-conv1:16-conv2:2-fc:4-Momentum,1_epoch,12,16,2,4,0.207,80.08,1319.057,98.21
1952,filter:14-conv1:8-conv2:256-fc:128-Momentum,1_epoch,14,8,256,128,0.591,91.52,1319.648,98.21
1953,filter:2-conv1:2-conv2:128-fc:128-Momentum,1_epoch,2,2,128,128,0.195,93.36,1319.843,98.21
1954,filter:4-conv1:32-conv2:16-fc:256-Momentum,1_epoch,4,32,16,256,0.223,97.45,1320.066,98.21
1955,filter:14-conv1:64-conv2:64-fc:16-Momentum,1_epoch,14,64,64,16,0.603,10.28,1320.669,98.21
1956,filter:8-conv1:32-conv2:512-fc:512-Momentum,1_epoch,8,32,512,512,1.07,94.48,1321.739,98.21
1957,filter:2-conv1:16-conv2:64-fc:2-Momentum,1_epoch,2,16,64,2,0.192,10.28,1321.931,98.21
1958,filter:6-conv1:16-conv2:8-fc:8-Momentum,1_epoch,6,16,8,8,0.419,93.22,1322.35,98.21
1959,filter:12-conv1:16-conv2:64-fc:8-Momentum,1_epoch,12,16,64,8,0.369,65.47,1322.719,98.21
1960,filter:4-conv1:16-conv2:64-fc:32-Momentum,1_epoch,4,16,64,32,0.257,96.96,1322.976,98.21
1961,filter:4-conv1:256-conv2:64-fc:64-Momentum,1_epoch,4,256,64,64,0.919,97.51,1323.895,98.21
1962,filter:12-conv1:128-conv2:16-fc:32-Momentum,1_epoch,12,128,16,32,0.648,10.28,1324.543,98.21
1963,filter:4-conv1:16-conv2:128-fc:4-Momentum,1_epoch,4,16,128,4,0.248,23.21,1324.791,98.21
1964,filter:14-conv1:4-conv2:16-fc:32-Momentum,1_epoch,14,4,16,32,0.209,95.82,1325.0,98.21
1965,filter:12-conv1:2-conv2:512-fc:8-Momentum,1_epoch,12,2,512,8,0.702,34.97,1325.702,98.21
1966,filter:2-conv1:8-conv2:32-fc:128-Momentum,1_epoch,2,8,32,128,0.176,95.37,1325.878,98.21
1967,filter:4-conv1:64-conv2:4-fc:16-Momentum,1_epoch,4,64,4,16,0.357,95.33,1326.235,98.21
1968,filter:12-conv1:4-conv2:4-fc:256-Momentum,1_epoch,12,4,4,256,0.191,96.22,1326.426,98.21
1969,filter:2-conv1:8-conv2:32-fc:2-Momentum,1_epoch,2,8,32,2,0.269,42.28,1326.695,98.21
1970,filter:14-conv1:4-conv2:16-fc:16-Momentum,1_epoch,14,4,16,16,0.212,94.98,1326.907,98.21
1971,filter:2-conv1:64-conv2:64-fc:16-Momentum,1_epoch,2,64,64,16,0.316,90.82,1327.223,98.21
1972,filter:2-conv1:8-conv2:2-fc:64-Momentum,1_epoch,2,8,2,64,0.265,90.94,1327.488,98.21
1973,filter:4-conv1:128-conv2:64-fc:16-Momentum,1_epoch,4,128,64,16,0.52,95.63,1328.008,98.21
1974,filter:4-conv1:32-conv2:128-fc:64-Momentum,1_epoch,4,32,128,64,0.295,97.1,1328.303,98.21
1975,filter:6-conv1:2-conv2:2-fc:2-Momentum,1_epoch,6,2,2,2,0.147,38.37,1328.45,98.21
1976,filter:4-conv1:128-conv2:16-fc:256-Momentum,1_epoch,4,128,16,256,0.481,97.94,1328.931,98.21
1977,filter:12-conv1:8-conv2:32-fc:128-Momentum,1_epoch,12,8,32,128,0.221,96.58,1329.152,98.21
1978,filter:2-conv1:4-conv2:32-fc:64-Momentum,1_epoch,2,4,32,64,0.16,93.56,1329.312,98.21
1979,filter:8-conv1:2-conv2:1-fc:256-Momentum,1_epoch,8,2,1,256,0.26,94.24,1329.572,98.21
1980,filter:4-conv1:4-conv2:8-fc:1-Momentum,1_epoch,4,4,8,1,0.219,28.92,1329.791,98.21
1981,filter:6-conv1:4-conv2:8-fc:32-Momentum,1_epoch,6,4,8,32,0.158,96.87,1329.949,98.21
1982,filter:8-conv1:64-conv2:1-fc:256-Momentum,1_epoch,8,64,1,256,0.277,95.45,1330.226,98.21
1983,filter:2-conv1:512-conv2:8-fc:4-Momentum,1_epoch,2,512,8,4,1.14,61.21,1331.366,98.21
1984,filter:8-conv1:1-conv2:8-fc:32-Momentum,1_epoch,8,1,8,32,0.16,94.94,1331.526,98.21
1985,filter:4-conv1:256-conv2:512-fc:2-Momentum,1_epoch,4,256,512,2,2.79,10.28,1334.316,98.21
1986,filter:14-conv1:256-conv2:16-fc:512-Momentum,1_epoch,14,256,16,512,1.27,10.28,1335.586,98.21
1987,filter:12-conv1:8-conv2:4-fc:16-Momentum,1_epoch,12,8,4,16,0.285,95.96,1335.871,98.21
1988,filter:12-conv1:256-conv2:16-fc:4-Momentum,1_epoch,12,256,16,4,0.934,10.28,1336.805,98.21
1989,filter:8-conv1:1-conv2:32-fc:512-Momentum,1_epoch,8,1,32,512,0.271,96.07,1337.076,98.21
1990,filter:6-conv1:128-conv2:64-fc:1-Momentum,1_epoch,6,128,64,1,0.679,10.28,1337.755,98.21
1991,filter:8-conv1:2-conv2:64-fc:2-Momentum,1_epoch,8,2,64,2,0.174,50.04,1337.929,98.21
1992,filter:14-conv1:1-conv2:1-fc:128-Momentum,1_epoch,14,1,1,128,0.166,92.32,1338.095,98.21
1993,filter:8-conv1:8-conv2:64-fc:256-Momentum,1_epoch,8,8,64,256,0.355,97.91,1338.45,98.21
1994,filter:6-conv1:64-conv2:2-fc:256-Momentum,1_epoch,6,64,2,256,0.283,10.28,1338.733,98.21
1995,filter:14-conv1:4-conv2:64-fc:512-Momentum,1_epoch,14,4,64,512,0.435,94.24,1339.168,98.21
1996,filter:2-conv1:64-conv2:256-fc:4-Momentum,1_epoch,2,64,256,4,0.386,73.54,1339.554,98.21
1997,filter:14-conv1:8-conv2:4-fc:256-Momentum,1_epoch,14,8,4,256,0.349,96.08,1339.903,98.21
1998,filter:12-conv1:2-conv2:1-fc:4-Momentum,1_epoch,12,2,1,4,0.202,76.17,1340.105,98.21
1999,filter:14-conv1:2-conv2:128-fc:4-Momentum,1_epoch,14,2,128,4,0.293,26.43,1340.398,98.21
2000,filter:8-conv1:2-conv2:64-fc:4-Momentum,1_epoch,8,2,64,4,0.191,54.79,1340.589,98.21
2001,filter:4-conv1:32-conv2:512-fc:8-Momentum,1_epoch,4,32,512,8,0.58,51.34,1341.169,98.21
2002,filter:4-conv1:4-conv2:128-fc:512-Momentum,1_epoch,4,4,128,512,0.233,10.28,1341.402,98.21
