,Setting,Step,Param1,Param2,Param3,Param4,Elapsed Time,Metric1,Total Time,Best
58,filter:8-conv1:128-conv2:8-fc:64-Momentum,1_epoch,8,128,8,64,0.449,96.11,46.982,97.24
59,filter:4-conv1:32-conv2:1-fc:32-Momentum,1_epoch,4,32,1,32,0.202,88.86,47.184,97.24
60,filter:2-conv1:512-conv2:2-fc:8-Momentum,1_epoch,2,512,2,8,0.98,83.18,48.164,97.24
61,filter:8-conv1:1-conv2:32-fc:256-Momentum,1_epoch,8,1,32,256,0.162,94.69,48.326,97.24
62,filter:2-conv1:8-conv2:16-fc:64-Momentum,1_epoch,2,8,16,64,0.154,93.06,48.48,97.24
63,filter:2-conv1:128-conv2:16-fc:1-Momentum,1_epoch,2,128,16,1,0.476,28.06,48.956,97.24
64,filter:6-conv1:4-conv2:64-fc:512-Momentum,1_epoch,6,4,64,512,0.347,97.38,49.303,97.38
65,filter:14-conv1:512-conv2:256-fc:16-Momentum,1_epoch,14,512,256,16,6.33,10.28,55.633,97.38
66,filter:4-conv1:16-conv2:2-fc:256-Momentum,1_epoch,4,16,2,256,0.293,96.12,55.926,97.38
67,filter:2-conv1:16-conv2:4-fc:64-Momentum,1_epoch,2,16,4,64,0.238,92.76,56.164,97.38
68,filter:4-conv1:8-conv2:2-fc:256-Momentum,1_epoch,4,8,2,256,0.18,95.86,56.344,97.38
69,filter:4-conv1:4-conv2:8-fc:512-Momentum,1_epoch,4,4,8,512,0.18,96.04,56.524,97.38
70,filter:14-conv1:32-conv2:4-fc:2-Momentum,1_epoch,14,32,4,2,0.258,52.65,56.782,97.38
71,filter:8-conv1:16-conv2:4-fc:2-Momentum,1_epoch,8,16,4,2,0.196,49.6,56.978,97.38
72,filter:2-conv1:4-conv2:256-fc:4-Momentum,1_epoch,2,4,256,4,0.444,79.14,57.422,97.38
73,filter:4-conv1:1-conv2:128-fc:16-Momentum,1_epoch,4,1,128,16,0.353,90.36,57.775,97.38
74,filter:6-conv1:512-conv2:1-fc:512-Momentum,1_epoch,6,512,1,512,1.3,94.89,59.075,97.38
75,filter:12-conv1:1-conv2:128-fc:8-Momentum,1_epoch,12,1,128,8,0.248,87.94,59.323,97.38
76,filter:6-conv1:512-conv2:128-fc:32-Momentum,1_epoch,6,512,128,32,2.51,10.28,61.833,97.38
77,filter:12-conv1:256-conv2:256-fc:2-Momentum,1_epoch,12,256,256,2,2.61,10.28,64.443,97.38
78,filter:8-conv1:64-conv2:64-fc:512-Momentum,1_epoch,8,64,64,512,0.391,98.08,64.834,98.08
79,filter:2-conv1:128-conv2:32-fc:1-Momentum,1_epoch,2,128,32,1,0.37,10.28,65.204,98.08
80,filter:12-conv1:512-conv2:4-fc:4-Momentum,1_epoch,12,512,4,4,1.85,10.28,67.054,98.08
81,filter:12-conv1:8-conv2:1-fc:32-Momentum,1_epoch,12,8,1,32,0.202,91.3,67.256,98.08
82,filter:14-conv1:256-conv2:32-fc:8-Momentum,1_epoch,14,256,32,8,1.32,10.28,68.576,98.08
83,filter:6-conv1:32-conv2:64-fc:1-Momentum,1_epoch,6,32,64,1,0.463,10.28,69.039,98.08
84,filter:6-conv1:256-conv2:512-fc:8-Momentum,1_epoch,6,256,512,8,2.97,10.28,72.009,98.08
85,filter:4-conv1:256-conv2:1-fc:32-Momentum,1_epoch,4,256,1,32,0.635,92.67,72.644,98.08
86,filter:12-conv1:1-conv2:2-fc:256-Momentum,1_epoch,12,1,2,256,0.169,93.77,72.813,98.08
87,filter:2-conv1:128-conv2:256-fc:16-Momentum,1_epoch,2,128,256,16,0.549,92.13,73.362,98.08
88,filter:6-conv1:64-conv2:128-fc:8-Momentum,1_epoch,6,64,128,8,0.453,56.78,73.815,98.08
89,filter:14-conv1:64-conv2:128-fc:4-Momentum,1_epoch,14,64,128,4,0.792,10.28,74.607,98.08
90,filter:14-conv1:4-conv2:128-fc:32-Momentum,1_epoch,14,4,128,32,0.314,90.68,74.921,98.08
91,filter:14-conv1:2-conv2:256-fc:128-Momentum,1_epoch,14,2,256,128,0.502,87.09,75.423,98.08
92,filter:12-conv1:512-conv2:64-fc:16-Momentum,1_epoch,12,512,64,16,2.58,10.28,78.003,98.08
93,filter:6-conv1:32-conv2:16-fc:16-Momentum,1_epoch,6,32,16,16,0.273,96.45,78.276,98.08
94,filter:4-conv1:8-conv2:128-fc:2-Momentum,1_epoch,4,8,128,2,0.748,45.73,79.024,98.08
95,filter:8-conv1:8-conv2:256-fc:64-Momentum,1_epoch,8,8,256,64,0.653,95.69,79.677,98.08
96,filter:8-conv1:8-conv2:512-fc:256-Momentum,1_epoch,8,8,512,256,0.738,95.83,80.415,98.08
97,filter:12-conv1:128-conv2:16-fc:64-Momentum,1_epoch,12,128,16,64,0.601,97.05,81.016,98.08
98,filter:12-conv1:32-conv2:16-fc:8-Momentum,1_epoch,12,32,16,8,0.26,74.16,81.276,98.08
99,filter:14-conv1:32-conv2:2-fc:64-Momentum,1_epoch,14,32,2,64,0.267,92.95,81.543,98.08
100,filter:8-conv1:128-conv2:8-fc:32-Momentum,1_epoch,8,128,8,32,0.459,95.98,82.002,98.08
101,filter:8-conv1:128-conv2:32-fc:256-Momentum,1_epoch,8,128,32,256,0.727,96.83,82.729,98.08
102,filter:8-conv1:16-conv2:16-fc:128-Momentum,1_epoch,8,16,16,128,0.286,97.73,83.015,98.08
103,filter:2-conv1:4-conv2:4-fc:64-Momentum,1_epoch,2,4,4,64,0.246,91.92,83.261,98.08
104,filter:4-conv1:8-conv2:128-fc:8-Momentum,1_epoch,4,8,128,8,0.294,91.4,83.555,98.08
105,filter:2-conv1:512-conv2:256-fc:8-Momentum,1_epoch,2,512,256,8,2.07,82.95,85.625,98.08
106,filter:4-conv1:8-conv2:1-fc:1-Momentum,1_epoch,4,8,1,1,0.18,21.08,85.805,98.08
107,filter:14-conv1:512-conv2:1-fc:16-Momentum,1_epoch,14,512,1,16,1.8,86.67,87.605,98.08
108,filter:14-conv1:64-conv2:512-fc:128-Momentum,1_epoch,14,64,512,128,1.8,10.28,89.405,98.08
109,filter:2-conv1:2-conv2:16-fc:16-Momentum,1_epoch,2,2,16,16,0.205,83.75,89.61,98.08
110,filter:2-conv1:1-conv2:16-fc:512-Momentum,1_epoch,2,1,16,512,0.249,92.81,89.859,98.08
111,filter:14-conv1:512-conv2:64-fc:2-Momentum,1_epoch,14,512,64,2,2.84,10.28,92.699,98.08
112,filter:2-conv1:512-conv2:512-fc:512-Momentum,1_epoch,2,512,512,512,2.27,96.2,94.969,98.08
113,filter:8-conv1:16-conv2:2-fc:256-Momentum,1_epoch,8,16,2,256,0.196,94.13,95.165,98.08
114,filter:6-conv1:8-conv2:1-fc:64-Momentum,1_epoch,6,8,1,64,0.17,92.68,95.335,98.08
115,filter:2-conv1:1-conv2:2-fc:32-Momentum,1_epoch,2,1,2,32,0.191,84.56,95.526,98.08
116,filter:6-conv1:512-conv2:32-fc:4-Momentum,1_epoch,6,512,32,4,1.57,10.28,97.096,98.08
117,filter:14-conv1:1-conv2:8-fc:32-Momentum,1_epoch,14,1,8,32,0.177,94.5,97.273,98.08
118,filter:8-conv1:64-conv2:4-fc:256-Momentum,1_epoch,8,64,4,256,0.281,94.72,97.554,98.08
119,filter:12-conv1:512-conv2:1-fc:4-Momentum,1_epoch,12,512,1,4,1.71,43.75,99.264,98.08
120,filter:2-conv1:32-conv2:16-fc:1-Momentum,1_epoch,2,32,16,1,0.29,27.69,99.554,98.08
121,filter:4-conv1:128-conv2:8-fc:8-Momentum,1_epoch,4,128,8,8,0.427,94.84,99.981,98.08
122,filter:8-conv1:128-conv2:512-fc:2-Momentum,1_epoch,8,128,512,2,1.96,10.28,101.941,98.08
123,filter:8-conv1:16-conv2:256-fc:8-Momentum,1_epoch,8,16,256,8,0.437,50.97,102.378,98.08
124,filter:8-conv1:4-conv2:128-fc:32-Momentum,1_epoch,8,4,128,32,0.273,95.22,102.651,98.08
125,filter:8-conv1:256-conv2:1-fc:2-Momentum,1_epoch,8,256,1,2,0.879,40.94,103.53,98.08
126,filter:6-conv1:256-conv2:512-fc:16-Momentum,1_epoch,6,256,512,16,3.02,10.28,106.55,98.08
127,filter:4-conv1:4-conv2:128-fc:1-Momentum,1_epoch,4,4,128,1,0.248,10.28,106.798,98.08
128,filter:4-conv1:512-conv2:32-fc:64-Momentum,1_epoch,4,512,32,64,1.22,97.38,108.018,98.08
129,filter:4-conv1:64-conv2:2-fc:256-Momentum,1_epoch,4,64,2,256,0.331,96.91,108.349,98.08
130,filter:6-conv1:16-conv2:1-fc:32-Momentum,1_epoch,6,16,1,32,0.286,91.74,108.635,98.08
131,filter:14-conv1:256-conv2:1-fc:32-Momentum,1_epoch,14,256,1,32,1.18,91.46,109.815,98.08
132,filter:4-conv1:16-conv2:4-fc:512-Momentum,1_epoch,4,16,4,512,0.274,97.11,110.089,98.08
133,filter:12-conv1:1-conv2:8-fc:256-Momentum,1_epoch,12,1,8,256,0.273,95.54,110.362,98.08
134,filter:6-conv1:64-conv2:32-fc:64-Momentum,1_epoch,6,64,32,64,0.397,97.56,110.759,98.08
135,filter:6-conv1:128-conv2:256-fc:64-Momentum,1_epoch,6,128,256,64,1.17,10.28,111.929,98.08
136,filter:4-conv1:128-conv2:2-fc:512-Momentum,1_epoch,4,128,2,512,0.397,95.49,112.326,98.08
137,filter:2-conv1:128-conv2:2-fc:4-Momentum,1_epoch,2,128,2,4,0.516,66.82,112.842,98.08
138,filter:6-conv1:16-conv2:2-fc:4-Momentum,1_epoch,6,16,2,4,0.236,64.01,113.078,98.08
139,filter:8-conv1:512-conv2:2-fc:256-Momentum,1_epoch,8,512,2,256,1.39,11.35,114.468,98.08
140,filter:14-conv1:256-conv2:64-fc:512-Momentum,1_epoch,14,256,64,512,1.61,10.28,116.078,98.08
141,filter:12-conv1:4-conv2:128-fc:256-Momentum,1_epoch,12,4,128,256,0.317,93.39,116.395,98.08
142,filter:6-conv1:1-conv2:128-fc:512-Momentum,1_epoch,6,1,128,512,0.432,95.34,116.827,98.08
143,filter:4-conv1:256-conv2:2-fc:8-Momentum,1_epoch,4,256,2,8,0.646,85.56,117.473,98.08
144,filter:12-conv1:8-conv2:2-fc:128-Momentum,1_epoch,12,8,2,128,0.305,95.93,117.778,98.08
145,filter:6-conv1:32-conv2:4-fc:512-Momentum,1_epoch,6,32,4,512,0.237,95.0,118.015,98.08
146,filter:6-conv1:64-conv2:128-fc:128-Momentum,1_epoch,6,64,128,128,0.493,97.56,118.508,98.08
147,filter:2-conv1:128-conv2:4-fc:512-Momentum,1_epoch,2,128,4,512,0.341,91.42,118.849,98.08
148,filter:12-conv1:1-conv2:4-fc:32-Momentum,1_epoch,12,1,4,32,0.164,93.12,119.013,98.08
149,filter:8-conv1:8-conv2:128-fc:512-Momentum,1_epoch,8,8,128,512,0.294,97.78,119.307,98.08
150,filter:12-conv1:2-conv2:8-fc:16-Momentum,1_epoch,12,2,8,16,0.439,95.5,119.746,98.08
151,filter:8-conv1:4-conv2:128-fc:4-Momentum,1_epoch,8,4,128,4,0.223,27.98,119.969,98.08
152,filter:14-conv1:16-conv2:1-fc:4-Momentum,1_epoch,14,16,1,4,0.376,84.83,120.345,98.08
153,filter:4-conv1:2-conv2:128-fc:2-Momentum,1_epoch,4,2,128,2,0.296,10.28,120.641,98.08
154,filter:4-conv1:256-conv2:4-fc:32-Momentum,1_epoch,4,256,4,32,0.67,96.19,121.311,98.08
155,filter:8-conv1:64-conv2:64-fc:256-Momentum,1_epoch,8,64,64,256,0.432,98.05,121.743,98.08
156,filter:2-conv1:512-conv2:64-fc:64-Momentum,1_epoch,2,512,64,64,1.15,96.6,122.893,98.08
157,filter:8-conv1:64-conv2:512-fc:512-Momentum,1_epoch,8,64,512,512,1.32,43.04,124.213,98.08
158,filter:6-conv1:32-conv2:1-fc:2-Momentum,1_epoch,6,32,1,2,0.297,39.77,124.51,98.08
159,filter:8-conv1:8-conv2:512-fc:32-Momentum,1_epoch,8,8,512,32,0.812,94.08,125.322,98.08
160,filter:14-conv1:512-conv2:128-fc:1-Momentum,1_epoch,14,512,128,1,4.05,10.28,129.372,98.08
161,filter:8-conv1:2-conv2:64-fc:1-Momentum,1_epoch,8,2,64,1,0.271,24.19,129.643,98.08
162,filter:4-conv1:256-conv2:64-fc:256-Momentum,1_epoch,4,256,64,256,0.86,97.72,130.503,98.08
163,filter:4-conv1:8-conv2:8-fc:32-Momentum,1_epoch,4,8,8,32,0.162,95.48,130.665,98.08
164,filter:12-conv1:128-conv2:1-fc:1-Momentum,1_epoch,12,128,1,1,0.524,28.57,131.189,98.08
165,filter:8-conv1:256-conv2:128-fc:1-Momentum,1_epoch,8,256,128,1,1.31,10.28,132.499,98.08
166,filter:2-conv1:1-conv2:64-fc:256-Momentum,1_epoch,2,1,64,256,0.182,94.94,132.681,98.08
167,filter:6-conv1:16-conv2:32-fc:16-Momentum,1_epoch,6,16,32,16,0.24,96.37,132.921,98.08
168,filter:4-conv1:4-conv2:16-fc:8-Momentum,1_epoch,4,4,16,8,0.152,91.57,133.073,98.08
169,filter:4-conv1:512-conv2:32-fc:16-Momentum,1_epoch,4,512,32,16,1.36,96.71,134.433,98.08
170,filter:4-conv1:128-conv2:64-fc:64-Momentum,1_epoch,4,128,64,64,0.666,97.07,135.099,98.08
171,filter:12-conv1:512-conv2:2-fc:8-Momentum,1_epoch,12,512,2,8,1.83,77.31,136.929,98.08
172,filter:4-conv1:128-conv2:4-fc:256-Momentum,1_epoch,4,128,4,256,0.417,96.44,137.346,98.08
173,filter:4-conv1:32-conv2:256-fc:512-Momentum,1_epoch,4,32,256,512,0.438,98.14,137.784,98.14
174,filter:14-conv1:256-conv2:8-fc:16-Momentum,1_epoch,14,256,8,16,1.06,93.96,138.844,98.14
175,filter:6-conv1:128-conv2:32-fc:512-Momentum,1_epoch,6,128,32,512,0.842,97.52,139.686,98.14
176,filter:14-conv1:8-conv2:256-fc:32-Momentum,1_epoch,14,8,256,32,0.594,84.35,140.28,98.14
177,filter:6-conv1:32-conv2:512-fc:1-Momentum,1_epoch,6,32,512,1,0.834,10.28,141.114,98.14
178,filter:12-conv1:64-conv2:32-fc:32-Momentum,1_epoch,12,64,32,32,0.468,93.23,141.582,98.14
179,filter:6-conv1:256-conv2:2-fc:256-Momentum,1_epoch,6,256,2,256,0.793,10.28,142.375,98.14
180,filter:8-conv1:16-conv2:256-fc:2-Momentum,1_epoch,8,16,256,2,0.433,10.28,142.808,98.14
181,filter:14-conv1:32-conv2:8-fc:256-Momentum,1_epoch,14,32,8,256,0.275,96.14,143.083,98.14
182,filter:14-conv1:256-conv2:128-fc:64-Momentum,1_epoch,14,256,128,64,2.25,10.28,145.333,98.14
183,filter:4-conv1:8-conv2:8-fc:8-Momentum,1_epoch,4,8,8,8,0.299,91.05,145.632,98.14
184,filter:4-conv1:32-conv2:4-fc:8-Momentum,1_epoch,4,32,4,8,0.199,90.73,145.831,98.14
185,filter:2-conv1:64-conv2:64-fc:16-Momentum,1_epoch,2,64,64,16,0.316,90.82,146.147,98.14
186,filter:2-conv1:32-conv2:1-fc:128-Momentum,1_epoch,2,32,1,128,0.189,88.67,146.336,98.14
187,filter:2-conv1:1-conv2:256-fc:16-Momentum,1_epoch,2,1,256,16,0.323,69.12,146.659,98.14
188,filter:8-conv1:8-conv2:512-fc:2-Momentum,1_epoch,8,8,512,2,0.602,10.28,147.261,98.14
189,filter:2-conv1:512-conv2:2-fc:16-Momentum,1_epoch,2,512,2,16,1.08,89.06,148.341,98.14
190,filter:14-conv1:128-conv2:16-fc:2-Momentum,1_epoch,14,128,16,2,0.656,10.28,148.997,98.14
191,filter:12-conv1:16-conv2:16-fc:128-Momentum,1_epoch,12,16,16,128,0.23,97.13,149.227,98.14
192,filter:6-conv1:64-conv2:64-fc:2-Momentum,1_epoch,6,64,64,2,0.361,10.28,149.588,98.14
193,filter:12-conv1:8-conv2:256-fc:64-Momentum,1_epoch,12,8,256,64,0.43,86.27,150.018,98.14
194,filter:14-conv1:32-conv2:8-fc:2-Momentum,1_epoch,14,32,8,2,0.268,10.28,150.286,98.14
195,filter:12-conv1:4-conv2:4-fc:1-Momentum,1_epoch,12,4,4,1,0.182,29.14,150.468,98.14
196,filter:14-conv1:2-conv2:2-fc:8-Momentum,1_epoch,14,2,2,8,0.321,86.81,150.789,98.14
197,filter:12-conv1:64-conv2:4-fc:512-Momentum,1_epoch,12,64,4,512,0.332,10.28,151.121,98.14
198,filter:6-conv1:4-conv2:32-fc:4-Momentum,1_epoch,6,4,32,4,0.269,88.91,151.39,98.14
199,filter:2-conv1:8-conv2:512-fc:256-Momentum,1_epoch,2,8,512,256,0.407,93.6,151.797,98.14
200,filter:6-conv1:1-conv2:1-fc:1-Momentum,1_epoch,6,1,1,1,0.154,30.04,151.951,98.14
201,filter:12-conv1:128-conv2:128-fc:32-Momentum,1_epoch,12,128,128,32,1.09,10.28,153.041,98.14
202,filter:4-conv1:4-conv2:1-fc:256-Momentum,1_epoch,4,4,1,256,0.147,90.54,153.188,98.14
203,filter:8-conv1:32-conv2:64-fc:4-Momentum,1_epoch,8,32,64,4,0.288,48.08,153.476,98.14
204,filter:8-conv1:32-conv2:2-fc:8-Momentum,1_epoch,8,32,2,8,0.309,91.56,153.785,98.14
205,filter:2-conv1:8-conv2:32-fc:1-Momentum,1_epoch,2,8,32,1,0.263,26.28,154.048,98.14
206,filter:2-conv1:1-conv2:4-fc:16-Momentum,1_epoch,2,1,4,16,0.227,83.6,154.275,98.14
207,filter:8-conv1:256-conv2:16-fc:128-Momentum,1_epoch,8,256,16,128,0.776,96.92,155.051,98.14
208,filter:12-conv1:8-conv2:4-fc:64-Momentum,1_epoch,12,8,4,64,0.314,96.6,155.365,98.14
209,filter:2-conv1:128-conv2:64-fc:2-Momentum,1_epoch,2,128,64,2,0.427,50.31,155.792,98.14
210,filter:8-conv1:512-conv2:32-fc:1-Momentum,1_epoch,8,512,32,1,1.66,10.28,157.452,98.14
211,filter:12-conv1:4-conv2:8-fc:512-Momentum,1_epoch,12,4,8,512,0.282,95.03,157.734,98.14
212,filter:4-conv1:128-conv2:8-fc:64-Momentum,1_epoch,4,128,8,64,0.509,97.36,158.243,98.14
213,filter:14-conv1:1-conv2:2-fc:2-Momentum,1_epoch,14,1,2,2,0.166,47.65,158.409,98.14
214,filter:14-conv1:128-conv2:64-fc:1-Momentum,1_epoch,14,128,64,1,0.973,10.28,159.382,98.14
215,filter:12-conv1:2-conv2:128-fc:32-Momentum,1_epoch,12,2,128,32,0.297,89.34,159.679,98.14
216,filter:4-conv1:64-conv2:4-fc:8-Momentum,1_epoch,4,64,4,8,0.271,87.19,159.95,98.14
217,filter:14-conv1:64-conv2:8-fc:4-Momentum,1_epoch,14,64,8,4,0.39,46.25,160.34,98.14
218,filter:4-conv1:512-conv2:32-fc:4-Momentum,1_epoch,4,512,32,4,1.22,10.28,161.56,98.14
219,filter:4-conv1:128-conv2:128-fc:2-Momentum,1_epoch,4,128,128,2,0.885,46.22,162.445,98.14
220,filter:4-conv1:32-conv2:32-fc:128-Momentum,1_epoch,4,32,32,128,0.306,97.8,162.751,98.14
221,filter:6-conv1:32-conv2:8-fc:4-Momentum,1_epoch,6,32,8,4,0.314,77.7,163.065,98.14
222,filter:4-conv1:128-conv2:1-fc:128-Momentum,1_epoch,4,128,1,128,0.439,92.32,163.504,98.14
223,filter:8-conv1:64-conv2:2-fc:128-Momentum,1_epoch,8,64,2,128,0.281,10.28,163.785,98.14
224,filter:12-conv1:2-conv2:64-fc:2-Momentum,1_epoch,12,2,64,2,0.229,46.52,164.014,98.14
225,filter:14-conv1:64-conv2:4-fc:256-Momentum,1_epoch,14,64,4,256,0.528,11.35,164.542,98.14
226,filter:12-conv1:2-conv2:32-fc:4-Momentum,1_epoch,12,2,32,4,0.207,66.27,164.749,98.14
227,filter:4-conv1:512-conv2:16-fc:512-Momentum,1_epoch,4,512,16,512,1.33,96.26,166.079,98.14
228,filter:8-conv1:512-conv2:64-fc:1-Momentum,1_epoch,8,512,64,1,1.92,10.28,167.999,98.14
229,filter:14-conv1:256-conv2:16-fc:8-Momentum,1_epoch,14,256,16,8,1.24,10.28,169.239,98.14
230,filter:2-conv1:2-conv2:128-fc:1-Momentum,1_epoch,2,2,128,1,0.185,10.28,169.424,98.14
231,filter:4-conv1:1-conv2:8-fc:8-Momentum,1_epoch,4,1,8,8,0.18,88.62,169.604,98.14
232,filter:12-conv1:32-conv2:512-fc:2-Momentum,1_epoch,12,32,512,2,0.977,10.28,170.581,98.14
233,filter:12-conv1:64-conv2:32-fc:4-Momentum,1_epoch,12,64,32,4,0.378,10.28,170.959,98.14
234,filter:2-conv1:16-conv2:512-fc:1-Momentum,1_epoch,2,16,512,1,0.441,10.28,171.4,98.14
