,Setting,Step,Param1,Param2,Param3,Param4,Elapsed Time,Metric1,Total Time,Best
1839,filter:2-conv1:2-conv2:16-fc:128-Momentum,1_epoch,2,2,16,128,0.254,92.75,1304.329,98.2
1840,filter:14-conv1:8-conv2:128-fc:32-Momentum,1_epoch,14,8,128,32,0.339,94.16,1304.668,98.2
1841,filter:14-conv1:2-conv2:64-fc:64-Momentum,1_epoch,14,2,64,64,0.366,93.47,1305.034,98.2
1842,filter:2-conv1:128-conv2:512-fc:16-Momentum,1_epoch,2,128,512,16,0.861,71.58,1305.895,98.2
1843,filter:4-conv1:16-conv2:2-fc:4-Momentum,1_epoch,4,16,2,4,0.209,78.19,1306.104,98.2
1844,filter:6-conv1:2-conv2:1-fc:128-Momentum,1_epoch,6,2,1,128,0.558,89.29,1306.662,98.2
1845,filter:8-conv1:2-conv2:4-fc:4-Momentum,1_epoch,8,2,4,4,0.15,72.97,1306.812,98.2
1846,filter:8-conv1:32-conv2:32-fc:512-Momentum,1_epoch,8,32,32,512,0.343,97.56,1307.155,98.2
1847,filter:12-conv1:512-conv2:64-fc:8-Momentum,1_epoch,12,512,64,8,2.44,10.28,1309.595,98.2
1848,filter:4-conv1:16-conv2:8-fc:64-Momentum,1_epoch,4,16,8,64,0.359,96.62,1309.954,98.2
1849,filter:12-conv1:32-conv2:4-fc:128-Momentum,1_epoch,12,32,4,128,0.434,96.23,1310.388,98.2
1850,filter:2-conv1:2-conv2:2-fc:256-Momentum,1_epoch,2,2,2,256,0.133,85.87,1310.521,98.2
1851,filter:14-conv1:512-conv2:2-fc:8-Momentum,1_epoch,14,512,2,8,1.95,10.28,1312.471,98.2
1852,filter:12-conv1:32-conv2:4-fc:8-Momentum,1_epoch,12,32,4,8,0.233,92.11,1312.704,98.2
1853,filter:2-conv1:1-conv2:2-fc:128-Momentum,1_epoch,2,1,2,128,0.26,87.47,1312.964,98.2
1854,filter:12-conv1:256-conv2:4-fc:64-Momentum,1_epoch,12,256,4,64,1.01,10.28,1313.974,98.2
1855,filter:12-conv1:128-conv2:512-fc:128-Momentum,1_epoch,12,128,512,128,2.38,29.0,1316.354,98.2
1856,filter:2-conv1:64-conv2:4-fc:1-Momentum,1_epoch,2,64,4,1,0.268,22.4,1316.622,98.2
1857,filter:8-conv1:4-conv2:128-fc:128-Momentum,1_epoch,8,4,128,128,0.233,96.6,1316.855,98.2
1858,filter:12-conv1:4-conv2:32-fc:8-Momentum,1_epoch,12,4,32,8,0.207,91.71,1317.062,98.2
1859,filter:12-conv1:512-conv2:8-fc:64-Momentum,1_epoch,12,512,8,64,1.76,10.28,1318.822,98.2
1860,filter:12-conv1:1-conv2:512-fc:4-Momentum,1_epoch,12,1,512,4,0.42,21.38,1319.242,98.2
1861,filter:8-conv1:64-conv2:64-fc:16-Momentum,1_epoch,8,64,64,16,0.385,91.04,1319.627,98.2
1862,filter:8-conv1:8-conv2:8-fc:16-Momentum,1_epoch,8,8,8,16,0.168,95.73,1319.795,98.2
1863,filter:8-conv1:64-conv2:16-fc:1-Momentum,1_epoch,8,64,16,1,0.298,10.28,1320.093,98.2
1864,filter:2-conv1:4-conv2:128-fc:1-Momentum,1_epoch,2,4,128,1,0.267,10.28,1320.36,98.2
1865,filter:14-conv1:128-conv2:32-fc:128-Momentum,1_epoch,14,128,32,128,0.736,95.67,1321.096,98.2
1866,filter:2-conv1:4-conv2:4-fc:512-Momentum,1_epoch,2,4,4,512,0.147,91.03,1321.243,98.2
1867,filter:4-conv1:256-conv2:2-fc:16-Momentum,1_epoch,4,256,2,16,0.749,94.25,1321.992,98.2
1868,filter:12-conv1:4-conv2:1-fc:2-Momentum,1_epoch,12,4,1,2,0.178,48.87,1322.17,98.2
1869,filter:2-conv1:8-conv2:4-fc:1-Momentum,1_epoch,2,8,4,1,0.168,19.07,1322.338,98.2
1870,filter:12-conv1:64-conv2:256-fc:256-Momentum,1_epoch,12,64,256,256,1.11,80.09,1323.448,98.2
1871,filter:6-conv1:128-conv2:4-fc:128-Momentum,1_epoch,6,128,4,128,0.529,95.68,1323.977,98.2
1872,filter:6-conv1:16-conv2:512-fc:256-Momentum,1_epoch,6,16,512,256,0.702,96.09,1324.679,98.2
1873,filter:6-conv1:16-conv2:256-fc:16-Momentum,1_epoch,6,16,256,16,0.4,74.86,1325.079,98.2
1874,filter:8-conv1:64-conv2:8-fc:16-Momentum,1_epoch,8,64,8,16,0.327,96.55,1325.406,98.2
1875,filter:6-conv1:4-conv2:2-fc:32-Momentum,1_epoch,6,4,2,32,0.152,94.65,1325.558,98.2
1876,filter:12-conv1:2-conv2:2-fc:8-Momentum,1_epoch,12,2,2,8,0.282,90.31,1325.84,98.2
1877,filter:2-conv1:16-conv2:512-fc:256-Momentum,1_epoch,2,16,512,256,0.422,94.74,1326.262,98.2
1878,filter:4-conv1:32-conv2:2-fc:8-Momentum,1_epoch,4,32,2,8,0.224,89.25,1326.486,98.2
1879,filter:2-conv1:64-conv2:256-fc:2-Momentum,1_epoch,2,64,256,2,0.377,21.42,1326.863,98.2
1880,filter:12-conv1:32-conv2:2-fc:4-Momentum,1_epoch,12,32,2,4,0.314,76.21,1327.177,98.2
1881,filter:12-conv1:2-conv2:64-fc:8-Momentum,1_epoch,12,2,64,8,0.219,80.74,1327.396,98.2
1882,filter:8-conv1:128-conv2:1-fc:512-Momentum,1_epoch,8,128,1,512,0.489,95.38,1327.885,98.2
1883,filter:8-conv1:64-conv2:512-fc:2-Momentum,1_epoch,8,64,512,2,1.27,10.28,1329.155,98.2
1884,filter:6-conv1:256-conv2:16-fc:16-Momentum,1_epoch,6,256,16,16,0.826,96.77,1329.981,98.2
1885,filter:6-conv1:2-conv2:256-fc:512-Momentum,1_epoch,6,2,256,512,0.303,95.93,1330.284,98.2
1886,filter:12-conv1:4-conv2:128-fc:1-Momentum,1_epoch,12,4,128,1,0.567,10.28,1330.851,98.2
1887,filter:2-conv1:64-conv2:8-fc:1-Momentum,1_epoch,2,64,8,1,0.259,28.32,1331.11,98.2
1888,filter:6-conv1:1-conv2:16-fc:512-Momentum,1_epoch,6,1,16,512,0.162,95.81,1331.272,98.2
1889,filter:4-conv1:256-conv2:32-fc:16-Momentum,1_epoch,4,256,32,16,0.811,95.77,1332.083,98.2
1890,filter:6-conv1:16-conv2:512-fc:32-Momentum,1_epoch,6,16,512,32,0.902,93.53,1332.985,98.2
1891,filter:6-conv1:2-conv2:16-fc:64-Momentum,1_epoch,6,2,16,64,0.153,95.48,1333.138,98.2
1892,filter:2-conv1:16-conv2:512-fc:4-Momentum,1_epoch,2,16,512,4,0.369,10.28,1333.507,98.2
1893,filter:14-conv1:512-conv2:1-fc:2-Momentum,1_epoch,14,512,1,2,1.95,38.63,1335.457,98.2
1894,filter:12-conv1:64-conv2:32-fc:256-Momentum,1_epoch,12,64,32,256,0.589,96.13,1336.046,98.2
1895,filter:8-conv1:256-conv2:32-fc:64-Momentum,1_epoch,8,256,32,64,0.877,97.3,1336.923,98.2
1896,filter:12-conv1:32-conv2:8-fc:4-Momentum,1_epoch,12,32,8,4,0.235,22.43,1337.158,98.2
1897,filter:8-conv1:1-conv2:128-fc:32-Momentum,1_epoch,8,1,128,32,0.293,94.24,1337.451,98.2
1898,filter:8-conv1:16-conv2:512-fc:32-Momentum,1_epoch,8,16,512,32,0.676,59.17,1338.127,98.2
1899,filter:2-conv1:4-conv2:1-fc:128-Momentum,1_epoch,2,4,1,128,0.242,88.28,1338.369,98.2
1900,filter:8-conv1:512-conv2:2-fc:1-Momentum,1_epoch,8,512,2,1,1.44,10.28,1339.809,98.2
1901,filter:6-conv1:512-conv2:128-fc:2-Momentum,1_epoch,6,512,128,2,2.48,10.28,1342.289,98.2
1902,filter:14-conv1:128-conv2:32-fc:8-Momentum,1_epoch,14,128,32,8,0.76,10.28,1343.049,98.2
1903,filter:14-conv1:4-conv2:32-fc:512-Momentum,1_epoch,14,4,32,512,0.221,95.39,1343.27,98.2
1904,filter:14-conv1:64-conv2:64-fc:2-Momentum,1_epoch,14,64,64,2,0.505,10.28,1343.775,98.2
1905,filter:2-conv1:1-conv2:256-fc:2-Momentum,1_epoch,2,1,256,2,0.267,10.28,1344.042,98.2
1906,filter:8-conv1:16-conv2:4-fc:512-Momentum,1_epoch,8,16,4,512,0.273,96.47,1344.315,98.2
1907,filter:12-conv1:32-conv2:256-fc:128-Momentum,1_epoch,12,32,256,128,0.607,85.37,1344.922,98.2
1908,filter:14-conv1:1-conv2:64-fc:64-Momentum,1_epoch,14,1,64,64,0.424,94.6,1345.346,98.2
1909,filter:12-conv1:8-conv2:2-fc:8-Momentum,1_epoch,12,8,2,8,0.184,90.94,1345.53,98.2
1910,filter:8-conv1:16-conv2:512-fc:2-Momentum,1_epoch,8,16,512,2,0.812,10.28,1346.342,98.2
1911,filter:6-conv1:1-conv2:64-fc:2-Momentum,1_epoch,6,1,64,2,0.18,47.0,1346.522,98.2
1912,filter:14-conv1:2-conv2:256-fc:2-Momentum,1_epoch,14,2,256,2,0.483,10.28,1347.005,98.2
1913,filter:2-conv1:64-conv2:8-fc:16-Momentum,1_epoch,2,64,8,16,0.343,91.87,1347.348,98.2
1914,filter:12-conv1:16-conv2:1-fc:4-Momentum,1_epoch,12,16,1,4,0.254,82.99,1347.602,98.2
1915,filter:6-conv1:1-conv2:16-fc:1-Momentum,1_epoch,6,1,16,1,0.148,17.08,1347.75,98.2
1916,filter:6-conv1:8-conv2:512-fc:256-Momentum,1_epoch,6,8,512,256,0.552,97.15,1348.302,98.2
1917,filter:8-conv1:256-conv2:128-fc:16-Momentum,1_epoch,8,256,128,16,1.35,10.28,1349.652,98.2
1918,filter:6-conv1:512-conv2:4-fc:32-Momentum,1_epoch,6,512,4,32,1.31,96.54,1350.962,98.2
1919,filter:2-conv1:512-conv2:4-fc:512-Momentum,1_epoch,2,512,4,512,1.02,96.25,1351.982,98.2
1920,filter:2-conv1:64-conv2:8-fc:4-Momentum,1_epoch,2,64,8,4,0.32,59.29,1352.302,98.2
1921,filter:8-conv1:16-conv2:8-fc:2-Momentum,1_epoch,8,16,8,2,0.193,46.31,1352.495,98.2
1922,filter:4-conv1:512-conv2:32-fc:2-Momentum,1_epoch,4,512,32,2,1.49,10.28,1353.985,98.2
1923,filter:6-conv1:4-conv2:128-fc:2-Momentum,1_epoch,6,4,128,2,0.321,31.11,1354.306,98.2
1924,filter:14-conv1:8-conv2:64-fc:1-Momentum,1_epoch,14,8,64,1,0.461,10.28,1354.767,98.2
1925,filter:12-conv1:32-conv2:16-fc:1-Momentum,1_epoch,12,32,16,1,0.251,20.97,1355.018,98.2
1926,filter:2-conv1:256-conv2:2-fc:512-Momentum,1_epoch,2,256,2,512,0.64,92.1,1355.658,98.2
1927,filter:6-conv1:128-conv2:8-fc:256-Momentum,1_epoch,6,128,8,256,0.507,97.43,1356.165,98.2
1928,filter:8-conv1:128-conv2:1-fc:32-Momentum,1_epoch,8,128,1,32,0.626,94.84,1356.791,98.2
1929,filter:6-conv1:16-conv2:64-fc:64-Momentum,1_epoch,6,16,64,64,0.236,97.45,1357.027,98.2
1930,filter:8-conv1:32-conv2:256-fc:128-Momentum,1_epoch,8,32,256,128,0.725,96.23,1357.752,98.2
1931,filter:8-conv1:2-conv2:16-fc:64-Momentum,1_epoch,8,2,16,64,0.149,96.11,1357.901,98.2
1932,filter:12-conv1:256-conv2:32-fc:256-Momentum,1_epoch,12,256,32,256,1.1,11.49,1359.001,98.2
1933,filter:14-conv1:256-conv2:1-fc:256-Momentum,1_epoch,14,256,1,256,1.02,94.35,1360.021,98.2
1934,filter:4-conv1:1-conv2:32-fc:32-Momentum,1_epoch,4,1,32,32,0.154,94.37,1360.175,98.2
1935,filter:14-conv1:8-conv2:1-fc:16-Momentum,1_epoch,14,8,1,16,0.241,93.67,1360.416,98.2
1936,filter:8-conv1:8-conv2:2-fc:16-Momentum,1_epoch,8,8,2,16,0.164,93.59,1360.58,98.2
1937,filter:6-conv1:512-conv2:32-fc:1-Momentum,1_epoch,6,512,32,1,1.54,10.28,1362.12,98.2
1938,filter:2-conv1:4-conv2:4-fc:128-Momentum,1_epoch,2,4,4,128,0.153,93.01,1362.273,98.2
1939,filter:6-conv1:256-conv2:8-fc:256-Momentum,1_epoch,6,256,8,256,0.803,96.02,1363.076,98.2
1940,filter:8-conv1:16-conv2:1-fc:128-Momentum,1_epoch,8,16,1,128,0.181,95.8,1363.257,98.2
1941,filter:6-conv1:256-conv2:128-fc:512-Momentum,1_epoch,6,256,128,512,1.57,89.82,1364.827,98.2
1942,filter:6-conv1:8-conv2:128-fc:32-Momentum,1_epoch,6,8,128,32,0.334,96.73,1365.161,98.2
1943,filter:12-conv1:512-conv2:512-fc:128-Momentum,1_epoch,12,512,512,128,9.83,10.28,1374.991,98.2
1944,filter:14-conv1:32-conv2:1-fc:4-Momentum,1_epoch,14,32,1,4,0.263,75.82,1375.254,98.2
1945,filter:4-conv1:4-conv2:4-fc:16-Momentum,1_epoch,4,4,4,16,0.177,91.8,1375.431,98.2
1946,filter:6-conv1:32-conv2:512-fc:8-Momentum,1_epoch,6,32,512,8,0.84,10.28,1376.271,98.2
1947,filter:2-conv1:2-conv2:128-fc:16-Momentum,1_epoch,2,2,128,16,0.311,87.07,1376.582,98.2
1948,filter:6-conv1:16-conv2:256-fc:32-Momentum,1_epoch,6,16,256,32,0.4,95.67,1376.982,98.2
1949,filter:4-conv1:4-conv2:2-fc:2-Momentum,1_epoch,4,4,2,2,0.226,36.17,1377.208,98.2
1950,filter:4-conv1:1-conv2:512-fc:2-Momentum,1_epoch,4,1,512,2,0.749,10.28,1377.957,98.2
1951,filter:4-conv1:2-conv2:2-fc:2-Momentum,1_epoch,4,2,2,2,0.149,35.59,1378.106,98.2
1952,filter:14-conv1:1-conv2:256-fc:1-Momentum,1_epoch,14,1,256,1,0.476,10.28,1378.582,98.2
1953,filter:8-conv1:32-conv2:8-fc:8-Momentum,1_epoch,8,32,8,8,0.214,92.26,1378.796,98.2
1954,filter:6-conv1:16-conv2:8-fc:2-Momentum,1_epoch,6,16,8,2,0.563,49.12,1379.359,98.2
1955,filter:2-conv1:32-conv2:1-fc:2-Momentum,1_epoch,2,32,1,2,0.214,39.32,1379.573,98.2
1956,filter:4-conv1:256-conv2:8-fc:2-Momentum,1_epoch,4,256,8,2,0.951,39.62,1380.524,98.2
1957,filter:12-conv1:2-conv2:8-fc:4-Momentum,1_epoch,12,2,8,4,0.285,83.31,1380.809,98.2
1958,filter:2-conv1:64-conv2:128-fc:1-Momentum,1_epoch,2,64,128,1,0.39,10.28,1381.199,98.2
1959,filter:12-conv1:32-conv2:4-fc:2-Momentum,1_epoch,12,32,4,2,0.363,49.85,1381.562,98.2
1960,filter:14-conv1:8-conv2:64-fc:512-Momentum,1_epoch,14,8,64,512,0.464,94.53,1382.026,98.2
1961,filter:4-conv1:128-conv2:4-fc:4-Momentum,1_epoch,4,128,4,4,0.509,85.12,1382.535,98.2
1962,filter:8-conv1:512-conv2:1-fc:2-Momentum,1_epoch,8,512,1,2,1.41,40.39,1383.945,98.2
1963,filter:8-conv1:256-conv2:16-fc:32-Momentum,1_epoch,8,256,16,32,0.867,96.01,1384.812,98.2
1964,filter:6-conv1:64-conv2:16-fc:2-Momentum,1_epoch,6,64,16,2,0.463,26.44,1385.275,98.2
1965,filter:2-conv1:512-conv2:512-fc:1-Momentum,1_epoch,2,512,512,1,2.13,10.28,1387.405,98.2
1966,filter:4-conv1:1-conv2:2-fc:256-Momentum,1_epoch,4,1,2,256,0.233,93.47,1387.638,98.2
1967,filter:14-conv1:128-conv2:64-fc:256-Momentum,1_epoch,14,128,64,256,0.997,92.33,1388.635,98.2
1968,filter:14-conv1:256-conv2:64-fc:16-Momentum,1_epoch,14,256,64,16,1.72,10.28,1390.355,98.2
1969,filter:6-conv1:32-conv2:1-fc:32-Momentum,1_epoch,6,32,1,32,0.359,92.26,1390.714,98.2
1970,filter:4-conv1:512-conv2:2-fc:4-Momentum,1_epoch,4,512,2,4,1.2,81.4,1391.914,98.2
1971,filter:8-conv1:4-conv2:512-fc:64-Momentum,1_epoch,8,4,512,64,0.713,94.02,1392.627,98.2
1972,filter:14-conv1:256-conv2:128-fc:4-Momentum,1_epoch,14,256,128,4,2.24,10.28,1394.867,98.2
1973,filter:14-conv1:512-conv2:256-fc:2-Momentum,1_epoch,14,512,256,2,6.22,10.28,1401.087,98.2
1974,filter:4-conv1:1-conv2:512-fc:32-Momentum,1_epoch,4,1,512,32,0.641,91.09,1401.728,98.2
1975,filter:6-conv1:2-conv2:8-fc:128-Momentum,1_epoch,6,2,8,128,0.247,95.96,1401.975,98.2
1976,filter:14-conv1:64-conv2:256-fc:32-Momentum,1_epoch,14,64,256,32,1.02,10.28,1402.995,98.2
1977,filter:12-conv1:512-conv2:2-fc:1-Momentum,1_epoch,12,512,2,1,1.79,10.28,1404.785,98.2
1978,filter:14-conv1:256-conv2:32-fc:128-Momentum,1_epoch,14,256,32,128,1.29,10.28,1406.075,98.2
1979,filter:12-conv1:256-conv2:256-fc:32-Momentum,1_epoch,12,256,256,32,2.6,10.28,1408.675,98.2
1980,filter:6-conv1:256-conv2:2-fc:8-Momentum,1_epoch,6,256,2,8,0.717,93.09,1409.392,98.2
1981,filter:14-conv1:8-conv2:128-fc:128-Momentum,1_epoch,14,8,128,128,0.524,94.42,1409.916,98.2
1982,filter:14-conv1:512-conv2:512-fc:512-Momentum,1_epoch,14,512,512,512,11.1,10.28,1421.016,98.2
1983,filter:2-conv1:256-conv2:8-fc:2-Momentum,1_epoch,2,256,8,2,0.632,42.14,1421.648,98.2
1984,filter:6-conv1:512-conv2:8-fc:16-Momentum,1_epoch,6,512,8,16,1.42,95.07,1423.068,98.2
1985,filter:2-conv1:64-conv2:512-fc:1-Momentum,1_epoch,2,64,512,1,0.521,10.28,1423.589,98.2
1986,filter:4-conv1:256-conv2:128-fc:8-Momentum,1_epoch,4,256,128,8,1.12,10.28,1424.709,98.2
1987,filter:4-conv1:128-conv2:4-fc:128-Momentum,1_epoch,4,128,4,128,0.705,93.99,1425.414,98.2
1988,filter:12-conv1:64-conv2:16-fc:16-Momentum,1_epoch,12,64,16,16,0.353,93.5,1425.767,98.2
1989,filter:6-conv1:8-conv2:16-fc:8-Momentum,1_epoch,6,8,16,8,0.284,94.65,1426.051,98.2
1990,filter:6-conv1:1-conv2:8-fc:256-Momentum,1_epoch,6,1,8,256,0.158,96.14,1426.209,98.2
1991,filter:12-conv1:16-conv2:16-fc:256-Momentum,1_epoch,12,16,16,256,0.271,97.0,1426.48,98.2
1992,filter:4-conv1:64-conv2:512-fc:8-Momentum,1_epoch,4,64,512,8,0.875,10.28,1427.355,98.2
1993,filter:4-conv1:64-conv2:128-fc:1-Momentum,1_epoch,4,64,128,1,0.41,10.28,1427.765,98.2
1994,filter:2-conv1:64-conv2:16-fc:512-Momentum,1_epoch,2,64,16,512,0.256,96.78,1428.021,98.2
1995,filter:12-conv1:16-conv2:32-fc:512-Momentum,1_epoch,12,16,32,512,0.25,97.22,1428.271,98.2
1996,filter:2-conv1:256-conv2:2-fc:256-Momentum,1_epoch,2,256,2,256,0.597,90.65,1428.868,98.2
1997,filter:4-conv1:16-conv2:512-fc:64-Momentum,1_epoch,4,16,512,64,0.44,96.69,1429.308,98.2
1998,filter:4-conv1:64-conv2:8-fc:16-Momentum,1_epoch,4,64,8,16,0.315,96.01,1429.623,98.2
1999,filter:8-conv1:16-conv2:16-fc:2-Momentum,1_epoch,8,16,16,2,0.304,28.9,1429.927,98.2
2000,filter:6-conv1:8-conv2:32-fc:128-Momentum,1_epoch,6,8,32,128,0.193,97.6,1430.12,98.2
2001,filter:4-conv1:4-conv2:128-fc:2-Momentum,1_epoch,4,4,128,2,0.785,25.69,1430.905,98.2
2002,filter:4-conv1:512-conv2:32-fc:256-Momentum,1_epoch,4,512,32,256,1.39,97.41,1432.295,98.2
2003,filter:6-conv1:64-conv2:16-fc:1-Momentum,1_epoch,6,64,16,1,0.357,10.28,1432.652,98.2
2004,filter:8-conv1:32-conv2:16-fc:2-Momentum,1_epoch,8,32,16,2,0.227,27.15,1432.879,98.2
2005,filter:6-conv1:1-conv2:128-fc:8-Momentum,1_epoch,6,1,128,8,0.212,92.08,1433.091,98.2
2006,filter:2-conv1:4-conv2:128-fc:512-Momentum,1_epoch,2,4,128,512,0.244,95.56,1433.335,98.2
2007,filter:6-conv1:32-conv2:32-fc:4-Momentum,1_epoch,6,32,32,4,0.382,23.56,1433.717,98.2
2008,filter:12-conv1:256-conv2:128-fc:128-Momentum,1_epoch,12,256,128,128,1.82,10.28,1435.537,98.2
2009,filter:12-conv1:4-conv2:8-fc:256-Momentum,1_epoch,12,4,8,256,0.283,96.3,1435.82,98.2
2010,filter:2-conv1:32-conv2:8-fc:256-Momentum,1_epoch,2,32,8,256,0.365,95.69,1436.185,98.2
2011,filter:8-conv1:4-conv2:4-fc:2-Momentum,1_epoch,8,4,4,2,0.151,51.32,1436.336,98.2
2012,filter:8-conv1:8-conv2:1-fc:2-Momentum,1_epoch,8,8,1,2,0.16,44.07,1436.496,98.2
2013,filter:12-conv1:2-conv2:1-fc:2-Momentum,1_epoch,12,2,1,2,0.174,49.44,1436.67,98.2
2014,filter:8-conv1:64-conv2:4-fc:64-Momentum,1_epoch,8,64,4,64,0.274,96.28,1436.944,98.2
2015,filter:12-conv1:128-conv2:32-fc:32-Momentum,1_epoch,12,128,32,32,0.666,10.28,1437.61,98.2
2016,filter:6-conv1:512-conv2:512-fc:1-Momentum,1_epoch,6,512,512,1,5.78,10.28,1443.39,98.2
2017,filter:2-conv1:512-conv2:512-fc:32-Momentum,1_epoch,2,512,512,32,2.6,92.66,1445.99,98.2
2018,filter:2-conv1:4-conv2:16-fc:64-Momentum,1_epoch,2,4,16,64,0.144,94.66,1446.134,98.2
2019,filter:4-conv1:16-conv2:8-fc:128-Momentum,1_epoch,4,16,8,128,0.284,96.84,1446.418,98.2
2020,filter:4-conv1:128-conv2:2-fc:32-Momentum,1_epoch,4,128,2,32,0.426,95.11,1446.844,98.2
2021,filter:6-conv1:16-conv2:64-fc:1-Momentum,1_epoch,6,16,64,1,0.361,10.28,1447.205,98.2
2022,filter:2-conv1:1-conv2:16-fc:16-Momentum,1_epoch,2,1,16,16,0.252,85.15,1447.457,98.2
2023,filter:8-conv1:1-conv2:8-fc:1-Momentum,1_epoch,8,1,8,1,0.152,29.43,1447.609,98.2
2024,filter:6-conv1:256-conv2:4-fc:32-Momentum,1_epoch,6,256,4,32,0.752,95.6,1448.361,98.2
2025,filter:4-conv1:4-conv2:8-fc:16-Momentum,1_epoch,4,4,8,16,0.141,94.88,1448.502,98.2
2026,filter:4-conv1:128-conv2:512-fc:1-Momentum,1_epoch,4,128,512,1,1.48,10.28,1449.982,98.2
2027,filter:12-conv1:128-conv2:128-fc:4-Momentum,1_epoch,12,128,128,4,1.04,10.28,1451.022,98.2
2028,filter:14-conv1:128-conv2:2-fc:4-Momentum,1_epoch,14,128,2,4,0.693,70.6,1451.715,98.2
2029,filter:6-conv1:8-conv2:16-fc:16-Momentum,1_epoch,6,8,16,16,0.207,96.54,1451.922,98.2
2030,filter:4-conv1:64-conv2:128-fc:128-Momentum,1_epoch,4,64,128,128,0.432,97.7,1452.354,98.2
2031,filter:12-conv1:128-conv2:16-fc:2-Momentum,1_epoch,12,128,16,2,0.53,10.28,1452.884,98.2
2032,filter:12-conv1:8-conv2:256-fc:2-Momentum,1_epoch,12,8,256,2,0.431,10.28,1453.315,98.2
2033,filter:14-conv1:512-conv2:16-fc:2-Momentum,1_epoch,14,512,16,2,2.14,10.28,1455.455,98.2
2034,filter:12-conv1:1-conv2:512-fc:8-Momentum,1_epoch,12,1,512,8,0.476,26.94,1455.931,98.2
2035,filter:12-conv1:2-conv2:512-fc:1-Momentum,1_epoch,12,2,512,1,0.61,10.28,1456.541,98.2
2036,filter:8-conv1:1-conv2:1-fc:256-Momentum,1_epoch,8,1,1,256,0.246,91.04,1456.787,98.2
2037,filter:4-conv1:8-conv2:2-fc:4-Momentum,1_epoch,4,8,2,4,0.274,74.48,1457.061,98.2
2038,filter:4-conv1:512-conv2:1-fc:16-Momentum,1_epoch,4,512,1,16,1.26,90.24,1458.321,98.2
2039,filter:8-conv1:16-conv2:32-fc:64-Momentum,1_epoch,8,16,32,64,0.366,97.71,1458.687,98.2
2040,filter:8-conv1:256-conv2:8-fc:256-Momentum,1_epoch,8,256,8,256,0.762,10.28,1459.449,98.2
2041,filter:14-conv1:32-conv2:32-fc:64-Momentum,1_epoch,14,32,32,64,0.309,96.87,1459.758,98.2
2042,filter:12-conv1:64-conv2:2-fc:64-Momentum,1_epoch,12,64,2,64,0.402,10.28,1460.16,98.2
2043,filter:8-conv1:128-conv2:64-fc:32-Momentum,1_epoch,8,128,64,32,0.643,95.86,1460.803,98.2
2044,filter:2-conv1:128-conv2:8-fc:1-Momentum,1_epoch,2,128,8,1,0.369,29.72,1461.172,98.2
2045,filter:2-conv1:32-conv2:128-fc:16-Momentum,1_epoch,2,32,128,16,0.419,88.89,1461.591,98.2
2046,filter:14-conv1:64-conv2:2-fc:8-Momentum,1_epoch,14,64,2,8,0.376,81.48,1461.967,98.2
2047,filter:6-conv1:256-conv2:256-fc:1-Momentum,1_epoch,6,256,256,1,1.75,10.28,1463.717,98.2
2048,filter:14-conv1:8-conv2:16-fc:8-Momentum,1_epoch,14,8,16,8,0.221,91.11,1463.938,98.2
2049,filter:2-conv1:64-conv2:64-fc:64-Momentum,1_epoch,2,64,64,64,0.278,95.88,1464.216,98.2
2050,filter:8-conv1:1-conv2:256-fc:512-Momentum,1_epoch,8,1,256,512,0.406,91.76,1464.622,98.2
2051,filter:2-conv1:512-conv2:4-fc:256-Momentum,1_epoch,2,512,4,256,0.986,95.68,1465.608,98.2
2052,filter:6-conv1:2-conv2:4-fc:16-Momentum,1_epoch,6,2,4,16,0.213,93.93,1465.821,98.2
2053,filter:6-conv1:1-conv2:4-fc:64-Momentum,1_epoch,6,1,4,64,0.29,93.48,1466.111,98.2
2054,filter:2-conv1:4-conv2:2-fc:8-Momentum,1_epoch,2,4,2,8,0.144,70.94,1466.255,98.2
2055,filter:14-conv1:32-conv2:64-fc:4-Momentum,1_epoch,14,32,64,4,0.369,10.28,1466.624,98.2
2056,filter:6-conv1:128-conv2:4-fc:512-Momentum,1_epoch,6,128,4,512,0.482,10.28,1467.106,98.2
2057,filter:14-conv1:4-conv2:128-fc:8-Momentum,1_epoch,14,4,128,8,0.32,74.86,1467.426,98.2
2058,filter:12-conv1:64-conv2:128-fc:4-Momentum,1_epoch,12,64,128,4,0.579,10.28,1468.005,98.2
2059,filter:6-conv1:1-conv2:32-fc:128-Momentum,1_epoch,6,1,32,128,0.362,96.09,1468.367,98.2
2060,filter:6-conv1:64-conv2:4-fc:8-Momentum,1_epoch,6,64,4,8,0.302,93.9,1468.669,98.2
2061,filter:14-conv1:16-conv2:16-fc:128-Momentum,1_epoch,14,16,16,128,0.266,97.37,1468.935,98.2
2062,filter:8-conv1:8-conv2:256-fc:8-Momentum,1_epoch,8,8,256,8,0.531,60.09,1469.466,98.2
2063,filter:6-conv1:8-conv2:64-fc:2-Momentum,1_epoch,6,8,64,2,0.305,42.91,1469.771,98.2
2064,filter:12-conv1:64-conv2:1-fc:2-Momentum,1_epoch,12,64,1,2,0.379,35.76,1470.15,98.2
2065,filter:12-conv1:256-conv2:4-fc:512-Momentum,1_epoch,12,256,4,512,1.04,10.28,1471.19,98.2
2066,filter:2-conv1:2-conv2:512-fc:128-Momentum,1_epoch,2,2,512,128,0.337,10.28,1471.527,98.2
