,Setting,Step,Param1,Param2,Param3,Param4,Elapsed Time,Metric1,Total Time,Best
47,filter:12-conv1:256-conv2:32-fc:4-Momentum,1_epoch,12,256,32,4,1.07,10.28,27.339,97.87
48,filter:6-conv1:8-conv2:8-fc:1-Momentum,1_epoch,6,8,8,1,0.167,27.42,27.506,97.87
49,filter:6-conv1:256-conv2:512-fc:4-Momentum,1_epoch,6,256,512,4,2.98,10.28,30.486,97.87
50,filter:2-conv1:256-conv2:256-fc:8-Momentum,1_epoch,2,256,256,8,1.15,82.39,31.636,97.87
51,filter:8-conv1:8-conv2:512-fc:8-Momentum,1_epoch,8,8,512,8,0.565,39.6,32.201,97.87
52,filter:12-conv1:16-conv2:32-fc:4-Momentum,1_epoch,12,16,32,4,0.341,10.28,32.542,97.87
53,filter:14-conv1:2-conv2:512-fc:2-Momentum,1_epoch,14,2,512,2,0.728,10.28,33.27,97.87
54,filter:2-conv1:16-conv2:16-fc:32-Momentum,1_epoch,2,16,16,32,0.334,94.25,33.604,97.87
55,filter:12-conv1:2-conv2:1-fc:1-Momentum,1_epoch,12,2,1,1,0.167,10.28,33.771,97.87
56,filter:4-conv1:16-conv2:1-fc:1-Momentum,1_epoch,4,16,1,1,0.169,28.7,33.94,97.87
57,filter:14-conv1:256-conv2:16-fc:64-Momentum,1_epoch,14,256,16,64,1.1,93.58,35.04,97.87
58,filter:6-conv1:2-conv2:16-fc:2-Momentum,1_epoch,6,2,16,2,0.16,49.92,35.2,97.87
59,filter:8-conv1:64-conv2:2-fc:512-Momentum,1_epoch,8,64,2,512,0.288,10.28,35.488,97.87
60,filter:12-conv1:8-conv2:4-fc:4-Momentum,1_epoch,12,8,4,4,0.183,72.95,35.671,97.87
61,filter:8-conv1:16-conv2:32-fc:128-Momentum,1_epoch,8,16,32,128,0.253,97.57,35.924,97.87
62,filter:4-conv1:512-conv2:256-fc:32-Momentum,1_epoch,4,512,256,32,2.96,10.28,38.884,97.87
63,filter:8-conv1:1-conv2:64-fc:32-Momentum,1_epoch,8,1,64,32,0.224,94.55,39.108,97.87
64,filter:12-conv1:64-conv2:64-fc:4-Momentum,1_epoch,12,64,64,4,0.449,10.28,39.557,97.87
65,filter:12-conv1:2-conv2:4-fc:512-Momentum,1_epoch,12,2,4,512,0.264,96.0,39.821,97.87
66,filter:4-conv1:4-conv2:4-fc:32-Momentum,1_epoch,4,4,4,32,0.156,94.47,39.977,97.87
67,filter:8-conv1:2-conv2:512-fc:8-Momentum,1_epoch,8,2,512,8,0.388,76.11,40.365,97.87
68,filter:4-conv1:4-conv2:256-fc:4-Momentum,1_epoch,4,4,256,4,0.411,51.44,40.776,97.87
69,filter:2-conv1:128-conv2:8-fc:32-Momentum,1_epoch,2,128,8,32,0.364,93.32,41.14,97.87
70,filter:2-conv1:256-conv2:256-fc:2-Momentum,1_epoch,2,256,256,2,0.879,10.28,42.019,97.87
71,filter:14-conv1:2-conv2:128-fc:512-Momentum,1_epoch,14,2,128,512,0.499,93.04,42.518,97.87
72,filter:12-conv1:64-conv2:128-fc:2-Momentum,1_epoch,12,64,128,2,0.622,10.28,43.14,97.87
73,filter:6-conv1:32-conv2:8-fc:512-Momentum,1_epoch,6,32,8,512,0.473,95.86,43.613,97.87
74,filter:14-conv1:4-conv2:64-fc:1-Momentum,1_epoch,14,4,64,1,0.388,10.28,44.001,97.87
75,filter:2-conv1:8-conv2:256-fc:1-Momentum,1_epoch,2,8,256,1,0.245,10.28,44.246,97.87
76,filter:12-conv1:32-conv2:512-fc:256-Momentum,1_epoch,12,32,512,256,1.11,59.38,45.356,97.87
77,filter:14-conv1:2-conv2:256-fc:8-Momentum,1_epoch,14,2,256,8,0.401,10.28,45.757,97.87
78,filter:8-conv1:128-conv2:4-fc:256-Momentum,1_epoch,8,128,4,256,0.516,10.3,46.273,97.87
79,filter:14-conv1:128-conv2:32-fc:1-Momentum,1_epoch,14,128,32,1,0.822,10.28,47.095,97.87
80,filter:2-conv1:1-conv2:4-fc:256-Momentum,1_epoch,2,1,4,256,0.326,92.4,47.421,97.87
81,filter:14-conv1:2-conv2:16-fc:256-Momentum,1_epoch,14,2,16,256,0.202,96.53,47.623,97.87
82,filter:12-conv1:64-conv2:128-fc:64-Momentum,1_epoch,12,64,128,64,0.794,10.28,48.417,97.87
83,filter:14-conv1:128-conv2:2-fc:32-Momentum,1_epoch,14,128,2,32,0.606,10.28,49.023,97.87
84,filter:6-conv1:16-conv2:128-fc:4-Momentum,1_epoch,6,16,128,4,0.284,28.19,49.307,97.87
85,filter:12-conv1:32-conv2:128-fc:256-Momentum,1_epoch,12,32,128,256,0.435,95.72,49.742,97.87
86,filter:8-conv1:512-conv2:64-fc:256-Momentum,1_epoch,8,512,64,256,1.98,10.28,51.722,97.87
87,filter:2-conv1:1-conv2:128-fc:32-Momentum,1_epoch,2,1,128,32,0.691,88.31,52.413,97.87
88,filter:12-conv1:128-conv2:8-fc:1-Momentum,1_epoch,12,128,8,1,0.715,10.28,53.128,97.87
89,filter:14-conv1:16-conv2:2-fc:256-Momentum,1_epoch,14,16,2,256,0.219,80.53,53.347,97.87
90,filter:8-conv1:4-conv2:16-fc:32-Momentum,1_epoch,8,4,16,32,0.164,96.82,53.511,97.87
91,filter:12-conv1:512-conv2:512-fc:2-Momentum,1_epoch,12,512,512,2,9.85,10.28,63.361,97.87
92,filter:4-conv1:1-conv2:256-fc:16-Momentum,1_epoch,4,1,256,16,0.233,90.85,63.594,97.87
93,filter:4-conv1:128-conv2:64-fc:256-Momentum,1_epoch,4,128,64,256,0.511,98.05,64.105,98.05
94,filter:14-conv1:512-conv2:128-fc:2-Momentum,1_epoch,14,512,128,2,3.98,10.28,68.085,98.05
95,filter:2-conv1:256-conv2:8-fc:8-Momentum,1_epoch,2,256,8,8,0.566,84.41,68.651,98.05
96,filter:6-conv1:4-conv2:256-fc:64-Momentum,1_epoch,6,4,256,64,0.451,96.69,69.102,98.05
97,filter:14-conv1:2-conv2:32-fc:16-Momentum,1_epoch,14,2,32,16,0.382,93.04,69.484,98.05
98,filter:2-conv1:32-conv2:512-fc:32-Momentum,1_epoch,2,32,512,32,0.556,93.97,70.04,98.05
99,filter:8-conv1:2-conv2:1-fc:32-Momentum,1_epoch,8,2,1,32,0.3,92.34,70.34,98.05
100,filter:4-conv1:8-conv2:4-fc:4-Momentum,1_epoch,4,8,4,4,0.147,58.2,70.487,98.05
101,filter:12-conv1:512-conv2:256-fc:4-Momentum,1_epoch,12,512,256,4,5.54,10.28,76.027,98.05
102,filter:12-conv1:128-conv2:32-fc:512-Momentum,1_epoch,12,128,32,512,0.613,10.28,76.64,98.05
103,filter:14-conv1:16-conv2:1-fc:1-Momentum,1_epoch,14,16,1,1,0.224,29.32,76.864,98.05
104,filter:8-conv1:64-conv2:512-fc:64-Momentum,1_epoch,8,64,512,64,1.13,11.75,77.994,98.05
105,filter:2-conv1:8-conv2:16-fc:1-Momentum,1_epoch,2,8,16,1,0.221,26.07,78.215,98.05
106,filter:12-conv1:8-conv2:512-fc:8-Momentum,1_epoch,12,8,512,8,0.739,28.33,78.954,98.05
107,filter:2-conv1:16-conv2:2-fc:256-Momentum,1_epoch,2,16,2,256,0.282,92.56,79.236,98.05
108,filter:8-conv1:32-conv2:32-fc:512-Momentum,1_epoch,8,32,32,512,0.343,97.56,79.579,98.05
109,filter:12-conv1:1-conv2:256-fc:64-Momentum,1_epoch,12,1,256,64,0.294,90.7,79.873,98.05
110,filter:2-conv1:1-conv2:512-fc:128-Momentum,1_epoch,2,1,512,128,0.371,10.28,80.244,98.05
111,filter:2-conv1:4-conv2:512-fc:256-Momentum,1_epoch,2,4,512,256,0.384,94.88,80.628,98.05
112,filter:2-conv1:4-conv2:4-fc:16-Momentum,1_epoch,2,4,4,16,0.203,79.95,80.831,98.05
113,filter:4-conv1:512-conv2:1-fc:128-Momentum,1_epoch,4,512,1,128,1.67,90.83,82.501,98.05
114,filter:8-conv1:8-conv2:512-fc:16-Momentum,1_epoch,8,8,512,16,0.665,73.8,83.166,98.05
115,filter:12-conv1:32-conv2:64-fc:8-Momentum,1_epoch,12,32,64,8,0.642,10.28,83.808,98.05
116,filter:14-conv1:16-conv2:16-fc:8-Momentum,1_epoch,14,16,16,8,0.282,90.3,84.09,98.05
117,filter:6-conv1:64-conv2:4-fc:512-Momentum,1_epoch,6,64,4,512,0.288,95.92,84.378,98.05
118,filter:12-conv1:32-conv2:1-fc:128-Momentum,1_epoch,12,32,1,128,0.338,95.21,84.716,98.05
119,filter:4-conv1:2-conv2:1-fc:32-Momentum,1_epoch,4,2,1,32,0.138,87.43,84.854,98.05
120,filter:14-conv1:4-conv2:4-fc:256-Momentum,1_epoch,14,4,4,256,0.188,94.29,85.042,98.05
121,filter:12-conv1:512-conv2:16-fc:8-Momentum,1_epoch,12,512,16,8,1.92,10.28,86.962,98.05
122,filter:14-conv1:2-conv2:2-fc:8-Momentum,1_epoch,14,2,2,8,0.321,86.81,87.283,98.05
123,filter:2-conv1:128-conv2:128-fc:512-Momentum,1_epoch,2,128,128,512,0.539,97.05,87.822,98.05
124,filter:2-conv1:16-conv2:16-fc:2-Momentum,1_epoch,2,16,16,2,0.272,20.44,88.094,98.05
125,filter:4-conv1:16-conv2:64-fc:2-Momentum,1_epoch,4,16,64,2,0.332,47.82,88.426,98.05
126,filter:8-conv1:8-conv2:512-fc:128-Momentum,1_epoch,8,8,512,128,0.711,93.91,89.137,98.05
127,filter:12-conv1:1-conv2:32-fc:2-Momentum,1_epoch,12,1,32,2,0.29,51.15,89.427,98.05
128,filter:2-conv1:32-conv2:1-fc:1-Momentum,1_epoch,2,32,1,1,0.187,26.95,89.614,98.05
129,filter:14-conv1:512-conv2:64-fc:64-Momentum,1_epoch,14,512,64,64,2.88,10.28,92.494,98.05
130,filter:8-conv1:1-conv2:64-fc:8-Momentum,1_epoch,8,1,64,8,0.477,90.84,92.971,98.05
131,filter:2-conv1:512-conv2:32-fc:16-Momentum,1_epoch,2,512,32,16,0.999,95.14,93.97,98.05
132,filter:6-conv1:64-conv2:2-fc:8-Momentum,1_epoch,6,64,2,8,0.285,91.09,94.255,98.05
133,filter:14-conv1:32-conv2:4-fc:1-Momentum,1_epoch,14,32,4,1,0.262,10.28,94.517,98.05
134,filter:8-conv1:64-conv2:256-fc:8-Momentum,1_epoch,8,64,256,8,0.831,10.28,95.348,98.05
135,filter:2-conv1:1-conv2:512-fc:64-Momentum,1_epoch,2,1,512,64,0.321,10.28,95.669,98.05
136,filter:14-conv1:16-conv2:512-fc:256-Momentum,1_epoch,14,16,512,256,0.882,53.89,96.551,98.05
137,filter:12-conv1:64-conv2:32-fc:16-Momentum,1_epoch,12,64,32,16,0.383,10.28,96.934,98.05
138,filter:8-conv1:128-conv2:16-fc:512-Momentum,1_epoch,8,128,16,512,0.642,97.18,97.576,98.05
139,filter:2-conv1:1-conv2:16-fc:32-Momentum,1_epoch,2,1,16,32,0.279,89.72,97.855,98.05
140,filter:8-conv1:64-conv2:512-fc:32-Momentum,1_epoch,8,64,512,32,1.33,10.28,99.185,98.05
141,filter:4-conv1:128-conv2:1-fc:8-Momentum,1_epoch,4,128,1,8,0.833,82.74,100.018,98.05
142,filter:4-conv1:4-conv2:16-fc:32-Momentum,1_epoch,4,4,16,32,0.245,95.69,100.263,98.05
143,filter:12-conv1:32-conv2:1-fc:64-Momentum,1_epoch,12,32,1,64,0.412,94.78,100.675,98.05
144,filter:4-conv1:1-conv2:128-fc:1-Momentum,1_epoch,4,1,128,1,0.195,10.28,100.87,98.05
145,filter:2-conv1:512-conv2:128-fc:512-Momentum,1_epoch,2,512,128,512,1.68,97.16,102.55,98.05
146,filter:12-conv1:1-conv2:64-fc:1-Momentum,1_epoch,12,1,64,1,0.214,25.82,102.764,98.05
147,filter:6-conv1:128-conv2:16-fc:256-Momentum,1_epoch,6,128,16,256,0.519,97.77,103.283,98.05
148,filter:12-conv1:16-conv2:16-fc:4-Momentum,1_epoch,12,16,16,4,0.23,55.48,103.513,98.05
149,filter:4-conv1:512-conv2:8-fc:128-Momentum,1_epoch,4,512,8,128,1.24,96.39,104.753,98.05
150,filter:6-conv1:512-conv2:2-fc:2-Momentum,1_epoch,6,512,2,2,1.77,10.28,106.523,98.05
151,filter:6-conv1:1-conv2:16-fc:256-Momentum,1_epoch,6,1,16,256,0.247,95.87,106.77,98.05
152,filter:2-conv1:512-conv2:32-fc:128-Momentum,1_epoch,2,512,32,128,0.996,96.83,107.766,98.05
153,filter:14-conv1:16-conv2:512-fc:4-Momentum,1_epoch,14,16,512,4,0.801,10.28,108.567,98.05
154,filter:6-conv1:4-conv2:16-fc:64-Momentum,1_epoch,6,4,16,64,0.235,96.79,108.802,98.05
155,filter:2-conv1:8-conv2:1-fc:128-Momentum,1_epoch,2,8,1,128,0.149,88.53,108.951,98.05
156,filter:12-conv1:32-conv2:128-fc:1-Momentum,1_epoch,12,32,128,1,0.439,10.28,109.39,98.05
157,filter:6-conv1:2-conv2:8-fc:512-Momentum,1_epoch,6,2,8,512,0.16,96.43,109.55,98.05
158,filter:8-conv1:256-conv2:4-fc:32-Momentum,1_epoch,8,256,4,32,0.806,96.43,110.356,98.05
159,filter:2-conv1:32-conv2:2-fc:1-Momentum,1_epoch,2,32,2,1,0.178,22.74,110.534,98.05
160,filter:4-conv1:256-conv2:32-fc:512-Momentum,1_epoch,4,256,32,512,1.02,97.96,111.554,98.05
161,filter:2-conv1:8-conv2:1-fc:256-Momentum,1_epoch,2,8,1,256,0.212,89.48,111.766,98.05
162,filter:14-conv1:1-conv2:128-fc:8-Momentum,1_epoch,14,1,128,8,0.249,69.85,112.015,98.05
163,filter:4-conv1:512-conv2:64-fc:1-Momentum,1_epoch,4,512,64,1,1.59,10.28,113.605,98.05
164,filter:8-conv1:32-conv2:8-fc:256-Momentum,1_epoch,8,32,8,256,0.22,97.21,113.825,98.05
165,filter:4-conv1:512-conv2:128-fc:512-Momentum,1_epoch,4,512,128,512,2.61,97.53,116.435,98.05
166,filter:6-conv1:512-conv2:1-fc:4-Momentum,1_epoch,6,512,1,4,1.35,75.59,117.785,98.05
167,filter:6-conv1:256-conv2:1-fc:64-Momentum,1_epoch,6,256,1,64,0.787,95.21,118.572,98.05
168,filter:14-conv1:256-conv2:512-fc:1-Momentum,1_epoch,14,256,512,1,5.52,10.28,124.092,98.05
169,filter:12-conv1:16-conv2:1-fc:512-Momentum,1_epoch,12,16,1,512,0.212,94.93,124.304,98.05
170,filter:14-conv1:64-conv2:2-fc:256-Momentum,1_epoch,14,64,2,256,0.59,10.28,124.894,98.05
171,filter:8-conv1:1-conv2:128-fc:64-Momentum,1_epoch,8,1,128,64,0.203,94.81,125.097,98.05
172,filter:12-conv1:8-conv2:4-fc:512-Momentum,1_epoch,12,8,4,512,0.27,95.61,125.367,98.05
173,filter:8-conv1:64-conv2:64-fc:128-Momentum,1_epoch,8,64,64,128,0.398,97.5,125.765,98.05
174,filter:6-conv1:512-conv2:128-fc:4-Momentum,1_epoch,6,512,128,4,2.06,10.28,127.825,98.05
175,filter:2-conv1:256-conv2:2-fc:1-Momentum,1_epoch,2,256,2,1,0.561,27.42,128.386,98.05
176,filter:8-conv1:128-conv2:64-fc:1-Momentum,1_epoch,8,128,64,1,0.598,10.28,128.984,98.05
177,filter:2-conv1:32-conv2:32-fc:128-Momentum,1_epoch,2,32,32,128,0.202,95.24,129.186,98.05
178,filter:8-conv1:4-conv2:512-fc:256-Momentum,1_epoch,8,4,512,256,0.548,96.61,129.734,98.05
179,filter:14-conv1:8-conv2:16-fc:8-Momentum,1_epoch,14,8,16,8,0.221,91.11,129.955,98.05
180,filter:6-conv1:4-conv2:64-fc:64-Momentum,1_epoch,6,4,64,64,0.221,97.32,130.176,98.05
181,filter:14-conv1:512-conv2:8-fc:128-Momentum,1_epoch,14,512,8,128,2.03,10.28,132.206,98.05
182,filter:6-conv1:4-conv2:16-fc:16-Momentum,1_epoch,6,4,16,16,0.449,96.18,132.655,98.05
183,filter:8-conv1:32-conv2:512-fc:8-Momentum,1_epoch,8,32,512,8,0.944,10.28,133.599,98.05
184,filter:6-conv1:4-conv2:32-fc:1-Momentum,1_epoch,6,4,32,1,0.192,10.28,133.791,98.05
185,filter:14-conv1:512-conv2:64-fc:2-Momentum,1_epoch,14,512,64,2,2.84,10.28,136.631,98.05
186,filter:12-conv1:16-conv2:4-fc:4-Momentum,1_epoch,12,16,4,4,0.303,79.99,136.934,98.05
187,filter:8-conv1:512-conv2:32-fc:512-Momentum,1_epoch,8,512,32,512,1.76,10.28,138.694,98.05
188,filter:6-conv1:1-conv2:128-fc:64-Momentum,1_epoch,6,1,128,64,0.213,94.93,138.907,98.05
189,filter:6-conv1:16-conv2:32-fc:16-Momentum,1_epoch,6,16,32,16,0.24,96.37,139.147,98.05
190,filter:14-conv1:2-conv2:128-fc:8-Momentum,1_epoch,14,2,128,8,0.305,82.35,139.452,98.05
191,filter:12-conv1:64-conv2:16-fc:16-Momentum,1_epoch,12,64,16,16,0.353,93.5,139.805,98.05
192,filter:2-conv1:8-conv2:16-fc:8-Momentum,1_epoch,2,8,16,8,0.257,86.31,140.062,98.05
193,filter:12-conv1:4-conv2:512-fc:8-Momentum,1_epoch,12,4,512,8,0.634,24.51,140.696,98.05
194,filter:14-conv1:1-conv2:8-fc:512-Momentum,1_epoch,14,1,8,512,0.178,93.95,140.874,98.05
195,filter:12-conv1:512-conv2:128-fc:16-Momentum,1_epoch,12,512,128,16,3.52,10.28,144.394,98.05
196,filter:4-conv1:16-conv2:512-fc:128-Momentum,1_epoch,4,16,512,128,0.533,97.17,144.927,98.05
197,filter:2-conv1:1-conv2:2-fc:16-Momentum,1_epoch,2,1,2,16,0.246,10.28,145.173,98.05
198,filter:2-conv1:256-conv2:1-fc:256-Momentum,1_epoch,2,256,1,256,0.724,90.31,145.897,98.05
199,filter:8-conv1:64-conv2:16-fc:4-Momentum,1_epoch,8,64,16,4,0.511,78.18,146.408,98.05
200,filter:14-conv1:256-conv2:32-fc:128-Momentum,1_epoch,14,256,32,128,1.29,10.28,147.698,98.05
201,filter:6-conv1:8-conv2:1-fc:2-Momentum,1_epoch,6,8,1,2,0.18,43.75,147.878,98.05
202,filter:12-conv1:1-conv2:1-fc:32-Momentum,1_epoch,12,1,1,32,0.169,89.93,148.047,98.05
203,filter:6-conv1:128-conv2:512-fc:64-Momentum,1_epoch,6,128,512,64,1.72,10.28,149.767,98.05
204,filter:14-conv1:4-conv2:4-fc:2-Momentum,1_epoch,14,4,4,2,0.192,35.87,149.959,98.05
205,filter:6-conv1:16-conv2:4-fc:8-Momentum,1_epoch,6,16,4,8,0.42,89.98,150.379,98.05
206,filter:8-conv1:256-conv2:32-fc:128-Momentum,1_epoch,8,256,32,128,0.929,96.12,151.308,98.05
207,filter:6-conv1:256-conv2:128-fc:64-Momentum,1_epoch,6,256,128,64,1.2,10.28,152.508,98.05
208,filter:4-conv1:128-conv2:8-fc:512-Momentum,1_epoch,4,128,8,512,0.428,97.93,152.936,98.05
209,filter:12-conv1:256-conv2:256-fc:16-Momentum,1_epoch,12,256,256,16,2.66,10.28,155.596,98.05
210,filter:12-conv1:16-conv2:512-fc:8-Momentum,1_epoch,12,16,512,8,0.954,10.28,156.55,98.05
211,filter:4-conv1:2-conv2:2-fc:1-Momentum,1_epoch,4,2,2,1,0.138,23.58,156.688,98.05
212,filter:12-conv1:512-conv2:512-fc:4-Momentum,1_epoch,12,512,512,4,9.88,10.28,166.568,98.05
213,filter:4-conv1:512-conv2:4-fc:512-Momentum,1_epoch,4,512,4,512,1.25,10.28,167.818,98.05
214,filter:8-conv1:256-conv2:512-fc:8-Momentum,1_epoch,8,256,512,8,3.38,10.28,171.198,98.05
215,filter:8-conv1:8-conv2:64-fc:64-Momentum,1_epoch,8,8,64,64,0.227,97.24,171.425,98.05
216,filter:6-conv1:32-conv2:64-fc:128-Momentum,1_epoch,6,32,64,128,0.693,97.83,172.118,98.05
217,filter:14-conv1:256-conv2:4-fc:256-Momentum,1_epoch,14,256,4,256,1.06,10.28,173.178,98.05
218,filter:8-conv1:1-conv2:1-fc:64-Momentum,1_epoch,8,1,1,64,0.248,90.1,173.426,98.05
219,filter:4-conv1:2-conv2:128-fc:4-Momentum,1_epoch,4,2,128,4,0.252,77.92,173.678,98.05
220,filter:8-conv1:256-conv2:1-fc:256-Momentum,1_epoch,8,256,1,256,0.74,10.28,174.418,98.05
221,filter:4-conv1:16-conv2:32-fc:16-Momentum,1_epoch,4,16,32,16,0.263,96.01,174.681,98.05
222,filter:2-conv1:32-conv2:1-fc:32-Momentum,1_epoch,2,32,1,32,0.251,84.9,174.932,98.05
223,filter:6-conv1:8-conv2:64-fc:4-Momentum,1_epoch,6,8,64,4,0.306,47.27,175.238,98.05
224,filter:4-conv1:128-conv2:1-fc:16-Momentum,1_epoch,4,128,1,16,0.49,92.22,175.728,98.05
225,filter:4-conv1:8-conv2:1-fc:2-Momentum,1_epoch,4,8,1,2,0.159,41.0,175.887,98.05
226,filter:8-conv1:16-conv2:512-fc:8-Momentum,1_epoch,8,16,512,8,0.745,10.28,176.632,98.05
227,filter:6-conv1:4-conv2:2-fc:256-Momentum,1_epoch,6,4,2,256,0.144,95.21,176.776,98.05
228,filter:8-conv1:128-conv2:512-fc:256-Momentum,1_epoch,8,128,512,256,1.94,20.84,178.716,98.05
229,filter:2-conv1:4-conv2:512-fc:16-Momentum,1_epoch,2,4,512,16,0.443,84.73,179.159,98.05
230,filter:14-conv1:4-conv2:4-fc:16-Momentum,1_epoch,14,4,4,16,0.264,93.84,179.423,98.05
231,filter:12-conv1:512-conv2:32-fc:8-Momentum,1_epoch,12,512,32,8,2.06,10.28,181.483,98.05
232,filter:6-conv1:32-conv2:2-fc:64-Momentum,1_epoch,6,32,2,64,0.277,95.23,181.76,98.05
233,filter:2-conv1:8-conv2:2-fc:1-Momentum,1_epoch,2,8,2,1,0.257,22.25,182.017,98.05
234,filter:14-conv1:32-conv2:32-fc:64-Momentum,1_epoch,14,32,32,64,0.309,96.87,182.326,98.05
