,Setting,Step,Param1,Param2,Param3,Param4,Elapsed Time,Metric1,Total Time,Best
619,filter:2-conv1:8-conv2:256-fc:512-Momentum,1_epoch,2,8,256,512,0.394,10.28,459.53,98.19
620,filter:4-conv1:512-conv2:64-fc:512-Momentum,1_epoch,4,512,64,512,1.66,98.08,461.19,98.19
621,filter:12-conv1:2-conv2:32-fc:512-Momentum,1_epoch,12,2,32,512,0.21,94.8,461.4,98.19
622,filter:6-conv1:128-conv2:128-fc:512-Momentum,1_epoch,6,128,128,512,0.957,98.16,462.357,98.19
623,filter:8-conv1:2-conv2:1-fc:8-Momentum,1_epoch,8,2,1,8,0.154,82.19,462.511,98.19
624,filter:2-conv1:256-conv2:4-fc:4-Momentum,1_epoch,2,256,4,4,0.56,68.37,463.071,98.19
625,filter:4-conv1:16-conv2:8-fc:256-Momentum,1_epoch,4,16,8,256,0.176,97.05,463.247,98.19
626,filter:2-conv1:32-conv2:4-fc:16-Momentum,1_epoch,2,32,4,16,0.534,86.1,463.781,98.19
627,filter:8-conv1:1-conv2:2-fc:1-Momentum,1_epoch,8,1,2,1,0.125,27.19,463.906,98.19
628,filter:14-conv1:1-conv2:16-fc:1-Momentum,1_epoch,14,1,16,1,0.173,10.28,464.079,98.19
629,filter:12-conv1:2-conv2:8-fc:2-Momentum,1_epoch,12,2,8,2,0.184,52.65,464.263,98.19
630,filter:6-conv1:16-conv2:16-fc:4-Momentum,1_epoch,6,16,16,4,0.432,82.04,464.695,98.19
631,filter:12-conv1:512-conv2:128-fc:1-Momentum,1_epoch,12,512,128,1,3.45,10.28,468.145,98.19
632,filter:6-conv1:256-conv2:128-fc:256-Momentum,1_epoch,6,256,128,256,1.32,97.58,469.465,98.19
633,filter:4-conv1:1-conv2:128-fc:8-Momentum,1_epoch,4,1,128,8,0.202,85.08,469.667,98.19
634,filter:14-conv1:512-conv2:128-fc:8-Momentum,1_epoch,14,512,128,8,4.0,10.28,473.667,98.19
635,filter:4-conv1:64-conv2:128-fc:256-Momentum,1_epoch,4,64,128,256,0.563,97.97,474.23,98.19
636,filter:14-conv1:4-conv2:128-fc:512-Momentum,1_epoch,14,4,128,512,0.523,94.79,474.753,98.19
637,filter:2-conv1:2-conv2:256-fc:256-Momentum,1_epoch,2,2,256,256,0.255,94.8,475.008,98.19
638,filter:2-conv1:1-conv2:8-fc:256-Momentum,1_epoch,2,1,8,256,0.237,91.98,475.245,98.19
639,filter:14-conv1:8-conv2:16-fc:2-Momentum,1_epoch,14,8,16,2,0.218,24.3,475.463,98.19
640,filter:8-conv1:1-conv2:256-fc:32-Momentum,1_epoch,8,1,256,32,0.243,91.69,475.706,98.19
641,filter:14-conv1:16-conv2:64-fc:1-Momentum,1_epoch,14,16,64,1,0.446,10.28,476.152,98.19
642,filter:14-conv1:2-conv2:256-fc:32-Momentum,1_epoch,14,2,256,32,0.434,86.68,476.586,98.19
643,filter:6-conv1:16-conv2:512-fc:32-Momentum,1_epoch,6,16,512,32,0.902,93.53,477.488,98.19
644,filter:12-conv1:64-conv2:32-fc:512-Momentum,1_epoch,12,64,32,512,0.386,11.35,477.874,98.19
645,filter:2-conv1:64-conv2:1-fc:512-Momentum,1_epoch,2,64,1,512,0.28,90.33,478.154,98.19
646,filter:6-conv1:512-conv2:16-fc:64-Momentum,1_epoch,6,512,16,64,1.38,95.3,479.534,98.19
647,filter:8-conv1:256-conv2:32-fc:32-Momentum,1_epoch,8,256,32,32,0.918,96.25,480.452,98.19
648,filter:8-conv1:2-conv2:128-fc:16-Momentum,1_epoch,8,2,128,16,0.207,94.29,480.659,98.19
649,filter:14-conv1:128-conv2:64-fc:64-Momentum,1_epoch,14,128,64,64,0.934,10.28,481.593,98.19
650,filter:14-conv1:4-conv2:64-fc:4-Momentum,1_epoch,14,4,64,4,0.276,47.85,481.869,98.19
651,filter:12-conv1:128-conv2:1-fc:8-Momentum,1_epoch,12,128,1,8,0.476,82.22,482.345,98.19
652,filter:4-conv1:256-conv2:16-fc:128-Momentum,1_epoch,4,256,16,128,0.957,97.82,483.302,98.19
653,filter:12-conv1:4-conv2:8-fc:128-Momentum,1_epoch,12,4,8,128,0.206,95.59,483.508,98.19
654,filter:8-conv1:8-conv2:256-fc:4-Momentum,1_epoch,8,8,256,4,0.39,10.28,483.898,98.19
655,filter:6-conv1:32-conv2:4-fc:4-Momentum,1_epoch,6,32,4,4,0.227,84.61,484.125,98.19
656,filter:12-conv1:512-conv2:8-fc:64-Momentum,1_epoch,12,512,8,64,1.76,10.28,485.885,98.19
657,filter:12-conv1:256-conv2:256-fc:32-Momentum,1_epoch,12,256,256,32,2.6,10.28,488.485,98.19
658,filter:6-conv1:512-conv2:16-fc:32-Momentum,1_epoch,6,512,16,32,1.4,96.7,489.885,98.19
659,filter:4-conv1:512-conv2:16-fc:16-Momentum,1_epoch,4,512,16,16,1.19,96.63,491.075,98.19
660,filter:6-conv1:1-conv2:4-fc:64-Momentum,1_epoch,6,1,4,64,0.29,93.48,491.365,98.19
661,filter:14-conv1:1-conv2:8-fc:64-Momentum,1_epoch,14,1,8,64,0.171,93.23,491.536,98.19
662,filter:14-conv1:16-conv2:16-fc:64-Momentum,1_epoch,14,16,16,64,0.236,96.13,491.772,98.19
663,filter:8-conv1:512-conv2:1-fc:128-Momentum,1_epoch,8,512,1,128,1.35,95.47,493.122,98.19
664,filter:14-conv1:128-conv2:4-fc:16-Momentum,1_epoch,14,128,4,16,0.615,92.21,493.737,98.19
665,filter:4-conv1:256-conv2:32-fc:4-Momentum,1_epoch,4,256,32,4,0.684,54.49,494.421,98.19
666,filter:8-conv1:128-conv2:128-fc:4-Momentum,1_epoch,8,128,128,4,0.757,10.28,495.178,98.19
667,filter:14-conv1:16-conv2:2-fc:1-Momentum,1_epoch,14,16,2,1,0.381,25.25,495.559,98.19
668,filter:6-conv1:256-conv2:8-fc:64-Momentum,1_epoch,6,256,8,64,0.801,97.05,496.36,98.19
669,filter:8-conv1:2-conv2:64-fc:2-Momentum,1_epoch,8,2,64,2,0.174,50.04,496.534,98.19
670,filter:12-conv1:8-conv2:256-fc:128-Momentum,1_epoch,12,8,256,128,0.516,93.43,497.05,98.19
671,filter:6-conv1:16-conv2:32-fc:2-Momentum,1_epoch,6,16,32,2,0.64,40.69,497.69,98.19
672,filter:14-conv1:32-conv2:2-fc:1-Momentum,1_epoch,14,32,2,1,0.426,29.22,498.116,98.19
673,filter:14-conv1:2-conv2:16-fc:2-Momentum,1_epoch,14,2,16,2,0.187,52.44,498.303,98.19
674,filter:12-conv1:256-conv2:512-fc:32-Momentum,1_epoch,12,256,512,32,4.57,10.28,502.873,98.19
675,filter:2-conv1:512-conv2:2-fc:8-Momentum,1_epoch,2,512,2,8,0.98,83.18,503.853,98.19
676,filter:6-conv1:16-conv2:2-fc:16-Momentum,1_epoch,6,16,2,16,0.242,93.35,504.095,98.19
677,filter:6-conv1:4-conv2:64-fc:4-Momentum,1_epoch,6,4,64,4,0.187,75.19,504.282,98.19
678,filter:12-conv1:16-conv2:512-fc:32-Momentum,1_epoch,12,16,512,32,0.828,10.28,505.11,98.19
679,filter:4-conv1:16-conv2:32-fc:256-Momentum,1_epoch,4,16,32,256,0.234,97.87,505.344,98.19
680,filter:6-conv1:512-conv2:2-fc:32-Momentum,1_epoch,6,512,2,32,1.9,10.28,507.244,98.19
681,filter:6-conv1:512-conv2:256-fc:8-Momentum,1_epoch,6,512,256,8,3.67,10.28,510.914,98.19
682,filter:14-conv1:1-conv2:32-fc:1-Momentum,1_epoch,14,1,32,1,0.186,10.28,511.1,98.19
683,filter:2-conv1:8-conv2:16-fc:512-Momentum,1_epoch,2,8,16,512,0.26,96.18,511.36,98.19
684,filter:2-conv1:2-conv2:128-fc:64-Momentum,1_epoch,2,2,128,64,0.274,93.83,511.634,98.19
685,filter:14-conv1:128-conv2:32-fc:2-Momentum,1_epoch,14,128,32,2,0.745,10.28,512.379,98.19
686,filter:4-conv1:256-conv2:8-fc:4-Momentum,1_epoch,4,256,8,4,0.682,72.22,513.061,98.19
687,filter:4-conv1:512-conv2:2-fc:2-Momentum,1_epoch,4,512,2,2,1.6,10.28,514.661,98.19
688,filter:12-conv1:64-conv2:1-fc:256-Momentum,1_epoch,12,64,1,256,0.51,96.0,515.171,98.19
689,filter:6-conv1:512-conv2:1-fc:64-Momentum,1_epoch,6,512,1,64,1.39,93.96,516.561,98.19
690,filter:12-conv1:512-conv2:512-fc:8-Momentum,1_epoch,12,512,512,8,9.69,10.28,526.251,98.19
691,filter:4-conv1:4-conv2:4-fc:128-Momentum,1_epoch,4,4,4,128,0.131,95.75,526.382,98.19
692,filter:6-conv1:4-conv2:16-fc:8-Momentum,1_epoch,6,4,16,8,0.18,92.82,526.562,98.19
693,filter:6-conv1:4-conv2:256-fc:2-Momentum,1_epoch,6,4,256,2,0.268,17.56,526.83,98.19
694,filter:2-conv1:64-conv2:16-fc:64-Momentum,1_epoch,2,64,16,64,0.245,94.78,527.075,98.19
695,filter:2-conv1:256-conv2:16-fc:128-Momentum,1_epoch,2,256,16,128,0.708,95.65,527.783,98.19
696,filter:6-conv1:1-conv2:8-fc:128-Momentum,1_epoch,6,1,8,128,0.211,95.66,527.994,98.19
697,filter:6-conv1:4-conv2:32-fc:128-Momentum,1_epoch,6,4,32,128,0.168,97.31,528.162,98.19
698,filter:2-conv1:2-conv2:32-fc:32-Momentum,1_epoch,2,2,32,32,0.321,90.4,528.483,98.19
699,filter:12-conv1:8-conv2:16-fc:1-Momentum,1_epoch,12,8,16,1,0.193,10.28,528.676,98.19
700,filter:14-conv1:16-conv2:256-fc:4-Momentum,1_epoch,14,16,256,4,0.503,10.28,529.179,98.19
701,filter:2-conv1:64-conv2:32-fc:128-Momentum,1_epoch,2,64,32,128,0.259,95.95,529.438,98.19
702,filter:12-conv1:8-conv2:128-fc:256-Momentum,1_epoch,12,8,128,256,0.409,96.11,529.847,98.19
703,filter:2-conv1:8-conv2:4-fc:256-Momentum,1_epoch,2,8,4,256,0.149,93.87,529.996,98.19
704,filter:12-conv1:8-conv2:2-fc:32-Momentum,1_epoch,12,8,2,32,0.186,93.65,530.182,98.19
705,filter:8-conv1:1-conv2:8-fc:128-Momentum,1_epoch,8,1,8,128,0.141,95.35,530.323,98.19
706,filter:2-conv1:128-conv2:128-fc:32-Momentum,1_epoch,2,128,128,32,0.674,95.0,530.997,98.19
707,filter:4-conv1:8-conv2:8-fc:16-Momentum,1_epoch,4,8,8,16,0.275,95.34,531.272,98.19
708,filter:8-conv1:2-conv2:1-fc:2-Momentum,1_epoch,8,2,1,2,0.136,36.36,531.408,98.19
709,filter:2-conv1:32-conv2:256-fc:32-Momentum,1_epoch,2,32,256,32,0.291,93.63,531.699,98.19
710,filter:4-conv1:64-conv2:4-fc:1-Momentum,1_epoch,4,64,4,1,0.49,25.47,532.189,98.19
711,filter:8-conv1:64-conv2:64-fc:1-Momentum,1_epoch,8,64,64,1,0.559,10.28,532.748,98.19
712,filter:14-conv1:32-conv2:1-fc:16-Momentum,1_epoch,14,32,1,16,0.424,92.86,533.172,98.19
713,filter:8-conv1:512-conv2:8-fc:2-Momentum,1_epoch,8,512,8,2,1.38,10.28,534.552,98.19
714,filter:12-conv1:8-conv2:64-fc:256-Momentum,1_epoch,12,8,64,256,0.265,94.99,534.817,98.19
715,filter:8-conv1:128-conv2:16-fc:128-Momentum,1_epoch,8,128,16,128,0.551,97.9,535.368,98.19
716,filter:4-conv1:16-conv2:1-fc:256-Momentum,1_epoch,4,16,1,256,0.327,93.58,535.695,98.19
717,filter:2-conv1:256-conv2:16-fc:32-Momentum,1_epoch,2,256,16,32,0.543,94.81,536.238,98.19
718,filter:12-conv1:2-conv2:4-fc:4-Momentum,1_epoch,12,2,4,4,0.415,79.89,536.653,98.19
719,filter:4-conv1:64-conv2:32-fc:2-Momentum,1_epoch,4,64,32,2,0.383,29.79,537.036,98.19
720,filter:4-conv1:2-conv2:8-fc:512-Momentum,1_epoch,4,2,8,512,0.37,96.65,537.406,98.19
721,filter:12-conv1:1-conv2:1-fc:128-Momentum,1_epoch,12,1,1,128,0.246,92.83,537.652,98.19
722,filter:2-conv1:2-conv2:64-fc:128-Momentum,1_epoch,2,2,64,128,0.262,92.99,537.914,98.19
723,filter:8-conv1:64-conv2:512-fc:2-Momentum,1_epoch,8,64,512,2,1.27,10.28,539.184,98.19
724,filter:6-conv1:1-conv2:2-fc:16-Momentum,1_epoch,6,1,2,16,0.277,88.78,539.461,98.19
725,filter:6-conv1:1-conv2:64-fc:4-Momentum,1_epoch,6,1,64,4,0.372,78.39,539.833,98.19
726,filter:6-conv1:1-conv2:1-fc:2-Momentum,1_epoch,6,1,1,2,0.14,33.33,539.973,98.19
727,filter:6-conv1:64-conv2:256-fc:32-Momentum,1_epoch,6,64,256,32,0.704,90.73,540.677,98.19
728,filter:12-conv1:1-conv2:16-fc:16-Momentum,1_epoch,12,1,16,16,0.46,94.03,541.137,98.19
729,filter:2-conv1:8-conv2:8-fc:512-Momentum,1_epoch,2,8,8,512,0.469,95.2,541.606,98.19
730,filter:8-conv1:512-conv2:2-fc:2-Momentum,1_epoch,8,512,2,2,1.54,24.8,543.146,98.19
731,filter:8-conv1:4-conv2:8-fc:1-Momentum,1_epoch,8,4,8,1,0.157,30.92,543.303,98.19
732,filter:4-conv1:512-conv2:1-fc:64-Momentum,1_epoch,4,512,1,64,1.26,90.86,544.563,98.19
733,filter:4-conv1:64-conv2:512-fc:8-Momentum,1_epoch,4,64,512,8,0.875,10.28,545.438,98.19
734,filter:6-conv1:64-conv2:512-fc:2-Momentum,1_epoch,6,64,512,2,1.37,10.28,546.808,98.19
735,filter:12-conv1:4-conv2:2-fc:1-Momentum,1_epoch,12,4,2,1,0.18,29.15,546.988,98.19
736,filter:2-conv1:16-conv2:2-fc:16-Momentum,1_epoch,2,16,2,16,0.249,83.81,547.237,98.19
737,filter:4-conv1:1-conv2:512-fc:256-Momentum,1_epoch,4,1,512,256,0.406,95.75,547.643,98.19
738,filter:4-conv1:4-conv2:32-fc:8-Momentum,1_epoch,4,4,32,8,0.161,94.25,547.804,98.19
739,filter:2-conv1:16-conv2:512-fc:16-Momentum,1_epoch,2,16,512,16,0.463,88.58,548.267,98.19
740,filter:14-conv1:8-conv2:8-fc:8-Momentum,1_epoch,14,8,8,8,0.205,87.62,548.472,98.19
741,filter:6-conv1:4-conv2:8-fc:16-Momentum,1_epoch,6,4,8,16,0.154,94.61,548.626,98.19
742,filter:14-conv1:64-conv2:512-fc:32-Momentum,1_epoch,14,64,512,32,1.72,10.28,550.346,98.19
743,filter:2-conv1:2-conv2:2-fc:32-Momentum,1_epoch,2,2,2,32,0.119,74.42,550.465,98.19
744,filter:6-conv1:32-conv2:2-fc:8-Momentum,1_epoch,6,32,2,8,0.364,92.01,550.829,98.19
745,filter:12-conv1:128-conv2:1-fc:32-Momentum,1_epoch,12,128,1,32,0.588,92.91,551.417,98.19
746,filter:2-conv1:32-conv2:32-fc:4-Momentum,1_epoch,2,32,32,4,0.408,75.81,551.825,98.19
747,filter:6-conv1:1-conv2:128-fc:128-Momentum,1_epoch,6,1,128,128,0.228,94.34,552.053,98.19
748,filter:6-conv1:8-conv2:2-fc:8-Momentum,1_epoch,6,8,2,8,0.274,88.55,552.327,98.19
749,filter:6-conv1:128-conv2:32-fc:256-Momentum,1_epoch,6,128,32,256,0.541,97.92,552.868,98.19
750,filter:12-conv1:4-conv2:32-fc:32-Momentum,1_epoch,12,4,32,32,0.331,95.99,553.199,98.19
751,filter:4-conv1:1-conv2:1-fc:64-Momentum,1_epoch,4,1,1,64,0.14,85.45,553.339,98.19
752,filter:14-conv1:1-conv2:16-fc:2-Momentum,1_epoch,14,1,16,2,0.176,50.62,553.515,98.19
753,filter:6-conv1:2-conv2:2-fc:64-Momentum,1_epoch,6,2,2,64,0.211,94.6,553.726,98.19
754,filter:4-conv1:256-conv2:2-fc:512-Momentum,1_epoch,4,256,2,512,1.16,10.28,554.886,98.19
755,filter:6-conv1:2-conv2:128-fc:1-Momentum,1_epoch,6,2,128,1,0.204,24.01,555.09,98.19
756,filter:14-conv1:16-conv2:32-fc:512-Momentum,1_epoch,14,16,32,512,0.253,96.0,555.343,98.19
757,filter:8-conv1:64-conv2:1-fc:2-Momentum,1_epoch,8,64,1,2,0.283,52.84,555.626,98.19
758,filter:12-conv1:4-conv2:32-fc:256-Momentum,1_epoch,12,4,32,256,0.236,95.07,555.862,98.19
759,filter:12-conv1:2-conv2:4-fc:32-Momentum,1_epoch,12,2,4,32,0.2,95.42,556.062,98.19
760,filter:4-conv1:4-conv2:128-fc:32-Momentum,1_epoch,4,4,128,32,0.313,96.87,556.375,98.19
761,filter:8-conv1:512-conv2:32-fc:4-Momentum,1_epoch,8,512,32,4,1.61,10.28,557.985,98.19
762,filter:6-conv1:2-conv2:256-fc:1-Momentum,1_epoch,6,2,256,1,0.35,25.35,558.335,98.19
763,filter:8-conv1:4-conv2:2-fc:16-Momentum,1_epoch,8,4,2,16,0.151,93.77,558.486,98.19
764,filter:12-conv1:64-conv2:16-fc:128-Momentum,1_epoch,12,64,16,128,0.429,95.71,558.915,98.19
765,filter:4-conv1:1-conv2:16-fc:8-Momentum,1_epoch,4,1,16,8,0.291,85.49,559.206,98.19
766,filter:12-conv1:128-conv2:128-fc:1-Momentum,1_epoch,12,128,128,1,0.936,10.28,560.142,98.19
767,filter:8-conv1:16-conv2:16-fc:512-Momentum,1_epoch,8,16,16,512,0.278,97.62,560.42,98.19
768,filter:4-conv1:256-conv2:8-fc:16-Momentum,1_epoch,4,256,8,16,0.78,95.78,561.2,98.19
769,filter:14-conv1:128-conv2:1-fc:8-Momentum,1_epoch,14,128,1,8,0.617,84.08,561.817,98.19
770,filter:12-conv1:128-conv2:2-fc:2-Momentum,1_epoch,12,128,2,2,0.491,10.28,562.308,98.19
771,filter:6-conv1:2-conv2:1-fc:1-Momentum,1_epoch,6,2,1,1,0.15,25.05,562.458,98.19
772,filter:12-conv1:1-conv2:256-fc:32-Momentum,1_epoch,12,1,256,32,0.485,89.58,562.943,98.19
773,filter:14-conv1:64-conv2:64-fc:512-Momentum,1_epoch,14,64,64,512,0.621,10.28,563.564,98.19
774,filter:6-conv1:4-conv2:128-fc:8-Momentum,1_epoch,6,4,128,8,0.31,88.54,563.874,98.19
775,filter:14-conv1:128-conv2:32-fc:128-Momentum,1_epoch,14,128,32,128,0.736,95.67,564.61,98.19
776,filter:4-conv1:64-conv2:1-fc:4-Momentum,1_epoch,4,64,1,4,0.271,75.53,564.881,98.19
777,filter:14-conv1:64-conv2:512-fc:256-Momentum,1_epoch,14,64,512,256,1.73,11.18,566.611,98.19
778,filter:2-conv1:64-conv2:16-fc:1-Momentum,1_epoch,2,64,16,1,0.244,28.14,566.855,98.19
779,filter:12-conv1:8-conv2:128-fc:512-Momentum,1_epoch,12,8,128,512,0.389,93.48,567.244,98.19
780,filter:6-conv1:4-conv2:8-fc:1-Momentum,1_epoch,6,4,8,1,0.261,27.77,567.505,98.19
781,filter:8-conv1:4-conv2:256-fc:1-Momentum,1_epoch,8,4,256,1,0.336,10.28,567.841,98.19
782,filter:14-conv1:32-conv2:64-fc:1-Momentum,1_epoch,14,32,64,1,0.454,10.28,568.295,98.19
783,filter:6-conv1:8-conv2:256-fc:8-Momentum,1_epoch,6,8,256,8,0.492,68.57,568.787,98.19
784,filter:8-conv1:4-conv2:4-fc:8-Momentum,1_epoch,8,4,4,8,0.468,92.03,569.255,98.19
785,filter:2-conv1:32-conv2:512-fc:16-Momentum,1_epoch,2,32,512,16,0.55,87.15,569.805,98.19
786,filter:2-conv1:2-conv2:512-fc:512-Momentum,1_epoch,2,2,512,512,0.543,10.28,570.348,98.19
787,filter:14-conv1:256-conv2:128-fc:128-Momentum,1_epoch,14,256,128,128,2.19,10.28,572.538,98.19
788,filter:12-conv1:1-conv2:32-fc:128-Momentum,1_epoch,12,1,32,128,0.2,93.54,572.738,98.19
789,filter:8-conv1:16-conv2:8-fc:8-Momentum,1_epoch,8,16,8,8,0.178,95.52,572.916,98.19
790,filter:4-conv1:128-conv2:2-fc:8-Momentum,1_epoch,4,128,2,8,0.401,91.14,573.317,98.19
791,filter:12-conv1:8-conv2:32-fc:512-Momentum,1_epoch,12,8,32,512,0.232,96.5,573.549,98.19
792,filter:8-conv1:32-conv2:32-fc:1-Momentum,1_epoch,8,32,32,1,0.394,10.28,573.943,98.19
793,filter:8-conv1:256-conv2:512-fc:256-Momentum,1_epoch,8,256,512,256,3.31,10.28,577.253,98.19
794,filter:8-conv1:512-conv2:128-fc:16-Momentum,1_epoch,8,512,128,16,2.46,10.28,579.713,98.19
795,filter:12-conv1:16-conv2:8-fc:256-Momentum,1_epoch,12,16,8,256,0.218,97.57,579.931,98.19
796,filter:4-conv1:2-conv2:8-fc:256-Momentum,1_epoch,4,2,8,256,0.287,96.54,580.218,98.19
797,filter:14-conv1:4-conv2:512-fc:4-Momentum,1_epoch,14,4,512,4,0.665,10.28,580.883,98.19
798,filter:8-conv1:16-conv2:16-fc:8-Momentum,1_epoch,8,16,16,8,0.203,95.16,581.086,98.19
799,filter:6-conv1:32-conv2:4-fc:32-Momentum,1_epoch,6,32,4,32,0.228,95.78,581.314,98.19
800,filter:2-conv1:1-conv2:4-fc:1-Momentum,1_epoch,2,1,4,1,0.138,10.28,581.452,98.19
801,filter:12-conv1:4-conv2:1-fc:16-Momentum,1_epoch,12,4,1,16,0.283,90.46,581.735,98.19
802,filter:12-conv1:8-conv2:1-fc:256-Momentum,1_epoch,12,8,1,256,0.398,95.32,582.133,98.19
803,filter:4-conv1:16-conv2:128-fc:16-Momentum,1_epoch,4,16,128,16,0.23,95.8,582.363,98.19
804,filter:12-conv1:1-conv2:1-fc:1-Momentum,1_epoch,12,1,1,1,0.158,24.36,582.521,98.19
805,filter:8-conv1:64-conv2:32-fc:1-Momentum,1_epoch,8,64,32,1,0.412,10.28,582.933,98.19
806,filter:8-conv1:4-conv2:4-fc:1-Momentum,1_epoch,8,4,4,1,0.154,29.54,583.087,98.19
807,filter:4-conv1:256-conv2:2-fc:8-Momentum,1_epoch,4,256,2,8,0.646,85.56,583.733,98.19
808,filter:12-conv1:512-conv2:64-fc:4-Momentum,1_epoch,12,512,64,4,2.52,10.28,586.253,98.19
809,filter:14-conv1:2-conv2:32-fc:128-Momentum,1_epoch,14,2,32,128,0.201,95.33,586.454,98.19
810,filter:14-conv1:64-conv2:16-fc:1-Momentum,1_epoch,14,64,16,1,0.563,10.28,587.017,98.19
811,filter:2-conv1:1-conv2:128-fc:128-Momentum,1_epoch,2,1,128,128,0.194,92.72,587.211,98.19
812,filter:8-conv1:64-conv2:128-fc:64-Momentum,1_epoch,8,64,128,64,0.493,97.12,587.704,98.19
813,filter:8-conv1:1-conv2:16-fc:64-Momentum,1_epoch,8,1,16,64,0.145,94.97,587.849,98.19
814,filter:14-conv1:512-conv2:1-fc:1-Momentum,1_epoch,14,512,1,1,1.78,10.28,589.629,98.19
815,filter:14-conv1:32-conv2:512-fc:1-Momentum,1_epoch,14,32,512,1,1.08,10.28,590.709,98.19
816,filter:6-conv1:8-conv2:4-fc:256-Momentum,1_epoch,6,8,4,256,0.219,97.04,590.928,98.19
817,filter:4-conv1:4-conv2:64-fc:1-Momentum,1_epoch,4,4,64,1,0.365,24.46,591.293,98.19
818,filter:2-conv1:64-conv2:32-fc:8-Momentum,1_epoch,2,64,32,8,0.352,89.78,591.645,98.19
819,filter:12-conv1:32-conv2:16-fc:512-Momentum,1_epoch,12,32,16,512,0.27,95.98,591.915,98.19
820,filter:2-conv1:1-conv2:2-fc:4-Momentum,1_epoch,2,1,2,4,0.218,10.28,592.133,98.19
821,filter:12-conv1:1-conv2:256-fc:4-Momentum,1_epoch,12,1,256,4,0.394,10.28,592.527,98.19
822,filter:6-conv1:64-conv2:512-fc:64-Momentum,1_epoch,6,64,512,64,1.14,83.88,593.667,98.19
823,filter:12-conv1:512-conv2:32-fc:128-Momentum,1_epoch,12,512,32,128,2.03,10.28,595.697,98.19
824,filter:8-conv1:2-conv2:128-fc:1-Momentum,1_epoch,8,2,128,1,0.202,10.28,595.899,98.19
825,filter:12-conv1:256-conv2:16-fc:2-Momentum,1_epoch,12,256,16,2,1.13,39.77,597.029,98.19
826,filter:6-conv1:8-conv2:4-fc:16-Momentum,1_epoch,6,8,4,16,0.28,94.11,597.309,98.19
827,filter:14-conv1:2-conv2:8-fc:1-Momentum,1_epoch,14,2,8,1,0.178,10.28,597.487,98.19
828,filter:12-conv1:16-conv2:128-fc:2-Momentum,1_epoch,12,16,128,2,0.336,10.28,597.823,98.19
829,filter:2-conv1:32-conv2:2-fc:512-Momentum,1_epoch,2,32,2,512,0.187,94.7,598.01,98.19
830,filter:12-conv1:256-conv2:8-fc:64-Momentum,1_epoch,12,256,8,64,0.862,93.59,598.872,98.19
831,filter:8-conv1:32-conv2:512-fc:512-Momentum,1_epoch,8,32,512,512,1.07,94.48,599.942,98.19
832,filter:2-conv1:8-conv2:16-fc:4-Momentum,1_epoch,2,8,16,4,0.17,75.32,600.112,98.19
833,filter:8-conv1:32-conv2:64-fc:4-Momentum,1_epoch,8,32,64,4,0.288,48.08,600.4,98.19
834,filter:12-conv1:128-conv2:32-fc:1-Momentum,1_epoch,12,128,32,1,0.671,10.28,601.071,98.19
835,filter:14-conv1:32-conv2:16-fc:4-Momentum,1_epoch,14,32,16,4,0.346,10.28,601.417,98.19
836,filter:2-conv1:32-conv2:64-fc:1-Momentum,1_epoch,2,32,64,1,0.224,10.28,601.641,98.19
837,filter:8-conv1:16-conv2:64-fc:1-Momentum,1_epoch,8,16,64,1,0.355,10.28,601.996,98.19
838,filter:2-conv1:32-conv2:64-fc:4-Momentum,1_epoch,2,32,64,4,0.307,77.95,602.303,98.19
839,filter:14-conv1:8-conv2:512-fc:64-Momentum,1_epoch,14,8,512,64,0.723,36.07,603.026,98.19
840,filter:14-conv1:4-conv2:256-fc:2-Momentum,1_epoch,14,4,256,2,0.443,10.28,603.469,98.19
841,filter:2-conv1:256-conv2:2-fc:4-Momentum,1_epoch,2,256,2,4,0.68,62.92,604.149,98.19
842,filter:8-conv1:1-conv2:128-fc:1-Momentum,1_epoch,8,1,128,1,0.196,25.86,604.345,98.19
843,filter:4-conv1:512-conv2:16-fc:64-Momentum,1_epoch,4,512,16,64,1.31,97.24,605.655,98.19
844,filter:2-conv1:16-conv2:32-fc:2-Momentum,1_epoch,2,16,32,2,0.349,46.85,606.004,98.19
845,filter:4-conv1:32-conv2:2-fc:64-Momentum,1_epoch,4,32,2,64,0.277,95.8,606.281,98.19
846,filter:6-conv1:8-conv2:16-fc:1-Momentum,1_epoch,6,8,16,1,0.269,10.28,606.55,98.19
847,filter:8-conv1:64-conv2:32-fc:2-Momentum,1_epoch,8,64,32,2,0.397,10.28,606.947,98.19
848,filter:2-conv1:128-conv2:512-fc:4-Momentum,1_epoch,2,128,512,4,0.707,22.71,607.654,98.19
849,filter:8-conv1:8-conv2:128-fc:1-Momentum,1_epoch,8,8,128,1,0.261,10.28,607.915,98.19
850,filter:8-conv1:256-conv2:128-fc:2-Momentum,1_epoch,8,256,128,2,1.29,10.28,609.205,98.19
851,filter:2-conv1:32-conv2:128-fc:128-Momentum,1_epoch,2,32,128,128,0.344,95.49,609.549,98.19
852,filter:6-conv1:8-conv2:512-fc:1-Momentum,1_epoch,6,8,512,1,0.474,10.28,610.023,98.19
853,filter:14-conv1:32-conv2:1-fc:256-Momentum,1_epoch,14,32,1,256,0.264,10.28,610.287,98.19
854,filter:2-conv1:8-conv2:512-fc:256-Momentum,1_epoch,2,8,512,256,0.407,93.6,610.694,98.19
