,Setting,Step,Param1,Param2,Param3,Param4,Elapsed Time,Metric1,Total Time,Best
544,filter:2-conv1:32-conv2:512-fc:4-Momentum,1_epoch,2,32,512,4,0.467,10.28,384.036,98.06
545,filter:12-conv1:256-conv2:2-fc:256-Momentum,1_epoch,12,256,2,256,0.856,11.35,384.892,98.06
546,filter:14-conv1:128-conv2:4-fc:32-Momentum,1_epoch,14,128,4,32,0.631,92.99,385.523,98.06
547,filter:4-conv1:1-conv2:512-fc:2-Momentum,1_epoch,4,1,512,2,0.749,10.28,386.272,98.06
548,filter:12-conv1:64-conv2:64-fc:32-Momentum,1_epoch,12,64,64,32,0.493,10.28,386.765,98.06
549,filter:8-conv1:1-conv2:512-fc:256-Momentum,1_epoch,8,1,512,256,0.488,92.17,387.253,98.06
550,filter:6-conv1:8-conv2:8-fc:2-Momentum,1_epoch,6,8,8,2,0.274,45.59,387.527,98.06
551,filter:4-conv1:4-conv2:512-fc:256-Momentum,1_epoch,4,4,512,256,0.432,95.42,387.959,98.06
552,filter:12-conv1:8-conv2:8-fc:32-Momentum,1_epoch,12,8,8,32,0.353,96.64,388.312,98.06
553,filter:12-conv1:2-conv2:2-fc:1-Momentum,1_epoch,12,2,2,1,0.362,29.72,388.674,98.06
554,filter:8-conv1:256-conv2:64-fc:128-Momentum,1_epoch,8,256,64,128,1.01,96.47,389.684,98.06
555,filter:2-conv1:16-conv2:8-fc:1-Momentum,1_epoch,2,16,8,1,0.162,27.98,389.846,98.06
556,filter:6-conv1:32-conv2:4-fc:256-Momentum,1_epoch,6,32,4,256,0.23,95.46,390.076,98.06
557,filter:2-conv1:64-conv2:64-fc:8-Momentum,1_epoch,2,64,64,8,0.399,89.33,390.475,98.06
558,filter:4-conv1:32-conv2:32-fc:32-Momentum,1_epoch,4,32,32,32,0.328,97.02,390.803,98.06
559,filter:12-conv1:16-conv2:512-fc:64-Momentum,1_epoch,12,16,512,64,0.907,49.66,391.71,98.06
560,filter:4-conv1:32-conv2:128-fc:256-Momentum,1_epoch,4,32,128,256,0.442,97.69,392.152,98.06
561,filter:2-conv1:4-conv2:256-fc:128-Momentum,1_epoch,2,4,256,128,0.434,94.77,392.586,98.06
562,filter:8-conv1:4-conv2:8-fc:64-Momentum,1_epoch,8,4,8,64,0.275,96.34,392.861,98.06
563,filter:6-conv1:1-conv2:16-fc:8-Momentum,1_epoch,6,1,16,8,0.46,88.47,393.321,98.06
564,filter:4-conv1:1-conv2:64-fc:32-Momentum,1_epoch,4,1,64,32,0.243,93.34,393.564,98.06
565,filter:2-conv1:4-conv2:512-fc:64-Momentum,1_epoch,2,4,512,64,0.318,91.79,393.882,98.06
566,filter:2-conv1:256-conv2:2-fc:128-Momentum,1_epoch,2,256,2,128,0.548,94.62,394.43,98.06
567,filter:8-conv1:8-conv2:8-fc:4-Momentum,1_epoch,8,8,8,4,0.175,43.62,394.605,98.06
568,filter:6-conv1:128-conv2:4-fc:1-Momentum,1_epoch,6,128,4,1,0.537,10.28,395.142,98.06
569,filter:12-conv1:32-conv2:1-fc:1-Momentum,1_epoch,12,32,1,1,0.242,10.28,395.384,98.06
570,filter:2-conv1:256-conv2:1-fc:128-Momentum,1_epoch,2,256,1,128,0.872,89.57,396.256,98.06
571,filter:12-conv1:128-conv2:128-fc:128-Momentum,1_epoch,12,128,128,128,0.928,10.28,397.184,98.06
572,filter:12-conv1:8-conv2:1-fc:16-Momentum,1_epoch,12,8,1,16,0.19,92.95,397.374,98.06
573,filter:6-conv1:128-conv2:4-fc:256-Momentum,1_epoch,6,128,4,256,0.612,96.62,397.986,98.06
574,filter:4-conv1:256-conv2:512-fc:2-Momentum,1_epoch,4,256,512,2,2.79,10.28,400.776,98.06
575,filter:6-conv1:16-conv2:1-fc:4-Momentum,1_epoch,6,16,1,4,0.185,72.44,400.961,98.06
576,filter:14-conv1:128-conv2:512-fc:128-Momentum,1_epoch,14,128,512,128,2.94,10.28,403.901,98.06
577,filter:12-conv1:8-conv2:128-fc:512-Momentum,1_epoch,12,8,128,512,0.389,93.48,404.29,98.06
578,filter:4-conv1:16-conv2:1-fc:64-Momentum,1_epoch,4,16,1,64,0.158,92.68,404.448,98.06
579,filter:8-conv1:8-conv2:256-fc:64-Momentum,1_epoch,8,8,256,64,0.653,95.69,405.101,98.06
580,filter:8-conv1:1-conv2:32-fc:256-Momentum,1_epoch,8,1,32,256,0.162,94.69,405.263,98.06
581,filter:4-conv1:8-conv2:1-fc:512-Momentum,1_epoch,4,8,1,512,0.161,92.24,405.424,98.06
582,filter:8-conv1:64-conv2:1-fc:2-Momentum,1_epoch,8,64,1,2,0.283,52.84,405.707,98.06
583,filter:4-conv1:2-conv2:128-fc:8-Momentum,1_epoch,4,2,128,8,0.295,92.46,406.002,98.06
584,filter:14-conv1:2-conv2:256-fc:512-Momentum,1_epoch,14,2,256,512,0.544,90.16,406.546,98.06
585,filter:12-conv1:64-conv2:512-fc:512-Momentum,1_epoch,12,64,512,512,1.72,66.25,408.266,98.06
586,filter:8-conv1:32-conv2:256-fc:16-Momentum,1_epoch,8,32,256,16,0.653,21.81,408.919,98.06
587,filter:2-conv1:64-conv2:1-fc:32-Momentum,1_epoch,2,64,1,32,0.276,86.43,409.195,98.06
588,filter:2-conv1:16-conv2:32-fc:128-Momentum,1_epoch,2,16,32,128,0.176,95.27,409.371,98.06
589,filter:8-conv1:32-conv2:256-fc:256-Momentum,1_epoch,8,32,256,256,0.552,97.14,409.923,98.06
590,filter:2-conv1:2-conv2:512-fc:2-Momentum,1_epoch,2,2,512,2,0.618,10.28,410.541,98.06
591,filter:6-conv1:512-conv2:128-fc:2-Momentum,1_epoch,6,512,128,2,2.48,10.28,413.021,98.06
592,filter:4-conv1:32-conv2:512-fc:256-Momentum,1_epoch,4,32,512,256,0.659,97.6,413.68,98.06
593,filter:2-conv1:2-conv2:1-fc:256-Momentum,1_epoch,2,2,1,256,0.186,88.75,413.866,98.06
594,filter:6-conv1:128-conv2:256-fc:4-Momentum,1_epoch,6,128,256,4,1.17,10.28,415.036,98.06
595,filter:4-conv1:16-conv2:64-fc:1-Momentum,1_epoch,4,16,64,1,0.23,10.28,415.266,98.06
596,filter:8-conv1:16-conv2:2-fc:2-Momentum,1_epoch,8,16,2,2,0.289,47.93,415.555,98.06
597,filter:8-conv1:64-conv2:1-fc:8-Momentum,1_epoch,8,64,1,8,0.373,92.37,415.928,98.06
598,filter:12-conv1:2-conv2:128-fc:8-Momentum,1_epoch,12,2,128,8,0.372,28.05,416.3,98.06
599,filter:8-conv1:32-conv2:64-fc:512-Momentum,1_epoch,8,32,64,512,0.445,97.61,416.745,98.06
600,filter:14-conv1:256-conv2:32-fc:256-Momentum,1_epoch,14,256,32,256,1.4,10.28,418.145,98.06
601,filter:12-conv1:2-conv2:256-fc:256-Momentum,1_epoch,12,2,256,256,0.385,92.8,418.53,98.06
602,filter:6-conv1:8-conv2:16-fc:4-Momentum,1_epoch,6,8,16,4,0.188,88.71,418.718,98.06
603,filter:14-conv1:16-conv2:64-fc:2-Momentum,1_epoch,14,16,64,2,0.296,10.28,419.014,98.06
604,filter:8-conv1:128-conv2:1-fc:256-Momentum,1_epoch,8,128,1,256,0.642,96.74,419.656,98.06
605,filter:4-conv1:4-conv2:32-fc:256-Momentum,1_epoch,4,4,32,256,0.262,96.86,419.918,98.06
606,filter:14-conv1:1-conv2:256-fc:64-Momentum,1_epoch,14,1,256,64,0.396,87.53,420.314,98.06
607,filter:12-conv1:64-conv2:2-fc:16-Momentum,1_epoch,12,64,2,16,0.573,92.45,420.887,98.06
608,filter:8-conv1:1-conv2:2-fc:8-Momentum,1_epoch,8,1,2,8,0.177,83.59,421.064,98.06
609,filter:8-conv1:16-conv2:64-fc:4-Momentum,1_epoch,8,16,64,4,0.342,10.29,421.406,98.06
610,filter:4-conv1:4-conv2:128-fc:64-Momentum,1_epoch,4,4,128,64,0.21,95.75,421.616,98.06
611,filter:6-conv1:2-conv2:16-fc:32-Momentum,1_epoch,6,2,16,32,0.178,95.95,421.794,98.06
612,filter:4-conv1:8-conv2:16-fc:512-Momentum,1_epoch,4,8,16,512,0.245,97.73,422.039,98.06
613,filter:2-conv1:64-conv2:8-fc:32-Momentum,1_epoch,2,64,8,32,0.246,91.35,422.285,98.06
614,filter:2-conv1:512-conv2:2-fc:2-Momentum,1_epoch,2,512,2,2,1.26,46.98,423.545,98.06
615,filter:6-conv1:128-conv2:256-fc:16-Momentum,1_epoch,6,128,256,16,0.974,10.28,424.519,98.06
616,filter:8-conv1:32-conv2:512-fc:64-Momentum,1_epoch,8,32,512,64,0.961,92.04,425.48,98.06
617,filter:14-conv1:64-conv2:32-fc:8-Momentum,1_epoch,14,64,32,8,0.45,10.28,425.93,98.06
618,filter:4-conv1:32-conv2:4-fc:32-Momentum,1_epoch,4,32,4,32,0.392,95.28,426.322,98.06
619,filter:14-conv1:2-conv2:8-fc:64-Momentum,1_epoch,14,2,8,64,0.178,96.29,426.5,98.06
620,filter:4-conv1:8-conv2:1-fc:2-Momentum,1_epoch,4,8,1,2,0.159,41.0,426.659,98.06
621,filter:14-conv1:2-conv2:64-fc:1-Momentum,1_epoch,14,2,64,1,0.325,10.28,426.984,98.06
622,filter:2-conv1:8-conv2:8-fc:16-Momentum,1_epoch,2,8,8,16,0.147,86.85,427.131,98.06
623,filter:6-conv1:256-conv2:256-fc:16-Momentum,1_epoch,6,256,256,16,1.77,10.28,428.901,98.06
624,filter:4-conv1:2-conv2:4-fc:2-Momentum,1_epoch,4,2,4,2,0.153,42.07,429.054,98.06
625,filter:14-conv1:16-conv2:64-fc:512-Momentum,1_epoch,14,16,64,512,0.418,95.3,429.472,98.06
626,filter:2-conv1:8-conv2:16-fc:8-Momentum,1_epoch,2,8,16,8,0.257,86.31,429.729,98.06
627,filter:12-conv1:512-conv2:64-fc:8-Momentum,1_epoch,12,512,64,8,2.44,10.28,432.169,98.06
628,filter:6-conv1:256-conv2:1-fc:2-Momentum,1_epoch,6,256,1,2,0.673,44.05,432.842,98.06
629,filter:4-conv1:256-conv2:4-fc:64-Momentum,1_epoch,4,256,4,64,0.695,97.06,433.537,98.06
630,filter:6-conv1:8-conv2:16-fc:256-Momentum,1_epoch,6,8,16,256,0.272,97.94,433.809,98.06
631,filter:4-conv1:2-conv2:256-fc:2-Momentum,1_epoch,4,2,256,2,0.338,25.58,434.147,98.06
632,filter:2-conv1:128-conv2:512-fc:128-Momentum,1_epoch,2,128,512,128,0.81,95.3,434.957,98.06
633,filter:4-conv1:512-conv2:8-fc:128-Momentum,1_epoch,4,512,8,128,1.24,96.39,436.197,98.06
634,filter:6-conv1:32-conv2:16-fc:128-Momentum,1_epoch,6,32,16,128,0.247,98.02,436.444,98.06
635,filter:12-conv1:64-conv2:64-fc:256-Momentum,1_epoch,12,64,64,256,0.481,96.61,436.925,98.06
636,filter:8-conv1:16-conv2:4-fc:16-Momentum,1_epoch,8,16,4,16,0.175,96.02,437.1,98.06
637,filter:8-conv1:256-conv2:32-fc:1-Momentum,1_epoch,8,256,32,1,0.901,10.28,438.001,98.06
638,filter:2-conv1:8-conv2:32-fc:128-Momentum,1_epoch,2,8,32,128,0.176,95.37,438.177,98.06
639,filter:2-conv1:32-conv2:128-fc:128-Momentum,1_epoch,2,32,128,128,0.344,95.49,438.521,98.06
640,filter:6-conv1:32-conv2:1-fc:2-Momentum,1_epoch,6,32,1,2,0.297,39.77,438.818,98.06
641,filter:6-conv1:128-conv2:32-fc:64-Momentum,1_epoch,6,128,32,64,0.629,97.52,439.447,98.06
642,filter:8-conv1:2-conv2:32-fc:1-Momentum,1_epoch,8,2,32,1,0.164,10.28,439.611,98.06
643,filter:8-conv1:16-conv2:64-fc:256-Momentum,1_epoch,8,16,64,256,0.264,98.21,439.875,98.21
644,filter:12-conv1:32-conv2:4-fc:4-Momentum,1_epoch,12,32,4,4,0.259,70.81,440.134,98.21
645,filter:14-conv1:512-conv2:512-fc:128-Momentum,1_epoch,14,512,512,128,11.0,10.28,451.134,98.21
646,filter:14-conv1:64-conv2:1-fc:1-Momentum,1_epoch,14,64,1,1,0.6,31.62,451.734,98.21
647,filter:4-conv1:1-conv2:8-fc:8-Momentum,1_epoch,4,1,8,8,0.18,88.62,451.914,98.21
648,filter:8-conv1:32-conv2:2-fc:1-Momentum,1_epoch,8,32,2,1,0.471,28.96,452.385,98.21
649,filter:2-conv1:8-conv2:128-fc:32-Momentum,1_epoch,2,8,128,32,0.307,93.28,452.692,98.21
650,filter:6-conv1:64-conv2:16-fc:256-Momentum,1_epoch,6,64,16,256,0.479,97.74,453.171,98.21
651,filter:4-conv1:128-conv2:2-fc:16-Momentum,1_epoch,4,128,2,16,0.451,93.94,453.622,98.21
652,filter:4-conv1:256-conv2:16-fc:16-Momentum,1_epoch,4,256,16,16,0.739,96.66,454.361,98.21
653,filter:4-conv1:8-conv2:2-fc:4-Momentum,1_epoch,4,8,2,4,0.274,74.48,454.635,98.21
654,filter:6-conv1:64-conv2:8-fc:8-Momentum,1_epoch,6,64,8,8,0.294,94.45,454.929,98.21
655,filter:12-conv1:64-conv2:128-fc:32-Momentum,1_epoch,12,64,128,32,0.588,10.28,455.517,98.21
656,filter:12-conv1:32-conv2:32-fc:1-Momentum,1_epoch,12,32,32,1,0.276,24.72,455.793,98.21
657,filter:8-conv1:1-conv2:16-fc:8-Momentum,1_epoch,8,1,16,8,0.147,92.39,455.94,98.21
658,filter:4-conv1:64-conv2:512-fc:512-Momentum,1_epoch,4,64,512,512,1.09,97.51,457.03,98.21
659,filter:12-conv1:8-conv2:256-fc:32-Momentum,1_epoch,12,8,256,32,0.54,76.1,457.57,98.21
660,filter:12-conv1:8-conv2:32-fc:256-Momentum,1_epoch,12,8,32,256,0.339,97.22,457.909,98.21
661,filter:12-conv1:512-conv2:128-fc:8-Momentum,1_epoch,12,512,128,8,3.43,10.28,461.339,98.21
662,filter:12-conv1:128-conv2:128-fc:16-Momentum,1_epoch,12,128,128,16,0.962,10.28,462.301,98.21
663,filter:8-conv1:8-conv2:64-fc:64-Momentum,1_epoch,8,8,64,64,0.227,97.24,462.528,98.21
664,filter:6-conv1:4-conv2:16-fc:4-Momentum,1_epoch,6,4,16,4,0.201,82.73,462.729,98.21
665,filter:4-conv1:32-conv2:8-fc:2-Momentum,1_epoch,4,32,8,2,0.199,48.63,462.928,98.21
666,filter:4-conv1:1-conv2:64-fc:2-Momentum,1_epoch,4,1,64,2,0.165,23.89,463.093,98.21
667,filter:2-conv1:1-conv2:1-fc:512-Momentum,1_epoch,2,1,1,512,0.145,10.28,463.238,98.21
668,filter:6-conv1:128-conv2:32-fc:1-Momentum,1_epoch,6,128,32,1,0.64,10.28,463.878,98.21
669,filter:14-conv1:1-conv2:64-fc:128-Momentum,1_epoch,14,1,64,128,0.234,93.26,464.112,98.21
670,filter:14-conv1:2-conv2:8-fc:8-Momentum,1_epoch,14,2,8,8,0.175,90.1,464.287,98.21
671,filter:6-conv1:512-conv2:16-fc:512-Momentum,1_epoch,6,512,16,512,1.41,95.79,465.697,98.21
672,filter:2-conv1:2-conv2:4-fc:4-Momentum,1_epoch,2,2,4,4,0.127,10.28,465.824,98.21
673,filter:6-conv1:4-conv2:512-fc:256-Momentum,1_epoch,6,4,512,256,0.462,96.54,466.286,98.21
674,filter:8-conv1:8-conv2:16-fc:64-Momentum,1_epoch,8,8,16,64,0.277,97.22,466.563,98.21
675,filter:8-conv1:16-conv2:256-fc:16-Momentum,1_epoch,8,16,256,16,0.441,85.52,467.004,98.21
676,filter:8-conv1:512-conv2:32-fc:64-Momentum,1_epoch,8,512,32,64,1.7,96.15,468.704,98.21
677,filter:8-conv1:8-conv2:32-fc:128-Momentum,1_epoch,8,8,32,128,0.252,97.65,468.956,98.21
678,filter:4-conv1:64-conv2:64-fc:2-Momentum,1_epoch,4,64,64,2,0.365,10.28,469.321,98.21
679,filter:2-conv1:1-conv2:8-fc:256-Momentum,1_epoch,2,1,8,256,0.237,91.98,469.558,98.21
680,filter:6-conv1:1-conv2:8-fc:8-Momentum,1_epoch,6,1,8,8,0.339,92.01,469.897,98.21
681,filter:8-conv1:256-conv2:128-fc:64-Momentum,1_epoch,8,256,128,64,1.22,10.28,471.117,98.21
682,filter:14-conv1:2-conv2:1-fc:2-Momentum,1_epoch,14,2,1,2,0.168,47.03,471.285,98.21
683,filter:4-conv1:1-conv2:2-fc:256-Momentum,1_epoch,4,1,2,256,0.233,93.47,471.518,98.21
684,filter:14-conv1:2-conv2:4-fc:512-Momentum,1_epoch,14,2,4,512,0.189,91.38,471.707,98.21
685,filter:4-conv1:512-conv2:16-fc:2-Momentum,1_epoch,4,512,16,2,1.3,53.02,473.007,98.21
686,filter:8-conv1:256-conv2:4-fc:32-Momentum,1_epoch,8,256,4,32,0.806,96.43,473.813,98.21
687,filter:4-conv1:1-conv2:128-fc:256-Momentum,1_epoch,4,1,128,256,0.343,10.28,474.156,98.21
688,filter:4-conv1:16-conv2:2-fc:1-Momentum,1_epoch,4,16,2,1,0.173,27.11,474.329,98.21
689,filter:14-conv1:16-conv2:256-fc:128-Momentum,1_epoch,14,16,256,128,0.705,90.89,475.034,98.21
690,filter:4-conv1:8-conv2:512-fc:32-Momentum,1_epoch,4,8,512,32,0.61,94.88,475.644,98.21
691,filter:4-conv1:2-conv2:4-fc:8-Momentum,1_epoch,4,2,4,8,0.39,83.61,476.034,98.21
692,filter:2-conv1:128-conv2:1-fc:4-Momentum,1_epoch,2,128,1,4,0.33,72.38,476.364,98.21
693,filter:12-conv1:4-conv2:2-fc:256-Momentum,1_epoch,12,4,2,256,0.306,94.13,476.67,98.21
694,filter:14-conv1:2-conv2:64-fc:32-Momentum,1_epoch,14,2,64,32,0.243,93.74,476.913,98.21
695,filter:4-conv1:256-conv2:512-fc:512-Momentum,1_epoch,4,256,512,512,2.89,97.42,479.803,98.21
696,filter:8-conv1:2-conv2:16-fc:4-Momentum,1_epoch,8,2,16,4,0.265,79.5,480.068,98.21
697,filter:8-conv1:16-conv2:128-fc:256-Momentum,1_epoch,8,16,128,256,0.412,97.51,480.48,98.21
698,filter:6-conv1:64-conv2:16-fc:32-Momentum,1_epoch,6,64,16,32,0.317,97.44,480.797,98.21
699,filter:2-conv1:32-conv2:8-fc:64-Momentum,1_epoch,2,32,8,64,0.203,94.44,481.0,98.21
700,filter:14-conv1:32-conv2:128-fc:512-Momentum,1_epoch,14,32,128,512,0.621,92.17,481.621,98.21
701,filter:4-conv1:1-conv2:256-fc:16-Momentum,1_epoch,4,1,256,16,0.233,90.85,481.854,98.21
702,filter:12-conv1:16-conv2:1-fc:2-Momentum,1_epoch,12,16,1,2,0.207,47.21,482.061,98.21
703,filter:8-conv1:4-conv2:256-fc:256-Momentum,1_epoch,8,4,256,256,0.326,96.83,482.387,98.21
704,filter:8-conv1:128-conv2:128-fc:8-Momentum,1_epoch,8,128,128,8,0.916,10.28,483.303,98.21
705,filter:12-conv1:32-conv2:1-fc:256-Momentum,1_epoch,12,32,1,256,0.24,10.28,483.543,98.21
706,filter:2-conv1:256-conv2:32-fc:32-Momentum,1_epoch,2,256,32,32,0.823,95.54,484.366,98.21
707,filter:12-conv1:128-conv2:1-fc:8-Momentum,1_epoch,12,128,1,8,0.476,82.22,484.842,98.21
708,filter:6-conv1:32-conv2:64-fc:16-Momentum,1_epoch,6,32,64,16,0.306,95.16,485.148,98.21
709,filter:4-conv1:64-conv2:8-fc:4-Momentum,1_epoch,4,64,8,4,0.568,84.48,485.716,98.21
710,filter:8-conv1:1-conv2:16-fc:512-Momentum,1_epoch,8,1,16,512,0.453,94.14,486.169,98.21
711,filter:4-conv1:4-conv2:2-fc:4-Momentum,1_epoch,4,4,2,4,0.221,67.42,486.39,98.21
712,filter:6-conv1:64-conv2:8-fc:4-Momentum,1_epoch,6,64,8,4,0.346,52.1,486.736,98.21
713,filter:4-conv1:256-conv2:1-fc:128-Momentum,1_epoch,4,256,1,128,1.15,93.23,487.886,98.21
714,filter:12-conv1:512-conv2:8-fc:8-Momentum,1_epoch,12,512,8,8,1.77,10.28,489.656,98.21
715,filter:2-conv1:4-conv2:64-fc:256-Momentum,1_epoch,2,4,64,256,0.275,95.5,489.931,98.21
716,filter:4-conv1:32-conv2:128-fc:512-Momentum,1_epoch,4,32,128,512,0.397,97.71,490.328,98.21
717,filter:8-conv1:4-conv2:4-fc:512-Momentum,1_epoch,8,4,4,512,0.272,97.28,490.6,98.21
718,filter:2-conv1:512-conv2:1-fc:1-Momentum,1_epoch,2,512,1,1,0.955,24.74,491.555,98.21
719,filter:2-conv1:8-conv2:8-fc:1-Momentum,1_epoch,2,8,8,1,0.146,24.38,491.701,98.21
720,filter:6-conv1:64-conv2:4-fc:32-Momentum,1_epoch,6,64,4,32,0.338,96.39,492.039,98.21
721,filter:2-conv1:8-conv2:4-fc:64-Momentum,1_epoch,2,8,4,64,0.306,91.36,492.345,98.21
722,filter:2-conv1:16-conv2:512-fc:128-Momentum,1_epoch,2,16,512,128,0.459,93.33,492.804,98.21
723,filter:14-conv1:512-conv2:8-fc:4-Momentum,1_epoch,14,512,8,4,1.84,10.28,494.644,98.21
724,filter:14-conv1:64-conv2:128-fc:2-Momentum,1_epoch,14,64,128,2,0.671,10.28,495.315,98.21
725,filter:2-conv1:128-conv2:64-fc:8-Momentum,1_epoch,2,128,64,8,0.47,88.24,495.785,98.21
726,filter:12-conv1:512-conv2:128-fc:16-Momentum,1_epoch,12,512,128,16,3.52,10.28,499.305,98.21
727,filter:12-conv1:8-conv2:256-fc:16-Momentum,1_epoch,12,8,256,16,0.428,36.97,499.733,98.21
728,filter:12-conv1:128-conv2:1-fc:256-Momentum,1_epoch,12,128,1,256,0.511,94.39,500.244,98.21
729,filter:8-conv1:256-conv2:8-fc:64-Momentum,1_epoch,8,256,8,64,0.867,96.05,501.111,98.21
730,filter:14-conv1:32-conv2:4-fc:32-Momentum,1_epoch,14,32,4,32,0.255,95.44,501.366,98.21
731,filter:2-conv1:128-conv2:128-fc:16-Momentum,1_epoch,2,128,128,16,0.495,92.81,501.861,98.21
732,filter:12-conv1:256-conv2:16-fc:1-Momentum,1_epoch,12,256,16,1,1.01,10.28,502.871,98.21
733,filter:12-conv1:32-conv2:4-fc:512-Momentum,1_epoch,12,32,4,512,0.306,95.01,503.177,98.21
734,filter:14-conv1:128-conv2:256-fc:256-Momentum,1_epoch,14,128,256,256,1.8,29.15,504.977,98.21
735,filter:8-conv1:1-conv2:512-fc:4-Momentum,1_epoch,8,1,512,4,0.438,22.49,505.415,98.21
736,filter:12-conv1:128-conv2:32-fc:4-Momentum,1_epoch,12,128,32,4,0.694,10.28,506.109,98.21
737,filter:14-conv1:32-conv2:512-fc:8-Momentum,1_epoch,14,32,512,8,1.09,10.28,507.199,98.21
738,filter:2-conv1:512-conv2:2-fc:512-Momentum,1_epoch,2,512,2,512,1.46,92.25,508.659,98.21
739,filter:4-conv1:4-conv2:2-fc:2-Momentum,1_epoch,4,4,2,2,0.226,36.17,508.885,98.21
740,filter:12-conv1:1-conv2:4-fc:16-Momentum,1_epoch,12,1,4,16,0.164,92.5,509.049,98.21
741,filter:14-conv1:8-conv2:64-fc:4-Momentum,1_epoch,14,8,64,4,0.33,10.28,509.379,98.21
742,filter:14-conv1:2-conv2:256-fc:8-Momentum,1_epoch,14,2,256,8,0.401,10.28,509.78,98.21
743,filter:8-conv1:512-conv2:128-fc:128-Momentum,1_epoch,8,512,128,128,2.41,10.28,512.19,98.21
744,filter:2-conv1:256-conv2:512-fc:512-Momentum,1_epoch,2,256,512,512,1.4,96.6,513.59,98.21
745,filter:2-conv1:16-conv2:32-fc:2-Momentum,1_epoch,2,16,32,2,0.349,46.85,513.939,98.21
746,filter:4-conv1:2-conv2:256-fc:32-Momentum,1_epoch,4,2,256,32,0.269,95.43,514.208,98.21
747,filter:14-conv1:512-conv2:128-fc:128-Momentum,1_epoch,14,512,128,128,4.01,10.28,518.218,98.21
748,filter:14-conv1:512-conv2:2-fc:8-Momentum,1_epoch,14,512,2,8,1.95,10.28,520.168,98.21
749,filter:6-conv1:8-conv2:64-fc:4-Momentum,1_epoch,6,8,64,4,0.306,47.27,520.474,98.21
750,filter:2-conv1:512-conv2:4-fc:256-Momentum,1_epoch,2,512,4,256,0.986,95.68,521.46,98.21
751,filter:2-conv1:2-conv2:4-fc:512-Momentum,1_epoch,2,2,4,512,0.187,89.65,521.647,98.21
752,filter:2-conv1:64-conv2:256-fc:2-Momentum,1_epoch,2,64,256,2,0.377,21.42,522.024,98.21
753,filter:12-conv1:64-conv2:4-fc:128-Momentum,1_epoch,12,64,4,128,0.415,94.88,522.439,98.21
754,filter:6-conv1:16-conv2:256-fc:64-Momentum,1_epoch,6,16,256,64,0.536,96.99,522.975,98.21
755,filter:14-conv1:4-conv2:16-fc:4-Momentum,1_epoch,14,4,16,4,0.216,68.59,523.191,98.21
756,filter:14-conv1:16-conv2:2-fc:8-Momentum,1_epoch,14,16,2,8,0.251,92.17,523.442,98.21
757,filter:8-conv1:16-conv2:64-fc:1-Momentum,1_epoch,8,16,64,1,0.355,10.28,523.797,98.21
758,filter:12-conv1:64-conv2:1-fc:16-Momentum,1_epoch,12,64,1,16,0.306,93.52,524.103,98.21
759,filter:12-conv1:2-conv2:256-fc:2-Momentum,1_epoch,12,2,256,2,0.537,10.28,524.64,98.21
760,filter:8-conv1:16-conv2:1-fc:32-Momentum,1_epoch,8,16,1,32,0.323,93.51,524.963,98.21
761,filter:6-conv1:512-conv2:64-fc:64-Momentum,1_epoch,6,512,64,64,1.77,96.5,526.733,98.21
762,filter:2-conv1:64-conv2:256-fc:4-Momentum,1_epoch,2,64,256,4,0.386,73.54,527.119,98.21
763,filter:8-conv1:128-conv2:8-fc:8-Momentum,1_epoch,8,128,8,8,0.456,92.66,527.575,98.21
764,filter:4-conv1:16-conv2:8-fc:2-Momentum,1_epoch,4,16,8,2,0.273,49.4,527.848,98.21
765,filter:12-conv1:8-conv2:1-fc:1-Momentum,1_epoch,12,8,1,1,0.183,27.69,528.031,98.21
766,filter:6-conv1:4-conv2:64-fc:8-Momentum,1_epoch,6,4,64,8,0.185,94.11,528.216,98.21
767,filter:6-conv1:256-conv2:256-fc:4-Momentum,1_epoch,6,256,256,4,1.84,10.28,530.056,98.21
768,filter:8-conv1:32-conv2:32-fc:8-Momentum,1_epoch,8,32,32,8,0.328,87.52,530.384,98.21
769,filter:12-conv1:16-conv2:32-fc:64-Momentum,1_epoch,12,16,32,64,0.29,97.21,530.674,98.21
770,filter:6-conv1:256-conv2:32-fc:16-Momentum,1_epoch,6,256,32,16,0.889,95.27,531.563,98.21
771,filter:14-conv1:32-conv2:1-fc:256-Momentum,1_epoch,14,32,1,256,0.264,10.28,531.827,98.21
772,filter:12-conv1:4-conv2:8-fc:32-Momentum,1_epoch,12,4,8,32,0.289,94.57,532.116,98.21
773,filter:8-conv1:128-conv2:8-fc:256-Momentum,1_epoch,8,128,8,256,0.458,96.12,532.574,98.21
774,filter:4-conv1:512-conv2:16-fc:64-Momentum,1_epoch,4,512,16,64,1.31,97.24,533.884,98.21
775,filter:4-conv1:4-conv2:64-fc:8-Momentum,1_epoch,4,4,64,8,0.369,91.53,534.253,98.21
776,filter:14-conv1:4-conv2:2-fc:128-Momentum,1_epoch,14,4,2,128,0.184,94.79,534.437,98.21
777,filter:12-conv1:512-conv2:256-fc:32-Momentum,1_epoch,12,512,256,32,5.48,10.28,539.917,98.21
778,filter:4-conv1:8-conv2:512-fc:128-Momentum,1_epoch,4,8,512,128,0.465,96.98,540.382,98.21
779,filter:4-conv1:8-conv2:32-fc:32-Momentum,1_epoch,4,8,32,32,0.229,96.36,540.611,98.21
