,Setting,Step,Param1,Param2,Param3,Param4,Elapsed Time,Metric1,Total Time,Best
30,filter:2-conv1:32-conv2:2-fc:512-Momentum,1_epoch,2,32,2,512,0.187,94.7,15.389,98.06
31,filter:6-conv1:2-conv2:512-fc:16-Momentum,1_epoch,6,2,512,16,0.419,93.34,15.808,98.06
32,filter:14-conv1:4-conv2:8-fc:32-Momentum,1_epoch,14,4,8,32,0.183,95.43,15.991,98.06
33,filter:2-conv1:8-conv2:256-fc:1-Momentum,1_epoch,2,8,256,1,0.245,10.28,16.236,98.06
34,filter:14-conv1:32-conv2:1-fc:32-Momentum,1_epoch,14,32,1,32,0.254,94.33,16.49,98.06
35,filter:6-conv1:8-conv2:256-fc:16-Momentum,1_epoch,6,8,256,16,0.378,94.9,16.868,98.06
36,filter:2-conv1:512-conv2:32-fc:8-Momentum,1_epoch,2,512,32,8,1.01,87.59,17.878,98.06
37,filter:8-conv1:64-conv2:4-fc:256-Momentum,1_epoch,8,64,4,256,0.281,94.72,18.159,98.06
38,filter:6-conv1:16-conv2:128-fc:16-Momentum,1_epoch,6,16,128,16,0.366,95.87,18.525,98.06
39,filter:14-conv1:32-conv2:32-fc:256-Momentum,1_epoch,14,32,32,256,0.31,96.91,18.835,98.06
40,filter:2-conv1:64-conv2:8-fc:4-Momentum,1_epoch,2,64,8,4,0.32,59.29,19.155,98.06
41,filter:8-conv1:8-conv2:2-fc:64-Momentum,1_epoch,8,8,2,64,0.162,95.66,19.317,98.06
42,filter:6-conv1:128-conv2:8-fc:32-Momentum,1_epoch,6,128,8,32,0.873,96.45,20.19,98.06
43,filter:8-conv1:512-conv2:256-fc:64-Momentum,1_epoch,8,512,256,64,3.7,10.28,23.89,98.06
44,filter:8-conv1:128-conv2:4-fc:256-Momentum,1_epoch,8,128,4,256,0.516,10.3,24.406,98.06
45,filter:2-conv1:64-conv2:8-fc:256-Momentum,1_epoch,2,64,8,256,0.275,95.42,24.681,98.06
46,filter:4-conv1:8-conv2:512-fc:16-Momentum,1_epoch,4,8,512,16,0.484,29.35,25.165,98.06
47,filter:4-conv1:128-conv2:256-fc:256-Momentum,1_epoch,4,128,256,256,0.863,97.95,26.028,98.06
48,filter:14-conv1:16-conv2:32-fc:128-Momentum,1_epoch,14,16,32,128,0.244,96.42,26.272,98.06
49,filter:2-conv1:16-conv2:1-fc:4-Momentum,1_epoch,2,16,1,4,0.239,63.79,26.511,98.06
50,filter:4-conv1:2-conv2:64-fc:16-Momentum,1_epoch,4,2,64,16,0.182,95.48,26.693,98.06
51,filter:12-conv1:512-conv2:2-fc:4-Momentum,1_epoch,12,512,2,4,1.73,62.4,28.423,98.06
52,filter:14-conv1:4-conv2:8-fc:256-Momentum,1_epoch,14,4,8,256,0.203,94.59,28.626,98.06
53,filter:8-conv1:128-conv2:16-fc:32-Momentum,1_epoch,8,128,16,32,0.472,97.02,29.098,98.06
54,filter:14-conv1:512-conv2:256-fc:512-Momentum,1_epoch,14,512,256,512,6.25,9.8,35.348,98.06
55,filter:12-conv1:2-conv2:8-fc:64-Momentum,1_epoch,12,2,8,64,0.279,95.23,35.627,98.06
56,filter:4-conv1:1-conv2:4-fc:2-Momentum,1_epoch,4,1,4,2,0.15,45.3,35.777,98.06
57,filter:4-conv1:8-conv2:256-fc:2-Momentum,1_epoch,4,8,256,2,0.284,27.44,36.061,98.06
58,filter:4-conv1:32-conv2:128-fc:2-Momentum,1_epoch,4,32,128,2,0.567,22.24,36.628,98.06
59,filter:4-conv1:256-conv2:512-fc:256-Momentum,1_epoch,4,256,512,256,2.66,10.28,39.288,98.06
60,filter:6-conv1:256-conv2:64-fc:2-Momentum,1_epoch,6,256,64,2,0.944,10.28,40.232,98.06
61,filter:2-conv1:2-conv2:512-fc:32-Momentum,1_epoch,2,2,512,32,0.833,10.28,41.065,98.06
62,filter:8-conv1:1-conv2:8-fc:2-Momentum,1_epoch,8,1,8,2,0.261,34.24,41.326,98.06
63,filter:4-conv1:128-conv2:64-fc:64-Momentum,1_epoch,4,128,64,64,0.666,97.07,41.992,98.06
64,filter:2-conv1:512-conv2:512-fc:4-Momentum,1_epoch,2,512,512,4,1.94,10.28,43.932,98.06
65,filter:12-conv1:64-conv2:64-fc:64-Momentum,1_epoch,12,64,64,64,0.436,10.28,44.368,98.06
66,filter:14-conv1:8-conv2:32-fc:1-Momentum,1_epoch,14,8,32,1,0.312,10.28,44.68,98.06
67,filter:6-conv1:16-conv2:2-fc:256-Momentum,1_epoch,6,16,2,256,0.187,96.65,44.867,98.06
68,filter:4-conv1:4-conv2:256-fc:4-Momentum,1_epoch,4,4,256,4,0.411,51.44,45.278,98.06
69,filter:8-conv1:128-conv2:256-fc:16-Momentum,1_epoch,8,128,256,16,1.18,10.28,46.458,98.06
70,filter:4-conv1:32-conv2:8-fc:1-Momentum,1_epoch,4,32,8,1,0.278,10.28,46.736,98.06
71,filter:4-conv1:512-conv2:8-fc:4-Momentum,1_epoch,4,512,8,4,1.21,79.87,47.946,98.06
72,filter:14-conv1:256-conv2:512-fc:16-Momentum,1_epoch,14,256,512,16,5.51,10.28,53.456,98.06
73,filter:6-conv1:8-conv2:256-fc:8-Momentum,1_epoch,6,8,256,8,0.492,68.57,53.948,98.06
74,filter:8-conv1:8-conv2:512-fc:2-Momentum,1_epoch,8,8,512,2,0.602,10.28,54.55,98.06
75,filter:12-conv1:8-conv2:16-fc:32-Momentum,1_epoch,12,8,16,32,0.301,96.28,54.851,98.06
76,filter:14-conv1:32-conv2:512-fc:256-Momentum,1_epoch,14,32,512,256,1.13,36.86,55.981,98.06
77,filter:4-conv1:64-conv2:256-fc:4-Momentum,1_epoch,4,64,256,4,0.626,10.28,56.607,98.06
78,filter:4-conv1:128-conv2:4-fc:4-Momentum,1_epoch,4,128,4,4,0.509,85.12,57.116,98.06
79,filter:12-conv1:16-conv2:8-fc:16-Momentum,1_epoch,12,16,8,16,0.477,96.04,57.593,98.06
80,filter:2-conv1:8-conv2:8-fc:32-Momentum,1_epoch,2,8,8,32,0.168,91.98,57.761,98.06
81,filter:8-conv1:2-conv2:64-fc:2-Momentum,1_epoch,8,2,64,2,0.174,50.04,57.935,98.06
82,filter:4-conv1:4-conv2:32-fc:8-Momentum,1_epoch,4,4,32,8,0.161,94.25,58.096,98.06
83,filter:6-conv1:128-conv2:64-fc:1-Momentum,1_epoch,6,128,64,1,0.679,10.28,58.775,98.06
84,filter:8-conv1:1-conv2:1-fc:128-Momentum,1_epoch,8,1,1,128,0.139,88.72,58.914,98.06
85,filter:6-conv1:512-conv2:8-fc:8-Momentum,1_epoch,6,512,8,8,1.34,88.36,60.254,98.06
86,filter:6-conv1:64-conv2:512-fc:256-Momentum,1_epoch,6,64,512,256,1.21,96.94,61.464,98.06
87,filter:2-conv1:16-conv2:128-fc:16-Momentum,1_epoch,2,16,128,16,0.271,90.99,61.735,98.06
88,filter:8-conv1:2-conv2:1-fc:128-Momentum,1_epoch,8,2,1,128,0.244,92.7,61.979,98.06
89,filter:12-conv1:64-conv2:4-fc:8-Momentum,1_epoch,12,64,4,8,0.389,91.92,62.368,98.06
90,filter:8-conv1:32-conv2:8-fc:4-Momentum,1_epoch,8,32,8,4,0.274,61.31,62.642,98.06
91,filter:14-conv1:512-conv2:512-fc:4-Momentum,1_epoch,14,512,512,4,11.1,10.28,73.742,98.06
92,filter:2-conv1:64-conv2:32-fc:16-Momentum,1_epoch,2,64,32,16,0.247,91.67,73.989,98.06
93,filter:6-conv1:8-conv2:64-fc:16-Momentum,1_epoch,6,8,64,16,0.31,96.17,74.299,98.06
94,filter:6-conv1:256-conv2:4-fc:2-Momentum,1_epoch,6,256,4,2,0.726,59.53,75.025,98.06
95,filter:8-conv1:4-conv2:256-fc:8-Momentum,1_epoch,8,4,256,8,0.3,62.83,75.325,98.06
96,filter:6-conv1:4-conv2:32-fc:4-Momentum,1_epoch,6,4,32,4,0.269,88.91,75.594,98.06
97,filter:14-conv1:16-conv2:256-fc:16-Momentum,1_epoch,14,16,256,16,0.504,10.28,76.098,98.06
98,filter:8-conv1:256-conv2:512-fc:256-Momentum,1_epoch,8,256,512,256,3.31,10.28,79.408,98.06
99,filter:14-conv1:32-conv2:512-fc:16-Momentum,1_epoch,14,32,512,16,1.06,10.28,80.468,98.06
100,filter:8-conv1:512-conv2:512-fc:16-Momentum,1_epoch,8,512,512,16,6.4,10.28,86.868,98.06
101,filter:8-conv1:4-conv2:1-fc:8-Momentum,1_epoch,8,4,1,8,0.16,86.85,87.028,98.06
102,filter:14-conv1:512-conv2:4-fc:4-Momentum,1_epoch,14,512,4,4,1.8,51.93,88.828,98.06
103,filter:8-conv1:32-conv2:64-fc:128-Momentum,1_epoch,8,32,64,128,0.367,97.55,89.195,98.06
104,filter:6-conv1:16-conv2:64-fc:8-Momentum,1_epoch,6,16,64,8,0.293,73.36,89.488,98.06
105,filter:2-conv1:16-conv2:2-fc:16-Momentum,1_epoch,2,16,2,16,0.249,83.81,89.737,98.06
106,filter:14-conv1:2-conv2:512-fc:256-Momentum,1_epoch,14,2,512,256,0.691,23.26,90.428,98.06
107,filter:2-conv1:32-conv2:16-fc:64-Momentum,1_epoch,2,32,16,64,0.208,94.33,90.636,98.06
108,filter:8-conv1:8-conv2:512-fc:32-Momentum,1_epoch,8,8,512,32,0.812,94.08,91.448,98.06
109,filter:6-conv1:256-conv2:512-fc:1-Momentum,1_epoch,6,256,512,1,2.99,10.28,94.438,98.06
110,filter:8-conv1:1-conv2:256-fc:1-Momentum,1_epoch,8,1,256,1,0.269,10.28,94.707,98.06
111,filter:6-conv1:32-conv2:64-fc:8-Momentum,1_epoch,6,32,64,8,0.382,86.63,95.089,98.06
112,filter:2-conv1:16-conv2:8-fc:512-Momentum,1_epoch,2,16,8,512,0.367,95.74,95.456,98.06
113,filter:2-conv1:16-conv2:256-fc:16-Momentum,1_epoch,2,16,256,16,0.266,88.12,95.722,98.06
114,filter:6-conv1:32-conv2:256-fc:128-Momentum,1_epoch,6,32,256,128,0.776,97.61,96.498,98.06
115,filter:4-conv1:128-conv2:16-fc:64-Momentum,1_epoch,4,128,16,64,0.43,97.52,96.928,98.06
116,filter:4-conv1:32-conv2:2-fc:16-Momentum,1_epoch,4,32,2,16,0.192,92.84,97.12,98.06
117,filter:6-conv1:128-conv2:128-fc:4-Momentum,1_epoch,6,128,128,4,0.744,27.31,97.864,98.06
118,filter:12-conv1:4-conv2:1-fc:32-Momentum,1_epoch,12,4,1,32,0.284,91.42,98.148,98.06
119,filter:12-conv1:128-conv2:64-fc:256-Momentum,1_epoch,12,128,64,256,0.723,10.28,98.871,98.06
120,filter:2-conv1:512-conv2:128-fc:128-Momentum,1_epoch,2,512,128,128,1.31,96.78,100.181,98.06
121,filter:8-conv1:4-conv2:8-fc:512-Momentum,1_epoch,8,4,8,512,0.181,96.92,100.362,98.06
122,filter:14-conv1:4-conv2:32-fc:32-Momentum,1_epoch,14,4,32,32,0.214,96.17,100.576,98.06
123,filter:2-conv1:256-conv2:4-fc:512-Momentum,1_epoch,2,256,4,512,0.54,91.27,101.116,98.06
124,filter:8-conv1:2-conv2:64-fc:256-Momentum,1_epoch,8,2,64,256,0.19,96.32,101.306,98.06
125,filter:8-conv1:32-conv2:2-fc:256-Momentum,1_epoch,8,32,2,256,0.216,10.28,101.522,98.06
126,filter:8-conv1:256-conv2:512-fc:8-Momentum,1_epoch,8,256,512,8,3.38,10.28,104.902,98.06
127,filter:4-conv1:32-conv2:1-fc:4-Momentum,1_epoch,4,32,1,4,0.285,66.21,105.187,98.06
128,filter:4-conv1:2-conv2:512-fc:512-Momentum,1_epoch,4,2,512,512,0.543,10.28,105.73,98.06
129,filter:12-conv1:8-conv2:512-fc:32-Momentum,1_epoch,12,8,512,32,0.662,33.63,106.392,98.06
130,filter:4-conv1:1-conv2:512-fc:16-Momentum,1_epoch,4,1,512,16,0.46,88.1,106.852,98.06
131,filter:12-conv1:1-conv2:64-fc:16-Momentum,1_epoch,12,1,64,16,0.204,93.49,107.056,98.06
132,filter:12-conv1:1-conv2:512-fc:128-Momentum,1_epoch,12,1,512,128,0.656,49.09,107.712,98.06
133,filter:6-conv1:16-conv2:16-fc:2-Momentum,1_epoch,6,16,16,2,0.214,39.95,107.926,98.06
134,filter:8-conv1:1-conv2:4-fc:16-Momentum,1_epoch,8,1,4,16,0.164,91.01,108.09,98.06
135,filter:4-conv1:128-conv2:8-fc:4-Momentum,1_epoch,4,128,8,4,0.462,84.97,108.552,98.06
136,filter:2-conv1:256-conv2:8-fc:32-Momentum,1_epoch,2,256,8,32,0.823,94.5,109.375,98.06
137,filter:6-conv1:256-conv2:2-fc:1-Momentum,1_epoch,6,256,2,1,0.748,21.18,110.123,98.06
138,filter:14-conv1:2-conv2:16-fc:128-Momentum,1_epoch,14,2,16,128,0.262,95.25,110.385,98.06
139,filter:2-conv1:256-conv2:32-fc:2-Momentum,1_epoch,2,256,32,2,0.981,50.12,111.366,98.06
140,filter:4-conv1:64-conv2:32-fc:512-Momentum,1_epoch,4,64,32,512,0.43,97.95,111.796,98.06
141,filter:8-conv1:1-conv2:256-fc:2-Momentum,1_epoch,8,1,256,2,0.244,10.28,112.04,98.06
142,filter:6-conv1:16-conv2:512-fc:16-Momentum,1_epoch,6,16,512,16,0.761,44.39,112.801,98.06
143,filter:4-conv1:16-conv2:4-fc:128-Momentum,1_epoch,4,16,4,128,0.215,96.72,113.016,98.06
144,filter:2-conv1:4-conv2:16-fc:256-Momentum,1_epoch,2,4,16,256,0.324,94.98,113.34,98.06
145,filter:6-conv1:64-conv2:128-fc:16-Momentum,1_epoch,6,64,128,16,0.552,83.95,113.892,98.06
146,filter:14-conv1:8-conv2:4-fc:128-Momentum,1_epoch,14,8,4,128,0.199,95.15,114.091,98.06
147,filter:14-conv1:512-conv2:2-fc:2-Momentum,1_epoch,14,512,2,2,1.96,10.28,116.051,98.06
148,filter:14-conv1:256-conv2:256-fc:2-Momentum,1_epoch,14,256,256,2,3.2,10.28,119.251,98.06
149,filter:8-conv1:4-conv2:64-fc:128-Momentum,1_epoch,8,4,64,128,0.294,97.22,119.545,98.06
150,filter:4-conv1:32-conv2:2-fc:4-Momentum,1_epoch,4,32,2,4,0.281,67.85,119.826,98.06
151,filter:4-conv1:1-conv2:512-fc:1-Momentum,1_epoch,4,1,512,1,0.311,20.73,120.137,98.06
152,filter:14-conv1:16-conv2:256-fc:512-Momentum,1_epoch,14,16,256,512,0.638,92.37,120.775,98.06
153,filter:14-conv1:256-conv2:256-fc:8-Momentum,1_epoch,14,256,256,8,3.18,10.28,123.955,98.06
154,filter:8-conv1:512-conv2:8-fc:2-Momentum,1_epoch,8,512,8,2,1.38,10.28,125.335,98.06
155,filter:2-conv1:512-conv2:256-fc:256-Momentum,1_epoch,2,512,256,256,1.49,96.5,126.825,98.06
156,filter:2-conv1:2-conv2:16-fc:16-Momentum,1_epoch,2,2,16,16,0.205,83.75,127.03,98.06
157,filter:8-conv1:2-conv2:2-fc:256-Momentum,1_epoch,8,2,2,256,0.145,93.3,127.175,98.06
158,filter:8-conv1:256-conv2:8-fc:256-Momentum,1_epoch,8,256,8,256,0.762,10.28,127.937,98.06
159,filter:2-conv1:512-conv2:128-fc:256-Momentum,1_epoch,2,512,128,256,1.35,97.34,129.287,98.06
160,filter:6-conv1:32-conv2:8-fc:1-Momentum,1_epoch,6,32,8,1,0.215,10.28,129.502,98.06
161,filter:6-conv1:16-conv2:256-fc:4-Momentum,1_epoch,6,16,256,4,0.515,27.94,130.017,98.06
162,filter:4-conv1:256-conv2:2-fc:128-Momentum,1_epoch,4,256,2,128,0.686,92.55,130.703,98.06
163,filter:2-conv1:16-conv2:8-fc:2-Momentum,1_epoch,2,16,8,2,0.276,23.94,130.979,98.06
164,filter:12-conv1:1-conv2:256-fc:32-Momentum,1_epoch,12,1,256,32,0.485,89.58,131.464,98.06
165,filter:4-conv1:256-conv2:8-fc:128-Momentum,1_epoch,4,256,8,128,0.663,96.99,132.127,98.06
166,filter:12-conv1:512-conv2:4-fc:128-Momentum,1_epoch,12,512,4,128,1.75,10.28,133.877,98.06
167,filter:14-conv1:64-conv2:512-fc:4-Momentum,1_epoch,14,64,512,4,1.76,10.28,135.637,98.06
168,filter:14-conv1:64-conv2:4-fc:2-Momentum,1_epoch,14,64,4,2,0.373,10.28,136.01,98.06
169,filter:8-conv1:64-conv2:128-fc:256-Momentum,1_epoch,8,64,128,256,0.5,97.68,136.51,98.06
170,filter:2-conv1:512-conv2:1-fc:8-Momentum,1_epoch,2,512,1,8,1.37,78.42,137.88,98.06
171,filter:4-conv1:16-conv2:128-fc:128-Momentum,1_epoch,4,16,128,128,0.343,96.9,138.223,98.06
172,filter:6-conv1:128-conv2:1-fc:16-Momentum,1_epoch,6,128,1,16,0.488,92.7,138.711,98.06
173,filter:12-conv1:64-conv2:16-fc:8-Momentum,1_epoch,12,64,16,8,0.379,56.84,139.09,98.06
174,filter:8-conv1:1-conv2:2-fc:512-Momentum,1_epoch,8,1,2,512,0.244,94.95,139.334,98.06
175,filter:14-conv1:8-conv2:16-fc:4-Momentum,1_epoch,14,8,16,4,0.3,10.28,139.634,98.06
176,filter:2-conv1:128-conv2:8-fc:8-Momentum,1_epoch,2,128,8,8,0.355,81.76,139.989,98.06
177,filter:2-conv1:128-conv2:32-fc:512-Momentum,1_epoch,2,128,32,512,0.8,96.56,140.789,98.06
178,filter:14-conv1:4-conv2:64-fc:32-Momentum,1_epoch,14,4,64,32,0.248,94.38,141.037,98.06
179,filter:8-conv1:64-conv2:2-fc:256-Momentum,1_epoch,8,64,2,256,0.361,10.28,141.398,98.06
180,filter:12-conv1:16-conv2:64-fc:512-Momentum,1_epoch,12,16,64,512,0.569,96.71,141.967,98.06
181,filter:2-conv1:2-conv2:2-fc:64-Momentum,1_epoch,2,2,2,64,0.162,87.51,142.129,98.06
182,filter:12-conv1:128-conv2:1-fc:512-Momentum,1_epoch,12,128,1,512,0.492,91.08,142.621,98.06
183,filter:14-conv1:4-conv2:512-fc:64-Momentum,1_epoch,14,4,512,64,0.677,55.08,143.298,98.06
184,filter:6-conv1:64-conv2:16-fc:2-Momentum,1_epoch,6,64,16,2,0.463,26.44,143.761,98.06
185,filter:4-conv1:1-conv2:16-fc:512-Momentum,1_epoch,4,1,16,512,0.142,95.88,143.903,98.06
186,filter:2-conv1:128-conv2:2-fc:256-Momentum,1_epoch,2,128,2,256,0.42,94.15,144.323,98.06
187,filter:4-conv1:32-conv2:16-fc:8-Momentum,1_epoch,4,32,16,8,0.236,94.27,144.559,98.06
188,filter:6-conv1:1-conv2:32-fc:512-Momentum,1_epoch,6,1,32,512,0.497,95.07,145.056,98.06
189,filter:8-conv1:512-conv2:2-fc:256-Momentum,1_epoch,8,512,2,256,1.39,11.35,146.446,98.06
190,filter:6-conv1:4-conv2:1-fc:32-Momentum,1_epoch,6,4,1,32,0.148,90.74,146.594,98.06
191,filter:12-conv1:128-conv2:256-fc:8-Momentum,1_epoch,12,128,256,8,1.42,10.28,148.014,98.06
192,filter:4-conv1:2-conv2:2-fc:4-Momentum,1_epoch,4,2,2,4,0.183,65.76,148.197,98.06
193,filter:4-conv1:16-conv2:16-fc:32-Momentum,1_epoch,4,16,16,32,0.179,95.95,148.376,98.06
194,filter:2-conv1:1-conv2:2-fc:32-Momentum,1_epoch,2,1,2,32,0.191,84.56,148.567,98.06
195,filter:14-conv1:1-conv2:512-fc:2-Momentum,1_epoch,14,1,512,2,0.481,10.28,149.048,98.06
196,filter:12-conv1:256-conv2:256-fc:256-Momentum,1_epoch,12,256,256,256,2.67,18.91,151.718,98.06
197,filter:2-conv1:128-conv2:128-fc:32-Momentum,1_epoch,2,128,128,32,0.674,95.0,152.392,98.06
198,filter:6-conv1:8-conv2:512-fc:2-Momentum,1_epoch,6,8,512,2,0.739,10.28,153.131,98.06
199,filter:12-conv1:8-conv2:128-fc:128-Momentum,1_epoch,12,8,128,128,0.32,95.71,153.451,98.06
200,filter:8-conv1:8-conv2:16-fc:32-Momentum,1_epoch,8,8,16,32,0.333,96.91,153.784,98.06
201,filter:6-conv1:16-conv2:16-fc:16-Momentum,1_epoch,6,16,16,16,0.231,96.14,154.015,98.06
202,filter:8-conv1:8-conv2:1-fc:32-Momentum,1_epoch,8,8,1,32,0.266,91.39,154.281,98.06
203,filter:14-conv1:256-conv2:8-fc:512-Momentum,1_epoch,14,256,8,512,1.08,10.28,155.361,98.06
204,filter:2-conv1:512-conv2:32-fc:16-Momentum,1_epoch,2,512,32,16,0.999,95.14,156.36,98.06
205,filter:4-conv1:1-conv2:8-fc:4-Momentum,1_epoch,4,1,8,4,0.305,53.43,156.665,98.06
206,filter:2-conv1:2-conv2:512-fc:512-Momentum,1_epoch,2,2,512,512,0.543,10.28,157.208,98.06
207,filter:4-conv1:512-conv2:8-fc:256-Momentum,1_epoch,4,512,8,256,1.35,95.53,158.558,98.06
208,filter:12-conv1:512-conv2:4-fc:1-Momentum,1_epoch,12,512,4,1,1.59,10.28,160.148,98.06
209,filter:4-conv1:4-conv2:4-fc:8-Momentum,1_epoch,4,4,4,8,0.14,88.38,160.288,98.06
210,filter:14-conv1:4-conv2:256-fc:256-Momentum,1_epoch,14,4,256,256,0.459,92.81,160.747,98.06
211,filter:8-conv1:16-conv2:2-fc:128-Momentum,1_epoch,8,16,2,128,0.357,95.12,161.104,98.06
212,filter:14-conv1:1-conv2:8-fc:4-Momentum,1_epoch,14,1,8,4,0.296,66.89,161.4,98.06
213,filter:14-conv1:1-conv2:256-fc:2-Momentum,1_epoch,14,1,256,2,0.342,10.28,161.742,98.06
214,filter:8-conv1:32-conv2:4-fc:8-Momentum,1_epoch,8,32,4,8,0.226,92.18,161.968,98.06
215,filter:2-conv1:2-conv2:1-fc:64-Momentum,1_epoch,2,2,1,64,0.133,81.72,162.101,98.06
216,filter:14-conv1:256-conv2:128-fc:8-Momentum,1_epoch,14,256,128,8,2.17,10.28,164.271,98.06
217,filter:4-conv1:16-conv2:2-fc:4-Momentum,1_epoch,4,16,2,4,0.209,78.19,164.48,98.06
218,filter:4-conv1:256-conv2:128-fc:128-Momentum,1_epoch,4,256,128,128,1.19,97.41,165.67,98.06
219,filter:8-conv1:128-conv2:64-fc:256-Momentum,1_epoch,8,128,64,256,0.604,96.83,166.274,98.06
220,filter:2-conv1:1-conv2:1-fc:256-Momentum,1_epoch,2,1,1,256,0.138,86.42,166.412,98.06
221,filter:8-conv1:2-conv2:2-fc:512-Momentum,1_epoch,8,2,2,512,0.259,95.39,166.671,98.06
222,filter:12-conv1:512-conv2:32-fc:32-Momentum,1_epoch,12,512,32,32,2.11,10.28,168.781,98.06
223,filter:12-conv1:8-conv2:32-fc:32-Momentum,1_epoch,12,8,32,32,0.214,96.69,168.995,98.06
224,filter:2-conv1:512-conv2:2-fc:8-Momentum,1_epoch,2,512,2,8,0.98,83.18,169.975,98.06
225,filter:14-conv1:8-conv2:512-fc:4-Momentum,1_epoch,14,8,512,4,0.706,10.28,170.681,98.06
226,filter:14-conv1:2-conv2:256-fc:64-Momentum,1_epoch,14,2,256,64,0.41,84.39,171.091,98.06
227,filter:4-conv1:256-conv2:16-fc:128-Momentum,1_epoch,4,256,16,128,0.957,97.82,172.048,98.06
228,filter:12-conv1:128-conv2:16-fc:64-Momentum,1_epoch,12,128,16,64,0.601,97.05,172.649,98.06
229,filter:8-conv1:512-conv2:2-fc:1-Momentum,1_epoch,8,512,2,1,1.44,10.28,174.089,98.06
230,filter:6-conv1:16-conv2:512-fc:256-Momentum,1_epoch,6,16,512,256,0.702,96.09,174.791,98.06
231,filter:6-conv1:2-conv2:256-fc:32-Momentum,1_epoch,6,2,256,32,0.252,96.3,175.043,98.06
232,filter:6-conv1:8-conv2:8-fc:8-Momentum,1_epoch,6,8,8,8,0.225,94.14,175.268,98.06
233,filter:14-conv1:4-conv2:4-fc:32-Momentum,1_epoch,14,4,4,32,0.183,95.35,175.451,98.06
234,filter:8-conv1:2-conv2:128-fc:8-Momentum,1_epoch,8,2,128,8,0.202,88.49,175.653,98.06
