,Setting,Step,Param1,Param2,Param3,Param4,Elapsed Time,Metric1,Total Time,Best
27,filter:8-conv1:2-conv2:32-fc:64-Momentum,1_epoch,8,2,32,64,0.165,96.21,12.279,96.95
28,filter:8-conv1:2-conv2:32-fc:128-Momentum,1_epoch,8,2,32,128,0.277,96.39,12.556,96.95
29,filter:2-conv1:2-conv2:32-fc:16-Momentum,1_epoch,2,2,32,16,0.194,91.25,12.75,96.95
30,filter:8-conv1:32-conv2:1-fc:512-Momentum,1_epoch,8,32,1,512,0.209,10.28,12.959,96.95
31,filter:12-conv1:256-conv2:4-fc:64-Momentum,1_epoch,12,256,4,64,1.01,10.28,13.969,96.95
32,filter:2-conv1:2-conv2:4-fc:32-Momentum,1_epoch,2,2,4,32,0.218,87.18,14.187,96.95
33,filter:6-conv1:1-conv2:2-fc:64-Momentum,1_epoch,6,1,2,64,0.222,92.14,14.409,96.95
34,filter:8-conv1:16-conv2:256-fc:4-Momentum,1_epoch,8,16,256,4,0.624,10.28,15.033,96.95
35,filter:6-conv1:2-conv2:8-fc:1-Momentum,1_epoch,6,2,8,1,0.143,23.66,15.176,96.95
36,filter:4-conv1:4-conv2:256-fc:32-Momentum,1_epoch,4,4,256,32,0.246,96.16,15.422,96.95
37,filter:6-conv1:512-conv2:32-fc:128-Momentum,1_epoch,6,512,32,128,1.53,97.2,16.952,97.2
38,filter:6-conv1:128-conv2:512-fc:128-Momentum,1_epoch,6,128,512,128,1.78,10.28,18.732,97.2
39,filter:2-conv1:32-conv2:16-fc:32-Momentum,1_epoch,2,32,16,32,0.208,93.22,18.94,97.2
40,filter:12-conv1:256-conv2:64-fc:32-Momentum,1_epoch,12,256,64,32,1.31,10.28,20.25,97.2
41,filter:4-conv1:32-conv2:128-fc:4-Momentum,1_epoch,4,32,128,4,0.326,42.24,20.576,97.2
42,filter:12-conv1:4-conv2:128-fc:1-Momentum,1_epoch,12,4,128,1,0.567,10.28,21.143,97.2
43,filter:4-conv1:2-conv2:2-fc:4-Momentum,1_epoch,4,2,2,4,0.183,65.76,21.326,97.2
44,filter:2-conv1:32-conv2:32-fc:64-Momentum,1_epoch,2,32,32,64,0.207,94.12,21.533,97.2
45,filter:4-conv1:128-conv2:64-fc:4-Momentum,1_epoch,4,128,64,4,0.613,51.66,22.146,97.2
46,filter:6-conv1:1-conv2:16-fc:32-Momentum,1_epoch,6,1,16,32,0.18,94.68,22.326,97.2
47,filter:2-conv1:1-conv2:512-fc:256-Momentum,1_epoch,2,1,512,256,0.351,10.28,22.677,97.2
48,filter:14-conv1:2-conv2:2-fc:512-Momentum,1_epoch,14,2,2,512,0.175,94.49,22.852,97.2
49,filter:12-conv1:1-conv2:16-fc:64-Momentum,1_epoch,12,1,16,64,0.181,94.11,23.033,97.2
50,filter:12-conv1:1-conv2:4-fc:8-Momentum,1_epoch,12,1,4,8,0.223,86.9,23.256,97.2
51,filter:8-conv1:256-conv2:128-fc:32-Momentum,1_epoch,8,256,128,32,1.39,10.28,24.646,97.2
52,filter:12-conv1:512-conv2:8-fc:4-Momentum,1_epoch,12,512,8,4,1.62,10.28,26.266,97.2
53,filter:4-conv1:1-conv2:4-fc:64-Momentum,1_epoch,4,1,4,64,0.143,93.59,26.409,97.2
54,filter:14-conv1:16-conv2:256-fc:1-Momentum,1_epoch,14,16,256,1,0.498,10.28,26.907,97.2
55,filter:12-conv1:256-conv2:512-fc:16-Momentum,1_epoch,12,256,512,16,4.53,10.28,31.437,97.2
56,filter:12-conv1:256-conv2:16-fc:16-Momentum,1_epoch,12,256,16,16,1.15,92.43,32.587,97.2
57,filter:14-conv1:1-conv2:512-fc:512-Momentum,1_epoch,14,1,512,512,0.693,10.4,33.28,97.2
58,filter:6-conv1:8-conv2:256-fc:1-Momentum,1_epoch,6,8,256,1,0.317,10.28,33.597,97.2
59,filter:8-conv1:4-conv2:2-fc:32-Momentum,1_epoch,8,4,2,32,0.151,94.47,33.748,97.2
60,filter:8-conv1:64-conv2:8-fc:64-Momentum,1_epoch,8,64,8,64,0.528,96.97,34.276,97.2
61,filter:4-conv1:256-conv2:2-fc:64-Momentum,1_epoch,4,256,2,64,0.776,94.13,35.052,97.2
62,filter:8-conv1:512-conv2:64-fc:256-Momentum,1_epoch,8,512,64,256,1.98,10.28,37.032,97.2
63,filter:12-conv1:256-conv2:128-fc:16-Momentum,1_epoch,12,256,128,16,1.76,10.28,38.792,97.2
64,filter:12-conv1:128-conv2:32-fc:16-Momentum,1_epoch,12,128,32,16,0.736,10.28,39.528,97.2
65,filter:6-conv1:2-conv2:4-fc:32-Momentum,1_epoch,6,2,4,32,0.251,94.04,39.779,97.2
66,filter:4-conv1:16-conv2:1-fc:512-Momentum,1_epoch,4,16,1,512,0.253,93.97,40.032,97.2
67,filter:6-conv1:128-conv2:128-fc:128-Momentum,1_epoch,6,128,128,128,0.739,97.56,40.771,97.56
68,filter:2-conv1:16-conv2:128-fc:16-Momentum,1_epoch,2,16,128,16,0.271,90.99,41.042,97.56
69,filter:12-conv1:128-conv2:4-fc:2-Momentum,1_epoch,12,128,4,2,0.804,10.28,41.846,97.56
70,filter:4-conv1:2-conv2:4-fc:16-Momentum,1_epoch,4,2,4,16,0.296,91.63,42.142,97.56
71,filter:2-conv1:256-conv2:4-fc:64-Momentum,1_epoch,2,256,4,64,0.555,94.28,42.697,97.56
72,filter:14-conv1:1-conv2:256-fc:512-Momentum,1_epoch,14,1,256,512,0.477,85.46,43.174,97.56
73,filter:14-conv1:512-conv2:64-fc:64-Momentum,1_epoch,14,512,64,64,2.88,10.28,46.054,97.56
74,filter:2-conv1:8-conv2:1-fc:64-Momentum,1_epoch,2,8,1,64,0.26,88.74,46.314,97.56
75,filter:6-conv1:128-conv2:4-fc:256-Momentum,1_epoch,6,128,4,256,0.612,96.62,46.926,97.56
76,filter:14-conv1:256-conv2:4-fc:2-Momentum,1_epoch,14,256,4,2,1.19,10.28,48.116,97.56
77,filter:8-conv1:1-conv2:64-fc:64-Momentum,1_epoch,8,1,64,64,0.186,93.81,48.302,97.56
78,filter:2-conv1:8-conv2:8-fc:128-Momentum,1_epoch,2,8,8,128,0.168,93.91,48.47,97.56
79,filter:4-conv1:2-conv2:512-fc:128-Momentum,1_epoch,4,2,512,128,0.327,95.9,48.797,97.56
80,filter:12-conv1:8-conv2:1-fc:1-Momentum,1_epoch,12,8,1,1,0.183,27.69,48.98,97.56
81,filter:4-conv1:4-conv2:512-fc:16-Momentum,1_epoch,4,4,512,16,0.443,91.04,49.423,97.56
82,filter:2-conv1:8-conv2:16-fc:32-Momentum,1_epoch,2,8,16,32,0.218,93.3,49.641,97.56
83,filter:2-conv1:8-conv2:32-fc:64-Momentum,1_epoch,2,8,32,64,0.234,94.08,49.875,97.56
84,filter:14-conv1:2-conv2:128-fc:64-Momentum,1_epoch,14,2,128,64,0.291,93.7,50.166,97.56
85,filter:4-conv1:512-conv2:4-fc:256-Momentum,1_epoch,4,512,4,256,1.22,10.28,51.386,97.56
86,filter:12-conv1:2-conv2:2-fc:64-Momentum,1_epoch,12,2,2,64,0.256,94.31,51.642,97.56
87,filter:2-conv1:64-conv2:256-fc:512-Momentum,1_epoch,2,64,256,512,0.449,96.57,52.091,97.56
88,filter:2-conv1:1-conv2:256-fc:4-Momentum,1_epoch,2,1,256,4,0.36,42.87,52.451,97.56
89,filter:8-conv1:32-conv2:128-fc:32-Momentum,1_epoch,8,32,128,32,0.433,95.81,52.884,97.56
90,filter:4-conv1:512-conv2:2-fc:8-Momentum,1_epoch,4,512,2,8,1.22,89.18,54.104,97.56
91,filter:12-conv1:1-conv2:512-fc:32-Momentum,1_epoch,12,1,512,32,0.491,70.64,54.595,97.56
92,filter:8-conv1:16-conv2:256-fc:8-Momentum,1_epoch,8,16,256,8,0.437,50.97,55.032,97.56
93,filter:12-conv1:16-conv2:4-fc:512-Momentum,1_epoch,12,16,4,512,0.302,10.28,55.334,97.56
94,filter:14-conv1:16-conv2:1-fc:256-Momentum,1_epoch,14,16,1,256,0.39,91.89,55.724,97.56
95,filter:2-conv1:1-conv2:128-fc:512-Momentum,1_epoch,2,1,128,512,0.223,94.0,55.947,97.56
96,filter:12-conv1:4-conv2:64-fc:16-Momentum,1_epoch,12,4,64,16,0.314,94.66,56.261,97.56
97,filter:12-conv1:1-conv2:2-fc:128-Momentum,1_epoch,12,1,2,128,0.288,93.54,56.549,97.56
98,filter:6-conv1:128-conv2:512-fc:16-Momentum,1_epoch,6,128,512,16,1.79,10.28,58.339,97.56
99,filter:4-conv1:128-conv2:4-fc:4-Momentum,1_epoch,4,128,4,4,0.509,85.12,58.848,97.56
100,filter:2-conv1:32-conv2:8-fc:512-Momentum,1_epoch,2,32,8,512,0.282,95.76,59.13,97.56
101,filter:12-conv1:512-conv2:16-fc:64-Momentum,1_epoch,12,512,16,64,1.93,92.3,61.06,97.56
102,filter:8-conv1:256-conv2:4-fc:32-Momentum,1_epoch,8,256,4,32,0.806,96.43,61.866,97.56
103,filter:12-conv1:512-conv2:64-fc:64-Momentum,1_epoch,12,512,64,64,2.45,10.28,64.316,97.56
104,filter:2-conv1:256-conv2:64-fc:1-Momentum,1_epoch,2,256,64,1,0.667,10.28,64.983,97.56
105,filter:4-conv1:8-conv2:128-fc:32-Momentum,1_epoch,4,8,128,32,0.202,97.14,65.185,97.56
106,filter:4-conv1:512-conv2:1-fc:1-Momentum,1_epoch,4,512,1,1,1.27,23.43,66.455,97.56
107,filter:4-conv1:8-conv2:8-fc:2-Momentum,1_epoch,4,8,8,2,0.436,41.05,66.891,97.56
108,filter:2-conv1:4-conv2:1-fc:256-Momentum,1_epoch,2,4,1,256,0.169,89.82,67.06,97.56
109,filter:2-conv1:8-conv2:1-fc:2-Momentum,1_epoch,2,8,1,2,0.225,36.59,67.285,97.56
110,filter:6-conv1:512-conv2:4-fc:512-Momentum,1_epoch,6,512,4,512,1.32,92.54,68.605,97.56
111,filter:8-conv1:512-conv2:256-fc:4-Momentum,1_epoch,8,512,256,4,3.69,10.28,72.295,97.56
112,filter:2-conv1:4-conv2:64-fc:16-Momentum,1_epoch,2,4,64,16,0.212,90.18,72.507,97.56
113,filter:2-conv1:16-conv2:8-fc:128-Momentum,1_epoch,2,16,8,128,0.261,92.06,72.768,97.56
114,filter:2-conv1:256-conv2:2-fc:128-Momentum,1_epoch,2,256,2,128,0.548,94.62,73.316,97.56
115,filter:12-conv1:1-conv2:128-fc:32-Momentum,1_epoch,12,1,128,32,0.227,92.04,73.543,97.56
116,filter:4-conv1:512-conv2:64-fc:16-Momentum,1_epoch,4,512,64,16,1.57,10.28,75.113,97.56
117,filter:6-conv1:128-conv2:8-fc:8-Momentum,1_epoch,6,128,8,8,0.486,93.78,75.599,97.56
118,filter:12-conv1:512-conv2:8-fc:32-Momentum,1_epoch,12,512,8,32,1.69,93.62,77.289,97.56
119,filter:6-conv1:8-conv2:8-fc:8-Momentum,1_epoch,6,8,8,8,0.225,94.14,77.514,97.56
120,filter:2-conv1:64-conv2:64-fc:32-Momentum,1_epoch,2,64,64,32,0.363,94.43,77.877,97.56
121,filter:12-conv1:128-conv2:128-fc:4-Momentum,1_epoch,12,128,128,4,1.04,10.28,78.917,97.56
122,filter:2-conv1:2-conv2:8-fc:32-Momentum,1_epoch,2,2,8,32,0.136,91.67,79.053,97.56
123,filter:4-conv1:16-conv2:8-fc:2-Momentum,1_epoch,4,16,8,2,0.273,49.4,79.326,97.56
124,filter:8-conv1:128-conv2:16-fc:4-Momentum,1_epoch,8,128,16,4,0.466,26.66,79.792,97.56
125,filter:2-conv1:512-conv2:512-fc:64-Momentum,1_epoch,2,512,512,64,2.09,94.44,81.882,97.56
126,filter:14-conv1:8-conv2:1-fc:32-Momentum,1_epoch,14,8,1,32,0.193,91.53,82.075,97.56
127,filter:6-conv1:16-conv2:32-fc:128-Momentum,1_epoch,6,16,32,128,0.206,97.58,82.281,97.58
128,filter:12-conv1:8-conv2:256-fc:8-Momentum,1_epoch,12,8,256,8,0.427,10.28,82.708,97.58
129,filter:4-conv1:8-conv2:4-fc:2-Momentum,1_epoch,4,8,4,2,0.146,45.73,82.854,97.58
130,filter:2-conv1:128-conv2:1-fc:256-Momentum,1_epoch,2,128,1,256,0.519,90.26,83.373,97.58
131,filter:8-conv1:1-conv2:8-fc:4-Momentum,1_epoch,8,1,8,4,0.249,72.69,83.622,97.58
132,filter:8-conv1:8-conv2:4-fc:16-Momentum,1_epoch,8,8,4,16,0.266,95.84,83.888,97.58
133,filter:2-conv1:512-conv2:16-fc:64-Momentum,1_epoch,2,512,16,64,1.02,95.46,84.908,97.58
134,filter:6-conv1:16-conv2:8-fc:512-Momentum,1_epoch,6,16,8,512,0.193,97.39,85.101,97.58
135,filter:8-conv1:128-conv2:64-fc:8-Momentum,1_epoch,8,128,64,8,0.595,10.28,85.696,97.58
136,filter:2-conv1:4-conv2:256-fc:16-Momentum,1_epoch,2,4,256,16,0.324,10.28,86.02,97.58
137,filter:4-conv1:8-conv2:8-fc:256-Momentum,1_epoch,4,8,8,256,0.262,97.51,86.282,97.58
138,filter:12-conv1:32-conv2:64-fc:128-Momentum,1_epoch,12,32,64,128,0.331,96.73,86.613,97.58
139,filter:6-conv1:512-conv2:512-fc:4-Momentum,1_epoch,6,512,512,4,5.75,10.28,92.363,97.58
140,filter:14-conv1:512-conv2:64-fc:16-Momentum,1_epoch,14,512,64,16,2.88,10.28,95.243,97.58
141,filter:2-conv1:1-conv2:4-fc:8-Momentum,1_epoch,2,1,4,8,0.508,72.1,95.751,97.58
142,filter:2-conv1:64-conv2:64-fc:8-Momentum,1_epoch,2,64,64,8,0.399,89.33,96.15,97.58
143,filter:4-conv1:512-conv2:2-fc:4-Momentum,1_epoch,4,512,2,4,1.2,81.4,97.35,97.58
144,filter:12-conv1:8-conv2:1-fc:256-Momentum,1_epoch,12,8,1,256,0.398,95.32,97.748,97.58
145,filter:8-conv1:4-conv2:2-fc:128-Momentum,1_epoch,8,4,2,128,0.156,95.46,97.904,97.58
146,filter:12-conv1:64-conv2:32-fc:1-Momentum,1_epoch,12,64,32,1,0.651,10.28,98.555,97.58
147,filter:8-conv1:8-conv2:2-fc:32-Momentum,1_epoch,8,8,2,32,0.279,95.76,98.834,97.58
148,filter:8-conv1:8-conv2:8-fc:256-Momentum,1_epoch,8,8,8,256,0.173,97.31,99.007,97.58
149,filter:4-conv1:1-conv2:512-fc:32-Momentum,1_epoch,4,1,512,32,0.641,91.09,99.648,97.58
150,filter:4-conv1:8-conv2:8-fc:8-Momentum,1_epoch,4,8,8,8,0.299,91.05,99.947,97.58
151,filter:2-conv1:8-conv2:2-fc:16-Momentum,1_epoch,2,8,2,16,0.143,80.44,100.09,97.58
152,filter:14-conv1:4-conv2:16-fc:128-Momentum,1_epoch,14,4,16,128,0.319,96.03,100.409,97.58
153,filter:12-conv1:128-conv2:512-fc:16-Momentum,1_epoch,12,128,512,16,2.47,10.28,102.879,97.58
154,filter:2-conv1:16-conv2:128-fc:4-Momentum,1_epoch,2,16,128,4,0.38,66.02,103.259,97.58
155,filter:6-conv1:512-conv2:32-fc:16-Momentum,1_epoch,6,512,32,16,1.54,10.28,104.799,97.58
156,filter:14-conv1:256-conv2:2-fc:256-Momentum,1_epoch,14,256,2,256,1.0,10.28,105.799,97.58
157,filter:8-conv1:8-conv2:4-fc:8-Momentum,1_epoch,8,8,4,8,0.16,94.35,105.959,97.58
158,filter:4-conv1:128-conv2:256-fc:16-Momentum,1_epoch,4,128,256,16,0.854,10.28,106.813,97.58
159,filter:12-conv1:32-conv2:2-fc:32-Momentum,1_epoch,12,32,2,32,0.269,95.38,107.082,97.58
160,filter:2-conv1:256-conv2:32-fc:32-Momentum,1_epoch,2,256,32,32,0.823,95.54,107.905,97.58
161,filter:14-conv1:2-conv2:16-fc:4-Momentum,1_epoch,14,2,16,4,0.346,79.94,108.251,97.58
162,filter:4-conv1:4-conv2:1-fc:128-Momentum,1_epoch,4,4,1,128,0.14,92.77,108.391,97.58
163,filter:4-conv1:8-conv2:4-fc:512-Momentum,1_epoch,4,8,4,512,0.158,94.86,108.549,97.58
164,filter:2-conv1:16-conv2:64-fc:256-Momentum,1_epoch,2,16,64,256,0.2,96.0,108.749,97.58
165,filter:6-conv1:32-conv2:64-fc:256-Momentum,1_epoch,6,32,64,256,0.299,97.51,109.048,97.58
166,filter:8-conv1:256-conv2:1-fc:64-Momentum,1_epoch,8,256,1,64,0.743,95.22,109.791,97.58
167,filter:14-conv1:16-conv2:8-fc:4-Momentum,1_epoch,14,16,8,4,0.423,60.35,110.214,97.58
168,filter:4-conv1:16-conv2:8-fc:16-Momentum,1_epoch,4,16,8,16,0.247,94.52,110.461,97.58
169,filter:6-conv1:64-conv2:1-fc:128-Momentum,1_epoch,6,64,1,128,0.379,94.15,110.84,97.58
170,filter:2-conv1:64-conv2:1-fc:32-Momentum,1_epoch,2,64,1,32,0.276,86.43,111.116,97.58
171,filter:4-conv1:8-conv2:256-fc:128-Momentum,1_epoch,4,8,256,128,0.322,95.91,111.438,97.58
172,filter:8-conv1:32-conv2:512-fc:1-Momentum,1_epoch,8,32,512,1,0.914,10.28,112.352,97.58
173,filter:8-conv1:32-conv2:4-fc:32-Momentum,1_epoch,8,32,4,32,0.307,96.74,112.659,97.58
174,filter:12-conv1:128-conv2:128-fc:256-Momentum,1_epoch,12,128,128,256,1.09,95.71,113.749,97.58
175,filter:14-conv1:64-conv2:64-fc:8-Momentum,1_epoch,14,64,64,8,0.518,10.28,114.267,97.58
176,filter:8-conv1:8-conv2:8-fc:64-Momentum,1_epoch,8,8,8,64,0.274,95.9,114.541,97.58
177,filter:6-conv1:512-conv2:1-fc:1-Momentum,1_epoch,6,512,1,1,1.29,10.28,115.831,97.58
178,filter:8-conv1:2-conv2:8-fc:32-Momentum,1_epoch,8,2,8,32,0.223,96.11,116.054,97.58
179,filter:8-conv1:2-conv2:64-fc:256-Momentum,1_epoch,8,2,64,256,0.19,96.32,116.244,97.58
180,filter:6-conv1:16-conv2:128-fc:1-Momentum,1_epoch,6,16,128,1,0.442,10.28,116.686,97.58
181,filter:12-conv1:64-conv2:64-fc:2-Momentum,1_epoch,12,64,64,2,0.624,10.28,117.31,97.58
182,filter:14-conv1:1-conv2:8-fc:1-Momentum,1_epoch,14,1,8,1,0.169,26.19,117.479,97.58
183,filter:6-conv1:32-conv2:4-fc:512-Momentum,1_epoch,6,32,4,512,0.237,95.0,117.716,97.58
184,filter:8-conv1:32-conv2:1-fc:256-Momentum,1_epoch,8,32,1,256,0.255,95.51,117.971,97.58
185,filter:8-conv1:128-conv2:64-fc:1-Momentum,1_epoch,8,128,64,1,0.598,10.28,118.569,97.58
186,filter:14-conv1:1-conv2:8-fc:2-Momentum,1_epoch,14,1,8,2,0.184,45.63,118.753,97.58
187,filter:4-conv1:2-conv2:2-fc:128-Momentum,1_epoch,4,2,2,128,0.14,93.85,118.893,97.58
188,filter:4-conv1:32-conv2:128-fc:256-Momentum,1_epoch,4,32,128,256,0.442,97.69,119.335,97.69
189,filter:8-conv1:128-conv2:1-fc:1-Momentum,1_epoch,8,128,1,1,0.417,27.42,119.752,97.69
190,filter:14-conv1:512-conv2:128-fc:256-Momentum,1_epoch,14,512,128,256,4.06,10.28,123.812,97.69
191,filter:14-conv1:4-conv2:256-fc:4-Momentum,1_epoch,14,4,256,4,0.432,32.79,124.244,97.69
192,filter:2-conv1:32-conv2:8-fc:1-Momentum,1_epoch,2,32,8,1,0.187,28.32,124.431,97.69
193,filter:12-conv1:8-conv2:128-fc:64-Momentum,1_epoch,12,8,128,64,0.373,95.49,124.804,97.69
194,filter:2-conv1:64-conv2:128-fc:16-Momentum,1_epoch,2,64,128,16,0.313,93.56,125.117,97.69
195,filter:6-conv1:256-conv2:64-fc:64-Momentum,1_epoch,6,256,64,64,0.992,97.0,126.109,97.69
196,filter:14-conv1:8-conv2:128-fc:16-Momentum,1_epoch,14,8,128,16,0.354,83.41,126.463,97.69
197,filter:12-conv1:1-conv2:512-fc:64-Momentum,1_epoch,12,1,512,64,0.424,36.7,126.887,97.69
198,filter:4-conv1:1-conv2:512-fc:8-Momentum,1_epoch,4,1,512,8,0.308,10.28,127.195,97.69
199,filter:2-conv1:4-conv2:256-fc:128-Momentum,1_epoch,2,4,256,128,0.434,94.77,127.629,97.69
200,filter:12-conv1:128-conv2:1-fc:4-Momentum,1_epoch,12,128,1,4,0.496,63.8,128.125,97.69
201,filter:4-conv1:2-conv2:1-fc:4-Momentum,1_epoch,4,2,1,4,0.142,62.11,128.267,97.69
202,filter:4-conv1:64-conv2:512-fc:8-Momentum,1_epoch,4,64,512,8,0.875,10.28,129.142,97.69
203,filter:14-conv1:512-conv2:4-fc:4-Momentum,1_epoch,14,512,4,4,1.8,51.93,130.942,97.69
204,filter:2-conv1:2-conv2:256-fc:16-Momentum,1_epoch,2,2,256,16,0.252,83.87,131.194,97.69
205,filter:14-conv1:2-conv2:256-fc:32-Momentum,1_epoch,14,2,256,32,0.434,86.68,131.628,97.69
206,filter:8-conv1:128-conv2:8-fc:256-Momentum,1_epoch,8,128,8,256,0.458,96.12,132.086,97.69
207,filter:2-conv1:64-conv2:4-fc:1-Momentum,1_epoch,2,64,4,1,0.268,22.4,132.354,97.69
208,filter:12-conv1:8-conv2:4-fc:256-Momentum,1_epoch,12,8,4,256,0.19,95.37,132.544,97.69
209,filter:6-conv1:4-conv2:512-fc:32-Momentum,1_epoch,6,4,512,32,0.832,95.28,133.376,97.69
210,filter:6-conv1:1-conv2:8-fc:4-Momentum,1_epoch,6,1,8,4,0.145,76.6,133.521,97.69
211,filter:6-conv1:512-conv2:64-fc:8-Momentum,1_epoch,6,512,64,8,2.05,10.28,135.571,97.69
212,filter:6-conv1:256-conv2:4-fc:128-Momentum,1_epoch,6,256,4,128,1.21,95.29,136.781,97.69
213,filter:12-conv1:256-conv2:256-fc:128-Momentum,1_epoch,12,256,256,128,2.67,10.28,139.451,97.69
214,filter:4-conv1:64-conv2:16-fc:8-Momentum,1_epoch,4,64,16,8,0.286,94.7,139.737,97.69
215,filter:12-conv1:2-conv2:32-fc:2-Momentum,1_epoch,12,2,32,2,0.197,55.52,139.934,97.69
216,filter:2-conv1:8-conv2:16-fc:8-Momentum,1_epoch,2,8,16,8,0.257,86.31,140.191,97.69
217,filter:8-conv1:1-conv2:2-fc:1-Momentum,1_epoch,8,1,2,1,0.125,27.19,140.316,97.69
218,filter:2-conv1:1-conv2:2-fc:64-Momentum,1_epoch,2,1,2,64,0.137,86.61,140.453,97.69
219,filter:6-conv1:8-conv2:1-fc:8-Momentum,1_epoch,6,8,1,8,0.512,84.39,140.965,97.69
220,filter:6-conv1:64-conv2:256-fc:128-Momentum,1_epoch,6,64,256,128,1.2,97.42,142.165,97.69
221,filter:2-conv1:128-conv2:256-fc:8-Momentum,1_epoch,2,128,256,8,0.952,83.66,143.117,97.69
222,filter:8-conv1:256-conv2:2-fc:32-Momentum,1_epoch,8,256,2,32,0.933,10.28,144.05,97.69
223,filter:8-conv1:8-conv2:512-fc:512-Momentum,1_epoch,8,8,512,512,0.769,93.16,144.819,97.69
224,filter:12-conv1:64-conv2:8-fc:4-Momentum,1_epoch,12,64,8,4,0.33,10.28,145.149,97.69
225,filter:4-conv1:2-conv2:1-fc:1-Momentum,1_epoch,4,2,1,1,0.194,29.1,145.343,97.69
226,filter:12-conv1:8-conv2:512-fc:2-Momentum,1_epoch,12,8,512,2,0.829,10.28,146.172,97.69
227,filter:8-conv1:4-conv2:8-fc:256-Momentum,1_epoch,8,4,8,256,0.235,97.06,146.407,97.69
228,filter:4-conv1:8-conv2:2-fc:256-Momentum,1_epoch,4,8,2,256,0.18,95.86,146.587,97.69
229,filter:8-conv1:8-conv2:2-fc:64-Momentum,1_epoch,8,8,2,64,0.162,95.66,146.749,97.69
230,filter:6-conv1:2-conv2:512-fc:32-Momentum,1_epoch,6,2,512,32,0.603,95.29,147.352,97.69
231,filter:8-conv1:1-conv2:64-fc:1-Momentum,1_epoch,8,1,64,1,0.222,23.3,147.574,97.69
232,filter:12-conv1:1-conv2:128-fc:1-Momentum,1_epoch,12,1,128,1,0.293,10.28,147.867,97.69
233,filter:8-conv1:128-conv2:32-fc:8-Momentum,1_epoch,8,128,32,8,0.528,10.28,148.395,97.69
234,filter:8-conv1:128-conv2:2-fc:2-Momentum,1_epoch,8,128,2,2,0.638,48.57,149.033,97.69
