,Setting,Step,Param1,Param2,Param3,Param4,Elapsed Time,Metric1,Total Time,Best
1069,filter:6-conv1:32-conv2:8-fc:32-Momentum,1_epoch,6,32,8,32,0.318,96.47,737.647,98.18
1070,filter:2-conv1:128-conv2:256-fc:256-Momentum,1_epoch,2,128,256,256,0.542,96.55,738.189,98.18
1071,filter:2-conv1:512-conv2:4-fc:1-Momentum,1_epoch,2,512,4,1,1.15,23.68,739.339,98.18
1072,filter:6-conv1:16-conv2:256-fc:2-Momentum,1_epoch,6,16,256,2,0.371,10.28,739.71,98.18
1073,filter:4-conv1:256-conv2:512-fc:2-Momentum,1_epoch,4,256,512,2,2.79,10.28,742.5,98.18
1074,filter:2-conv1:128-conv2:4-fc:2-Momentum,1_epoch,2,128,4,2,0.328,34.79,742.828,98.18
1075,filter:6-conv1:64-conv2:8-fc:4-Momentum,1_epoch,6,64,8,4,0.346,52.1,743.174,98.18
1076,filter:14-conv1:8-conv2:2-fc:128-Momentum,1_epoch,14,8,2,128,0.216,92.18,743.39,98.18
1077,filter:6-conv1:16-conv2:16-fc:8-Momentum,1_epoch,6,16,16,8,0.2,92.36,743.59,98.18
1078,filter:14-conv1:16-conv2:16-fc:16-Momentum,1_epoch,14,16,16,16,0.272,95.64,743.862,98.18
1079,filter:14-conv1:128-conv2:256-fc:128-Momentum,1_epoch,14,128,256,128,1.8,10.28,745.662,98.18
1080,filter:4-conv1:32-conv2:256-fc:512-Momentum,1_epoch,4,32,256,512,0.438,98.14,746.1,98.18
1081,filter:6-conv1:128-conv2:4-fc:8-Momentum,1_epoch,6,128,4,8,0.441,93.25,746.541,98.18
1082,filter:6-conv1:8-conv2:4-fc:32-Momentum,1_epoch,6,8,4,32,0.276,95.76,746.817,98.18
1083,filter:8-conv1:512-conv2:128-fc:128-Momentum,1_epoch,8,512,128,128,2.41,10.28,749.227,98.18
1084,filter:2-conv1:64-conv2:8-fc:256-Momentum,1_epoch,2,64,8,256,0.275,95.42,749.502,98.18
1085,filter:12-conv1:2-conv2:64-fc:32-Momentum,1_epoch,12,2,64,32,0.322,94.82,749.824,98.18
1086,filter:6-conv1:2-conv2:1-fc:64-Momentum,1_epoch,6,2,1,64,0.144,91.24,749.968,98.18
1087,filter:2-conv1:32-conv2:16-fc:1-Momentum,1_epoch,2,32,16,1,0.29,27.69,750.258,98.18
1088,filter:6-conv1:32-conv2:1-fc:16-Momentum,1_epoch,6,32,1,16,0.219,91.33,750.477,98.18
1089,filter:2-conv1:1-conv2:8-fc:8-Momentum,1_epoch,2,1,8,8,0.241,35.32,750.718,98.18
1090,filter:12-conv1:16-conv2:128-fc:1-Momentum,1_epoch,12,16,128,1,0.473,10.28,751.191,98.18
1091,filter:8-conv1:32-conv2:32-fc:16-Momentum,1_epoch,8,32,32,16,0.263,95.15,751.454,98.18
1092,filter:2-conv1:64-conv2:8-fc:2-Momentum,1_epoch,2,64,8,2,0.803,51.2,752.257,98.18
1093,filter:8-conv1:4-conv2:8-fc:512-Momentum,1_epoch,8,4,8,512,0.181,96.92,752.438,98.18
1094,filter:12-conv1:4-conv2:16-fc:16-Momentum,1_epoch,12,4,16,16,0.199,95.32,752.637,98.18
1095,filter:4-conv1:512-conv2:1-fc:4-Momentum,1_epoch,4,512,1,4,1.24,69.68,753.877,98.18
1096,filter:4-conv1:128-conv2:4-fc:512-Momentum,1_epoch,4,128,4,512,0.472,97.28,754.349,98.18
1097,filter:6-conv1:4-conv2:1-fc:2-Momentum,1_epoch,6,4,1,2,0.246,39.92,754.595,98.18
1098,filter:14-conv1:8-conv2:32-fc:64-Momentum,1_epoch,14,8,32,64,0.368,96.68,754.963,98.18
1099,filter:4-conv1:256-conv2:1-fc:128-Momentum,1_epoch,4,256,1,128,1.15,93.23,756.113,98.18
1100,filter:6-conv1:32-conv2:16-fc:1-Momentum,1_epoch,6,32,16,1,0.327,10.28,756.44,98.18
1101,filter:14-conv1:2-conv2:1-fc:64-Momentum,1_epoch,14,2,1,64,0.324,92.15,756.764,98.18
1102,filter:2-conv1:128-conv2:16-fc:4-Momentum,1_epoch,2,128,16,4,0.381,78.32,757.145,98.18
1103,filter:8-conv1:16-conv2:64-fc:4-Momentum,1_epoch,8,16,64,4,0.342,10.29,757.487,98.18
1104,filter:2-conv1:1-conv2:256-fc:2-Momentum,1_epoch,2,1,256,2,0.267,10.28,757.754,98.18
1105,filter:14-conv1:128-conv2:256-fc:2-Momentum,1_epoch,14,128,256,2,1.78,10.28,759.534,98.18
1106,filter:12-conv1:4-conv2:32-fc:8-Momentum,1_epoch,12,4,32,8,0.207,91.71,759.741,98.18
1107,filter:4-conv1:512-conv2:32-fc:512-Momentum,1_epoch,4,512,32,512,1.92,97.2,761.661,98.18
1108,filter:4-conv1:256-conv2:256-fc:4-Momentum,1_epoch,4,256,256,4,1.7,10.28,763.361,98.18
1109,filter:12-conv1:256-conv2:4-fc:512-Momentum,1_epoch,12,256,4,512,1.04,10.28,764.401,98.18
1110,filter:6-conv1:8-conv2:32-fc:32-Momentum,1_epoch,6,8,32,32,0.18,96.82,764.581,98.18
1111,filter:14-conv1:4-conv2:512-fc:16-Momentum,1_epoch,14,4,512,16,0.68,10.28,765.261,98.18
1112,filter:12-conv1:64-conv2:32-fc:8-Momentum,1_epoch,12,64,32,8,0.367,10.28,765.628,98.18
1113,filter:2-conv1:8-conv2:8-fc:2-Momentum,1_epoch,2,8,8,2,0.14,23.77,765.768,98.18
1114,filter:8-conv1:8-conv2:4-fc:64-Momentum,1_epoch,8,8,4,64,0.264,96.85,766.032,98.18
1115,filter:8-conv1:1-conv2:512-fc:64-Momentum,1_epoch,8,1,512,64,0.355,89.35,766.387,98.18
1116,filter:2-conv1:16-conv2:8-fc:512-Momentum,1_epoch,2,16,8,512,0.367,95.74,766.754,98.18
1117,filter:12-conv1:2-conv2:512-fc:256-Momentum,1_epoch,12,2,512,256,0.622,85.13,767.376,98.18
1118,filter:8-conv1:4-conv2:2-fc:16-Momentum,1_epoch,8,4,2,16,0.151,93.77,767.527,98.18
1119,filter:14-conv1:512-conv2:16-fc:512-Momentum,1_epoch,14,512,16,512,2.14,10.28,769.667,98.18
1120,filter:14-conv1:64-conv2:512-fc:4-Momentum,1_epoch,14,64,512,4,1.76,10.28,771.427,98.18
1121,filter:4-conv1:4-conv2:1-fc:64-Momentum,1_epoch,4,4,1,64,0.302,90.76,771.729,98.18
1122,filter:6-conv1:16-conv2:512-fc:8-Momentum,1_epoch,6,16,512,8,0.599,10.28,772.328,98.18
1123,filter:4-conv1:4-conv2:256-fc:2-Momentum,1_epoch,4,4,256,2,0.244,10.28,772.572,98.18
1124,filter:6-conv1:128-conv2:1-fc:256-Momentum,1_epoch,6,128,1,256,0.608,96.57,773.18,98.18
1125,filter:14-conv1:4-conv2:64-fc:4-Momentum,1_epoch,14,4,64,4,0.276,47.85,773.456,98.18
1126,filter:6-conv1:512-conv2:512-fc:256-Momentum,1_epoch,6,512,512,256,5.85,10.28,779.306,98.18
1127,filter:8-conv1:256-conv2:512-fc:512-Momentum,1_epoch,8,256,512,512,3.42,10.28,782.726,98.18
1128,filter:14-conv1:4-conv2:32-fc:32-Momentum,1_epoch,14,4,32,32,0.214,96.17,782.94,98.18
1129,filter:2-conv1:512-conv2:16-fc:128-Momentum,1_epoch,2,512,16,128,1.31,95.96,784.25,98.18
1130,filter:4-conv1:2-conv2:64-fc:512-Momentum,1_epoch,4,2,64,512,0.428,96.14,784.678,98.18
1131,filter:6-conv1:8-conv2:128-fc:256-Momentum,1_epoch,6,8,128,256,0.423,96.96,785.101,98.18
1132,filter:14-conv1:2-conv2:16-fc:64-Momentum,1_epoch,14,2,16,64,0.193,95.13,785.294,98.18
1133,filter:8-conv1:1-conv2:256-fc:128-Momentum,1_epoch,8,1,256,128,0.254,93.57,785.548,98.18
1134,filter:8-conv1:32-conv2:64-fc:16-Momentum,1_epoch,8,32,64,16,0.487,96.26,786.035,98.18
1135,filter:6-conv1:512-conv2:8-fc:32-Momentum,1_epoch,6,512,8,32,1.71,96.53,787.745,98.18
1136,filter:4-conv1:16-conv2:512-fc:32-Momentum,1_epoch,4,16,512,32,1.06,94.24,788.805,98.18
1137,filter:14-conv1:2-conv2:256-fc:1-Momentum,1_epoch,14,2,256,1,0.406,10.28,789.211,98.18
1138,filter:8-conv1:64-conv2:128-fc:4-Momentum,1_epoch,8,64,128,4,0.586,21.31,789.797,98.18
1139,filter:14-conv1:64-conv2:32-fc:2-Momentum,1_epoch,14,64,32,2,0.426,10.28,790.223,98.18
1140,filter:8-conv1:128-conv2:4-fc:32-Momentum,1_epoch,8,128,4,32,0.542,95.6,790.765,98.18
1141,filter:4-conv1:256-conv2:256-fc:128-Momentum,1_epoch,4,256,256,128,1.99,96.94,792.755,98.18
1142,filter:8-conv1:8-conv2:256-fc:4-Momentum,1_epoch,8,8,256,4,0.39,10.28,793.145,98.18
1143,filter:4-conv1:4-conv2:4-fc:512-Momentum,1_epoch,4,4,4,512,0.156,97.05,793.301,98.18
1144,filter:6-conv1:4-conv2:16-fc:512-Momentum,1_epoch,6,4,16,512,0.173,97.82,793.474,98.18
1145,filter:6-conv1:2-conv2:64-fc:32-Momentum,1_epoch,6,2,64,32,0.18,96.88,793.654,98.18
1146,filter:14-conv1:32-conv2:2-fc:1-Momentum,1_epoch,14,32,2,1,0.426,29.22,794.08,98.18
1147,filter:6-conv1:8-conv2:4-fc:1-Momentum,1_epoch,6,8,4,1,0.289,25.25,794.369,98.18
1148,filter:2-conv1:512-conv2:4-fc:8-Momentum,1_epoch,2,512,4,8,1.2,85.05,795.569,98.18
1149,filter:8-conv1:16-conv2:128-fc:8-Momentum,1_epoch,8,16,128,8,0.392,77.51,795.961,98.18
1150,filter:2-conv1:64-conv2:16-fc:128-Momentum,1_epoch,2,64,16,128,0.452,95.59,796.413,98.18
1151,filter:12-conv1:512-conv2:1-fc:64-Momentum,1_epoch,12,512,1,64,1.71,10.28,798.123,98.18
1152,filter:6-conv1:4-conv2:2-fc:256-Momentum,1_epoch,6,4,2,256,0.144,95.21,798.267,98.18
1153,filter:4-conv1:32-conv2:256-fc:32-Momentum,1_epoch,4,32,256,32,0.404,96.87,798.671,98.18
1154,filter:14-conv1:16-conv2:256-fc:512-Momentum,1_epoch,14,16,256,512,0.638,92.37,799.309,98.18
1155,filter:2-conv1:2-conv2:128-fc:32-Momentum,1_epoch,2,2,128,32,0.294,91.27,799.603,98.18
1156,filter:4-conv1:64-conv2:32-fc:512-Momentum,1_epoch,4,64,32,512,0.43,97.95,800.033,98.18
1157,filter:14-conv1:1-conv2:256-fc:8-Momentum,1_epoch,14,1,256,8,0.405,40.86,800.438,98.18
1158,filter:6-conv1:4-conv2:256-fc:8-Momentum,1_epoch,6,4,256,8,0.73,64.12,801.168,98.18
1159,filter:4-conv1:1-conv2:64-fc:64-Momentum,1_epoch,4,1,64,64,0.168,93.8,801.336,98.18
1160,filter:2-conv1:128-conv2:1-fc:512-Momentum,1_epoch,2,128,1,512,0.406,91.37,801.742,98.18
1161,filter:2-conv1:128-conv2:64-fc:1-Momentum,1_epoch,2,128,64,1,0.539,10.28,802.281,98.18
1162,filter:2-conv1:512-conv2:512-fc:128-Momentum,1_epoch,2,512,512,128,2.14,96.3,804.421,98.18
1163,filter:8-conv1:2-conv2:8-fc:16-Momentum,1_epoch,8,2,8,16,0.222,94.85,804.643,98.18
1164,filter:14-conv1:64-conv2:32-fc:64-Momentum,1_epoch,14,64,32,64,0.61,96.46,805.253,98.18
1165,filter:2-conv1:4-conv2:128-fc:512-Momentum,1_epoch,2,4,128,512,0.244,95.56,805.497,98.18
1166,filter:14-conv1:512-conv2:4-fc:64-Momentum,1_epoch,14,512,4,64,1.79,10.28,807.287,98.18
1167,filter:14-conv1:32-conv2:1-fc:128-Momentum,1_epoch,14,32,1,128,0.266,10.28,807.553,98.18
1168,filter:6-conv1:4-conv2:128-fc:256-Momentum,1_epoch,6,4,128,256,0.406,97.52,807.959,98.18
1169,filter:6-conv1:8-conv2:2-fc:128-Momentum,1_epoch,6,8,2,128,0.338,96.44,808.297,98.18
1170,filter:14-conv1:1-conv2:128-fc:2-Momentum,1_epoch,14,1,128,2,0.259,10.28,808.556,98.18
1171,filter:14-conv1:1-conv2:256-fc:32-Momentum,1_epoch,14,1,256,32,0.344,75.53,808.9,98.18
1172,filter:4-conv1:32-conv2:4-fc:16-Momentum,1_epoch,4,32,4,16,0.287,92.8,809.187,98.18
1173,filter:2-conv1:1-conv2:16-fc:4-Momentum,1_epoch,2,1,16,4,0.191,27.94,809.378,98.18
1174,filter:12-conv1:1-conv2:8-fc:128-Momentum,1_epoch,12,1,8,128,0.171,94.44,809.549,98.18
1175,filter:2-conv1:512-conv2:64-fc:512-Momentum,1_epoch,2,512,64,512,1.18,97.11,810.729,98.18
1176,filter:4-conv1:8-conv2:1-fc:4-Momentum,1_epoch,4,8,1,4,0.231,65.61,810.96,98.18
1177,filter:14-conv1:64-conv2:16-fc:4-Momentum,1_epoch,14,64,16,4,0.565,10.28,811.525,98.18
1178,filter:6-conv1:512-conv2:2-fc:4-Momentum,1_epoch,6,512,2,4,1.26,83.56,812.785,98.18
1179,filter:14-conv1:2-conv2:512-fc:4-Momentum,1_epoch,14,2,512,4,0.603,10.28,813.388,98.18
1180,filter:4-conv1:8-conv2:4-fc:256-Momentum,1_epoch,4,8,4,256,0.247,95.55,813.635,98.18
1181,filter:4-conv1:64-conv2:128-fc:128-Momentum,1_epoch,4,64,128,128,0.432,97.7,814.067,98.18
1182,filter:8-conv1:256-conv2:512-fc:4-Momentum,1_epoch,8,256,512,4,3.24,10.28,817.307,98.18
1183,filter:4-conv1:16-conv2:128-fc:64-Momentum,1_epoch,4,16,128,64,0.248,96.55,817.555,98.18
1184,filter:14-conv1:8-conv2:512-fc:1-Momentum,1_epoch,14,8,512,1,0.79,10.28,818.345,98.18
1185,filter:8-conv1:16-conv2:8-fc:512-Momentum,1_epoch,8,16,8,512,0.33,95.85,818.675,98.18
1186,filter:8-conv1:1-conv2:8-fc:8-Momentum,1_epoch,8,1,8,8,0.362,88.02,819.037,98.18
1187,filter:8-conv1:64-conv2:16-fc:4-Momentum,1_epoch,8,64,16,4,0.511,78.18,819.548,98.18
1188,filter:14-conv1:32-conv2:16-fc:8-Momentum,1_epoch,14,32,16,8,0.288,69.68,819.836,98.18
1189,filter:2-conv1:16-conv2:1-fc:64-Momentum,1_epoch,2,16,1,64,0.161,89.08,819.997,98.18
1190,filter:8-conv1:512-conv2:8-fc:1-Momentum,1_epoch,8,512,8,1,1.33,10.28,821.327,98.18
1191,filter:2-conv1:128-conv2:128-fc:1-Momentum,1_epoch,2,128,128,1,0.531,10.28,821.858,98.18
1192,filter:6-conv1:128-conv2:8-fc:256-Momentum,1_epoch,6,128,8,256,0.507,97.43,822.365,98.18
1193,filter:2-conv1:256-conv2:1-fc:16-Momentum,1_epoch,2,256,1,16,0.657,82.34,823.022,98.18
1194,filter:12-conv1:1-conv2:1-fc:4-Momentum,1_epoch,12,1,1,4,0.46,72.2,823.482,98.18
1195,filter:8-conv1:256-conv2:64-fc:512-Momentum,1_epoch,8,256,64,512,1.2,10.3,824.682,98.18
1196,filter:14-conv1:4-conv2:256-fc:256-Momentum,1_epoch,14,4,256,256,0.459,92.81,825.141,98.18
1197,filter:14-conv1:16-conv2:64-fc:128-Momentum,1_epoch,14,16,64,128,0.306,96.1,825.447,98.18
1198,filter:12-conv1:64-conv2:16-fc:1-Momentum,1_epoch,12,64,16,1,0.45,10.28,825.897,98.18
1199,filter:14-conv1:128-conv2:1-fc:256-Momentum,1_epoch,14,128,1,256,0.714,93.48,826.611,98.18
1200,filter:4-conv1:256-conv2:16-fc:1-Momentum,1_epoch,4,256,16,1,0.735,10.28,827.346,98.18
1201,filter:6-conv1:16-conv2:32-fc:1-Momentum,1_epoch,6,16,32,1,0.298,10.28,827.644,98.18
1202,filter:4-conv1:4-conv2:4-fc:256-Momentum,1_epoch,4,4,4,256,0.298,96.75,827.942,98.18
1203,filter:6-conv1:4-conv2:32-fc:128-Momentum,1_epoch,6,4,32,128,0.168,97.31,828.11,98.18
1204,filter:12-conv1:128-conv2:256-fc:128-Momentum,1_epoch,12,128,256,128,1.57,10.28,829.68,98.18
1205,filter:6-conv1:512-conv2:16-fc:256-Momentum,1_epoch,6,512,16,256,1.32,96.72,831.0,98.18
1206,filter:2-conv1:32-conv2:4-fc:16-Momentum,1_epoch,2,32,4,16,0.534,86.1,831.534,98.18
1207,filter:4-conv1:16-conv2:128-fc:16-Momentum,1_epoch,4,16,128,16,0.23,95.8,831.764,98.18
1208,filter:8-conv1:1-conv2:2-fc:128-Momentum,1_epoch,8,1,2,128,0.186,93.32,831.95,98.18
1209,filter:4-conv1:2-conv2:128-fc:64-Momentum,1_epoch,4,2,128,64,0.206,96.16,832.156,98.18
1210,filter:8-conv1:64-conv2:2-fc:8-Momentum,1_epoch,8,64,2,8,0.34,90.64,832.496,98.18
1211,filter:12-conv1:256-conv2:256-fc:8-Momentum,1_epoch,12,256,256,8,2.72,10.28,835.216,98.18
1212,filter:12-conv1:2-conv2:256-fc:512-Momentum,1_epoch,12,2,256,512,0.433,85.13,835.649,98.18
1213,filter:8-conv1:128-conv2:256-fc:2-Momentum,1_epoch,8,128,256,2,1.17,10.28,836.819,98.18
1214,filter:14-conv1:2-conv2:256-fc:64-Momentum,1_epoch,14,2,256,64,0.41,84.39,837.229,98.18
1215,filter:6-conv1:128-conv2:2-fc:8-Momentum,1_epoch,6,128,2,8,0.403,90.11,837.632,98.18
1216,filter:12-conv1:64-conv2:64-fc:128-Momentum,1_epoch,12,64,64,128,0.664,96.37,838.296,98.18
1217,filter:12-conv1:16-conv2:2-fc:64-Momentum,1_epoch,12,16,2,64,0.265,94.54,838.561,98.18
1218,filter:6-conv1:128-conv2:256-fc:8-Momentum,1_epoch,6,128,256,8,1.64,10.28,840.201,98.18
1219,filter:2-conv1:32-conv2:8-fc:256-Momentum,1_epoch,2,32,8,256,0.365,95.69,840.566,98.18
1220,filter:2-conv1:2-conv2:128-fc:2-Momentum,1_epoch,2,2,128,2,0.386,10.28,840.952,98.18
1221,filter:4-conv1:8-conv2:8-fc:32-Momentum,1_epoch,4,8,8,32,0.162,95.48,841.114,98.18
1222,filter:12-conv1:16-conv2:2-fc:4-Momentum,1_epoch,12,16,2,4,0.207,80.08,841.321,98.18
1223,filter:4-conv1:16-conv2:16-fc:8-Momentum,1_epoch,4,16,16,8,0.219,91.97,841.54,98.18
1224,filter:6-conv1:16-conv2:1-fc:64-Momentum,1_epoch,6,16,1,64,0.319,93.82,841.859,98.18
1225,filter:4-conv1:1-conv2:16-fc:2-Momentum,1_epoch,4,1,16,2,0.163,20.72,842.022,98.18
1226,filter:6-conv1:128-conv2:128-fc:512-Momentum,1_epoch,6,128,128,512,0.957,98.16,842.979,98.18
1227,filter:8-conv1:512-conv2:2-fc:2-Momentum,1_epoch,8,512,2,2,1.54,24.8,844.519,98.18
1228,filter:4-conv1:512-conv2:256-fc:8-Momentum,1_epoch,4,512,256,8,3.49,10.28,848.009,98.18
1229,filter:12-conv1:2-conv2:4-fc:2-Momentum,1_epoch,12,2,4,2,0.173,29.53,848.182,98.18
1230,filter:12-conv1:512-conv2:2-fc:2-Momentum,1_epoch,12,512,2,2,1.55,38.43,849.732,98.18
1231,filter:6-conv1:16-conv2:2-fc:32-Momentum,1_epoch,6,16,2,32,0.196,95.59,849.928,98.18
1232,filter:2-conv1:2-conv2:128-fc:256-Momentum,1_epoch,2,2,128,256,0.29,94.91,850.218,98.18
1233,filter:6-conv1:256-conv2:8-fc:16-Momentum,1_epoch,6,256,8,16,0.789,95.54,851.007,98.18
1234,filter:6-conv1:1-conv2:128-fc:4-Momentum,1_epoch,6,1,128,4,0.486,71.23,851.493,98.18
1235,filter:14-conv1:4-conv2:2-fc:32-Momentum,1_epoch,14,4,2,32,0.18,94.57,851.673,98.18
1236,filter:12-conv1:64-conv2:128-fc:128-Momentum,1_epoch,12,64,128,128,0.571,10.28,852.244,98.18
1237,filter:4-conv1:16-conv2:8-fc:512-Momentum,1_epoch,4,16,8,512,0.356,96.7,852.6,98.18
1238,filter:6-conv1:2-conv2:4-fc:64-Momentum,1_epoch,6,2,4,64,0.149,95.68,852.749,98.18
1239,filter:2-conv1:1-conv2:4-fc:32-Momentum,1_epoch,2,1,4,32,0.279,85.09,853.028,98.18
1240,filter:14-conv1:128-conv2:4-fc:512-Momentum,1_epoch,14,128,4,512,0.625,10.28,853.653,98.18
1241,filter:6-conv1:4-conv2:64-fc:128-Momentum,1_epoch,6,4,64,128,0.239,97.27,853.892,98.18
1242,filter:2-conv1:64-conv2:512-fc:128-Momentum,1_epoch,2,64,512,128,0.603,95.42,854.495,98.18
1243,filter:6-conv1:64-conv2:8-fc:256-Momentum,1_epoch,6,64,8,256,0.344,95.47,854.839,98.18
1244,filter:12-conv1:32-conv2:2-fc:4-Momentum,1_epoch,12,32,2,4,0.314,76.21,855.153,98.18
1245,filter:14-conv1:16-conv2:512-fc:128-Momentum,1_epoch,14,16,512,128,0.975,61.84,856.128,98.18
1246,filter:6-conv1:4-conv2:64-fc:512-Momentum,1_epoch,6,4,64,512,0.347,97.38,856.475,98.18
1247,filter:6-conv1:512-conv2:64-fc:512-Momentum,1_epoch,6,512,64,512,1.71,10.28,858.185,98.18
1248,filter:14-conv1:512-conv2:2-fc:4-Momentum,1_epoch,14,512,2,4,1.77,10.28,859.955,98.18
1249,filter:12-conv1:16-conv2:16-fc:512-Momentum,1_epoch,12,16,16,512,0.334,96.9,860.289,98.18
1250,filter:4-conv1:8-conv2:32-fc:256-Momentum,1_epoch,4,8,32,256,0.199,97.74,860.488,98.18
1251,filter:4-conv1:4-conv2:2-fc:2-Momentum,1_epoch,4,4,2,2,0.226,36.17,860.714,98.18
1252,filter:14-conv1:2-conv2:512-fc:512-Momentum,1_epoch,14,2,512,512,0.848,85.8,861.562,98.18
1253,filter:14-conv1:2-conv2:16-fc:512-Momentum,1_epoch,14,2,16,512,0.367,95.64,861.929,98.18
1254,filter:2-conv1:128-conv2:256-fc:32-Momentum,1_epoch,2,128,256,32,0.57,94.81,862.499,98.18
1255,filter:4-conv1:32-conv2:512-fc:128-Momentum,1_epoch,4,32,512,128,0.676,97.32,863.175,98.18
1256,filter:2-conv1:16-conv2:1-fc:128-Momentum,1_epoch,2,16,1,128,0.209,87.89,863.384,98.18
1257,filter:2-conv1:4-conv2:256-fc:64-Momentum,1_epoch,2,4,256,64,0.395,92.31,863.779,98.18
1258,filter:8-conv1:16-conv2:8-fc:128-Momentum,1_epoch,8,16,8,128,0.235,96.66,864.014,98.18
1259,filter:8-conv1:8-conv2:64-fc:512-Momentum,1_epoch,8,8,64,512,0.278,97.09,864.292,98.18
1260,filter:6-conv1:512-conv2:2-fc:256-Momentum,1_epoch,6,512,2,256,1.32,10.28,865.612,98.18
1261,filter:8-conv1:512-conv2:128-fc:32-Momentum,1_epoch,8,512,128,32,2.41,10.28,868.022,98.18
1262,filter:2-conv1:4-conv2:16-fc:4-Momentum,1_epoch,2,4,16,4,0.208,62.98,868.23,98.18
1263,filter:6-conv1:4-conv2:1-fc:1-Momentum,1_epoch,6,4,1,1,0.231,21.38,868.461,98.18
1264,filter:4-conv1:512-conv2:32-fc:256-Momentum,1_epoch,4,512,32,256,1.39,97.41,869.851,98.18
1265,filter:2-conv1:2-conv2:4-fc:64-Momentum,1_epoch,2,2,4,64,0.135,89.57,869.986,98.18
1266,filter:12-conv1:4-conv2:4-fc:4-Momentum,1_epoch,12,4,4,4,0.282,83.79,870.268,98.18
1267,filter:2-conv1:32-conv2:1-fc:512-Momentum,1_epoch,2,32,1,512,0.283,89.91,870.551,98.18
1268,filter:8-conv1:32-conv2:1-fc:16-Momentum,1_epoch,8,32,1,16,0.314,93.97,870.865,98.18
1269,filter:4-conv1:1-conv2:8-fc:64-Momentum,1_epoch,4,1,8,64,0.122,94.82,870.987,98.18
1270,filter:14-conv1:16-conv2:64-fc:32-Momentum,1_epoch,14,16,64,32,0.289,95.39,871.276,98.18
1271,filter:4-conv1:64-conv2:8-fc:512-Momentum,1_epoch,4,64,8,512,0.46,96.88,871.736,98.18
1272,filter:12-conv1:512-conv2:16-fc:8-Momentum,1_epoch,12,512,16,8,1.92,10.28,873.656,98.18
1273,filter:14-conv1:64-conv2:32-fc:256-Momentum,1_epoch,14,64,32,256,0.565,92.58,874.221,98.18
1274,filter:14-conv1:64-conv2:256-fc:512-Momentum,1_epoch,14,64,256,512,1.23,79.34,875.451,98.18
1275,filter:8-conv1:4-conv2:1-fc:4-Momentum,1_epoch,8,4,1,4,0.155,69.71,875.606,98.18
1276,filter:4-conv1:32-conv2:16-fc:128-Momentum,1_epoch,4,32,16,128,0.29,97.63,875.896,98.18
1277,filter:12-conv1:8-conv2:16-fc:64-Momentum,1_epoch,12,8,16,64,0.201,95.7,876.097,98.18
1278,filter:8-conv1:8-conv2:64-fc:8-Momentum,1_epoch,8,8,64,8,0.303,91.72,876.4,98.18
1279,filter:4-conv1:512-conv2:64-fc:8-Momentum,1_epoch,4,512,64,8,2.29,92.78,878.69,98.18
1280,filter:2-conv1:1-conv2:2-fc:4-Momentum,1_epoch,2,1,2,4,0.218,10.28,878.908,98.18
1281,filter:2-conv1:32-conv2:512-fc:512-Momentum,1_epoch,2,32,512,512,0.636,96.14,879.544,98.18
1282,filter:14-conv1:512-conv2:512-fc:8-Momentum,1_epoch,14,512,512,8,11.0,10.28,890.544,98.18
1283,filter:14-conv1:4-conv2:2-fc:16-Momentum,1_epoch,14,4,2,16,0.222,93.87,890.766,98.18
1284,filter:14-conv1:4-conv2:8-fc:4-Momentum,1_epoch,14,4,8,4,0.241,81.11,891.007,98.18
1285,filter:8-conv1:512-conv2:1-fc:512-Momentum,1_epoch,8,512,1,512,1.31,10.28,892.317,98.18
1286,filter:8-conv1:1-conv2:4-fc:4-Momentum,1_epoch,8,1,4,4,0.257,70.34,892.574,98.18
1287,filter:14-conv1:16-conv2:64-fc:16-Momentum,1_epoch,14,16,64,16,0.337,90.8,892.911,98.18
1288,filter:12-conv1:128-conv2:64-fc:128-Momentum,1_epoch,12,128,64,128,0.793,10.28,893.704,98.18
1289,filter:2-conv1:256-conv2:16-fc:128-Momentum,1_epoch,2,256,16,128,0.708,95.65,894.412,98.18
1290,filter:14-conv1:512-conv2:4-fc:2-Momentum,1_epoch,14,512,4,2,1.97,25.65,896.382,98.18
1291,filter:4-conv1:1-conv2:8-fc:16-Momentum,1_epoch,4,1,8,16,0.144,91.05,896.526,98.18
1292,filter:6-conv1:1-conv2:4-fc:8-Momentum,1_epoch,6,1,4,8,0.254,82.77,896.78,98.18
1293,filter:6-conv1:4-conv2:4-fc:2-Momentum,1_epoch,6,4,4,2,0.333,44.16,897.113,98.18
1294,filter:12-conv1:1-conv2:8-fc:64-Momentum,1_epoch,12,1,8,64,0.164,94.96,897.277,98.18
1295,filter:2-conv1:64-conv2:512-fc:2-Momentum,1_epoch,2,64,512,2,0.768,10.28,898.045,98.18
1296,filter:2-conv1:32-conv2:8-fc:4-Momentum,1_epoch,2,32,8,4,0.376,39.82,898.421,98.18
1297,filter:4-conv1:128-conv2:16-fc:32-Momentum,1_epoch,4,128,16,32,0.441,97.25,898.862,98.18
1298,filter:6-conv1:64-conv2:4-fc:16-Momentum,1_epoch,6,64,4,16,0.345,96.37,899.207,98.18
1299,filter:4-conv1:4-conv2:128-fc:256-Momentum,1_epoch,4,4,128,256,0.223,97.3,899.43,98.18
1300,filter:12-conv1:64-conv2:64-fc:1-Momentum,1_epoch,12,64,64,1,0.504,10.28,899.934,98.18
