,Setting,Step,Param1,Param2,Param3,Param4,Elapsed Time,Metric1,Total Time,Best
1123,filter:4-conv1:16-conv2:32-fc:4-Momentum,1_epoch,4,16,32,4,0.193,83.43,770.085,98.26
1124,filter:6-conv1:8-conv2:2-fc:1-Momentum,1_epoch,6,8,2,1,0.174,24.4,770.259,98.26
1125,filter:12-conv1:2-conv2:256-fc:16-Momentum,1_epoch,12,2,256,16,0.604,79.93,770.863,98.26
1126,filter:8-conv1:512-conv2:2-fc:64-Momentum,1_epoch,8,512,2,64,1.38,10.28,772.243,98.26
1127,filter:8-conv1:128-conv2:4-fc:16-Momentum,1_epoch,8,128,4,16,0.556,93.7,772.799,98.26
1128,filter:8-conv1:4-conv2:128-fc:8-Momentum,1_epoch,8,4,128,8,0.227,70.83,773.026,98.26
1129,filter:8-conv1:8-conv2:256-fc:32-Momentum,1_epoch,8,8,256,32,0.379,94.59,773.405,98.26
1130,filter:6-conv1:128-conv2:8-fc:256-Momentum,1_epoch,6,128,8,256,0.507,97.43,773.912,98.26
1131,filter:8-conv1:128-conv2:512-fc:64-Momentum,1_epoch,8,128,512,64,1.92,10.28,775.832,98.26
1132,filter:6-conv1:4-conv2:256-fc:8-Momentum,1_epoch,6,4,256,8,0.73,64.12,776.562,98.26
1133,filter:6-conv1:1-conv2:64-fc:4-Momentum,1_epoch,6,1,64,4,0.372,78.39,776.934,98.26
1134,filter:12-conv1:2-conv2:4-fc:16-Momentum,1_epoch,12,2,4,16,0.174,92.59,777.108,98.26
1135,filter:12-conv1:32-conv2:2-fc:2-Momentum,1_epoch,12,32,2,2,0.233,50.18,777.341,98.26
1136,filter:6-conv1:8-conv2:64-fc:64-Momentum,1_epoch,6,8,64,64,0.205,97.64,777.546,98.26
1137,filter:12-conv1:512-conv2:32-fc:128-Momentum,1_epoch,12,512,32,128,2.03,10.28,779.576,98.26
1138,filter:12-conv1:256-conv2:8-fc:1-Momentum,1_epoch,12,256,8,1,0.862,10.28,780.438,98.26
1139,filter:14-conv1:8-conv2:2-fc:128-Momentum,1_epoch,14,8,2,128,0.216,92.18,780.654,98.26
1140,filter:4-conv1:32-conv2:512-fc:4-Momentum,1_epoch,4,32,512,4,0.637,10.28,781.291,98.26
1141,filter:14-conv1:2-conv2:8-fc:4-Momentum,1_epoch,14,2,8,4,0.242,83.07,781.533,98.26
1142,filter:4-conv1:128-conv2:8-fc:1-Momentum,1_epoch,4,128,8,1,0.394,10.28,781.927,98.26
1143,filter:14-conv1:256-conv2:128-fc:1-Momentum,1_epoch,14,256,128,1,2.26,10.28,784.187,98.26
1144,filter:12-conv1:1-conv2:2-fc:16-Momentum,1_epoch,12,1,2,16,0.163,87.49,784.35,98.26
1145,filter:6-conv1:8-conv2:2-fc:128-Momentum,1_epoch,6,8,2,128,0.338,96.44,784.688,98.26
1146,filter:4-conv1:2-conv2:128-fc:128-Momentum,1_epoch,4,2,128,128,0.228,96.86,784.916,98.26
1147,filter:2-conv1:4-conv2:128-fc:256-Momentum,1_epoch,2,4,128,256,0.411,95.67,785.327,98.26
1148,filter:2-conv1:256-conv2:4-fc:32-Momentum,1_epoch,2,256,4,32,0.546,92.46,785.873,98.26
1149,filter:2-conv1:2-conv2:512-fc:8-Momentum,1_epoch,2,2,512,8,0.314,10.28,786.187,98.26
1150,filter:4-conv1:2-conv2:64-fc:128-Momentum,1_epoch,4,2,64,128,0.172,96.0,786.359,98.26
1151,filter:2-conv1:1-conv2:128-fc:32-Momentum,1_epoch,2,1,128,32,0.691,88.31,787.05,98.26
1152,filter:6-conv1:64-conv2:16-fc:2-Momentum,1_epoch,6,64,16,2,0.463,26.44,787.513,98.26
1153,filter:6-conv1:256-conv2:64-fc:2-Momentum,1_epoch,6,256,64,2,0.944,10.28,788.457,98.26
1154,filter:4-conv1:2-conv2:1-fc:512-Momentum,1_epoch,4,2,1,512,0.23,92.19,788.687,98.26
1155,filter:8-conv1:4-conv2:4-fc:4-Momentum,1_epoch,8,4,4,4,0.214,77.04,788.901,98.26
1156,filter:4-conv1:256-conv2:4-fc:4-Momentum,1_epoch,4,256,4,4,0.749,68.92,789.65,98.26
1157,filter:12-conv1:2-conv2:4-fc:1-Momentum,1_epoch,12,2,4,1,0.176,30.74,789.826,98.26
1158,filter:14-conv1:8-conv2:4-fc:2-Momentum,1_epoch,14,8,4,2,0.333,28.63,790.159,98.26
1159,filter:2-conv1:512-conv2:1-fc:2-Momentum,1_epoch,2,512,1,2,0.98,36.92,791.139,98.26
1160,filter:8-conv1:1-conv2:32-fc:32-Momentum,1_epoch,8,1,32,32,0.267,94.21,791.406,98.26
1161,filter:6-conv1:128-conv2:128-fc:32-Momentum,1_epoch,6,128,128,32,0.826,96.46,792.232,98.26
1162,filter:2-conv1:2-conv2:4-fc:64-Momentum,1_epoch,2,2,4,64,0.135,89.57,792.367,98.26
1163,filter:8-conv1:1-conv2:4-fc:512-Momentum,1_epoch,8,1,4,512,0.253,95.49,792.62,98.26
1164,filter:8-conv1:32-conv2:32-fc:8-Momentum,1_epoch,8,32,32,8,0.328,87.52,792.948,98.26
1165,filter:14-conv1:4-conv2:16-fc:64-Momentum,1_epoch,14,4,16,64,0.2,94.84,793.148,98.26
1166,filter:4-conv1:64-conv2:4-fc:128-Momentum,1_epoch,4,64,4,128,0.635,96.19,793.783,98.26
1167,filter:12-conv1:64-conv2:512-fc:8-Momentum,1_epoch,12,64,512,8,1.52,10.28,795.303,98.26
1168,filter:8-conv1:1-conv2:256-fc:2-Momentum,1_epoch,8,1,256,2,0.244,10.28,795.547,98.26
1169,filter:12-conv1:512-conv2:256-fc:1-Momentum,1_epoch,12,512,256,1,5.59,10.28,801.137,98.26
1170,filter:4-conv1:512-conv2:4-fc:1-Momentum,1_epoch,4,512,4,1,1.23,10.28,802.367,98.26
1171,filter:12-conv1:128-conv2:4-fc:2-Momentum,1_epoch,12,128,4,2,0.804,10.28,803.171,98.26
1172,filter:12-conv1:16-conv2:1-fc:512-Momentum,1_epoch,12,16,1,512,0.212,94.93,803.383,98.26
1173,filter:4-conv1:128-conv2:8-fc:64-Momentum,1_epoch,4,128,8,64,0.509,97.36,803.892,98.26
1174,filter:14-conv1:64-conv2:2-fc:64-Momentum,1_epoch,14,64,2,64,0.404,10.28,804.296,98.26
1175,filter:12-conv1:8-conv2:1-fc:512-Momentum,1_epoch,12,8,1,512,0.193,88.45,804.489,98.26
1176,filter:6-conv1:8-conv2:256-fc:32-Momentum,1_epoch,6,8,256,32,0.302,97.15,804.791,98.26
1177,filter:8-conv1:256-conv2:8-fc:512-Momentum,1_epoch,8,256,8,512,0.863,10.28,805.654,98.26
1178,filter:4-conv1:8-conv2:16-fc:64-Momentum,1_epoch,4,8,16,64,0.265,97.14,805.919,98.26
1179,filter:2-conv1:64-conv2:16-fc:512-Momentum,1_epoch,2,64,16,512,0.256,96.78,806.175,98.26
1180,filter:8-conv1:2-conv2:64-fc:1-Momentum,1_epoch,8,2,64,1,0.271,24.19,806.446,98.26
1181,filter:8-conv1:32-conv2:32-fc:32-Momentum,1_epoch,8,32,32,32,0.25,96.89,806.696,98.26
1182,filter:4-conv1:4-conv2:256-fc:64-Momentum,1_epoch,4,4,256,64,0.286,96.01,806.982,98.26
1183,filter:12-conv1:256-conv2:32-fc:128-Momentum,1_epoch,12,256,32,128,1.15,91.65,808.132,98.26
1184,filter:8-conv1:256-conv2:8-fc:64-Momentum,1_epoch,8,256,8,64,0.867,96.05,808.999,98.26
1185,filter:14-conv1:64-conv2:512-fc:16-Momentum,1_epoch,14,64,512,16,1.71,10.28,810.709,98.26
1186,filter:4-conv1:512-conv2:256-fc:2-Momentum,1_epoch,4,512,256,2,2.99,10.28,813.699,98.26
1187,filter:8-conv1:32-conv2:4-fc:128-Momentum,1_epoch,8,32,4,128,0.215,96.5,813.914,98.26
1188,filter:8-conv1:1-conv2:16-fc:8-Momentum,1_epoch,8,1,16,8,0.147,92.39,814.061,98.26
1189,filter:12-conv1:1-conv2:8-fc:256-Momentum,1_epoch,12,1,8,256,0.273,95.54,814.334,98.26
1190,filter:12-conv1:512-conv2:64-fc:256-Momentum,1_epoch,12,512,64,256,2.47,10.28,816.804,98.26
1191,filter:12-conv1:128-conv2:8-fc:32-Momentum,1_epoch,12,128,8,32,0.524,95.19,817.328,98.26
1192,filter:2-conv1:2-conv2:256-fc:512-Momentum,1_epoch,2,2,256,512,0.426,10.28,817.754,98.26
1193,filter:2-conv1:4-conv2:32-fc:256-Momentum,1_epoch,2,4,32,256,0.362,95.26,818.116,98.26
1194,filter:8-conv1:1-conv2:4-fc:32-Momentum,1_epoch,8,1,4,32,0.167,91.95,818.283,98.26
1195,filter:6-conv1:2-conv2:512-fc:1-Momentum,1_epoch,6,2,512,1,0.431,10.28,818.714,98.26
1196,filter:4-conv1:4-conv2:256-fc:512-Momentum,1_epoch,4,4,256,512,0.286,96.17,819.0,98.26
1197,filter:2-conv1:4-conv2:4-fc:128-Momentum,1_epoch,2,4,4,128,0.153,93.01,819.153,98.26
1198,filter:8-conv1:128-conv2:64-fc:512-Momentum,1_epoch,8,128,64,512,0.685,95.88,819.838,98.26
1199,filter:12-conv1:16-conv2:2-fc:128-Momentum,1_epoch,12,16,2,128,0.312,95.89,820.15,98.26
1200,filter:12-conv1:128-conv2:16-fc:4-Momentum,1_epoch,12,128,16,4,0.755,10.28,820.905,98.26
1201,filter:14-conv1:4-conv2:64-fc:256-Momentum,1_epoch,14,4,64,256,0.265,93.7,821.17,98.26
1202,filter:2-conv1:8-conv2:512-fc:1-Momentum,1_epoch,2,8,512,1,0.601,10.28,821.771,98.26
1203,filter:8-conv1:8-conv2:2-fc:8-Momentum,1_epoch,8,8,2,8,0.167,90.4,821.938,98.26
1204,filter:2-conv1:16-conv2:8-fc:512-Momentum,1_epoch,2,16,8,512,0.367,95.74,822.305,98.26
1205,filter:2-conv1:4-conv2:64-fc:512-Momentum,1_epoch,2,4,64,512,0.282,94.68,822.587,98.26
1206,filter:6-conv1:16-conv2:256-fc:256-Momentum,1_epoch,6,16,256,256,0.403,97.72,822.99,98.26
1207,filter:8-conv1:64-conv2:64-fc:4-Momentum,1_epoch,8,64,64,4,0.386,45.08,823.376,98.26
1208,filter:6-conv1:2-conv2:16-fc:128-Momentum,1_epoch,6,2,16,128,0.235,96.95,823.611,98.26
1209,filter:8-conv1:128-conv2:16-fc:8-Momentum,1_epoch,8,128,16,8,0.475,80.21,824.086,98.26
1210,filter:14-conv1:32-conv2:8-fc:4-Momentum,1_epoch,14,32,8,4,0.4,53.53,824.486,98.26
1211,filter:8-conv1:16-conv2:4-fc:256-Momentum,1_epoch,8,16,4,256,0.181,93.45,824.667,98.26
1212,filter:14-conv1:512-conv2:256-fc:128-Momentum,1_epoch,14,512,256,128,6.2,10.28,830.867,98.26
1213,filter:4-conv1:512-conv2:32-fc:16-Momentum,1_epoch,4,512,32,16,1.36,96.71,832.227,98.26
1214,filter:8-conv1:4-conv2:512-fc:512-Momentum,1_epoch,8,4,512,512,0.691,93.46,832.918,98.26
1215,filter:12-conv1:512-conv2:64-fc:1-Momentum,1_epoch,12,512,64,1,2.48,10.28,835.398,98.26
1216,filter:2-conv1:8-conv2:512-fc:256-Momentum,1_epoch,2,8,512,256,0.407,93.6,835.805,98.26
1217,filter:6-conv1:512-conv2:128-fc:4-Momentum,1_epoch,6,512,128,4,2.06,10.28,837.865,98.26
1218,filter:2-conv1:1-conv2:64-fc:1-Momentum,1_epoch,2,1,64,1,0.179,10.28,838.044,98.26
1219,filter:14-conv1:1-conv2:64-fc:2-Momentum,1_epoch,14,1,64,2,0.388,44.63,838.432,98.26
1220,filter:4-conv1:32-conv2:8-fc:2-Momentum,1_epoch,4,32,8,2,0.199,48.63,838.631,98.26
1221,filter:6-conv1:1-conv2:256-fc:16-Momentum,1_epoch,6,1,256,16,0.334,87.84,838.965,98.26
1222,filter:14-conv1:256-conv2:256-fc:2-Momentum,1_epoch,14,256,256,2,3.2,10.28,842.165,98.26
1223,filter:2-conv1:32-conv2:2-fc:4-Momentum,1_epoch,2,32,2,4,0.365,66.13,842.53,98.26
1224,filter:6-conv1:64-conv2:32-fc:512-Momentum,1_epoch,6,64,32,512,0.792,97.94,843.322,98.26
1225,filter:12-conv1:64-conv2:128-fc:8-Momentum,1_epoch,12,64,128,8,0.642,10.28,843.964,98.26
1226,filter:14-conv1:4-conv2:128-fc:256-Momentum,1_epoch,14,4,128,256,0.326,92.92,844.29,98.26
1227,filter:12-conv1:1-conv2:64-fc:16-Momentum,1_epoch,12,1,64,16,0.204,93.49,844.494,98.26
1228,filter:2-conv1:512-conv2:8-fc:4-Momentum,1_epoch,2,512,8,4,1.14,61.21,845.634,98.26
1229,filter:6-conv1:128-conv2:64-fc:8-Momentum,1_epoch,6,128,64,8,0.773,93.16,846.407,98.26
1230,filter:14-conv1:128-conv2:512-fc:256-Momentum,1_epoch,14,128,512,256,2.96,10.28,849.367,98.26
1231,filter:6-conv1:32-conv2:32-fc:256-Momentum,1_epoch,6,32,32,256,0.261,97.98,849.628,98.26
1232,filter:4-conv1:1-conv2:2-fc:16-Momentum,1_epoch,4,1,2,16,0.136,85.72,849.764,98.26
1233,filter:6-conv1:64-conv2:4-fc:32-Momentum,1_epoch,6,64,4,32,0.338,96.39,850.102,98.26
1234,filter:6-conv1:128-conv2:2-fc:1-Momentum,1_epoch,6,128,2,1,0.415,25.02,850.517,98.26
1235,filter:12-conv1:1-conv2:64-fc:4-Momentum,1_epoch,12,1,64,4,0.395,74.74,850.912,98.26
1236,filter:14-conv1:128-conv2:64-fc:4-Momentum,1_epoch,14,128,64,4,1.02,10.28,851.932,98.26
1237,filter:12-conv1:32-conv2:128-fc:128-Momentum,1_epoch,12,32,128,128,0.649,96.66,852.581,98.26
1238,filter:12-conv1:2-conv2:512-fc:64-Momentum,1_epoch,12,2,512,64,0.754,75.83,853.335,98.26
1239,filter:14-conv1:2-conv2:1-fc:256-Momentum,1_epoch,14,2,1,256,0.323,95.4,853.658,98.26
1240,filter:2-conv1:32-conv2:128-fc:4-Momentum,1_epoch,2,32,128,4,0.337,57.33,853.995,98.26
1241,filter:6-conv1:1-conv2:2-fc:1-Momentum,1_epoch,6,1,2,1,0.147,26.6,854.142,98.26
1242,filter:12-conv1:32-conv2:2-fc:8-Momentum,1_epoch,12,32,2,8,0.234,89.77,854.376,98.26
1243,filter:4-conv1:64-conv2:1-fc:256-Momentum,1_epoch,4,64,1,256,0.268,92.97,854.644,98.26
1244,filter:4-conv1:32-conv2:2-fc:128-Momentum,1_epoch,4,32,2,128,0.208,95.25,854.852,98.26
1245,filter:6-conv1:2-conv2:512-fc:8-Momentum,1_epoch,6,2,512,8,0.326,10.28,855.178,98.26
1246,filter:2-conv1:512-conv2:64-fc:512-Momentum,1_epoch,2,512,64,512,1.18,97.11,856.358,98.26
1247,filter:14-conv1:512-conv2:128-fc:64-Momentum,1_epoch,14,512,128,64,4.07,10.28,860.428,98.26
1248,filter:14-conv1:512-conv2:256-fc:4-Momentum,1_epoch,14,512,256,4,6.34,10.28,866.768,98.26
1249,filter:4-conv1:64-conv2:512-fc:512-Momentum,1_epoch,4,64,512,512,1.09,97.51,867.858,98.26
1250,filter:2-conv1:2-conv2:2-fc:1-Momentum,1_epoch,2,2,2,1,0.155,18.9,868.013,98.26
1251,filter:8-conv1:16-conv2:1-fc:16-Momentum,1_epoch,8,16,1,16,0.352,93.72,868.365,98.26
1252,filter:12-conv1:8-conv2:256-fc:1-Momentum,1_epoch,12,8,256,1,0.438,10.28,868.803,98.26
1253,filter:4-conv1:512-conv2:256-fc:8-Momentum,1_epoch,4,512,256,8,3.49,10.28,872.293,98.26
1254,filter:6-conv1:256-conv2:16-fc:1-Momentum,1_epoch,6,256,16,1,0.743,10.28,873.036,98.26
1255,filter:2-conv1:1-conv2:512-fc:128-Momentum,1_epoch,2,1,512,128,0.371,10.28,873.407,98.26
1256,filter:12-conv1:1-conv2:512-fc:512-Momentum,1_epoch,12,1,512,512,0.651,11.01,874.058,98.26
1257,filter:14-conv1:1-conv2:16-fc:2-Momentum,1_epoch,14,1,16,2,0.176,50.62,874.234,98.26
1258,filter:14-conv1:8-conv2:8-fc:512-Momentum,1_epoch,14,8,8,512,0.217,96.44,874.451,98.26
1259,filter:14-conv1:16-conv2:8-fc:4-Momentum,1_epoch,14,16,8,4,0.423,60.35,874.874,98.26
1260,filter:8-conv1:16-conv2:256-fc:64-Momentum,1_epoch,8,16,256,64,0.436,96.63,875.31,98.26
1261,filter:2-conv1:8-conv2:64-fc:64-Momentum,1_epoch,2,8,64,64,0.359,94.13,875.669,98.26
1262,filter:8-conv1:128-conv2:2-fc:128-Momentum,1_epoch,8,128,2,128,0.454,10.28,876.123,98.26
1263,filter:4-conv1:16-conv2:2-fc:256-Momentum,1_epoch,4,16,2,256,0.293,96.12,876.416,98.26
1264,filter:12-conv1:64-conv2:256-fc:256-Momentum,1_epoch,12,64,256,256,1.11,80.09,877.526,98.26
1265,filter:8-conv1:16-conv2:8-fc:16-Momentum,1_epoch,8,16,8,16,0.284,95.81,877.81,98.26
1266,filter:2-conv1:64-conv2:64-fc:1-Momentum,1_epoch,2,64,64,1,0.461,10.28,878.271,98.26
1267,filter:6-conv1:32-conv2:16-fc:64-Momentum,1_epoch,6,32,16,64,0.248,97.58,878.519,98.26
1268,filter:12-conv1:64-conv2:8-fc:8-Momentum,1_epoch,12,64,8,8,0.35,92.92,878.869,98.26
1269,filter:2-conv1:512-conv2:2-fc:64-Momentum,1_epoch,2,512,2,64,0.976,90.38,879.845,98.26
1270,filter:8-conv1:256-conv2:32-fc:8-Momentum,1_epoch,8,256,32,8,0.888,10.28,880.733,98.26
1271,filter:12-conv1:1-conv2:128-fc:2-Momentum,1_epoch,12,1,128,2,0.287,49.19,881.02,98.26
1272,filter:2-conv1:4-conv2:2-fc:4-Momentum,1_epoch,2,4,2,4,0.142,35.76,881.162,98.26
1273,filter:12-conv1:4-conv2:8-fc:512-Momentum,1_epoch,12,4,8,512,0.282,95.03,881.444,98.26
1274,filter:4-conv1:128-conv2:4-fc:512-Momentum,1_epoch,4,128,4,512,0.472,97.28,881.916,98.26
1275,filter:14-conv1:4-conv2:128-fc:4-Momentum,1_epoch,14,4,128,4,0.316,10.28,882.232,98.26
1276,filter:12-conv1:2-conv2:2-fc:1-Momentum,1_epoch,12,2,2,1,0.362,29.72,882.594,98.26
1277,filter:14-conv1:32-conv2:64-fc:512-Momentum,1_epoch,14,32,64,512,0.519,96.24,883.113,98.26
1278,filter:6-conv1:4-conv2:4-fc:1-Momentum,1_epoch,6,4,4,1,0.25,25.46,883.363,98.26
1279,filter:6-conv1:256-conv2:4-fc:64-Momentum,1_epoch,6,256,4,64,0.81,96.76,884.173,98.26
1280,filter:8-conv1:16-conv2:8-fc:128-Momentum,1_epoch,8,16,8,128,0.235,96.66,884.408,98.26
1281,filter:8-conv1:4-conv2:8-fc:32-Momentum,1_epoch,8,4,8,32,0.269,95.94,884.677,98.26
1282,filter:8-conv1:128-conv2:16-fc:2-Momentum,1_epoch,8,128,16,2,0.503,10.28,885.18,98.26
1283,filter:4-conv1:256-conv2:64-fc:8-Momentum,1_epoch,4,256,64,8,1.45,91.74,886.63,98.26
1284,filter:4-conv1:64-conv2:64-fc:8-Momentum,1_epoch,4,64,64,8,0.739,93.43,887.369,98.26
1285,filter:4-conv1:4-conv2:512-fc:512-Momentum,1_epoch,4,4,512,512,0.566,97.25,887.935,98.26
1286,filter:4-conv1:64-conv2:512-fc:1-Momentum,1_epoch,4,64,512,1,0.911,10.28,888.846,98.26
1287,filter:6-conv1:32-conv2:512-fc:8-Momentum,1_epoch,6,32,512,8,0.84,10.28,889.686,98.26
1288,filter:2-conv1:64-conv2:128-fc:128-Momentum,1_epoch,2,64,128,128,0.324,95.71,890.01,98.26
1289,filter:8-conv1:256-conv2:1-fc:512-Momentum,1_epoch,8,256,1,512,0.886,86.19,890.896,98.26
1290,filter:2-conv1:256-conv2:512-fc:8-Momentum,1_epoch,2,256,512,8,1.2,10.28,892.096,98.26
1291,filter:14-conv1:1-conv2:32-fc:128-Momentum,1_epoch,14,1,32,128,0.181,93.26,892.277,98.26
1292,filter:6-conv1:32-conv2:128-fc:64-Momentum,1_epoch,6,32,128,64,0.358,96.97,892.635,98.26
1293,filter:6-conv1:128-conv2:256-fc:2-Momentum,1_epoch,6,128,256,2,1.04,10.28,893.675,98.26
1294,filter:2-conv1:2-conv2:512-fc:16-Momentum,1_epoch,2,2,512,16,0.413,10.28,894.088,98.26
1295,filter:8-conv1:512-conv2:1-fc:32-Momentum,1_epoch,8,512,1,32,1.5,92.95,895.588,98.26
1296,filter:2-conv1:64-conv2:32-fc:256-Momentum,1_epoch,2,64,32,256,0.346,96.49,895.934,98.26
1297,filter:12-conv1:512-conv2:8-fc:512-Momentum,1_epoch,12,512,8,512,1.75,10.28,897.684,98.26
1298,filter:8-conv1:16-conv2:64-fc:64-Momentum,1_epoch,8,16,64,64,0.25,97.45,897.934,98.26
1299,filter:4-conv1:256-conv2:256-fc:16-Momentum,1_epoch,4,256,256,16,1.6,10.28,899.534,98.26
1300,filter:8-conv1:2-conv2:512-fc:256-Momentum,1_epoch,8,2,512,256,0.444,93.61,899.978,98.26
1301,filter:14-conv1:8-conv2:128-fc:16-Momentum,1_epoch,14,8,128,16,0.354,83.41,900.332,98.26
1302,filter:12-conv1:1-conv2:16-fc:512-Momentum,1_epoch,12,1,16,512,0.185,94.52,900.517,98.26
1303,filter:2-conv1:32-conv2:1-fc:512-Momentum,1_epoch,2,32,1,512,0.283,89.91,900.8,98.26
1304,filter:6-conv1:64-conv2:64-fc:2-Momentum,1_epoch,6,64,64,2,0.361,10.28,901.161,98.26
1305,filter:8-conv1:128-conv2:2-fc:256-Momentum,1_epoch,8,128,2,256,0.418,10.28,901.579,98.26
1306,filter:4-conv1:1-conv2:8-fc:4-Momentum,1_epoch,4,1,8,4,0.305,53.43,901.884,98.26
1307,filter:2-conv1:128-conv2:256-fc:32-Momentum,1_epoch,2,128,256,32,0.57,94.81,902.454,98.26
1308,filter:6-conv1:128-conv2:8-fc:1-Momentum,1_epoch,6,128,8,1,0.433,23.84,902.887,98.26
1309,filter:2-conv1:2-conv2:2-fc:512-Momentum,1_epoch,2,2,2,512,0.135,10.28,903.022,98.26
1310,filter:4-conv1:8-conv2:8-fc:256-Momentum,1_epoch,4,8,8,256,0.262,97.51,903.284,98.26
1311,filter:14-conv1:16-conv2:256-fc:16-Momentum,1_epoch,14,16,256,16,0.504,10.28,903.788,98.26
1312,filter:6-conv1:2-conv2:2-fc:1-Momentum,1_epoch,6,2,2,1,0.192,25.47,903.98,98.26
1313,filter:14-conv1:32-conv2:1-fc:1-Momentum,1_epoch,14,32,1,1,0.425,27.28,904.405,98.26
1314,filter:2-conv1:256-conv2:16-fc:2-Momentum,1_epoch,2,256,16,2,0.565,50.39,904.97,98.26
1315,filter:14-conv1:16-conv2:4-fc:32-Momentum,1_epoch,14,16,4,32,0.204,95.28,905.174,98.26
1316,filter:8-conv1:2-conv2:32-fc:128-Momentum,1_epoch,8,2,32,128,0.277,96.39,905.451,98.26
1317,filter:2-conv1:512-conv2:256-fc:512-Momentum,1_epoch,2,512,256,512,1.59,97.16,907.041,98.26
1318,filter:2-conv1:1-conv2:8-fc:32-Momentum,1_epoch,2,1,8,32,0.122,87.12,907.163,98.26
1319,filter:4-conv1:1-conv2:8-fc:16-Momentum,1_epoch,4,1,8,16,0.144,91.05,907.307,98.26
1320,filter:14-conv1:16-conv2:256-fc:512-Momentum,1_epoch,14,16,256,512,0.638,92.37,907.945,98.26
1321,filter:2-conv1:256-conv2:4-fc:1-Momentum,1_epoch,2,256,4,1,0.665,23.46,908.61,98.26
1322,filter:4-conv1:16-conv2:32-fc:1-Momentum,1_epoch,4,16,32,1,0.193,23.68,908.803,98.26
1323,filter:14-conv1:128-conv2:64-fc:64-Momentum,1_epoch,14,128,64,64,0.934,10.28,909.737,98.26
1324,filter:2-conv1:1-conv2:2-fc:8-Momentum,1_epoch,2,1,2,8,0.138,10.28,909.875,98.26
1325,filter:6-conv1:256-conv2:1-fc:16-Momentum,1_epoch,6,256,1,16,0.801,94.21,910.676,98.26
1326,filter:14-conv1:128-conv2:1-fc:512-Momentum,1_epoch,14,128,1,512,0.624,10.28,911.3,98.26
1327,filter:6-conv1:32-conv2:32-fc:2-Momentum,1_epoch,6,32,32,2,0.68,27.51,911.98,98.26
1328,filter:12-conv1:2-conv2:1-fc:256-Momentum,1_epoch,12,2,1,256,0.185,10.28,912.165,98.26
1329,filter:6-conv1:64-conv2:512-fc:256-Momentum,1_epoch,6,64,512,256,1.21,96.94,913.375,98.26
1330,filter:12-conv1:128-conv2:8-fc:128-Momentum,1_epoch,12,128,8,128,0.552,96.18,913.927,98.26
1331,filter:8-conv1:512-conv2:16-fc:256-Momentum,1_epoch,8,512,16,256,1.38,91.99,915.307,98.26
1332,filter:4-conv1:2-conv2:32-fc:2-Momentum,1_epoch,4,2,32,2,0.398,32.82,915.705,98.26
1333,filter:8-conv1:8-conv2:2-fc:64-Momentum,1_epoch,8,8,2,64,0.162,95.66,915.867,98.26
1334,filter:2-conv1:4-conv2:8-fc:32-Momentum,1_epoch,2,4,8,32,0.136,88.2,916.003,98.26
1335,filter:8-conv1:16-conv2:16-fc:512-Momentum,1_epoch,8,16,16,512,0.278,97.62,916.281,98.26
1336,filter:14-conv1:128-conv2:512-fc:512-Momentum,1_epoch,14,128,512,512,3.06,9.8,919.341,98.26
1337,filter:6-conv1:8-conv2:512-fc:512-Momentum,1_epoch,6,8,512,512,0.695,95.38,920.036,98.26
1338,filter:2-conv1:2-conv2:32-fc:1-Momentum,1_epoch,2,2,32,1,0.262,22.26,920.298,98.26
1339,filter:8-conv1:4-conv2:4-fc:16-Momentum,1_epoch,8,4,4,16,0.161,92.49,920.459,98.26
1340,filter:12-conv1:256-conv2:512-fc:256-Momentum,1_epoch,12,256,512,256,4.61,10.28,925.069,98.26
1341,filter:2-conv1:64-conv2:4-fc:4-Momentum,1_epoch,2,64,4,4,0.231,61.45,925.3,98.26
1342,filter:6-conv1:8-conv2:256-fc:2-Momentum,1_epoch,6,8,256,2,0.304,10.28,925.604,98.26
1343,filter:8-conv1:512-conv2:4-fc:32-Momentum,1_epoch,8,512,4,32,1.45,92.71,927.054,98.26
1344,filter:6-conv1:16-conv2:256-fc:32-Momentum,1_epoch,6,16,256,32,0.4,95.67,927.454,98.26
1345,filter:2-conv1:32-conv2:64-fc:16-Momentum,1_epoch,2,32,64,16,0.288,93.26,927.742,98.26
1346,filter:2-conv1:1-conv2:128-fc:1-Momentum,1_epoch,2,1,128,1,0.244,10.28,927.986,98.26
1347,filter:12-conv1:512-conv2:512-fc:4-Momentum,1_epoch,12,512,512,4,9.88,10.28,937.866,98.26
1348,filter:4-conv1:64-conv2:256-fc:1-Momentum,1_epoch,4,64,256,1,0.562,10.28,938.428,98.26
1349,filter:4-conv1:128-conv2:128-fc:32-Momentum,1_epoch,4,128,128,32,1.11,97.11,939.538,98.26
1350,filter:8-conv1:512-conv2:512-fc:256-Momentum,1_epoch,8,512,512,256,6.44,10.28,945.978,98.26
1351,filter:14-conv1:4-conv2:2-fc:128-Momentum,1_epoch,14,4,2,128,0.184,94.79,946.162,98.26
1352,filter:4-conv1:2-conv2:256-fc:4-Momentum,1_epoch,4,2,256,4,0.263,70.67,946.425,98.26
1353,filter:6-conv1:2-conv2:64-fc:256-Momentum,1_epoch,6,2,64,256,0.243,96.93,946.668,98.26
1354,filter:4-conv1:32-conv2:2-fc:8-Momentum,1_epoch,4,32,2,8,0.224,89.25,946.892,98.26
